image_index,image datetime,area_px,intensity_sum,mean_intensity,centroid_row,centroid_col,w_centroid_row,w_centroid_col,peak_intensity,peak thresh
4,2024-10-09 00:02:39.513260,2640.0,4271904.572998047,1618.1456715901693,383.54583333333335,297.2109848484848,384.3508608268492,297.2537130804499,3971.8115234375,1461.1478036804826
5,2024-10-09 00:04:16.473555,2028.0,3699031.6879882812,1823.98012228219,414.51676528599603,292.8545364891519,413.7597169422967,292.5686990274952,4130.041015625,1519.3571808432612
56,2024-10-09 01:32:09.510560,4661.0,10670941.811523438,2289.41038651007,309.4297361081313,200.29650289637416,308.2882883354236,201.57546304995046,5675.1826171875,2087.7830097568212
56,2024-10-09 01:32:09.510560,1467.0,3207262.551635742,2186.2730413331574,313.18064076346286,353.82208588957053,313.9557121445511,355.8833378786187,4773.4482421875,1756.0534717967412
57,2024-10-09 01:32:46.374630,7528.0,20644034.170410156,2742.2999695018807,319.6896918172157,186.95217853347503,314.1459272005833,194.04145758558678,8574.9873046875,3154.56153770065
57,2024-10-09 01:32:46.374630,1449.0,4931497.183105469,3403.3796984854857,287.0151828847481,127.10282953761215,286.20228486643794,127.76659157335048,7036.14453125,2588.45291815775
57,2024-10-09 01:32:46.374630,2308.0,6253495.811462402,2709.4869200443686,310.1681109185442,345.67157712305027,310.9642397982809,347.8537580319293,6463.015625,2377.6105764073
58,2024-10-09 01:33:05.766785,7916.0,23447716.16796875,2962.066216266896,323.0611419909045,182.13845376452753,319.0029519558974,187.64358565159927,8720.1318359375,3207.957226745991
58,2024-10-09 01:33:05.766785,1783.0,6973473.186035156,3911.0898407376085,287.4060572069546,126.02748177229388,286.4757608550875,127.76088948726976,9170.181640625,3373.5212973937455
58,2024-10-09 01:33:05.766785,2402.0,6713146.780456543,2794.8154789577616,310.1132389675271,344.15154038301415,310.4928799828898,345.43027767989605,6171.447021484375,2270.3484814828344
59,2024-10-09 01:33:25.158690,7722.0,23318660.850097656,3019.7695998572462,327.6045066045066,174.54092204092203,325.3723828534217,178.7716768868935,8619.7705078125,3171.036357440142
59,2024-10-09 01:33:25.158690,2014.0,8325613.830078125,4133.869826255275,286.8733862959285,125.47169811320755,285.8201380438123,127.76215972713231,10569.666015625,3888.3628271969105
59,2024-10-09 01:33:25.158690,2303.0,6103257.360046387,2650.133460723572,310.0412505427703,344.35258358662617,310.7247470777021,346.0698452344003,6160.787841796875,2266.4271884160507
60,2024-10-09 01:33:45.958730,7838.0,25248370.735351562,3221.277205326813,327.47741770859915,175.00369992344986,323.5630227449168,181.30623388082074,8553.6142578125,3146.698833160144
60,2024-10-09 01:33:45.958730,2251.0,9761043.36328125,4336.314244016548,285.7174589071524,125.53442914260329,284.8336287122632,127.50329102711697,11351.751953125,4176.076164832454
60,2024-10-09 01:33:45.958730,2379.0,6455666.122131348,2713.604927335581,310.04581757040773,344.7389659520807,311.0557076359478,346.81871143276123,6613.810791015625,2433.0850178124833
61,2024-10-09 01:34:06.758895,7416.0,24058338.779785156,3244.112564695949,326.512405609493,176.7727885652643,319.6486651232608,186.61209503479,9161.56640625,3370.3519297863095
61,2024-10-09 01:34:06.758895,2423.0,10132428.160644531,4181.769773274673,284.63805200165086,124.84234420140322,284.14487996732527,126.68819329021395,10472.61328125,3852.659121510875
61,2024-10-09 01:34:06.758895,2274.0,6052783.656311035,2661.7342376037973,310.1684256816183,343.34740545294636,310.67340813685297,344.4726505983391,5644.994384765625,2076.677379683508
62,2024-10-09 01:34:27.558925,8075.0,28825095.463867188,3569.6712648751936,325.6502786377709,177.58291021671826,315.87195966268644,190.65358300384844,11428.5302734375,4204.321330403099
62,2024-10-09 01:34:27.558925,2891.0,12684731.620117188,4387.6622691515695,284.2179176755448,123.57696298858527,283.6049360910202,125.48845966477181,11149.1875,4101.55686701563
