Time,QS1mean,qs1_se,QS2mean,qs2_se,QS3mean,qs3_se,AR_mean,AR_se,Shutter_Ang,Exposure,Threshold_count,Thresh_area
2024-10-08 23:00:28.722370,2588.4223560754376,55.948541790503434,2490.431091548279,55.948541790503434,2651.5969697336704,55.948541790503434,2785.733804996523,353.1929040198032,180.791015625,2000,29080586.87770887,8718
2024-10-08 23:02:05.683665,2591.07296318099,53.92414929715549,2501.411104403818,53.92414929715549,2664.6369644934052,53.92414929715549,2801.167305116124,324.3724657579288,180.966796875,2000,30339554.931806408,9101
2024-10-08 23:03:42.643960,2612.3207163747666,53.54735600568139,2491.5089062083985,53.54735600568139,2671.143529658719,53.54735600568139,2801.1270621398003,324.96729983407926,180.791015625,2000,25018595.370344624,7464
2024-10-08 23:05:19.673265,2592.0485085410437,51.78128328778946,2501.678557214091,51.78128328778946,2655.7592883978696,51.78128328778946,2799.8528277848645,325.03128611454827,180.966796875,2000,30553570.738887563,9162
2024-10-08 23:06:56.664435,2576.05439829509,49.768995881027855,2510.9521283302843,49.768995881027855,2667.427373246798,49.768995881027855,2801.1167037040373,322.81500643015477,180.791015625,2000,34406900.387129925,10366
2024-10-08 23:08:33.656730,2621.3911355112177,51.711630904967855,2497.5259402238803,51.711630904967855,2669.018733843127,51.711630904967855,2784.0296607700902,399.31551321713795,180.791015625,2000,22274614.47035721,6613
2024-10-08 23:10:10.707910,2585.328275520269,47.77986216662149,2524.191362660037,47.77986216662149,2657.7464290706375,47.77986216662149,2792.104415801666,374.72498872904464,180.791015625,2000,31005833.444327403,9310
2024-10-08 23:11:47.675205,2608.902237955761,53.76441330672308,2505.4781264772764,53.76441330672308,2658.164281828515,53.76441330672308,2801.725619967713,320.791773747684,180.791015625,2000,25538146.368199,7612
2024-10-08 23:13:24.665500,2623.2611294037974,61.19472738420898,2497.4283113864467,61.19472738420898,2662.3300521335664,61.19472738420898,2795.303664008831,374.7908630952309,180.966796875,2000,21282333.295851823,6312
2024-10-08 23:15:01.684670,2592.6569269962797,52.012371643120034,2506.22497100794,52.012371643120034,2676.6423433338114,52.012371643120034,2805.5835677282034,321.6636450241882,180.791015625,2000,29582891.880239356,8862
2024-10-08 23:16:38.645965,2596.351357614397,52.82821114082982,2481.813248036192,52.82821114082982,2658.706564243443,52.82821114082982,2806.5401856590797,323.65674791680357,180.966796875,2000,31529722.07436459,9426
2024-10-08 23:18:15.606270,2602.587312858201,50.95661898891792,2491.105703713157,50.95661898891792,2683.077119137511,50.95661898891792,2806.8387945582417,321.9732337194638,180.791015625,2000,27277772.292622276,8157
2024-10-08 23:19:52.597565,2601.8208293827133,54.80947728390614,2497.4321250135067,54.80947728390614,2648.7520827038006,54.80947728390614,2797.0115978649064,322.4970687404697,180.791015625,2000,25850481.44428552,7744
2024-10-08 23:21:29.558860,2588.506102903458,57.48594108711069,2489.3101420919725,57.48594108711069,2604.916204400058,57.48594108711069,2805.76030434535,325.2643944218493,180.791015625,2000,32927905.39796329,9873
2024-10-08 23:23:06.519040,2609.4382821420345,52.85758149041856,2494.8969770551344,52.85758149041856,2624.638983551963,52.85758149041856,2803.956665177431,323.47880900427435,180.791015625,2000,25975725.165020622,7752
2024-10-08 23:24:43.509210,2600.7892898627824,50.29560992363642,2486.5722768385663,50.29560992363642,2641.6466369510986,50.29560992363642,2804.223026304863,321.298293443732,180.966796875,2000,27403373.948980696,8204
2024-10-08 23:26:20.469505,2614.1000556372965,51.02601266834588,2499.044993142033,51.02601266834588,2639.3996073905996,51.02601266834588,2802.447741632776,323.80645087565165,180.791015625,2000,25769594.850058023,7679
2024-10-08 23:27:57.429800,2576.1349930469837,51.90441152086384,2477.5911898802688,51.90441152086384,2653.2485873626347,51.90441152086384,2797.546608787443,321.7898369806632,180.791015625,2000,33844965.35134516,10201
2024-10-08 23:29:34.390105,2602.8032154118073,52.061578381046125,2486.024118208094,52.061578381046125,2677.321718854884,52.061578381046125,2800.500417738031,320.4489443602535,180.791015625,2000,25232426.731129546,7557
2024-10-08 23:31:11.349400,2581.5800619350366,51.228714328551824,2481.1067695142574,51.228714328551824,2655.554467023012,51.228714328551824,2793.2743052757432,323.16863293128506,180.791015625,2000,32238392.60382601,9699
2024-10-08 23:32:48.309695,2585.952169987922,57.259719921812255,2481.424102559349,57.259719921812255,2673.497887268425,57.259719921812255,2801.3994859584354,322.9396818851667,180.966796875,2000,32145701.483861297,9634
2024-10-08 23:34:25.269740,2573.657554388567,53.33057725691296,2474.5966912744166,53.33057725691296,2677.336833188051,53.33057725691296,2799.849576354255,322.87098922402186,180.791015625,2000,34285138.311610304,10338
2024-10-08 23:36:02.230045,2589.126465717982,58.61316263499981,2496.40615476729,58.61316263499981,2697.2782375980146,58.61316263499981,2801.9221623009657,323.21569601539755,180.966796875,2000,31895479.314002622,9574
2024-10-08 23:37:39.190340,2603.8552878997307,52.58558799647141,2490.6026475382196,52.58558799647141,2675.571435505952,52.58558799647141,2805.440461572148,322.48892674163216,180.791015625,2000,28461155.395483594,8511
2024-10-08 23:39:16.150635,2579.9687888231947,55.183765052808226,2491.824510137123,55.183765052808226,2681.791939509348,55.183765052808226,2797.246904123401,318.7385871936824,180.791015625,2000,30810170.291712437,9273
2024-10-08 23:40:53.110930,2595.7947214315373,49.68555922048877,2512.8654461212454,49.68555922048877,2701.679010777012,49.68555922048877,2805.5395035862734,318.9895238004801,180.791015625,2000,28598856.667965002,8572
2024-10-08 23:42:30.701000,2610.227658783679,54.205376140658174,2490.162173259613,54.205376140658174,2690.952304318408,54.205376140658174,2806.878386482318,318.90755589319264,180.791015625,2000,23776084.177240808,7094
2024-10-08 23:44:07.314050,2588.5358038122836,53.52631246142023,2506.4244949722565,53.52631246142023,2697.9434660517727,53.52631246142023,2799.6572600686754,316.7085760956846,180.791015625,2000,28128982.62148744,8448
2024-10-08 23:45:44.235750,2596.700179855213,50.845724600443766,2505.5695746991746,50.845724600443766,2724.5128601647975,50.845724600443766,2804.366635749254,318.20974563691357,180.791015625,2000,28112305.9980178,8436
2024-10-08 23:47:20.982870,2608.4941309635356,46.90063659824995,2500.6221805443915,46.90063659824995,2672.437698188676,46.90063659824995,2798.5807285961305,319.58494341439325,180.791015625,2000,22983073.126853153,6874
2024-10-08 23:48:57.944175,2594.848614164402,52.73775296085532,2502.552503904826,52.73775296085532,2699.8425394250776,52.73775296085532,2803.547351293237,320.7966115563996,180.791015625,2000,28708453.562584102,8608
2024-10-08 23:50:34.936470,2587.8537128660673,51.88623079765796,2485.991881131853,51.88623079765796,2671.1506653962324,51.88623079765796,2789.6425714840743,321.27096112929286,180.791015625,2000,28634717.891909502,8622
2024-10-08 23:52:11.927640,2595.4055625072133,48.50038001726743,2490.6242736149725,48.50038001726743,2703.7677108797775,48.50038001726743,2798.9978495458026,320.21671037672684,180.791015625,2000,27089747.65427472,8127
2024-10-08 23:53:48.888935,2600.1500045653206,54.87989597622509,2471.809587936792,54.87989597622509,2670.122245524918,54.87989597622509,2799.183828602964,321.9584022771974,180.791015625,2000,27471412.091341626,8224
2024-10-08 23:55:25.881230,2593.701561293443,49.610869829490646,2503.6691104000306,49.610869829490646,2699.5860139302604,49.610869829490646,2801.5349475418807,318.30600009337036,180.791015625,2000,28561029.100554544,8585
2024-10-08 23:57:02.873410,2596.148466205043,52.90848286973076,2481.4566327507855,52.90848286973076,2694.8957178624632,52.90848286973076,2801.306501561134,318.09601690669797,180.791015625,2000,26527911.860668633,7957
2024-10-08 23:58:39.865705,2605.185802015682,51.97731320961153,2492.7392623198493,51.97731320961153,2695.7617974271748,51.97731320961153,2802.0510073107885,317.0312442970896,180.791015625,2000,25138719.228680406,7528
2024-10-09 00:00:16.823000,2582.3041649866486,48.896939849266275,2487.045197504011,48.896939849266275,2687.208591871861,48.896939849266275,2802.979967141229,316.1113719118097,180.791015625,2000,30891293.223593567,9310
2024-10-09 00:01:53.783180,2600.5250566646046,54.305404999364036,2491.34215867731,54.305404999364036,2676.6282384266565,54.305404999364036,2785.850405442733,369.42449182083317,180.791015625,2000,24629561.5259967,7373
2024-10-09 00:03:30.743475,2602.3656714556573,50.07410524334838,2493.4376348952383,50.07410524334838,2703.6784455785087,50.07410524334838,2786.249246173626,391.7224813386412,180.791015625,2000,25305571.41898191,7580
2024-10-09 00:05:07.703770,2608.001094312726,59.737255741833394,2484.776458000691,59.737255741833394,2643.788448134877,59.737255741833394,2733.0729105262344,526.0844236081517,180.791015625,2000,20529588.441524524,6149
2024-10-09 00:06:44.664065,2619.4052856886665,57.93828005171302,2498.9879107151287,57.93828005171302,2683.911806334693,57.93828005171302,2765.1975915626276,454.23339160950064,180.791015625,2000,18587732.57886263,5538
2024-10-09 00:08:21.624245,2610.045023752619,49.524080136331506,2503.136801201627,49.524080136331506,2670.2398859013583,49.524080136331506,2773.8359745212697,432.92370294145934,180.791015625,2000,20980216.045440663,6281
2024-10-09 00:09:58.584540,2628.686577711545,51.1387891000992,2491.488895885899,51.1387891000992,2697.491611473777,51.1387891000992,2783.358569881672,388.9449749690468,180.966796875,2000,15978646.923612108,4756
2024-10-09 00:11:35.613710,2624.456424941886,49.963010107813915,2484.839053952744,49.963010107813915,2681.833718205749,49.963010107813915,2805.391953316507,311.23691204305646,180.791015625,2000,17541332.569765925,5225
2024-10-09 00:13:12.704005,2601.884671009829,53.70295890764921,2490.8157173608224,53.70295890764921,2695.154964190781,53.70295890764921,2806.732823279,310.3796257526898,180.791015625,2000,23728788.17319206,7090
2024-10-09 00:14:49.790310,2612.6020935380016,56.393736371046536,2498.864918725667,56.393736371046536,2709.399666339805,56.393736371046536,2806.5035716837083,311.176598032201,180.791015625,2000,20244430.378957935,6051
2024-10-09 00:16:26.878605,2608.6791649387387,54.07109942580608,2469.469529122133,54.07109942580608,2671.891985879011,54.07109942580608,2794.9026783297277,313.5378298832653,180.791015625,2000,19382799.225270513,5795
2024-10-09 00:18:03.966775,2587.5048110145276,47.70369280389791,2496.861171852802,47.70369280389791,2702.917343096711,47.70369280389791,2802.9734327602937,312.4886419712097,180.791015625,2000,27856667.060407188,8388
2024-10-09 00:19:41.549450,2602.332744460144,53.74047413188257,2479.516708727633,53.74047413188257,2687.5155097984075,53.74047413188257,2798.993451680351,314.0350891554345,180.791015625,2000,22274602.882937536,6687
2024-10-09 00:21:18.143250,2613.0697696765988,54.82425186888015,2485.8562477172027,54.82425186888015,2687.117825423279,54.82425186888015,2804.38706980138,316.1122379346251,180.791015625,2000,21180093.219610564,6326
2024-10-09 00:22:55.231545,2594.7778193923145,56.738596943058496,2489.8954114439052,56.738596943058496,2702.9562440781892,56.738596943058496,2804.782645645111,316.50353926701797,180.791015625,2000,27295669.617259458,8189
2024-10-09 00:24:32.319840,2603.6658581533115,49.73337821671231,2488.4714798250843,49.73337821671231,2693.8256923763347,49.73337821671231,2801.938578974325,316.57471359707216,180.791015625,2000,23744659.500119615,7110
2024-10-09 00:26:09.408135,2602.9244640918755,62.84586250332882,2477.795347776515,62.84586250332882,2698.2206432946173,62.84586250332882,2806.159862229956,318.9126856658887,180.791015625,2000,25891877.168652136,7741
2024-10-09 00:27:46.496440,2596.9149648424386,51.7165173951458,2483.5823027924303,51.7165173951458,2697.4268881093553,51.7165173951458,2800.2444599205237,316.7655612340862,180.791015625,2000,25864779.51633798,7757
2024-10-09 00:29:23.584485,2596.8645966319164,53.545417067934615,2500.9169032260183,53.545417067934615,2703.536372683751,53.545417067934615,2799.9485402632845,317.485917627221,180.791015625,2000,24729212.798685543,7424
2024-10-09 00:31:00.708780,2616.545234888003,51.56702580019763,2486.795995210522,51.56702580019763,2685.016579173969,51.56702580019763,2802.1908757300803,316.82915705273797,180.791015625,2000,19845041.904731315,5921
2024-10-09 00:32:37.793085,2584.1724998015766,54.59098167543377,2487.786708662539,54.59098167543377,2682.1685599272373,54.59098167543377,2797.654435486131,316.54264843926205,180.791015625,2000,28989355.24386928,8730
2024-10-09 00:34:14.881380,2595.408613197473,54.35407852628402,2508.0151708267235,54.35407852628402,2696.9037016993157,54.35407852628402,2807.8452364674285,319.0075560348763,180.791015625,2000,28226119.086475804,8465
2024-10-09 00:35:51.969675,2593.9298188782145,50.2137806721481,2482.5237547791467,50.2137806721481,2688.3740367995183,50.2137806721481,2799.349165705478,319.65669490287496,180.791015625,2000,25983952.406746008,7808
2024-10-09 00:37:29.579700,2593.39045124226,52.45841755757877,2503.5020786168516,52.45841755757877,2680.13822003432,52.45841755757877,2809.358611545103,318.7580551783531,180.791015625,2000,29347176.332550652,8819
2024-10-09 00:39:06.145150,2595.8661698896112,48.11430212314647,2491.1479471360644,48.11430212314647,2682.738306210076,48.11430212314647,2806.443168364083,323.47947512115087,180.791015625,2000,30336111.778976932,9096
2024-10-09 00:40:43.199320,2596.630409487775,51.41211241237299,2474.2949611772215,51.41211241237299,2690.472023148642,51.41211241237299,2805.779617984195,321.2417590013833,180.966796875,2000,28531619.48803422,8560
2024-10-09 00:42:20.223615,2595.2786759646624,50.32984912650552,2494.77268497009,50.32984912650552,2674.9436906960245,50.32984912650552,2808.1692150214226,318.8961033954719,180.791015625,2000,27740238.99340803,8318
2024-10-09 00:43:57.247910,2586.1915084178854,56.43816688864777,2487.9504361168038,56.43816688864777,2678.6032175191863,56.43816688864777,2806.9174212453163,319.33852462176714,180.966796875,2000,31296612.483326934,9411
2024-10-09 00:45:34.240215,2620.6026186138993,54.634994788668585,2508.3615441462534,54.634994788668585,2682.0916469207964,54.634994788668585,2811.5749383154243,318.52948449311856,180.791015625,2000,22536261.100522205,6710
2024-10-09 00:47:11.296385,2621.6527917577428,49.63973113100644,2487.242422087687,49.63973113100644,2662.3953949642296,49.63973113100644,2813.569845449331,315.889239896603,180.791015625,2000,21638883.89040576,6448
2024-10-09 00:48:48.352680,2615.01871247729,54.86065927206762,2515.9044742367764,54.86065927206762,2669.1470474865587,54.86065927206762,2812.1724987910698,315.9280829054972,180.791015625,2000,24265064.582903046,7241
2024-10-09 00:50:25.344850,2626.2225062795055,51.34820586079573,2492.446690135139,51.34820586079573,2677.968749440973,51.34820586079573,2814.769444134064,314.0349563919065,180.791015625,2000,20802264.008907348,6184
2024-10-09 00:52:02.401155,2610.2159428178475,50.31440953770552,2492.703702802689,50.31440953770552,2684.2801447985034,50.31440953770552,2814.6772735039012,316.07810639811896,180.791015625,2000,24892153.80983841,7428
2024-10-09 00:53:39.457450,2591.994077095011,56.347363131768,2467.5199996728115,56.347363131768,2662.3153013296374,56.347363131768,2798.2594676501967,319.9894885117184,180.791015625,2000,27967069.482427485,8402
2024-10-09 00:55:16.481745,2593.5714072948595,55.535463897192635,2487.035056362381,55.535463897192635,2684.5423343724733,55.535463897192635,2802.384653459664,319.7668341123406,180.791015625,2000,29368795.856736038,8807
2024-10-09 00:56:53.537925,2580.018916525772,54.45537620952662,2494.4141452769445,54.45537620952662,2672.631587098586,54.45537620952662,2805.724320868849,321.75705169692947,180.791015625,2000,35036401.13361899,10539
2024-10-09 00:58:30.594220,2593.267269554447,49.08991630625361,2470.260213246374,49.08991630625361,2671.7180957485116,49.08991630625361,2800.2592078161792,321.19373645908126,180.966796875,2000,29772856.087312415,8930
2024-10-09 01:05:31.555345,2618.5124725128417,58.14549733683712,2526.429859221164,58.14549733683712,2695.2210107956316,58.14549733683712,2829.6556357460295,324.68882529110874,180.791015625,2000,30456818.706062306,9047
2024-10-09 01:07:08.612515,2606.669683867875,50.855363064539176,2488.367876269678,50.855363064539176,2696.910414299846,50.855363064539176,2819.9147871900163,323.3392457658726,180.791015625,2000,31978026.596966542,9540
2024-10-09 01:08:45.635810,2580.1679695832267,56.59976806235886,2472.7172689707495,56.59976806235886,2687.6623668528614,56.59976806235886,2812.541668039158,321.45481265263726,180.791015625,2000,36249154.86458583,10896
2024-10-09 01:10:22.695105,2590.242656589587,50.4926871954539,2485.3474207403538,50.4926871954539,2683.6451611957245,50.4926871954539,2801.792060275874,322.4430835089487,180.791015625,2000,31728709.08275447,9519
2024-10-09 01:11:59.718410,2587.851829341567,52.2089972177938,2496.827019594314,52.2089972177938,2669.016872953899,52.2089972177938,2806.7591775279707,321.5596782522387,180.791015625,2000,33928142.45526625,10172
2024-10-09 01:13:36.739580,2575.835249893148,56.93372459393995,2473.542616067475,56.93372459393995,2693.634051005055,56.93372459393995,2804.59738258294,321.0815148927203,180.791015625,2000,35726482.83118633,10755
2024-10-09 01:15:13.731875,2606.270402664869,55.66043920258816,2515.7500406327736,55.66043920258816,2696.341275711683,55.66043920258816,2805.8557489672035,319.4560065735386,180.791015625,2000,26834053.128695823,8015
2024-10-09 01:16:50.722045,2594.4561465114907,56.10564093955598,2487.2415989248057,56.10564093955598,2667.2101906092225,56.10564093955598,2808.389085960789,319.2038524384767,180.791015625,2000,30604433.152517494,9162
2024-10-09 01:18:27.718350,2600.885913169986,54.16934134174569,2486.605633196601,54.16934134174569,2699.1981143288167,54.16934134174569,2805.1861034726244,317.25601601882363,180.966796875,2000,26781483.544466615,8020
2024-10-09 01:20:04.738645,2614.165342711225,54.54371461804942,2508.612544362133,54.54371461804942,2693.933637467209,54.54371461804942,2806.8185899214277,316.97028949705367,180.791015625,2000,22806997.72910489,6808
2024-10-09 01:21:41.702940,2596.1759931875977,52.89013246057724,2474.4950553675103,52.89013246057724,2694.46623877814,52.89013246057724,2799.898743169241,314.6283561372486,180.966796875,2000,25772696.71254715,7732
2024-10-09 01:23:18.693120,2585.1133833603035,53.24451494951375,2476.533538189734,53.24451494951375,2690.8742939822805,53.24451494951375,2808.339522694151,317.00979124475936,180.791015625,2000,30543178.86119659,9167
2024-10-09 01:24:55.651415,2601.3986967240717,59.034690674980816,2468.1381312253347,59.034690674980816,2693.1090328560913,59.034690674980816,2793.446223270242,316.270856137638,180.791015625,2000,23699635.692152765,7083
2024-10-09 01:26:32.675710,2581.2167929867214,57.29289471411383,2482.973925839939,57.29289471411383,2691.759491623921,57.29289471411383,2803.50817437787,315.4216610077339,180.791015625,2000,31698031.936264202,9529
2024-10-09 01:28:09.667880,2570.10613335584,55.17179292171435,2460.761709293514,55.17179292171435,2676.4679705264207,55.17179292171435,2794.9840286569274,315.9458463718896,180.966796875,2000,32788084.95168824,9893
2024-10-09 01:29:46.693185,2599.539204934744,60.1009886727912,2461.1840445732287,60.1009886727912,2702.344068986199,60.1009886727912,2803.084895034279,315.5942531512664,180.791015625,2000,27119010.622761276,8102
2024-10-09 01:31:23.720355,2580.1198493971715,63.967359718997606,2459.497396531654,63.967359718997606,2677.091621407693,63.967359718997606,2795.408385607477,316.22984742067564,180.791015625,2000,32613766.138038754,9783
2024-10-09 01:40:07.773785,2667.4882998550584,66.4090115946115,2545.852421021586,66.4090115946115,2772.801756642708,66.4090115946115,2958.9463387410456,364.42573000455104,180.791015625,1500,55824764.917099975,15356
