DateTime,Diff_count
2024-10-08 23:01:14.453450,1107703.6206054688
2024-10-08 23:02:51.413745,851806.4018554688
2024-10-08 23:04:28.406050,763015.8754882812
2024-10-08 23:06:05.430345,843924.1762695312
2024-10-08 23:07:42.422640,811369.6489257812
2024-10-08 23:09:19.446810,336720.3349609375
2024-10-08 23:10:56.437115,280318.21630859375
2024-10-08 23:12:33.429410,620810.5708007812
2024-10-08 23:14:10.453580,2068697.1655273438
2024-10-08 23:15:47.413875,5071661.958496094
2024-10-08 23:17:24.374055,6686528.639160156
2024-10-08 23:19:01.365350,2040736.2509765625
2024-10-08 23:20:38.326645,985290.9287109375
2024-10-08 23:22:15.286940,599878.1040039062
2024-10-08 23:23:52.278245,987829.7231445312
2024-10-08 23:25:29.239290,1654407.0063476562
2024-10-08 23:27:06.199585,1617565.767578125
2024-10-08 23:28:43.158880,1599712.7563476562
2024-10-08 23:30:20.119185,1605115.3999023438
2024-10-08 23:31:57.794800,1566488.900390625
2024-10-08 23:33:34.397750,489269.607421875
2024-10-08 23:35:10.999945,691522.7158203125
2024-10-08 23:36:47.960250,707137.8803710938
2024-10-08 23:38:24.920420,541957.4443359375
2024-10-08 23:40:01.880715,523387.486328125
2024-10-08 23:41:38.841010,2077608.373046875
2024-10-08 23:43:15.801315,3954098.6469726562
2024-10-08 23:44:52.761485,2700948.798828125
2024-10-08 23:46:29.753780,1287532.787109375
2024-10-08 23:48:06.712075,464170.31787109375
2024-10-08 23:49:43.676255,744590.9423828125
2024-10-08 23:51:20.668550,763422.4130859375
2024-10-08 23:52:57.656720,1331294.6884765625
2024-10-08 23:54:34.649015,871890.7231445312
2024-10-08 23:56:11.641320,559589.4321289062
2024-10-08 23:57:48.633615,673548.7451171875
2024-10-08 23:59:25.593910,439022.46337890625
2024-10-09 00:01:02.554080,522986.73388671875
2024-10-09 00:02:39.513260,4132425.7241210938
2024-10-09 00:04:16.473555,4026546.5478515625
2024-10-09 00:05:53.434850,1566707.1982421875
2024-10-09 00:07:30.394145,496229.58642578125
2024-10-09 00:09:07.354450,192526.05224609375
2024-10-09 00:10:44.319620,226756.08154296875
2024-10-09 00:12:21.407790,207095.0537109375
2024-10-09 00:13:58.496085,235240.09228515625
2024-10-09 00:15:35.583390,412775.62939453125
2024-10-09 00:17:12.672685,315127.08203125
2024-10-09 00:18:49.760980,332608.052734375
2024-10-09 00:20:26.848285,588442.86328125
2024-10-09 00:22:03.937330,302890.58251953125
2024-10-09 00:23:41.256250,431682.79443359375
2024-10-09 00:25:18.113920,527885.2797851562
2024-10-09 00:26:55.200225,874391.8857421875
2024-10-09 00:28:32.288520,792271.9174804688
2024-10-09 00:30:09.376690,1079168.0708007812
2024-10-09 00:31:46.496985,1105146.7607421875
2024-10-09 00:33:23.585165,1001694.8598632812
2024-10-09 00:35:00.673460,1164935.5073242188
2024-10-09 00:36:37.761755,914190.435546875
2024-10-09 00:38:14.850060,1104935.1684570312
2024-10-09 00:39:51.938230,828702.2529296875
2024-10-09 00:41:28.961525,903797.4721679688
2024-10-09 00:43:05.985695,720160.2592773438
2024-10-09 00:44:43.100000,1363440.8637695312
2024-10-09 00:46:20.342950,1924788.5893554688
2024-10-09 00:47:57.585900,1251893.47265625
2024-10-09 00:49:34.114760,1181221.5659179688
2024-10-09 00:51:11.139065,1450441.5551757812
2024-10-09 00:52:48.196235,1593691.9912109375
2024-10-09 00:54:25.219530,725025.9565429688
2024-10-09 00:56:02.275825,1081963.517578125
2024-10-09 00:57:39.333130,1550715.0078125
2024-10-09 01:04:40.291255,667428.072265625
2024-10-09 01:06:17.347425,962819.044921875
2024-10-09 01:07:54.403720,1514724.4321289062
2024-10-09 01:09:31.395890,2096954.3962402344
2024-10-09 01:11:08.484195,2591147.803955078
2024-10-09 01:12:45.507490,2748352.3474121094
2024-10-09 01:14:22.499785,1581189.4853515625
2024-10-09 01:15:59.492955,1503946.5573730469
2024-10-09 01:17:36.484260,1511737.2380371094
2024-10-09 01:19:13.508430,1235451.8283691406
2024-10-09 01:20:50.469725,1062683.3264160156
2024-10-09 01:22:27.461020,904556.0434570312
2024-10-09 01:24:04.421325,1029897.212890625
2024-10-09 01:25:41.414495,2158920.981567383
2024-10-09 01:27:18.437790,2324339.0356445312
2024-10-09 01:28:55.429960,3772113.0989990234
2024-10-09 01:30:32.455265,6074385.548461914
2024-10-09 01:32:09.510560,15471182.12121582
2024-10-09 01:32:46.374630,27955877.17138672
2024-10-09 01:33:05.766785,33619563.69934082
2024-10-09 01:33:25.158690,34797522.98925781
2024-10-09 01:33:45.958730,39002125.84387207
2024-10-09 01:34:06.758895,38368843.97180176
2024-10-09 01:34:27.558925,46813606.84460449
2024-10-09 01:34:48.359965,58203410.060180664
2024-10-09 01:35:09.160005,62623479.03588867
2024-10-09 01:35:29.960170,69934319.36425781
2024-10-09 01:35:50.759075,72165087.92590332
2024-10-09 01:36:11.559115,79500886.44372559
2024-10-09 01:36:32.359280,80751515.17675781
2024-10-09 01:36:53.159185,89230294.58569336
2024-10-09 01:37:13.959350,97224440.72973633
2024-10-09 01:37:34.759390,103183779.13562012
2024-10-09 01:37:55.559545,112563222.40515137
2024-10-09 01:38:16.359460,132061340.49475098
2024-10-09 01:38:37.159625,139289346.2677002
2024-10-09 01:38:57.959665,155064165.74926758
2024-10-09 01:39:18.765570,163968352.50634766
2024-10-09 01:41:02.975010,224944495.65966797
2024-10-09 01:42:48.151200,276746127.5449219
2024-10-09 01:44:19.754850,311580717.7949219
2024-10-09 01:46:04.181665,308246659.81103516
2024-10-09 01:47:35.108085,326455605.3125
2024-10-09 01:49:20.214265,337675551.9016113
2024-10-09 01:50:51.140425,293811640.0341797
2024-10-09 01:52:36.246740,283522715.5727539
2024-10-09 01:54:07.173025,273041181.9086914
2024-10-09 01:55:52.279340,269031769.43481445
2024-10-09 01:57:36.480655,232544406.3071289
