time,exposure,region_1,region_2,region_3,region_4,region_5,region_6,region_7
2024-11-13 00:20:30.622,2.900772,3.1871668e+07,2.836622e+07,3.533105e+06,4.560027e+06,4.05959e+06,2.669753e+06,2.269749e+06
2024-11-13 00:20:42.622,2.9007709999999998,3.1867814e+07,2.892565e+07,3.538318e+06,4.56204e+06,4.0576e+06,2.670739e+06,2.270341e+06
2024-11-13 00:20:54.630,2.9007709999999998,3.1852902e+07,2.9580528e+07,3.534684e+06,4.562057e+06,4.063418e+06,2.670361e+06,2.270627e+06
2024-11-13 00:21:06.622,2.900773,3.1850304e+07,3.0361494e+07,3.537528e+06,4.571555e+06,4.060746e+06,2.669183e+06,2.272702e+06
2024-11-13 00:21:18.623,2.9007739999999997,3.1859836e+07,3.1584028e+07,3.537001e+06,4.564591e+06,4.072358e+06,2.671068e+06,2.274111e+06
2024-11-13 00:21:30.622,2.900775,3.1866902e+07,3.1836792e+07,3.538245e+06,4.573467e+06,4.076447e+06,2.669099e+06,2.276196e+06
2024-11-13 00:21:42.623,2.9007709999999998,3.1848176e+07,3.1910704e+07,3.536795e+06,4.570571e+06,4.07888e+06,2.670063e+06,2.278034e+06
2024-11-13 00:21:54.641,2.900773,3.1836384e+07,3.2327224e+07,3.53658e+06,4.56343e+06,4.085764e+06,2.669737e+06,2.275646e+06
2024-11-13 00:22:06.622,2.9007739999999997,3.1861148e+07,3.2673052e+07,3.535059e+06,4.564356e+06,4.089146e+06,2.671376e+06,2.275281e+06
2024-11-13 00:22:18.622,2.900773,3.1849822e+07,3.2878888e+07,3.538562e+06,4.569141e+06,4.090356e+06,2.667418e+06,2.278476e+06
2024-11-13 00:22:30.639,2.900773,3.183734e+07,3.3026336e+07,3.539631e+06,4.566229e+06,4.09277e+06,2.669556e+06,2.280515e+06
2024-11-13 00:22:42.622,2.900773,3.1844986e+07,3.315514e+07,3.53975e+06,4.567605e+06,4.098172e+06,2.674608e+06,2.277424e+06
2024-11-13 00:22:54.641,2.900774,3.1841112e+07,3.3157004e+07,3.53909e+06,4.571192e+06,4.099411e+06,2.670744e+06,2.274503e+06
2024-11-13 00:23:06.622,2.9007749999999994,3.1842132e+07,3.3184508e+07,3.539082e+06,4.574236e+06,4.11371e+06,2.669685e+06,2.277669e+06
2024-11-13 00:23:18.630,2.900778,3.1829268e+07,3.3122032e+07,3.538633e+06,4.569864e+06,4.112121e+06,2.673535e+06,2.275871e+06
2024-11-13 00:23:30.622,2.900778,3.1830986e+07,3.3054396e+07,3.542877e+06,4.577586e+06,4.110538e+06,2.676403e+06,2.280363e+06
2024-11-13 00:23:42.623,2.9007769999999997,3.184237e+07,3.2973656e+07,3.545907e+06,4.571913e+06,4.105882e+06,2.677474e+06,2.275303e+06
2024-11-13 00:23:54.622,2.9007759999999996,3.1843794e+07,3.2797564e+07,3.547723e+06,4.57399e+06,4.116399e+06,2.676308e+06,2.273544e+06
2024-11-13 00:24:06.622,2.9007759999999996,3.1842296e+07,3.2552298e+07,3.543573e+06,4.567034e+06,4.12373e+06,2.675494e+06,2.274425e+06
2024-11-13 00:24:18.622,2.9007749999999994,3.1833248e+07,3.233218e+07,3.54679e+06,4.573716e+06,4.127763e+06,2.677835e+06,2.277695e+06
2024-11-13 00:24:30.638,2.9007749999999994,3.1842144e+07,3.208894e+07,3.54991e+06,4.563657e+06,4.124911e+06,2.675172e+06,2.27773e+06
2024-11-13 00:24:42.622,2.9007739999999997,3.1846208e+07,3.1741732e+07,3.546656e+06,4.563277e+06,4.134029e+06,2.67636e+06,2.278523e+06
2024-11-13 00:24:54.622,2.900775,3.1829244e+07,3.1422252e+07,3.546384e+06,4.563847e+06,4.123052e+06,2.675337e+06,2.279808e+06
2024-11-13 00:25:06.622,2.9007739999999997,3.1804334e+07,3.1136334e+07,3.548633e+06,4.562499e+06,4.130037e+06,2.677894e+06,2.282454e+06
2024-11-13 00:25:18.622,2.9007759999999996,3.181908e+07,3.0806616e+07,3.545438e+06,4.559941e+06,4.114817e+06,2.674425e+06,2.2808e+06
2024-11-13 00:25:30.622,2.900778,3.179566e+07,3.0553244e+07,3.546683e+06,4.560947e+06,4.120937e+06,2.67387e+06,2.280818e+06
2024-11-13 00:25:42.622,2.9007759999999996,3.1816184e+07,3.0294024e+07,3.551847e+06,4.553502e+06,4.112586e+06,2.67273e+06,2.283791e+06
2024-11-13 00:25:54.630,2.900779,3.1806012e+07,3.0019228e+07,3.549583e+06,4.554135e+06,4.114179e+06,2.675382e+06,2.281246e+06
2024-11-13 00:26:06.624,2.9007819999999995,3.1816346e+07,2.9718792e+07,3.548595e+06,4.562374e+06,4.10602e+06,2.67165e+06,2.283148e+06
2024-11-13 00:26:18.622,2.9007799999999997,3.1796408e+07,2.942248e+07,3.54507e+06,4.557691e+06,4.098929e+06,2.671993e+06,2.279727e+06
2024-11-13 00:26:30.622,2.9007809999999994,3.177752e+07,2.9098332e+07,3.543781e+06,4.561179e+06,4.093221e+06,2.669417e+06,2.28526e+06
2024-11-13 00:26:42.622,2.9007769999999997,3.1790594e+07,2.875366e+07,3.545363e+06,4.564348e+06,4.083503e+06,2.672267e+06,2.283644e+06
2024-11-13 00:26:54.622,2.900779,3.1796578e+07,2.8433212e+07,3.53542e+06,4.555983e+06,4.073849e+06,2.668173e+06,2.283599e+06
2024-11-13 00:27:06.622,2.90078,3.1756952e+07,2.8130402e+07,3.543274e+06,4.566538e+06,4.0845e+06,2.672173e+06,2.281966e+06
2024-11-13 00:27:18.622,2.9007769999999997,3.1778326e+07,2.78153e+07,3.540348e+06,4.558336e+06,4.074815e+06,2.676589e+06,2.281905e+06
2024-11-13 00:27:30.622,2.9007789999999996,3.180167e+07,2.7474886e+07,3.539368e+06,4.561319e+06,4.07342e+06,2.671547e+06,2.284789e+06
2024-11-13 00:27:42.630,2.9007769999999997,3.1797472e+07,2.709914e+07,3.539664e+06,4.561795e+06,4.070256e+06,2.675758e+06,2.282845e+06
2024-11-13 00:27:54.622,2.900778,3.18086e+07,2.6717916e+07,3.534482e+06,4.5612e+06,4.067686e+06,2.672862e+06,2.284523e+06
2024-11-13 00:28:06.622,2.9007759999999996,3.1818892e+07,2.6364718e+07,3.529335e+06,4.564417e+06,4.059466e+06,2.676401e+06,2.288051e+06
2024-11-13 00:28:18.622,2.900778,3.1810338e+07,2.6026634e+07,3.533514e+06,4.560749e+06,4.047557e+06,2.675543e+06,2.284566e+06
2024-11-13 00:28:30.622,2.900778,3.1783152e+07,2.5716132e+07,3.531579e+06,4.554922e+06,4.05062e+06,2.669426e+06,2.282658e+06
2024-11-13 00:28:42.622,2.900778,3.1774112e+07,2.5354804e+07,3.537301e+06,4.557487e+06,4.037147e+06,2.672265e+06,2.288906e+06
2024-11-13 00:28:54.622,2.9007789999999996,3.1774164e+07,2.5010016e+07,3.537956e+06,4.55943e+06,4.029433e+06,2.669175e+06,2.288095e+06
2024-11-13 00:29:06.622,2.900778,3.1759036e+07,2.4657384e+07,3.53581e+06,4.564582e+06,4.021422e+06,2.669596e+06,2.286619e+06
2024-11-13 00:29:18.647,2.90078,3.179178e+07,2.431777e+07,3.532245e+06,4.559804e+06,4.020245e+06,2.664553e+06,2.290293e+06
2024-11-13 00:29:30.622,2.900778,3.177758e+07,2.398442e+07,3.529578e+06,4.554337e+06,4.016372e+06,2.668834e+06,2.278156e+06
2024-11-13 00:29:42.622,2.9007809999999994,3.17667e+07,2.3678424e+07,3.540764e+06,4.559428e+06,4.0194e+06,2.67019e+06,2.280152e+06
2024-11-13 00:29:54.622,2.9007810000000003,3.1744712e+07,2.3377644e+07,3.52755e+06,4.56016e+06,4.016809e+06,2.66615e+06,2.279017e+06
2024-11-13 00:30:06.622,2.9007810000000003,3.1735784e+07,2.3087564e+07,3.53311e+06,4.560361e+06,4.009627e+06,2.663505e+06,2.278959e+06
2024-11-13 00:30:18.622,2.9007809999999994,3.1730656e+07,2.282513e+07,3.532967e+06,4.558146e+06,4.008813e+06,2.658868e+06,2.281996e+06
2024-11-13 00:30:30.622,2.9007809999999994,3.1710612e+07,2.2587368e+07,3.53486e+06,4.565488e+06,4.008109e+06,2.656935e+06,2.280257e+06
2024-11-13 00:30:42.622,2.9007809999999994,3.1715212e+07,2.2345648e+07,3.534404e+06,4.559024e+06,4.01532e+06,2.657062e+06,2.276624e+06
2024-11-13 00:30:54.622,2.90078,3.17326e+07,2.2107024e+07,3.531021e+06,4.563784e+06,4.001899e+06,2.661873e+06,2.280145e+06
2024-11-13 00:31:06.622,2.9007759999999996,3.172239e+07,2.1886112e+07,3.536069e+06,4.563169e+06,4.007265e+06,2.657763e+06,2.280088e+06
2024-11-13 00:31:18.622,2.900778,3.1717358e+07,2.165993e+07,3.537841e+06,4.560485e+06,4.005731e+06,2.6585e+06,2.279511e+06
2024-11-13 00:31:30.622,2.900778,3.1706848e+07,2.1477036e+07,3.531659e+06,4.558817e+06,3.996511e+06,2.661721e+06,2.278625e+06
2024-11-13 00:31:42.622,2.9007769999999997,3.1701084e+07,2.1256924e+07,3.533614e+06,4.559352e+06,4.000061e+06,2.658641e+06,2.279132e+06
2024-11-13 00:31:54.622,2.9007769999999997,3.1688652e+07,2.1062494e+07,3.530786e+06,4.554257e+06,4.002424e+06,2.660177e+06,2.274258e+06
2024-11-13 00:32:06.622,2.9007769999999997,3.1683232e+07,2.0898258e+07,3.528225e+06,4.566773e+06,4.003062e+06,2.658963e+06,2.278414e+06
2024-11-13 00:32:18.622,2.9007759999999996,3.166756e+07,2.0774584e+07,3.531757e+06,4.556239e+06,4.002925e+06,2.660773e+06,2.278614e+06
2024-11-13 00:32:30.622,2.900778,3.1673398e+07,2.0602234e+07,3.530244e+06,4.558922e+06,4.009733e+06,2.663239e+06,2.279566e+06
2024-11-13 00:32:42.622,2.9007789999999996,3.1663536e+07,2.0467492e+07,3.534716e+06,4.562751e+06,4.010299e+06,2.66241e+06,2.277824e+06
2024-11-13 00:32:54.622,2.9007799999999997,3.1658412e+07,2.029426e+07,3.529242e+06,4.563228e+06,4.008854e+06,2.662425e+06,2.278066e+06
2024-11-13 00:33:06.622,2.90078,3.1646684e+07,2.0141276e+07,3.525664e+06,4.56474e+06,4.015934e+06,2.660242e+06,2.276371e+06
2024-11-13 00:33:18.622,2.900779,3.1661122e+07,1.9994036e+07,3.531898e+06,4.567744e+06,4.011074e+06,2.661475e+06,2.279876e+06
2024-11-13 00:33:30.622,2.9007810000000003,3.1652268e+07,1.983881e+07,3.533256e+06,4.57265e+06,4.01736e+06,2.66043e+06,2.280902e+06
2024-11-13 00:33:42.622,2.90078,3.1643794e+07,1.9656024e+07,3.536448e+06,4.556602e+06,4.021059e+06,2.660342e+06,2.279495e+06
2024-11-13 00:33:54.622,2.900779,3.1644508e+07,1.951374e+07,3.538533e+06,4.560679e+06,4.020453e+06,2.658471e+06,2.279885e+06
2024-11-13 00:34:06.622,2.9007799999999997,3.1619584e+07,1.9396708e+07,3.535317e+06,4.561299e+06,4.022467e+06,2.662067e+06,2.28129e+06
2024-11-13 00:34:18.622,2.900778,3.1642056e+07,1.9262654e+07,3.533614e+06,4.556938e+06,4.026244e+06,2.655034e+06,2.283034e+06
2024-11-13 00:34:30.622,2.900781,3.163822e+07,1.9123312e+07,3.535712e+06,4.56791e+06,4.019192e+06,2.663202e+06,2.28435e+06
2024-11-13 00:34:42.630,2.9007769999999997,3.1620616e+07,1.8975692e+07,3.526253e+06,4.559578e+06,4.020511e+06,2.65932e+06,2.287459e+06
2024-11-13 00:34:54.622,2.900779,3.162145e+07,1.8852922e+07,3.532511e+06,4.566206e+06,4.017173e+06,2.660502e+06,2.283787e+06
2024-11-13 00:35:06.622,2.9007810000000003,3.1609844e+07,1.8780454e+07,3.534006e+06,4.562368e+06,4.025471e+06,2.663756e+06,2.283401e+06
2024-11-13 00:35:18.622,2.900781,3.160656e+07,1.8828584e+07,3.530622e+06,4.566969e+06,4.016112e+06,2.658586e+06,2.280797e+06
2024-11-13 00:35:30.622,2.9007829999999997,3.1614948e+07,1.8870264e+07,3.52692e+06,4.568709e+06,4.022758e+06,2.658992e+06,2.287948e+06
2024-11-13 00:35:42.622,2.9007799999999997,3.1617384e+07,1.8752512e+07,3.531727e+06,4.567175e+06,4.019559e+06,2.663259e+06,2.287778e+06
2024-11-13 00:35:54.622,2.900779,3.1601986e+07,1.8596392e+07,3.533384e+06,4.570609e+06,4.017747e+06,2.662848e+06,2.288372e+06
2024-11-13 00:36:06.622,2.900779,3.1594868e+07,1.8459452e+07,3.533189e+06,4.569547e+06,4.019083e+06,2.660551e+06,2.284886e+06
2024-11-13 00:36:18.622,2.90078,3.15917e+07,1.831834e+07,3.534561e+06,4.566811e+06,4.011461e+06,2.661228e+06,2.291394e+06
2024-11-13 00:36:30.622,2.9007809999999994,3.1595364e+07,1.813996e+07,3.534587e+06,4.564695e+06,4.007968e+06,2.660304e+06,2.289763e+06
2024-11-13 00:36:42.622,2.90078,3.15962e+07,1.7982744e+07,3.531149e+06,4.568423e+06,4.000525e+06,2.661374e+06,2.289009e+06
2024-11-13 00:36:54.630,2.9007799999999997,3.1567948e+07,1.7756464e+07,3.537156e+06,4.556829e+06,3.997786e+06,2.662881e+06,2.28476e+06
2024-11-13 00:37:06.622,2.9007819999999995,3.157894e+07,1.7577816e+07,3.534185e+06,4.561262e+06,3.993825e+06,2.663541e+06,2.287746e+06
2024-11-13 00:37:18.622,2.9007809999999994,3.1559996e+07,1.7421524e+07,3.534502e+06,4.565621e+06,3.991586e+06,2.661913e+06,2.286702e+06
2024-11-13 00:37:30.622,2.9007829999999997,3.1571896e+07,1.7291136e+07,3.537797e+06,4.565003e+06,3.981523e+06,2.660962e+06,2.285542e+06
2024-11-13 00:37:42.622,2.900781,3.1583648e+07,1.713059e+07,3.53576e+06,4.563138e+06,3.976528e+06,2.661088e+06,2.28585e+06
2024-11-13 00:37:54.622,2.9007809999999994,3.1577308e+07,1.6996352e+07,3.535479e+06,4.566549e+06,3.972776e+06,2.662836e+06,2.284797e+06
2024-11-13 00:38:06.630,2.900785,3.1573008e+07,1.6888432e+07,3.534772e+06,4.562197e+06,3.977984e+06,2.659757e+06,2.288783e+06
