Date,FullDiskIntensity,ROI_Intensity,OutsideROI_Intensity,Exposure
2024-11-13T00:20:30.622,51763748.40904421,11555536.250349907,40213609.34261638,2.900772
2024-11-13T00:20:42.622,51986338.80440752,11750866.235218154,40240970.41786477,2.9007709999999998
2024-11-13T00:20:54.630,52225519.35330297,11978215.446858784,40252741.081595205,2.9007709999999998
2024-11-13T00:21:06.622,52498734.64762668,12246379.844269097,40257746.469647914,2.900773
2024-11-13T00:21:18.623,52938466.76783507,12672365.375585966,40271643.36139251,2.9007739999999997
2024-11-13T00:21:30.622,53047517.30141083,12761919.142298179,40291017.40052228,2.900775
2024-11-13T00:21:42.623,53064027.46028556,12785697.319781534,40283816.95762955,2.9007709999999998
2024-11-13T00:21:54.641,53207472.628847554,12932111.544060841,40280829.971873015,2.900773
2024-11-13T00:22:06.622,53338244.206546254,13052913.463785874,40290774.80699979,2.9007739999999997
2024-11-13T00:22:18.622,53401787.730373934,13125287.638846612,40281985.52592705,2.900773
2024-11-13T00:22:30.639,53460056.33670749,13177510.960009625,40287950.83241605,2.900773
2024-11-13T00:22:42.622,53513802.01070542,13228195.3810243,40291078.274652995,2.900773
2024-11-13T00:22:54.641,53514346.17105641,13234247.135419719,40285548.61564534,2.900774
2024-11-13T00:23:06.622,53526236.26444658,13246773.017555656,40284936.267032094,2.9007749999999994
2024-11-13T00:23:18.630,53502827.17257233,13227569.982949402,40280702.6252957,2.900778
2024-11-13T00:23:30.622,53507813.421089105,13206430.826488618,40306753.5674912,2.900778
2024-11-13T00:23:42.623,53486221.10558654,13180465.785546426,40311177.3155951,2.9007769999999997
2024-11-13T00:23:54.622,53423751.43754637,13126761.942321643,40302388.05064576,2.9007759999999996
2024-11-13T00:24:06.622,53324103.619169496,13046732.322661249,40282829.14640772,2.9007759999999996
2024-11-13T00:24:18.622,53261032.655066326,12977462.919392234,40289133.76597634,2.9007749999999994
2024-11-13T00:24:30.638,53170469.271143064,12894507.157569962,40281414.44958676,2.9007749999999994
2024-11-13T00:24:42.622,53055174.92917408,12781107.387200797,40279536.42717427,2.9007739999999997
2024-11-13T00:24:54.622,52939463.41925865,12673803.380131172,40271097.20678095,2.900775
2024-11-13T00:25:06.622,52844880.711148135,12579948.661977805,40270515.38658303,2.9007739999999997
2024-11-13T00:25:18.622,52723089.269905716,12466705.460883573,40261918.87963773,2.9007759999999996
2024-11-13T00:25:30.622,52632638.55420856,12385788.915939104,40252335.06321408,2.900778
2024-11-13T00:25:42.622,52545580.90662637,12297546.58753382,40253554.22135319,2.9007759999999996
2024-11-13T00:25:54.630,52438261.58421583,12206799.621756777,40236948.764452584,2.900779
2024-11-13T00:26:06.624,52348852.13711338,12106261.001343777,40248037.942871965,2.9007819999999995
2024-11-13T00:26:18.622,52213763.194726944,12005740.524962252,40213517.74350347,2.9007799999999997
2024-11-13T00:26:30.622,52135239.44068857,11896689.891446479,40243972.91625946,2.9007809999999994
2024-11-13T00:26:42.622,52009314.74566987,11777412.741482714,40237439.83077638,2.9007769999999997
2024-11-13T00:26:54.622,51891522.93228819,11667963.674585344,40229080.533194706,2.900779
2024-11-13T00:27:06.622,51793865.09835286,11567141.941133074,40232240.98345962,2.90078
2024-11-13T00:27:18.622,51693360.778853394,11458678.829844557,40240214.25983452,2.9007769999999997
