time,exposure,region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10,region_11
2024-11-01 00:26:42.622,2.900793,2.2374354e+07,1.1568952e+07,5.3635e+06,5.438822e+06,8.474047e+06,1.0986503e+07,3.008827e+06,1.3798029e+07,5.333135e+06,7.84199e+06,2.840458e+06
2024-11-01 00:26:54.622,2.900794,2.2404696e+07,1.1552113e+07,5.371572e+06,5.43691e+06,8.479738e+06,1.0985982e+07,3.006316e+06,1.3795427e+07,5.339654e+06,7.840724e+06,2.836082e+06
2024-11-01 00:27:06.622,2.900791,2.2406162e+07,1.1523338e+07,5.365729e+06,5.44049e+06,8.478591e+06,1.0982281e+07,3.010531e+06,1.3809365e+07,5.338589e+06,7.842955e+06,2.837348e+06
2024-11-01 00:27:18.622,2.9007899999999998,2.2399496e+07,1.1513597e+07,5.361176e+06,5.443919e+06,8.481758e+06,1.0991244e+07,3.006098e+06,1.3803628e+07,5.338858e+06,7.87631e+06,2.838664e+06
2024-11-01 00:27:30.647,2.9007919999999996,2.2401088e+07,1.1504429e+07,5.363231e+06,5.44442e+06,8.486932e+06,1.1016135e+07,3.012265e+06,1.3813368e+07,5.332654e+06,7.874709e+06,2.837838e+06
2024-11-01 00:27:42.622,2.900794,2.2406384e+07,1.1478509e+07,5.365361e+06,5.438744e+06,8.489147e+06,1.1011481e+07,3.011366e+06,1.3810198e+07,5.334994e+06,7.877772e+06,2.841373e+06
2024-11-01 00:27:54.622,2.900791,2.2398336e+07,1.1464717e+07,5.348291e+06,5.439769e+06,8.486522e+06,1.1009172e+07,3.008318e+06,1.3810065e+07,5.344081e+06,7.884031e+06,2.839798e+06
2024-11-01 00:28:06.622,2.900792,2.240762e+07,1.1472161e+07,5.346598e+06,5.434373e+06,8.485083e+06,1.1001898e+07,3.005301e+06,1.3817329e+07,5.350682e+06,7.879479e+06,2.837745e+06
2024-11-01 00:28:18.622,2.900791,2.239832e+07,1.1470783e+07,5.335952e+06,5.4361e+06,8.491514e+06,1.099421e+07,3.008115e+06,1.3814614e+07,5.348053e+06,7.878767e+06,2.839174e+06
2024-11-01 00:28:30.622,2.9007919999999996,2.2377e+07,1.1487788e+07,5.332395e+06,5.431064e+06,8.484368e+06,1.1000883e+07,3.008006e+06,1.3817445e+07,5.347481e+06,7.874459e+06,2.837996e+06
2024-11-01 00:28:42.622,2.9007899999999998,2.234431e+07,1.1494143e+07,5.326287e+06,5.442571e+06,8.476156e+06,1.0994772e+07,3.009876e+06,1.380763e+07,5.346449e+06,7.867896e+06,2.837896e+06
2024-11-01 00:28:54.622,2.900792,2.2312202e+07,1.150523e+07,5.341494e+06,5.436949e+06,8.480246e+06,1.0991706e+07,3.007699e+06,1.3807647e+07,5.347835e+06,7.864402e+06,2.842481e+06
2024-11-01 00:29:06.622,2.9007889999999996,2.229395e+07,1.151492e+07,5.349014e+06,5.433859e+06,8.485036e+06,1.0987916e+07,3.008917e+06,1.381233e+07,5.343819e+06,7.853187e+06,2.843266e+06
2024-11-01 00:29:18.622,2.9007899999999998,2.228882e+07,1.1507296e+07,5.357278e+06,5.444451e+06,8.481511e+06,1.098923e+07,3.011774e+06,1.3813855e+07,5.348695e+06,7.852006e+06,2.846966e+06
2024-11-01 00:29:30.622,2.900791,2.227362e+07,1.1481686e+07,5.345201e+06,5.44123e+06,8.48903e+06,1.099967e+07,3.013757e+06,1.3806753e+07,5.345771e+06,7.852546e+06,2.843674e+06
2024-11-01 00:29:42.622,2.9007899999999998,2.225916e+07,1.1441246e+07,5.336707e+06,5.440273e+06,8.484876e+06,1.0983722e+07,3.015508e+06,1.3815036e+07,5.350421e+06,7.85039e+06,2.84845e+06
2024-11-01 00:29:54.622,2.9007899999999998,2.2240912e+07,1.1406189e+07,5.32233e+06,5.433108e+06,8.48179e+06,1.0981181e+07,3.01739e+06,1.3819013e+07,5.346088e+06,7.85257e+06,2.846039e+06
2024-11-01 00:30:06.622,2.900791,2.2223748e+07,1.1390159e+07,5.317835e+06,5.441909e+06,8.485429e+06,1.0979626e+07,3.016097e+06,1.3820073e+07,5.342576e+06,7.851312e+06,2.849614e+06
2024-11-01 00:30:18.623,2.9007919999999996,2.221648e+07,1.1370358e+07,5.314663e+06,5.440556e+06,8.490035e+06,1.0968848e+07,3.014938e+06,1.3810257e+07,5.346136e+06,7.847152e+06,2.847044e+06
2024-11-01 00:30:30.622,2.900792,2.2201618e+07,1.135825e+07,5.320797e+06,5.442519e+06,8.486847e+06,1.0963619e+07,3.016825e+06,1.3813971e+07,5.351528e+06,7.843586e+06,2.847007e+06
2024-11-01 00:30:42.622,2.9007899999999998,2.2204462e+07,1.1308529e+07,5.319039e+06,5.433781e+06,8.485408e+06,1.0956003e+07,3.02008e+06,1.3803917e+07,5.347487e+06,7.844844e+06,2.842062e+06
2024-11-01 00:30:54.622,2.900792,2.22105e+07,1.1286964e+07,5.320028e+06,5.440758e+06,8.479331e+06,1.0956593e+07,3.016443e+06,1.3811e+07,5.336887e+06,7.848998e+06,2.849869e+06
2024-11-01 00:31:06.630,2.900791,2.2205644e+07,1.1264205e+07,5.320818e+06,5.439802e+06,8.479791e+06,1.0944171e+07,3.020076e+06,1.3796077e+07,5.34471e+06,7.847022e+06,2.840592e+06
2024-11-01 00:31:18.622,2.9007919999999996,2.220576e+07,1.1268917e+07,5.321344e+06,5.439744e+06,8.483596e+06,1.0952254e+07,3.022423e+06,1.3801659e+07,5.340637e+06,7.847626e+06,2.84695e+06
2024-11-01 00:31:30.622,2.9007959999999997,2.2197476e+07,1.1282326e+07,5.316811e+06,5.439457e+06,8.481142e+06,1.0953937e+07,3.023325e+06,1.3810248e+07,5.345809e+06,7.850727e+06,2.84298e+06
2024-11-01 00:31:42.622,2.900796,2.2185768e+07,1.1280656e+07,5.313066e+06,5.443923e+06,8.481138e+06,1.0946375e+07,3.022893e+06,1.3789297e+07,5.335705e+06,7.846017e+06,2.848314e+06
2024-11-01 00:31:54.622,2.900793,2.2179308e+07,1.1253685e+07,5.300857e+06,5.445268e+06,8.483037e+06,1.0942321e+07,3.024382e+06,1.3793304e+07,5.338257e+06,7.852989e+06,2.848692e+06
2024-11-01 00:32:06.622,2.900793,2.2161454e+07,1.1235537e+07,5.299184e+06,5.437218e+06,8.496725e+06,1.0942814e+07,3.025762e+06,1.3796382e+07,5.336356e+06,7.853177e+06,2.846731e+06
2024-11-01 00:32:18.652,2.900794,2.21385e+07,1.1224831e+07,5.299984e+06,5.443942e+06,8.494585e+06,1.0949222e+07,3.022948e+06,1.3788165e+07,5.337953e+06,7.850245e+06,2.848624e+06
2024-11-01 00:32:30.622,2.900795,2.2143432e+07,1.1217382e+07,5.30158e+06,5.440771e+06,8.488888e+06,1.0960039e+07,3.022771e+06,1.3806836e+07,5.335859e+06,7.846012e+06,2.846484e+06
2024-11-01 00:32:42.622,2.900792,2.2105616e+07,1.1197724e+07,5.308489e+06,5.432136e+06,8.50351e+06,1.0975575e+07,3.023479e+06,1.3795221e+07,5.342109e+06,7.846132e+06,2.847799e+06
2024-11-01 00:32:54.622,2.900795,2.2083612e+07,1.1172638e+07,5.296298e+06,5.431147e+06,8.504839e+06,1.0983841e+07,3.025008e+06,1.3791691e+07,5.340776e+06,7.833984e+06,2.844092e+06
2024-11-01 00:33:06.622,2.9007929999999997,2.2095294e+07,1.1151255e+07,5.294403e+06,5.438391e+06,8.511311e+06,1.0965844e+07,3.017604e+06,1.3794887e+07,5.348842e+06,7.842057e+06,2.848615e+06
2024-11-01 00:33:18.622,2.9007959999999997,2.208031e+07,1.1125346e+07,5.298471e+06,5.436928e+06,8.522859e+06,1.0957479e+07,3.022415e+06,1.3792783e+07,5.343867e+06,7.845101e+06,2.845423e+06
2024-11-01 00:33:30.622,2.900795,2.2069092e+07,1.1095871e+07,5.295971e+06,5.429991e+06,8.529186e+06,1.0956332e+07,3.026799e+06,1.3794944e+07,5.340759e+06,7.841671e+06,2.848187e+06
2024-11-01 00:33:42.622,2.9007959999999997,2.2078118e+07,1.1080445e+07,5.278819e+06,5.421289e+06,8.528275e+06,1.0946794e+07,3.024522e+06,1.3779031e+07,5.341117e+06,7.849149e+06,2.843302e+06
2024-11-01 00:33:54.622,2.9007929999999997,2.2050514e+07,1.1069281e+07,5.274414e+06,5.429281e+06,8.526968e+06,1.0950263e+07,3.023697e+06,1.377887e+07,5.336763e+06,7.833721e+06,2.850069e+06
2024-11-01 00:34:06.622,2.900792,2.2027434e+07,1.104764e+07,5.272092e+06,5.425609e+06,8.518164e+06,1.0942957e+07,3.022806e+06,1.3775268e+07,5.337988e+06,7.836222e+06,2.849514e+06
2024-11-01 00:34:18.630,2.900793,2.2021044e+07,1.104458e+07,5.271112e+06,5.421237e+06,8.509039e+06,1.0934547e+07,3.020428e+06,1.3778952e+07,5.336505e+06,7.841299e+06,2.850831e+06
2024-11-01 00:34:30.622,2.9007940000000003,2.2023024e+07,1.1033102e+07,5.26931e+06,5.4245e+06,8.513963e+06,1.0941089e+07,3.02743e+06,1.378325e+07,5.342686e+06,7.846335e+06,2.849972e+06
2024-11-01 00:34:42.622,2.900795,2.2022956e+07,1.1028637e+07,5.264131e+06,5.425503e+06,8.511228e+06,1.0941221e+07,3.029385e+06,1.3789958e+07,5.349006e+06,7.846275e+06,2.847134e+06
2024-11-01 00:34:54.622,2.9007949999999996,2.200535e+07,1.1032506e+07,5.263727e+06,5.432847e+06,8.526351e+06,1.0937293e+07,3.032503e+06,1.3788632e+07,5.336681e+06,7.853795e+06,2.851108e+06
2024-11-01 00:35:06.622,2.9007919999999996,2.2007388e+07,1.1043801e+07,5.266622e+06,5.435328e+06,8.53709e+06,1.0940812e+07,3.037874e+06,1.3781922e+07,5.32912e+06,7.850416e+06,2.848694e+06
2024-11-01 00:35:18.622,2.9007919999999996,2.2001352e+07,1.1058687e+07,5.260264e+06,5.428421e+06,8.539852e+06,1.0936705e+07,3.04319e+06,1.3787272e+07,5.329068e+06,7.859307e+06,2.848151e+06
2024-11-01 00:35:30.622,2.900792,2.1981124e+07,1.1078024e+07,5.266089e+06,5.43122e+06,8.541436e+06,1.093318e+07,3.05031e+06,1.3791196e+07,5.336831e+06,7.852364e+06,2.849317e+06
2024-11-01 00:35:42.622,2.9007909999999995,2.1963324e+07,1.1078674e+07,5.263176e+06,5.431326e+06,8.555448e+06,1.0933767e+07,3.060735e+06,1.3781164e+07,5.331513e+06,7.849078e+06,2.850827e+06
2024-11-01 00:35:54.622,2.900791,2.1959642e+07,1.1054148e+07,5.271638e+06,5.432626e+06,8.584215e+06,1.0938334e+07,3.081368e+06,1.3784241e+07,5.333145e+06,7.85171e+06,2.846481e+06
2024-11-01 00:36:06.622,2.9007889999999996,2.1954144e+07,1.1119458e+07,5.271552e+06,5.424666e+06,8.63309e+06,1.0940117e+07,3.117798e+06,1.3782984e+07,5.325939e+06,7.850098e+06,2.846428e+06
2024-11-01 00:36:18.622,2.9007929999999997,2.1967268e+07,1.1134828e+07,5.274426e+06,5.430654e+06,8.655699e+06,1.0953785e+07,3.126487e+06,1.3787775e+07,5.324331e+06,7.843446e+06,2.845945e+06
2024-11-01 00:36:30.622,2.900791,2.1975528e+07,1.1202923e+07,5.263446e+06,5.425687e+06,8.678944e+06,1.0963977e+07,3.135168e+06,1.377982e+07,5.329113e+06,7.838758e+06,2.850381e+06
2024-11-01 00:36:42.622,2.900791,2.195164e+07,1.1247474e+07,5.266397e+06,5.426491e+06,8.740423e+06,1.0954324e+07,3.168596e+06,1.3774088e+07,5.322626e+06,7.840316e+06,2.847523e+06
2024-11-01 00:36:54.622,2.9007929999999997,2.1973068e+07,1.1169217e+07,5.271644e+06,5.42698e+06,8.815909e+06,1.096204e+07,3.220733e+06,1.3788845e+07,5.323863e+06,7.843004e+06,2.846276e+06
2024-11-01 00:37:06.622,2.9007929999999997,2.1987268e+07,1.1131783e+07,5.270583e+06,5.432505e+06,8.853434e+06,1.0959031e+07,3.249081e+06,1.3795112e+07,5.321161e+06,7.842666e+06,2.843804e+06
2024-11-01 00:37:18.622,2.900797,2.2007948e+07,1.1113562e+07,5.266038e+06,5.42915e+06,8.887108e+06,1.0959606e+07,3.253477e+06,1.3788219e+07,5.324304e+06,7.849629e+06,2.849102e+06
2024-11-01 00:37:30.622,2.900794,2.2020956e+07,1.1090462e+07,5.266543e+06,5.42473e+06,8.929165e+06,1.096956e+07,3.256994e+06,1.3797304e+07,5.322657e+06,7.849289e+06,2.844524e+06
2024-11-01 00:37:42.622,2.900793,2.2031772e+07,1.1094858e+07,5.280134e+06,5.428389e+06,8.932962e+06,1.0959169e+07,3.256096e+06,1.3791526e+07,5.325888e+06,7.851422e+06,2.842527e+06
2024-11-01 00:37:54.622,2.9007959999999997,2.2040488e+07,1.1055539e+07,5.295806e+06,5.431667e+06,8.960595e+06,1.0961836e+07,3.278517e+06,1.3794937e+07,5.322806e+06,7.855157e+06,2.842622e+06
2024-11-01 00:38:06.622,2.9007959999999997,2.2037838e+07,1.101546e+07,5.305422e+06,5.427952e+06,8.960518e+06,1.096052e+07,3.267422e+06,1.3794453e+07,5.319897e+06,7.852138e+06,2.84287e+06
2024-11-01 00:38:18.622,2.9007940000000003,2.2038366e+07,1.0983081e+07,5.335189e+06,5.429678e+06,8.974771e+06,1.0954418e+07,3.279227e+06,1.3791541e+07,5.32495e+06,7.848621e+06,2.840348e+06
2024-11-01 00:38:30.622,2.9007929999999997,2.2049436e+07,1.096665e+07,5.348759e+06,5.418439e+06,8.974748e+06,1.0964115e+07,3.271983e+06,1.380315e+07,5.322758e+06,7.852031e+06,2.840257e+06
2024-11-01 00:38:42.622,2.900793,2.2068808e+07,1.0945438e+07,5.348102e+06,5.423953e+06,8.988423e+06,1.0966297e+07,3.272133e+06,1.378522e+07,5.33075e+06,7.849262e+06,2.842519e+06
2024-11-01 00:38:54.622,2.9007919999999996,2.2078532e+07,1.0955497e+07,5.388271e+06,5.422026e+06,9.012928e+06,1.09644e+07,3.28544e+06,1.3796503e+07,5.338253e+06,7.858895e+06,2.841875e+06
2024-11-01 00:39:06.622,2.9007939999999994,2.2087088e+07,1.0932929e+07,5.39558e+06,5.421437e+06,9.05397e+06,1.0969674e+07,3.298926e+06,1.3795231e+07,5.339499e+06,7.853906e+06,2.841643e+06
2024-11-01 00:39:18.622,2.9007959999999997,2.2096768e+07,1.091586e+07,5.414929e+06,5.425587e+06,9.058112e+06,1.098598e+07,3.292526e+06,1.3801548e+07,5.331339e+06,7.849922e+06,2.84171e+06
2024-11-01 00:39:30.638,2.900797,2.2131612e+07,1.0861099e+07,5.420509e+06,5.426905e+06,9.058439e+06,1.0999854e+07,3.274223e+06,1.3814026e+07,5.331732e+06,7.857964e+06,2.844747e+06
2024-11-01 00:39:42.622,2.9007929999999997,2.2140196e+07,1.0845972e+07,5.430296e+06,5.426065e+06,9.062738e+06,1.0996433e+07,3.272394e+06,1.3811148e+07,5.330417e+06,7.864325e+06,2.844997e+06
2024-11-01 00:39:54.622,2.9007940000000003,2.2159876e+07,1.0834548e+07,5.461766e+06,5.430121e+06,9.080322e+06,1.0985692e+07,3.283043e+06,1.3813378e+07,5.328789e+06,7.862324e+06,2.841957e+06
2024-11-01 00:40:06.622,2.9007929999999997,2.2178752e+07,1.08001e+07,5.469984e+06,5.423458e+06,9.091824e+06,1.0970841e+07,3.291362e+06,1.3808762e+07,5.336349e+06,7.860442e+06,2.83563e+06
2024-11-01 00:40:18.622,2.9007949999999996,2.2218708e+07,1.0840905e+07,5.470934e+06,5.424085e+06,9.104414e+06,1.0962512e+07,3.289334e+06,1.3822411e+07,5.329079e+06,7.864231e+06,2.840527e+06
2024-11-01 00:40:30.622,2.900797,2.2234248e+07,1.0887636e+07,5.49568e+06,5.430872e+06,9.10761e+06,1.0951442e+07,3.28684e+06,1.3821824e+07,5.318923e+06,7.85679e+06,2.844131e+06
2024-11-01 00:40:42.622,2.900798,2.2254264e+07,1.0864601e+07,5.522268e+06,5.425363e+06,9.121917e+06,1.0951621e+07,3.293309e+06,1.3820741e+07,5.316176e+06,7.872017e+06,2.836552e+06
2024-11-01 00:40:54.622,2.9007929999999997,2.2254984e+07,1.0825995e+07,5.538815e+06,5.424472e+06,9.141992e+06,1.0939933e+07,3.312684e+06,1.3824765e+07,5.315973e+06,7.866013e+06,2.839263e+06
2024-11-01 00:41:06.646,2.9007919999999996,2.225394e+07,1.0792524e+07,5.557373e+06,5.428748e+06,9.166846e+06,1.0941731e+07,3.316662e+06,1.3824642e+07,5.310169e+06,7.860229e+06,2.842953e+06
2024-11-01 00:41:18.630,2.9007929999999997,2.22531e+07,1.074202e+07,5.5426e+06,5.437102e+06,9.198478e+06,1.0942454e+07,3.34797e+06,1.3818311e+07,5.306874e+06,7.866817e+06,2.842661e+06
2024-11-01 00:41:30.622,2.900794,2.226e+07,1.0713963e+07,5.526507e+06,5.437341e+06,9.193462e+06,1.0936009e+07,3.349975e+06,1.3824788e+07,5.308348e+06,7.856182e+06,2.841806e+06
2024-11-01 00:41:42.622,2.9007959999999997,2.2280396e+07,1.0672075e+07,5.545093e+06,5.437359e+06,9.208214e+06,1.0931531e+07,3.352087e+06,1.3830087e+07,5.309249e+06,7.852408e+06,2.837734e+06
2024-11-01 00:41:54.622,2.900792,2.2285664e+07,1.0661844e+07,5.558598e+06,5.441295e+06,9.253133e+06,1.0938997e+07,3.386956e+06,1.3816724e+07,5.303168e+06,7.865437e+06,2.837241e+06
2024-11-01 00:42:06.622,2.900794,2.231326e+07,1.0630654e+07,5.56573e+06,5.433355e+06,9.28593e+06,1.0931933e+07,3.417228e+06,1.3821303e+07,5.311414e+06,7.864912e+06,2.844679e+06
2024-11-01 00:42:18.622,2.900797,2.2334532e+07,1.0604038e+07,5.572144e+06,5.435523e+06,9.282558e+06,1.093311e+07,3.418982e+06,1.3820178e+07,5.307225e+06,7.856448e+06,2.836787e+06
2024-11-01 00:42:30.622,2.9007949999999996,2.2426596e+07,1.0594135e+07,5.582249e+06,5.435356e+06,9.260462e+06,1.0939918e+07,3.398928e+06,1.3837414e+07,5.317988e+06,7.86341e+06,2.841826e+06
2024-11-01 00:42:42.622,2.900797,2.2463206e+07,1.0586086e+07,5.574176e+06,5.438207e+06,9.244037e+06,1.09276e+07,3.372875e+06,1.3827874e+07,5.317187e+06,7.864871e+06,2.839615e+06
2024-11-01 00:42:54.622,2.900797,2.2437588e+07,1.0576001e+07,5.568751e+06,5.430969e+06,9.249416e+06,1.0926763e+07,3.39268e+06,1.3831745e+07,5.315788e+06,7.861252e+06,2.83605e+06
2024-11-01 00:43:06.630,2.900795,2.240979e+07,1.0594559e+07,5.539162e+06,5.435452e+06,9.235926e+06,1.0934865e+07,3.374686e+06,1.3818005e+07,5.313305e+06,7.86136e+06,2.841201e+06
2024-11-01 00:43:18.622,2.9007949999999996,2.2362842e+07,1.0623499e+07,5.539333e+06,5.430396e+06,9.209865e+06,1.0933679e+07,3.349721e+06,1.3832943e+07,5.314634e+06,7.841147e+06,2.839654e+06
2024-11-01 00:43:30.622,2.9007929999999997,2.2376534e+07,1.0606599e+07,5.54619e+06,5.432853e+06,9.177147e+06,1.0940481e+07,3.316933e+06,1.3834037e+07,5.319437e+06,7.852051e+06,2.845772e+06
2024-11-01 00:43:42.622,2.900793,2.2372954e+07,1.0595108e+07,5.573515e+06,5.435354e+06,9.148089e+06,1.0937913e+07,3.296386e+06,1.3835084e+07,5.318919e+06,7.847237e+06,2.853293e+06
2024-11-01 00:43:54.633,2.9007929999999997,2.2364924e+07,1.0576447e+07,5.570937e+06,5.432119e+06,9.130989e+06,1.0930286e+07,3.293379e+06,1.3841006e+07,5.318985e+06,7.838066e+06,2.854774e+06
2024-11-01 00:44:06.622,2.900792,2.2394044e+07,1.0557903e+07,5.582897e+06,5.425786e+06,9.121766e+06,1.0935543e+07,3.290278e+06,1.3844834e+07,5.320444e+06,7.843723e+06,2.864189e+06
2024-11-01 00:44:18.622,2.9007929999999997,2.2412972e+07,1.055821e+07,5.571985e+06,5.4281e+06,9.11627e+06,1.0935616e+07,3.284565e+06,1.3840189e+07,5.315924e+06,7.837784e+06,2.862852e+06
2024-11-01 00:44:30.622,2.900794,2.2453692e+07,1.0560951e+07,5.568347e+06,5.429811e+06,9.084656e+06,1.0935094e+07,3.271116e+06,1.3833015e+07,5.311326e+06,7.840162e+06,2.86299e+06
2024-11-01 00:44:42.622,2.900794,2.2482368e+07,1.0550858e+07,5.559323e+06,5.4315e+06,9.071348e+06,1.0937079e+07,3.262839e+06,1.3839598e+07,5.306788e+06,7.840752e+06,2.860224e+06
2024-11-01 00:44:54.633,2.900795,2.2466796e+07,1.0530915e+07,5.558351e+06,5.421985e+06,9.07538e+06,1.0934377e+07,3.261146e+06,1.3845488e+07,5.296228e+06,7.835725e+06,2.853326e+06
2024-11-01 00:45:06.622,2.900793,2.2452508e+07,1.0516848e+07,5.55015e+06,5.424072e+06,9.063869e+06,1.0942349e+07,3.259178e+06,1.3837936e+07,5.296754e+06,7.829619e+06,2.854442e+06
2024-11-01 00:45:18.622,2.900798,2.243568e+07,1.0495982e+07,5.512689e+06,5.416227e+06,9.075981e+06,1.0937152e+07,3.266268e+06,1.3850791e+07,5.301945e+06,7.83768e+06,2.849764e+06
2024-11-01 00:45:30.622,2.9007959999999997,2.2398448e+07,1.0487053e+07,5.488986e+06,5.419286e+06,9.065568e+06,1.094347e+07,3.26966e+06,1.3846484e+07,5.302039e+06,7.830604e+06,2.851831e+06
2024-11-01 00:45:42.622,2.9007989999999997,2.238098e+07,1.0490725e+07,5.458596e+06,5.415974e+06,9.049194e+06,1.0948661e+07,3.25375e+06,1.3848062e+07,5.303829e+06,7.832279e+06,2.846576e+06
2024-11-01 00:45:54.622,2.900797,2.235774e+07,1.048374e+07,5.443401e+06,5.409675e+06,9.030023e+06,1.0950683e+07,3.240964e+06,1.3846722e+07,5.300744e+06,7.826949e+06,2.85108e+06
2024-11-01 00:46:06.622,2.900798,2.2368292e+07,1.0471282e+07,5.422576e+06,5.414781e+06,9.016965e+06,1.0934238e+07,3.240993e+06,1.3851965e+07,5.301879e+06,7.824534e+06,2.855224e+06
2024-11-01 00:46:18.622,2.9007949999999996,2.2402564e+07,1.0480122e+07,5.380951e+06,5.41431e+06,9.032703e+06,1.0937403e+07,3.246527e+06,1.3847313e+07,5.291781e+06,7.81752e+06,2.860066e+06
2024-11-01 00:46:30.622,2.9007959999999997,2.24403e+07,1.0458275e+07,5.361793e+06,5.409872e+06,9.022095e+06,1.0936737e+07,3.241097e+06,1.3855452e+07,5.298515e+06,7.827776e+06,2.863995e+06
2024-11-01 00:46:42.622,2.900794,2.2475426e+07,1.0466549e+07,5.33819e+06,5.414697e+06,8.992663e+06,1.0937777e+07,3.229861e+06,1.3861403e+07,5.296427e+06,7.827141e+06,2.860245e+06
2024-11-01 00:46:54.622,2.900791,2.2459214e+07,1.0460522e+07,5.315743e+06,5.412887e+06,8.991842e+06,1.0934223e+07,3.225358e+06,1.3857243e+07,5.291292e+06,7.818563e+06,2.859971e+06
2024-11-01 00:47:06.622,2.9007940000000003,2.2478256e+07,1.0457111e+07,5.307399e+06,5.410776e+06,8.974882e+06,1.0946939e+07,3.220021e+06,1.3851915e+07,5.297179e+06,7.821099e+06,2.865412e+06
2024-11-01 00:47:18.622,2.900793,2.2523978e+07,1.0435161e+07,5.299342e+06,5.405506e+06,8.969701e+06,1.0942568e+07,3.214103e+06,1.3856872e+07,5.294943e+06,7.820805e+06,2.868477e+06
2024-11-01 00:47:30.622,2.900793,2.25578e+07,1.0422606e+07,5.275302e+06,5.408019e+06,8.959217e+06,1.094361e+07,3.205874e+06,1.3864299e+07,5.286971e+06,7.822846e+06,2.864683e+06
2024-11-01 00:47:42.622,2.900794,2.2520952e+07,1.04051e+07,5.260975e+06,5.408221e+06,8.939316e+06,1.0944541e+07,3.199939e+06,1.3862576e+07,5.28881e+06,7.819817e+06,2.867244e+06
