image_index,image datetime,area_px,intensity_sum,mean_intensity,centroid_row,centroid_col,w_centroid_row,w_centroid_col,peak_intensity,peak thresh
0,2024-06-02 02:50:58.342090,2287.0,1834263.3583984375,802.0390723211358,419.9982509838216,231.19763882815917,420.5973525409603,230.33716737665657,2050.380859375,754.2929647354968
3,2024-06-02 02:55:13.190540,818.0,631911.9106445312,772.5084482206984,495.18215158924204,36.816625916870414,494.90580516851344,36.66642021149925,1613.578125,593.6022189114638
4,2024-06-02 02:56:38.151815,414.0,312762.15234375,755.4641360960145,417.92995169082127,267.42028985507244,417.8008085273615,267.47569577600973,1709.0517578125,628.7250055971338
4,2024-06-02 02:56:38.151815,774.0,642111.0864257812,829.6008868550146,491.09948320413434,38.55038759689923,490.5525815147842,38.37800292242043,1600.736328125,588.8779858534516
10,2024-06-02 03:05:07.880515,725.0,985582.3525390625,1359.423934536638,438.5268965517241,251.13655172413795,438.63863153305095,251.01891477788845,2411.7236328125,887.2235422990233
11,2024-06-02 03:06:32.810140,1571.0,3009130.296875,1915.4234862348821,434.66709102482497,257.417568427753,435.53135413505765,255.58425005647786,4070.5908203125,1497.4866762141655
12,2024-06-02 03:07:57.769765,1135.0,1845500.3681640625,1625.9915138009362,436.4378854625551,249.90396475770925,436.3563019409936,250.27496851258599,3157.6455078125,1161.6328648315778
18,2024-06-02 03:16:28.588265,951.0,2249272.6181640625,2365.1657393943874,423.1913774973712,214.32386961093584,422.5951886530908,214.27892036882318,4672.2705078125,1718.8322634158737
26,2024-06-02 03:27:50.340615,1083.0,1594204.091796875,1472.025938870614,411.7903970452447,191.4847645429363,411.09974779796045,191.42541875767884,2720.6396484375,1000.8673934960568
27,2024-06-02 03:29:15.590240,1113.0,1717066.7021484375,1542.7373783903302,414.0592991913747,270.6091644204852,414.20698637374517,272.01568102803463,2702.1572265625,994.068090465187
28,2024-06-02 03:30:40.805865,1805.0,2572380.29296875,1425.141436547784,407.601108033241,204.01495844875348,407.08432359860404,203.55752330053684,2624.021484375,965.3235572937336
29,2024-06-02 03:32:06.223650,1828.0,2705113.314453125,1479.8212879940509,405.7527352297593,205.33205689277898,403.63952815857124,205.36854864791263,2864.736328125,1053.8775994941548
30,2024-06-02 03:33:31.239990,1664.0,2507143.3603515625,1506.6967309805063,402.4465144230769,204.3125,401.324576690274,203.71338731903333,2851.765625,1049.105944476929
43,2024-06-02 03:52:00.908975,1651.0,2805227.9619140625,1699.1083960715098,424.11326468806783,273.73773470623865,423.5303604808524,272.80558345944615,3710.7275390625,1365.100373409794
50,2024-06-02 04:01:59.204200,1610.0,3121901.0224609375,1939.0689580502717,497.4006211180124,19.801863354037266,499.50456049642656,19.350903430454295,3282.2919921875,1207.4877438474377
66,2024-06-02 04:30:09.935180,703.0,1312959.4619140625,1867.6521506601173,433.7254623044097,204.21479374110953,433.7739335913382,204.48263255854923,3369.8037109375,1239.68150603714
71,2024-06-02 04:37:18.127065,1650.0,3131792.04296875,1898.0557836174241,415.4278787878788,169.6321212121212,416.93634834923154,167.5990506458149,3941.712890625,1450.0751354613956
75,2024-06-02 04:43:01.231800,1806.0,4409253.6728515625,2441.4472164183626,411.13455149501664,192.35215946843854,409.4461115393452,191.26445270892543,6081.03515625,2237.0878150251447
76,2024-06-02 04:44:27.152075,1832.0,4138725.34765625,2259.1295565809223,394.4203056768559,271.3739082969432,394.9473985113844,270.4917785970201,4117.794921875,1514.8520947179782
76,2024-06-02 04:44:27.152075,2067.0,6540462.33984375,3164.229482265965,411.01451378809867,194.1673923560716,408.1491421589397,193.475469702003,8053.53125,2962.7285757067475
77,2024-06-02 04:55:41.585525,3272.0,8262427.8173828125,2525.1918757282433,397.0574572127139,198.6690097799511,395.8580040133754,198.06037662357437,6231.884765625,2292.58228502295
