date,mean
2024-09-13 11:11:05,7328.40478515625
2024-09-14 10:21:03,7031.49462890625
2024-09-15 10:11:14,6446.6923828125
2024-09-16 18:06:57,6078.10009765625
2024-09-17 06:03:06,6062.88330078125
2024-09-18 12:37:46,5810.6767578125
2024-09-19 19:42:20,5990.0439453125
2024-09-20 07:41:33,6023.611328125
2024-09-21 15:02:00,5607.27099609375
2024-09-22 20:22:14,5961.8193359375
2024-09-23 20:06:52,6448.60791015625
2024-09-24 07:41:09,6493.03369140625
2024-09-25 04:38:59,6363.03955078125
2024-09-26 11:59:44,6205.072265625
2024-09-27 17:48:02,6436.1787109375
2024-09-28 05:21:29,6642.0595703125
2024-09-29 22:20:53,7032.4755859375
2024-09-30 12:56:59,6877.68017578125
2024-10-02 03:52:22,7470.310546875
2024-10-03 16:41:57,6727.0703125
2024-10-04 18:54:12,6442.23095703125
2024-10-05 13:09:57,6302.52490234375
2024-10-06 01:41:53,6205.27734375
2024-10-07 07:57:25,6305.3994140625
2024-10-08 06:18:26,6992.42919921875
2024-10-09 01:04:06,6821.84912109375
2024-10-11 10:49:44,5928.06201171875
2024-10-12 02:50:08,5768.28271484375
2024-10-13 00:59:19,5916.728515625
2024-10-14 09:18:55,5865.15771484375
2024-10-15 21:09:35,6183.69677734375
2024-10-16 20:24:05,6766.93310546875
2024-10-17 22:02:08,6100.81494140625
2024-10-18 15:07:05,5981.41748046875
2024-10-19 19:15:34,6190.59521484375
2024-10-20 05:17:00,6161.162109375
2024-10-21 15:39:09,6273.44873046875
2024-10-22 05:03:12,6180.9814453125
2024-10-23 08:35:06,5882.31689453125
2024-10-24 08:41:08,8710.1923828125
2024-10-25 10:13:39,3037.624267578125
2024-10-26 05:54:35,8325.095703125
2024-10-28 07:56:52,5724.62841796875
2024-10-29 08:47:09,5788.73681640625
2024-10-30 06:31:09,5730.51318359375
2024-10-31 06:04:00,5414.3681640625
2024-11-01 20:03:09,5332.0703125
2024-11-02 14:39:42,5470.18212890625
2024-11-03 05:34:11,5487.72509765625
2024-11-04 20:47:37,5681.830078125
2024-11-05 02:35:28,5645.775390625
2024-11-06 05:32:42,5437.70556640625
2024-11-07 06:47:33,5658.556640625
2024-11-08 16:36:02,5570.74267578125
2024-11-09 23:27:43,6042.96826171875
2024-11-10 09:19:55,5745.87060546875
2024-11-11 02:43:17,5134.4423828125
2024-11-12 02:28:47,5325.02392578125
2024-11-13 22:15:07,5025.3251953125
2024-11-14 02:49:38,5006.22119140625
2024-11-15 17:29:39,4837.19970703125
2024-11-16 22:06:27,4807.73486328125
2024-11-17 22:51:58,4884.46337890625
2024-11-18 10:41:33,4803.9775390625
2024-11-19 21:08:07,4725.556640625
2024-11-20 05:25:51,4756.95263671875
2024-11-21 06:25:27,4813.8408203125
2024-11-22 15:31:02,4694.74560546875
2024-11-23 05:55:53,4911.29345703125
2024-11-24 03:47:06,5264.109375
2024-12-12 06:22:54,4422.78369140625
2024-12-13 10:57:56,4443.67626953125
2024-12-14 05:53:58,4339.44970703125
2024-12-15 07:31:50,4223.30712890625
2024-12-16 17:43:24,4340.9345703125
2024-12-17 22:36:11,4265.515625
2024-12-18 23:02:24,4240.53759765625
2024-12-19 04:09:34,4240.3349609375
2024-12-20 04:49:33,4404.55712890625
2024-12-21 14:10:02,4166.39697265625
2024-12-22 13:01:51,4163.07177734375
2024-12-23 15:28:38,4432.37841796875
2024-12-24 04:49:49,4820.19677734375
2024-12-25 17:52:22,4501.01513671875
2024-12-26 17:52:41,4200.974609375
2024-12-27 10:30:26,4212.52587890625
2024-12-28 17:51:05,4269.36865234375
2024-12-29 01:07:58,4245.3310546875
2024-12-30 13:05:08,4332.0390625
2024-12-31 00:12:08,4546.36376953125
2025-01-01 20:49:45,4263.22607421875
2025-01-02 00:19:44,4177.9267578125
2025-01-03 02:26:10,4373.3671875
2025-01-04 17:11:48,4376.365234375
2025-01-05 20:48:22,4803.4052734375
2025-01-06 06:25:24,4861.36572265625
2025-01-07 12:15:07,4317.7685546875
2025-01-08 09:16:02,3981.980712890625
2025-01-09 13:07:28,3951.864990234375
2025-01-10 20:38:34,3949.645751953125
2025-01-11 19:07:27,3960.3515625
2025-01-12 10:03:35,4091.483642578125
2025-01-13 18:23:24,3968.418701171875
2025-01-14 14:23:50,3981.2978515625
2025-01-15 07:28:35,3937.688232421875
2025-01-16 22:58:47,4049.18701171875
2025-01-17 01:15:38,4033.10546875
2025-01-18 18:32:59,3948.05810546875
2025-01-19 13:12:12,4546.43505859375
2025-01-20 00:42:24,4989.5498046875
2025-01-21 13:21:00,4403.94873046875
2025-01-22 13:49:59,4152.57763671875
2025-01-23 06:42:42,4200.146484375
2025-01-24 06:00:42,4314.736328125
2025-01-25 05:28:43,4120.68994140625
2025-01-26 09:13:41,3999.252197265625
2025-01-27 15:56:31,4112.17138671875
2025-01-28 22:23:01,3988.08984375
2025-01-29 03:29:57,3929.951416015625
2025-01-30 18:41:05,3757.48486328125
2025-01-31 19:17:40,3838.28076171875
2025-02-01 11:05:41,3943.982177734375
2025-02-02 02:51:07,3888.030517578125
2025-02-04 04:34:56,3963.0771484375
2025-02-05 10:32:37,3568.396728515625
2025-02-06 10:49:59,3487.572265625
2025-02-07 02:03:50,3543.075439453125
2025-02-08 20:36:28,3612.685302734375
2025-02-09 08:06:09,3566.421875
2025-02-10 20:58:50,3554.495849609375
2025-02-11 21:32:00,3829.58203125
2025-02-12 13:00:33,3827.99853515625
2025-02-13 08:52:35,3482.400146484375
2025-02-14 12:24:02,3622.51416015625
2025-02-15 15:06:46,4207.3056640625
2025-02-17 04:28:04,4127.30126953125
2025-02-18 22:58:48,3742.070556640625
2025-02-19 13:20:58,3684.130126953125
2025-02-20 00:31:38,3796.614990234375
2025-02-21 11:02:17,4052.98876953125
2025-02-22 11:57:00,3954.9072265625
2025-02-23 15:05:43,3473.584716796875
2025-02-24 04:24:02,3525.75439453125
