,counts
2024-10-09 00:01:00,3.0
2024-10-09 00:02:00,6.0
2024-10-09 00:03:00,8.0
2024-10-09 00:04:00,0.0
2024-10-09 00:05:00,1.0
2024-10-09 00:06:00,3.0
2024-10-09 00:07:00,2.0
2024-10-09 00:08:00,1.0
2024-10-09 00:09:00,0.0
2024-10-09 00:10:00,0.0
2024-10-09 00:11:00,0.0
2024-10-09 00:12:00,1.0
2024-10-09 00:13:00,0.0
2024-10-09 00:14:00,0.0
2024-10-09 00:15:00,1.0
2024-10-09 00:16:00,3.0
2024-10-09 00:17:00,1.0
2024-10-09 00:18:00,0.0
2024-10-09 00:19:00,0.0
2024-10-09 00:20:00,0.0
2024-10-09 00:21:00,1.0
2024-10-09 00:22:00,1.0
2024-10-09 00:23:00,5.0
2024-10-09 00:24:00,1.0
2024-10-09 00:25:00,1.0
2024-10-09 00:26:00,0.0
2024-10-09 00:27:00,3.0
2024-10-09 00:28:00,3.0
2024-10-09 00:29:00,2.0
2024-10-09 00:30:00,0.0
2024-10-09 00:31:00,1.0
2024-10-09 00:32:00,2.0
2024-10-09 00:33:00,1.0
2024-10-09 00:34:00,3.0
2024-10-09 00:35:00,1.0
2024-10-09 00:36:00,2.0
2024-10-09 00:37:00,0.0
2024-10-09 00:38:00,2.0
2024-10-09 00:39:00,0.0
2024-10-09 00:40:00,0.0
2024-10-09 00:41:00,0.0
2024-10-09 00:42:00,2.0
2024-10-09 00:43:00,1.0
2024-10-09 00:44:00,1.0
2024-10-09 00:45:00,0.0
2024-10-09 00:46:00,0.0
2024-10-09 00:47:00,0.0
2024-10-09 00:48:00,3.0
2024-10-09 00:49:00,1.0
2024-10-09 00:50:00,1.0
2024-10-09 00:51:00,0.0
2024-10-09 00:52:00,0.0
2024-10-09 00:53:00,1.0
2024-10-09 00:54:00,0.0
2024-10-09 00:55:00,3.0
2024-10-09 00:56:00,1.0
2024-10-09 00:57:00,0.0
2024-10-09 00:58:00,3.0
2024-10-09 00:59:00,3.0
2024-10-09 01:00:00,1.0
2024-10-09 01:01:00,0.0
2024-10-09 01:02:00,1.0
2024-10-09 01:03:00,2.0
2024-10-09 01:04:00,2.0
2024-10-09 01:05:00,1.0
2024-10-09 01:06:00,1.0
2024-10-09 01:07:00,2.0
2024-10-09 01:08:00,2.0
2024-10-09 01:09:00,2.0
2024-10-09 01:10:00,0.0
2024-10-09 01:11:00,2.0
2024-10-09 01:12:00,1.0
2024-10-09 01:13:00,0.0
2024-10-09 01:14:00,2.0
2024-10-09 01:15:00,1.0
2024-10-09 01:16:00,2.0
2024-10-09 01:17:00,2.0
2024-10-09 01:18:00,0.0
2024-10-09 01:19:00,3.0
2024-10-09 01:20:00,3.0
2024-10-09 01:21:00,1.0
2024-10-09 01:22:00,2.0
2024-10-09 01:23:00,1.0
2024-10-09 01:24:00,0.0
2024-10-09 01:25:00,1.0
2024-10-09 01:26:00,2.0
2024-10-09 01:27:00,2.0
2024-10-09 01:28:00,1.0
2024-10-09 01:29:00,5.0
2024-10-09 01:30:00,1.0
2024-10-09 01:31:00,9.0
2024-10-09 01:32:00,44.0
2024-10-09 01:33:00,89.0
2024-10-09 01:34:00,228.0
2024-10-09 01:35:00,291.0
2024-10-09 01:36:00,477.0
2024-10-09 01:37:00,542.0
2024-10-09 01:38:00,998.0
2024-10-09 01:39:00,1167.0
2024-10-09 01:40:00,1518.0
2024-10-09 01:41:00,1789.0
2024-10-09 01:42:00,2063.0
2024-10-09 01:43:00,3239.0
2024-10-09 01:44:00,1895.0
2024-10-09 01:45:00,2123.0
2024-10-09 01:46:00,3393.0
2024-10-09 01:47:00,3585.0
2024-10-09 01:48:00,2230.0
2024-10-09 01:49:00,1786.0
2024-10-09 01:50:00,1237.0
2024-10-09 01:51:00,939.0
2024-10-09 01:52:00,942.0
2024-10-09 01:53:00,745.0
2024-10-09 01:54:00,926.0
2024-10-09 01:55:00,882.0
2024-10-09 01:56:00,686.0
2024-10-09 01:57:00,495.0
2024-10-09 01:58:00,575.0
2024-10-09 01:59:00,529.0
2024-10-09 02:00:00,431.0
