filter2_file,total_counts_under_contours,qs_mean_counts,contour_area
2024-06-01T07:10:22.791,133841942.13332517,3792.3395282917572,11658
2024-06-01T07:11:22.224,134126767.46514247,3745.821385540911,11658
2024-06-01T07:11:47.846,133818521.13914712,3720.180667091064,11658
2024-06-01T07:12:47.807,133870044.5181041,3709.4697940324177,11658
2024-06-01T07:13:12.903,133625042.10905439,3733.176728187583,11658
2024-06-01T07:14:12.135,132956481.46042377,3778.9201569108377,11658
2024-06-01T07:14:37.959,132449161.07978494,3793.5985153273373,11658
2024-06-01T07:15:37.191,132421934.92171101,3751.0730771612025,11658
2024-06-01T07:16:03.152,132086545.98044339,3748.755473467727,11658
2024-06-01T07:17:02.247,132595854.43388402,3756.2965451599216,11658
2024-06-01T07:17:28.713,132213359.76841542,3779.56690336002,11658
2024-06-01T07:18:27.303,132487038.58400741,3813.2189965255047,11658
2024-06-01T07:18:53.128,132222827.76075014,3803.1858104563034,11658
2024-06-01T07:19:52.360,131509919.17166184,3756.251648106539,11658
2024-06-01T07:20:18.188,131173871.12195382,3768.2532680956106,11658
2024-06-01T07:21:17.416,131829968.50256762,3740.176254926906,11658
2024-06-01T07:21:43.240,131624948.74519101,3753.301010709746,11658
2024-06-01T07:22:42.472,131967708.050817,3802.787953758673,11658
2024-06-01T07:23:08.296,131407327.01525337,3805.7765982444143,11658
2024-06-01T07:24:07.528,131287900.16878188,3756.078831924708,11658
2024-06-01T07:24:33.352,131102687.13830516,3751.2521081949794,11658
2024-06-01T07:25:32.585,131022673.66360086,3758.443850319946,11658
2024-06-01T07:25:58.409,130724199.05497961,3778.992198402435,11658
2024-06-01T07:26:57.641,130663036.51440117,3827.5525916701145,11658
2024-06-01T07:27:23.465,130564037.88722534,3840.793368040965,11658
2024-06-01T07:28:22.697,130528739.15543781,3727.3370753190516,11658
2024-06-01T07:28:48.521,130010187.49593624,3704.4506200441606,11658
2024-06-01T07:29:47.753,130237550.61464876,3717.1100651271927,11658
2024-06-01T07:30:13.577,130335848.8212456,3764.852851424213,11658
2024-06-01T07:31:12.650,130326842.95501827,3814.6454606193183,11658
2024-06-01T07:31:38.410,130374073.0985643,3812.7911292438207,11658
2024-06-01T07:32:37.419,130540245.19971122,3777.865228801827,11658
2024-06-01T07:33:03.183,130478180.3542028,3764.0750063130313,11658
2024-06-01T07:34:02.191,130686226.70433167,3751.6341491454227,11658
2024-06-01T07:34:27.946,130622345.82344106,3769.360371072705,11658
2024-06-01T07:35:26.954,130946946.10675238,3794.637739936561,11658
2024-06-01T07:35:52.715,130208967.85677887,3797.716725621766,11658
2024-06-01T07:36:51.723,130702234.7752514,3824.4214485956804,11658
2024-06-01T07:37:17.483,130091899.65796708,3818.1751496452603,11658
2024-06-01T07:38:16.491,130138323.47261094,3774.4729416704927,11658
2024-06-01T07:38:42.251,129873343.02031924,3768.174289759602,11658
2024-06-01T07:39:41.259,129554399.07283568,3772.6747711324206,11658
2024-06-01T07:40:07.186,129321814.14871024,3782.9143501327867,11658
2024-06-01T07:41:06.277,129146922.85163283,3827.389230681901,11658
2024-06-01T07:41:31.788,129262552.34315853,3835.696443003572,11658
2024-06-01T07:42:30.828,129157476.3304347,3806.2092791047285,11658
2024-06-01T07:42:56.586,129189587.91846651,3797.599665532295,11658
2024-06-01T07:43:55.596,129244649.25713268,3808.9085330994267,11658
2024-06-01T07:44:21.355,128934620.01516302,3812.860511433017,11658
2024-06-01T07:45:20.364,128971035.5679338,3788.9395340633087,11658
2024-06-01T07:45:46.122,128777977.44233748,3790.0366951345427,11658
2024-06-01T07:46:45.133,128894285.54876241,3823.734963394952,11658
2024-06-01T07:47:10.891,128574502.8907004,3848.0982729434695,11658
2024-06-01T07:48:09.901,129065562.53838325,3853.4876675679384,11658
2024-06-01T07:48:35.659,128824162.29870902,3858.3825327764066,11658
2024-06-01T07:49:34.668,129171998.01912242,3835.5709971428705,11658
2024-06-01T07:50:00.426,128851338.06042922,3825.0791277081353,11658
2024-06-01T07:50:59.437,129644486.43601601,3809.7626217620627,11658
2024-06-01T07:51:25.199,129845818.39373507,3821.5134908203295,11658
2024-06-01T07:52:24.205,130631902.02858444,3845.3496086416358,11658
2024-06-01T07:52:49.963,130413637.525288,3863.299623930373,11658
2024-06-01T07:53:48.973,130533074.39754891,3857.1678444517684,11658
2024-06-01T07:54:14.731,130082552.76077436,3841.9758711803893,11658
2024-06-01T07:55:13.742,130342268.21779698,3820.2070860712724,11658
2024-06-01T07:55:39.500,130090826.82754804,3819.1967508468783,11658
2024-06-01T07:56:38.510,130769713.4196763,3818.857441382812,11658
2024-06-01T07:57:04.268,130557894.93722434,3827.8946426972334,11658
2024-06-01T07:58:03.278,131225988.30474788,3819.5328915630516,11658
2024-06-01T07:58:29.353,131312866.62647794,3830.4395627863687,11658
2024-06-01T07:59:28.454,131548718.00441651,3835.626745714192,11658
2024-06-01T07:59:53.804,131186474.76362929,3842.696626082559,11658
2024-06-01T08:00:52.813,131479988.1370065,3830.1743461876335,11658
2024-06-01T08:01:18.542,131375304.45109282,3834.0798038276034,11658
2024-06-01T08:02:17.392,131544738.9968847,3848.6875199488327,11658
2024-06-01T08:02:43.118,131263348.70231432,3869.4168482862738,11658
2024-06-01T08:03:41.997,130769818.75372201,3860.5078177210266,11658
2024-06-01T08:04:07.725,130659632.06143776,3844.6527404257945,11658
2024-06-01T08:05:06.573,130651026.20405163,3826.0622909680624,11658
2024-06-01T08:05:32.301,130929660.22163603,3844.074377420298,11658
2024-06-01T08:06:31.150,131298426.40952706,3850.990372157194,11658
2024-06-01T08:06:56.878,131432271.89022923,3873.472624835697,11658
2024-06-01T08:07:55.727,131709831.3068642,3862.1333215923855,11658
2024-06-01T08:08:21.454,131443543.38871744,3849.1635372412193,11658
2024-06-01T08:09:20.302,131418544.46813004,3828.180215061527,11658
2024-06-01T08:09:46.299,131019828.76119927,3813.370059307379,11658
2024-06-01T08:10:44.879,131142599.1193926,3828.964526652849,11658
2024-06-01T08:11:10.607,130432066.16867459,3859.736394334097,11658
2024-06-01T08:12:09.455,130662310.00902417,3882.1980725306767,11658
2024-06-01T08:12:35.187,130116214.64770809,3860.4239454247763,11658
2024-06-01T08:13:34.624,130073065.21403374,3794.6863859014516,11658
2024-06-01T08:13:59.790,129803756.63368802,3795.9198723011446,11658
2024-06-01T08:14:58.703,130617291.24607001,3839.536942898844,11658
2024-06-01T08:15:24.431,130461794.99954286,3863.9318234972043,11658
2024-06-01T08:16:23.344,131093401.49149904,3870.229366392588,11658
2024-06-01T08:16:49.719,130770366.18541741,3860.3107099688436,11658
2024-06-01T08:17:47.951,129824037.33153775,3824.4334290546994,11658
2024-06-01T08:18:13.679,129575945.38417092,3820.5648084214004,11658
2024-06-01T08:19:12.559,130193347.964124,3838.923776805072,11658
2024-06-01T08:19:38.287,130137603.24167156,3853.632890306543,11658
2024-06-01T08:20:37.205,131176821.52713655,3821.174615058289,11658
2024-06-01T08:21:02.960,131125500.70443001,3828.0108199795245,11658
2024-06-01T08:22:01.873,130636779.18959044,3860.3562747422648,11658
2024-06-01T08:22:27.601,130288936.51150838,3870.5451745763203,11658
2024-06-01T08:23:26.512,130087666.8051255,3858.277684151218,11658
2024-06-01T08:23:52.240,129872618.97896609,3845.636127788173,11658
2024-06-01T08:24:51.152,130774364.52736542,3816.9163207269767,11658
2024-06-01T08:25:16.881,130791546.38812928,3813.087879392701,11658
2024-06-01T08:26:15.793,130328526.837452,3835.9331232180266,11658
2024-06-01T08:26:41.521,130267539.15646993,3848.166935761332,11658
2024-06-01T08:27:40.433,131941530.02080108,3844.472015640419,11658
2024-06-01T08:28:06.161,131238198.16735753,3847.937976788913,11658
2024-06-01T08:29:05.727,131529329.32197532,3844.491525088941,11658
2024-06-01T08:29:30.801,131554281.36836396,3837.7895498503995,11658
2024-06-01T08:30:29.714,132020574.56880087,3783.6719001466968,11658
2024-06-01T08:30:55.410,131723918.63175355,3818.6304389026523,11658
2024-06-01T08:31:54.992,132213000.27433062,3846.928448235799,11658
2024-06-01T08:32:19.794,132795859.01756397,3849.005372474133,11658
2024-06-01T08:33:18.482,132553943.09818052,3788.7340709553055,11658
2024-06-01T08:33:44.178,133032622.83387944,3805.9754368798626,11658
2024-06-01T08:34:42.867,133456254.57309952,3831.7510388244655,11658
2024-06-01T08:35:08.561,133581360.81963834,3821.5178602935766,11658
2024-06-01T08:36:07.284,134579902.48228654,3778.9469065701132,11658
2024-06-01T08:36:32.980,134926255.44615182,3809.411708395884,11658
2024-06-01T08:37:31.667,135270126.4289198,3886.523493288139,11658
2024-06-01T08:37:57.361,136371084.65740538,3903.351006110566,11658
2024-06-01T08:38:56.512,138133660.31054652,3850.3576779364535,11658
2024-06-01T08:39:21.745,138499064.709377,3833.9489349762616,11658
2024-06-01T08:40:20.435,140412819.82635945,3809.940369878787,11658
2024-06-01T08:40:46.129,140118881.59270033,3834.206971624989,11658
2024-06-01T08:41:44.821,143286120.2362909,3879.2285780050365,11658
2024-06-01T08:41:59.812,143703805.18027413,3889.4181891602843,11658
2024-06-01T08:42:14.798,144308200.73392487,3892.370350952868,11658
2024-06-01T08:42:29.784,146446739.92196858,3894.156522440794,11658
2024-06-01T08:42:46.180,147827412.34031588,3870.3398475886593,11658
2024-06-01T08:43:02.576,149569725.45083082,3857.123060165161,11658
2024-06-01T08:43:18.972,153048175.65540978,3846.4182303246266,11658
2024-06-01T08:43:35.368,155391654.1841627,3829.1927641182883,11658
2024-06-01T08:43:51.764,160516571.61431938,3830.139418259814,11658
2024-06-01T08:44:08.160,171467801.3652627,3828.5305304474136,11658
2024-06-01T08:44:24.556,185652899.95082125,3830.0641142605828,11658
2024-06-01T08:44:40.952,198154935.2162525,3837.2957638008716,11658
2024-06-01T08:44:57.347,214053134.3782644,3831.311401802095,11658
2024-06-01T08:45:03.449,227737966.70915937,3828.258240136951,11658
2024-06-01T08:46:29.783,275863647.22293836,3870.347665812195,11658
2024-06-01T08:47:56.559,246058112.35389245,3895.1003169958026,11658
2024-06-01T08:49:22.904,226174790.23130962,3823.473469139163,11658
2024-06-01T08:50:53.836,212995624.99479026,3871.9101290574486,11658
2024-06-01T08:52:20.152,210859395.67855582,3855.529851446501,11658
2024-06-01T08:53:51.114,201612805.25482273,3852.998197436211,11658
2024-06-01T08:55:17.431,201842921.02498198,3891.8126728125208,11658
2024-06-01T08:56:48.362,195899057.750734,3863.727114149882,11658
2024-06-01T08:58:19.275,191522232.37274927,3863.0792585176646,11658
2024-06-01T08:59:50.191,186515289.25545752,3835.6844314064074,11658
2024-06-01T09:01:21.131,181367971.6391378,3882.687083515497,11658
2024-06-01T09:02:52.437,176833962.75174707,3830.422740806747,11658
2024-06-01T09:04:22.956,173405236.75359258,3856.486524860511,11658
2024-06-01T09:05:53.867,173941898.05333638,3823.5256667307626,11658
2024-06-01T09:07:24.780,170628907.49310783,3827.990612588863,11658
2024-06-01T09:08:55.725,168228346.546218,3845.1017159949424,11658
2024-06-01T09:10:26.637,166613496.5621749,3833.975672894047,11658
2024-06-01T09:11:57.549,165647612.1689768,3835.008073365799,11658
2024-06-01T09:13:28.461,165291689.51911798,3825.779582265558,11658
2024-06-01T09:14:59.375,162000891.67111242,3808.5039614945354,11658
2024-06-01T09:16:30.126,160691345.7082795,3851.2247425884116,11658
2024-06-01T09:18:00.879,158550757.2240407,3820.7740218817835,11658
2024-06-01T09:19:31.631,156582252.09177732,3850.316701656809,11658
2024-06-01T09:21:02.382,154981124.41728875,3871.927463830284,11658
2024-06-01T09:22:33.167,153422162.95362857,3809.065801976163,11658
2024-06-01T09:24:03.920,152622612.06047934,3839.150370443736,11658
