Date,img_mode,QS_mode,QS_median,QS_mean,QS_std,AR_mode,AR mean,Ar_sigma,ARmode_200G,ARmean200G,AR_sigma200G
2024-11-12 22:23:02.892885,4351,4247,4364.0,4467.430315748464,501.7270654667734,4603,6091.234686084908,1701.0177178179079,4819,6757.79625286138,1715.6082914559142
2024-11-12 22:24:40.142055,4412,4361,4379.0,4478.899447364874,498.8949177591034,4768,6088.833001860525,1704.466321953795,4820,6756.515915895635,1722.017983524624
2024-11-12 22:26:17.389360,4370,4370,4381.0,4478.304645103324,511.88931756361706,4746,6073.914963767728,1701.3184611870852,4720,6735.931832031779,1721.1966092069151
2024-11-12 22:27:54.637655,4336,4291,4369.0,4485.238899518964,524.9503746561968,4376,6078.07483330893,1710.7430523416078,4822,6742.045195890256,1733.6591866726253
2024-11-12 22:34:55.851655,4278,4266,4366.0,4473.356973973856,501.0641505473462,4621,6062.504661375247,1697.3125924510693,5509,6749.0043477768595,1711.5049789859568
2024-11-12 22:36:33.999500,4381,4330,4378.0,4482.550959809672,512.2233385155349,4711,6056.238161327536,1693.299872017376,4781,6721.921631610628,1716.3643550571069
2024-11-12 22:38:10.349130,4328,4328,4386.0,4473.1685283289935,485.4203266501235,4762,6065.117843989432,1688.967020079716,4762,6734.902555005157,1708.3828627056225
2024-11-12 22:39:47.596425,4344,4278,4369.0,4472.5955325454615,492.97112923409003,4722,6050.715644876419,1689.1196251779404,5328,6719.775215426503,1709.7968530270305
2024-11-12 22:41:24.844595,4362,4316,4390.0,4480.949876465567,492.8889370955937,4362,6060.190018749154,1682.1910447909777,4748,6719.552280452539,1701.1697716714978
2024-11-12 22:43:02.937650,4276,4313,4381.0,4478.343320950496,510.47143052863106,4276,6056.334126323725,1684.8017671109833,4921,6720.497610990567,1702.717697299859
2024-11-12 22:44:39.341070,4366,4375,4387.0,4484.176162811356,507.0911422509434,4663,6074.059173801109,1695.2644930287727,4747,6732.965003911592,1712.51810551066
2024-11-12 22:46:16.590240,4333,4366,4381.0,4495.670505386004,520.9519482705329,4426,6060.216134460942,1690.796355549205,4818,6734.515164862469,1705.766047780385
2024-11-12 22:47:53.838535,4401,4401,4394.0,4479.203975200584,490.0420789463901,4556,6064.783351230282,1683.3793231283198,4899,6737.169093550458,1698.4506630117223
2024-11-12 22:49:31.858400,4425,4336,4386.0,4482.713502527211,500.2914502750732,4689,6086.083437026231,1688.8947128660946,4927,6747.394176521033,1704.1494367280593
2024-11-12 22:51:08.335010,4388,4388,4392.0,4483.771503480698,496.4487531606584,4600,6073.414733271465,1683.9081733466348,4814,6747.93590243737,1698.99843299982
2024-11-12 22:52:45.582305,4398,4381,4385.0,4493.744230803185,515.2300380474253,4554,6076.766193906891,1691.501725439922,4757,6731.950061732223,1707.7459068701257
2024-11-12 22:54:22.830485,4440,4461,4399.0,4500.650438256248,526.0668580930205,4643,6088.256562341349,1715.0343764190006,4794,6750.701918250168,1737.4469274233468
2024-11-12 22:56:00.797800,4312,4312,4388.0,4497.733994104172,518.519906324152,4747,6070.205563939607,1700.5917641576928,4747,6728.360331096898,1722.614501977268
2024-11-12 22:57:37.327075,4278,4168,4379.0,4482.49404620799,516.892536039077,4468,6058.948070864328,1700.0684698698824,4979,6736.151857168694,1719.588128731626
2024-11-12 22:59:14.575245,4328,4328,4383.0,4483.179193669049,501.30093457537464,4480,6076.644746959815,1690.082499810728,4798,6745.483364182461,1714.9543919183982
2024-11-12 23:00:51.823550,4337,4172,4386.0,4478.620247191419,493.5950037191933,4547,6073.335057677355,1692.2057335809752,5096,6742.138421843065,1714.442009780826
2024-11-12 23:02:29.708450,4354,4319,4379.0,4478.748580741546,509.31769678885377,4701,6059.525610683497,1695.5616874001814,4777,6727.514143817083,1720.4730497705152
2024-11-12 23:04:06.319015,4279,4279,4378.0,4469.329242194216,477.4361238698403,4589,6054.177484611109,1683.6038491394033,4707,6709.252614786604,1714.116224898882
2024-11-12 23:05:43.568320,4499,4113,4379.0,4472.596744696416,491.76121055663805,4777,6060.264843835733,1687.7550672253785,4743,6723.921594134343,1716.3815399377984
2024-11-12 23:07:20.815490,4380,4375,4374.0,4471.7144981881775,500.8871552143748,4652,6056.398415167685,1680.0529727356502,4778,6708.65919506047,1712.118460439588
