date_time,suit_coun,Mean,Std,diff_count,Diff_error,Img_count,area
2024-11-12 22:24:40,7022879.3134765625,,,,,,
2024-11-12 22:27:54,16599802.7734375,-1.2278878941356002,117.94414601881442,342895.2810058594,2829.639006564389,16599802.7734375,969.0
2024-11-12 22:43:02,503429.99609375,-14.635489883387685,177.2423485677608,160589.22900390625,403.6801517501104,503429.99609375,19.0
2024-11-12 22:49:31,3575737.265625,,,,,,
2024-11-12 22:54:22,33942225.49902344,10.97880478817672,211.04229374674787,1716006.7026367188,3964.7286573812535,33942225.49902344,1639.0
2024-11-12 23:05:43,12918929.10546875,,,,,,
2024-11-12 23:25:10,70678155.97851562,16.743424273570835,250.51229680542215,2329105.6435546875,5734.623548981673,70678155.97851562,3206.0
2024-11-12 23:28:25,84330648.43457031,19.41051658139528,246.1704508412681,2916988.5415039062,6258.886447133025,84330648.43457031,4428.0
2024-11-12 23:41:23,9036419.90625,,,,,,
2024-11-12 23:47:52,11237130.399414062,,,,,,
2024-11-12 23:57:35,42053254.4375,,,,,,
2024-11-13 00:04:04,24617047.70800781,2.7689770583233364,236.1103807631052,1604736.8923339844,3346.239717879118,24617047.70800781,1659.0
