image_index,image datetime,area_px,intensity_sum,mean_intensity,centroid_row,centroid_col,w_centroid_row,w_centroid_col,peak_intensity,peak thresh
2,2024-11-13 15:11:26.400015,2097.0,1600295.2863769531,763.1355681339786,441.81306628516927,477.86409155937054,441.80165828932354,478.67418235888005,1716.2421875,631.3702168523538
3,2024-11-13 15:13:03.392310,676.0,388298.47998046875,574.4060354740662,371.0931952662722,323.8343195266272,371.1690995749287,323.5920307394508,1136.6171875,418.1380957633565
5,2024-11-13 15:16:17.344785,24.0,139297.6650390625,5804.0693766276045,74.75,338.25,75.04989800990262,338.63169869570777,10983.73828125,4040.6915008796286
29,2024-11-13 16:08:33.636615,1204.0,1410817.8549804688,1171.77562706019,369.4966777408638,330.3363787375415,369.6154359223112,331.2306756243564,2194.783203125,807.4156182580932
31,2024-11-13 16:24:43.272210,1161.0,1846694.3046875,1590.6066362510767,357.9603789836348,518.7037037037037,358.37424418710367,518.645400359676,3387.5849609375,1246.2228623504698
32,2024-11-13 16:26:20.267515,1447.0,2543548.6533203125,1757.8083298689098,354.95093296475466,516.7919834139599,355.42636399351267,516.5300033728369,3737.5439453125,1374.9655779552704
32,2024-11-13 16:26:20.267515,837.0,1136818.3842773438,1358.2059549311157,365.35483870967744,331.1708482676225,365.52885515875255,330.99899323815754,2329.38525390625,856.9329454800296
33,2024-11-13 16:27:57.259810,1218.0,1794451.375,1473.2769909688013,353.2175697865353,515.38013136289,353.66865884057677,515.3327478249402,2853.025390625,1049.569386351061
34,2024-11-13 16:29:34.251105,1037.0,1696412.265625,1635.884537729026,366.1513982642237,330.2439729990357,366.3236629497307,329.99575219079077,3086.3408203125,1135.4013362411733
35,2024-11-13 16:31:11.239275,1308.0,2478898.9526367188,1895.1826855020786,367.0963302752294,328.99694189602445,367.38860085952564,329.0615835330062,3854.0927734375,1417.841495715082
36,2024-11-13 16:32:48.231570,1362.0,2495447.0434570312,1832.1931302915061,366.41116005873715,330.41409691629957,366.74419823064704,330.3322017320511,3768.587890625,1386.3860072085897
37,2024-11-13 16:34:25.221875,1124.0,1829091.7934570312,1627.3058660649745,366.56227758007117,329.37544483985766,366.7649968871577,329.1384233677086,3132.494140625,1152.3801939259424
38,2024-11-13 16:36:02.214170,1026.0,1599554.6206054688,1559.0200980560123,367.3888888888889,330.2309941520468,367.45712924301034,329.84961239743143,2918.1591796875,1073.530768272752
39,2024-11-13 16:37:39.174340,1491.0,2885491.5737304688,1935.2726852652372,367.21730382293765,330.3380281690141,367.2932788393261,329.4889286495858,4060.0947265625,1493.6253791109325
40,2024-11-13 16:39:16.134645,1814.0,3551863.1201171875,1958.0281808804782,366.33682469680264,330.0170893054024,366.75789637331445,329.6675896795345,4097.9951171875,1507.568153634237
41,2024-11-13 16:40:53.949400,1495.0,2533692.98828125,1694.777918582776,366.8615384615385,329.5210702341137,367.24044337482434,329.68818858532836,3504.7216796875,1289.3150529848763
42,2024-11-13 16:42:30.542350,1482.0,2402715.4340820312,1621.26547508909,368.4318488529015,327.1862348178138,368.51265437111357,327.7269680577991,3698.4970703125,1360.6010354007792
43,2024-11-13 16:44:07.154050,1237.0,1851271.4750976562,1496.5816290199323,368.3371059013743,326.93209377526273,368.54238534598403,327.5723665916043,3083.8486328125,1134.484511696379
44,2024-11-13 16:45:43.975700,1207.0,1642948.1591796875,1361.1832304719862,368.3885666942833,325.1996685998343,368.44762336551275,325.82995843359106,2503.740234375,921.0745582603311
45,2024-11-13 16:47:20.935005,1381.0,2186402.8125,1583.2026158580738,367.77552498189715,325.34757422157855,367.8820243732249,326.0421427561292,3269.1376953125,1202.6485484640593
46,2024-11-13 16:48:57.896300,1601.0,2714187.6508789062,1695.3077144777678,366.5652717051843,330.524047470331,366.84252919512534,331.1303340303352,3656.8896484375,1345.2945202928197
47,2024-11-13 16:50:34.856470,1510.0,2747175.033203125,1819.3212140418045,366.7662251655629,331.8867549668874,367.07132585049544,331.8251817779798,3783.146484375,1391.7418145415818
48,2024-11-13 16:52:11.815765,1192.0,1631996.4526367188,1369.1245408026164,368.6703020134228,328.8213087248322,368.91614915760226,329.4619401457529,2530.3134765625,930.850307746382
51,2024-11-13 16:57:02.696535,1437.0,2147971.6450195312,1494.7610612522833,368.7007654836465,328.14961725817676,368.89953305145406,328.2144821932365,3033.1474609375,1115.8325929202667
52,2024-11-13 16:58:39.657830,1922.0,3700342.2641601562,1925.2561207909241,367.7570239334027,327.54890738813737,368.0569553318678,327.594472865958,4324.89599609375,1591.0403221675772
