,temperature,emission_measure
2024-06-02 06:31:35.578396,8.3381098248146,2.463715358479021e+48
2024-06-02 06:31:36.578396,8.309652840459663,2.4744219531807192e+48
2024-06-02 06:31:37.578399,8.084784190615242,2.5945903772806405e+48
2024-06-02 06:31:38.578402,8.289562976350318,2.498125939755957e+48
2024-06-02 06:31:39.578403,8.398483829276223,2.4496692067566482e+48
2024-06-02 06:31:40.578408,8.315297602292052,2.4789200386846536e+48
2024-06-02 06:31:41.578408,8.355621093522135,2.454485123762041e+48
2024-06-02 06:31:42.578414,8.337185460858858,2.4646297709286035e+48
2024-06-02 06:31:43.578414,8.282523341613404,2.5063997447570585e+48
2024-06-02 06:31:44.578421,8.258064789293742,2.512629036095785e+48
2024-06-02 06:31:45.578420,8.401970058011624,2.4348168004045808e+48
2024-06-02 06:31:46.578424,8.267720401126134,2.5127145785315157e+48
2024-06-02 06:31:47.578427,8.26680830587292,2.513646969516199e+48
2024-06-02 06:31:48.578428,8.20828916512426,2.5375577049805257e+48
2024-06-02 06:31:49.578432,8.471926716919233,2.420854224604553e+48
2024-06-02 06:31:50.578436,8.309989212514743,2.496876564903721e+48
2024-06-02 06:31:51.578437,8.545811496851202,2.3818060856650544e+48
2024-06-02 06:31:52.578440,8.42425992944321,2.4425011467311355e+48
2024-06-02 06:31:53.578445,8.344366811665106,2.490391931603916e+48
2024-06-02 06:31:54.578449,8.351639616405139,2.4931227804221005e+48
2024-06-02 06:31:55.578449,,
2024-06-02 06:31:56.578450,8.423106210319103,2.4656374761920883e+48
2024-06-02 06:31:57.578455,8.48424973837572,2.4283752278916426e+48
2024-06-02 06:31:58.578457,8.5997999047249,2.394760662869767e+48
2024-06-02 06:31:59.578460,8.579876989159494,2.3960116353589944e+48
2024-06-02 06:32:00.578461,8.602400766810945,2.4023122940077554e+48
2024-06-02 06:32:01.578463,8.669151373383858,2.380394278328344e+48
2024-06-02 06:32:02.578469,8.802670470872531,2.3100701154785406e+48
2024-06-02 06:32:03.578475,8.698816551711207,2.38781043215329e+48
2024-06-02 06:32:04.578476,8.716711421781202,2.3692493704060857e+48
2024-06-02 06:32:05.578476,8.676150518601059,2.402218987413093e+48
2024-06-02 06:32:06.578483,8.678413744660372,2.4192544118638833e+48
2024-06-02 06:32:07.578482,8.689573188795636,2.407365489280336e+48
2024-06-02 06:32:08.578486,8.87845360053731,2.3344985171425723e+48
2024-06-02 06:32:09.578491,8.917594974257382,2.3398377467220338e+48
2024-06-02 06:32:10.578489,8.588761719801619,2.4776253998228175e+48
2024-06-02 06:32:11.578496,8.9107310708989,2.3377056112919526e+48
2024-06-02 06:32:12.578494,,
2024-06-02 06:32:13.578499,9.069284088761286,2.2791540481227496e+48
2024-06-02 06:32:14.578502,9.014669724570409,2.3141679902335715e+48
2024-06-02 06:32:15.578505,8.920140215855854,2.3634680183897572e+48
2024-06-02 06:32:16.578510,9.047463040152874,2.31615271386568e+48
2024-06-02 06:32:17.578512,8.972520465180072,2.3465014652507383e+48
2024-06-02 06:32:18.578515,9.020453777809081,2.333704052100517e+48
2024-06-02 06:32:19.578517,8.993159006051858,2.360511145231512e+48
2024-06-02 06:32:20.578521,9.097325526551215,2.326287559513581e+48
2024-06-02 06:32:21.578524,8.974457481165624,2.3787156196593503e+48
2024-06-02 06:32:22.578522,8.815305379543682,2.453179418972056e+48
2024-06-02 06:32:23.578529,9.063436798753605,2.3588690526675016e+48
2024-06-02 06:32:24.578530,9.185936498569735,2.315183292887736e+48
2024-06-02 06:32:25.578532,9.299852253418756,2.2802478159276685e+48
2024-06-02 06:32:26.578536,9.086762974138543,2.3771901750480422e+48
2024-06-02 06:32:27.578538,9.224484198937468,2.326057613555341e+48
2024-06-02 06:32:28.578541,9.170483619834089,2.3534056470403997e+48
2024-06-02 06:32:29.578543,9.323099863108885,2.2968400953608242e+48
2024-06-02 06:32:30.578548,9.314020156364405,2.312481597483303e+48
2024-06-02 06:32:31.578548,9.288047272935149,2.3286566930410778e+48
2024-06-02 06:32:32.578552,9.354595784594252,2.2980549208307535e+48
2024-06-02 06:32:33.578555,9.229697537068727,2.360029324893551e+48
2024-06-02 06:32:34.578560,9.208543610543874,2.364228228453144e+48
2024-06-02 06:32:35.578560,9.171612223111193,2.3915818657850857e+48
2024-06-02 06:32:36.578564,9.291706566165166,2.3477752580543655e+48
2024-06-02 06:32:37.578565,9.317704018176553,2.338838740905062e+48
2024-06-02 06:32:38.578572,9.25695010454865,2.372571622633318e+48
2024-06-02 06:32:39.578570,9.289412344059798,2.357539569745757e+48
2024-06-02 06:32:40.578575,9.274526189260774,2.371301287589882e+48
2024-06-02 06:32:41.578579,9.160588301885346,2.410146392486051e+48
2024-06-02 06:32:42.578580,,
2024-06-02 06:32:43.578587,9.236466408782757,2.3843453099769288e+48
2024-06-02 06:32:44.578586,9.229863647105171,2.398213264710467e+48
2024-06-02 06:32:45.578587,9.14205735304108,2.428238246090447e+48
2024-06-02 06:32:46.578594,9.186055814574123,2.424846788647355e+48
2024-06-02 06:32:47.578599,9.263978158637846,2.3889230630370762e+48
2024-06-02 06:32:48.578599,9.243079841111054,2.4086699721697716e+48
2024-06-02 06:32:49.578600,9.252909961843363,2.399410961486339e+48
2024-06-02 06:32:50.578604,9.18057893810728,2.4380475996261173e+48
2024-06-02 06:32:51.578604,9.309467200742693,2.3912470278654894e+48
2024-06-02 06:32:52.578610,9.131437593091691,2.4547435376654595e+48
2024-06-02 06:32:53.578612,9.285546279199393,2.3988556267115132e+48
2024-06-02 06:32:54.578612,9.233470854298735,2.4256958303222246e+48
2024-06-02 06:32:55.578619,9.394194599279814,2.35003262344445e+48
2024-06-02 06:32:56.578620,9.237390548689046,2.42180777170293e+48
2024-06-02 06:32:57.578625,,
2024-06-02 06:32:58.578630,9.094662524136975,2.4918286839501882e+48
2024-06-02 06:32:59.578626,9.005508979782613,2.5257424014178064e+48
2024-06-02 06:33:00.578629,9.136892430985322,2.4814704981733918e+48
2024-06-02 06:33:01.578632,9.286566825000728,2.4205172494167603e+48
2024-06-02 06:33:02.578635,9.285360310583055,2.4291027032918464e+48
2024-06-02 06:33:03.578639,9.178703504037166,2.479360981475911e+48
2024-06-02 06:33:04.578638,9.269526768593963,2.4368394985534733e+48
2024-06-02 06:33:05.578646,9.128180209813532,2.4981582154541146e+48
2024-06-02 06:33:06.578647,9.075374154945747,2.5279614202628625e+48
2024-06-02 06:33:07.578653,9.258917220117434,2.4545961833523833e+48
2024-06-02 06:33:08.578656,9.029781719815027,2.5423258308602175e+48
2024-06-02 06:33:09.578658,9.070771673591643,2.5327302286898093e+48
2024-06-02 06:33:10.578657,9.096375046901452,2.5226454179689882e+48
2024-06-02 06:33:11.578664,,
2024-06-02 06:33:12.578664,9.030252713599255,2.550194330755227e+48
2024-06-02 06:33:13.578667,9.27723929534988,2.4446819945726182e+48
2024-06-02 06:33:14.578672,,
2024-06-02 06:33:15.578671,9.139571033348325,2.5108898995497313e+48
2024-06-02 06:33:16.578677,9.027824580341086,2.5528743824810645e+48
2024-06-02 06:33:17.578675,9.15180704241904,2.4982761187227443e+48
2024-06-02 06:33:18.578679,9.050802645754032,2.5368666347712635e+48
2024-06-02 06:33:19.578684,,
2024-06-02 06:33:20.578685,9.06300824260236,2.5324321750040273e+48
2024-06-02 06:33:21.578689,9.067489009695409,2.536139328289507e+48
2024-06-02 06:33:22.578692,8.95195300265171,2.582758526923302e+48
2024-06-02 06:33:23.578696,8.976615603856217,2.5819253057556434e+48
2024-06-02 06:33:24.578700,8.923970873336986,2.5958121552870404e+48
2024-06-02 06:33:25.578701,9.063554913501141,2.5402337803545558e+48
2024-06-02 06:33:26.578702,8.98892149944584,2.5687260151597178e+48
2024-06-02 06:33:27.578704,8.99216928355091,2.565258743718396e+48
2024-06-02 06:33:28.578711,8.953572888804969,2.598400008213545e+48
2024-06-02 06:33:29.578709,8.978370860026567,2.5799118415928694e+48
2024-06-02 06:33:30.578714,8.861615806245359,2.6382520451375712e+48
2024-06-02 06:33:31.578714,8.9803113259615,2.5778262097923444e+48
2024-06-02 06:33:32.578723,8.795418013759532,2.6588491545465773e+48
2024-06-02 06:33:33.578724,8.9005970021464,2.6040234894509788e+48
2024-06-02 06:33:34.578725,8.898298088207468,2.6062998222281468e+48
2024-06-02 06:33:35.578731,,
2024-06-02 06:33:36.578732,8.94327303349416,2.5833774878402375e+48
2024-06-02 06:33:37.578734,9.039413333788605,2.540577888246851e+48
2024-06-02 06:33:38.578737,8.891345015423196,2.6053822614885123e+48
2024-06-02 06:33:39.578740,,
2024-06-02 06:33:40.578743,8.933644064316812,2.585267515065702e+48
2024-06-02 06:33:41.578746,,
2024-06-02 06:33:42.578747,8.591173305229148,2.757854769570446e+48
2024-06-02 06:33:43.578753,8.722776126986377,2.687146144358599e+48
2024-06-02 06:33:44.578755,8.88811476807389,2.599818621701102e+48
2024-06-02 06:33:45.578756,8.881047406165328,2.6076278203389845e+48
2024-06-02 06:33:46.578757,,
2024-06-02 06:33:47.578764,8.736944725596997,2.68015281689131e+48
2024-06-02 06:33:48.578765,8.759139905971168,2.6446959022680404e+48
2024-06-02 06:33:49.578767,8.859004566718905,2.6141028055711654e+48
2024-06-02 06:33:50.578768,8.625078687666022,2.7162574580323897e+48
2024-06-02 06:33:51.578776,8.953564851265114,2.5636216492818647e+48
2024-06-02 06:33:52.578776,8.601984848211023,2.7342886004291905e+48
2024-06-02 06:33:53.578779,8.64770409286783,2.7085641727997775e+48
2024-06-02 06:33:54.578780,8.634837591926084,2.7043085988945996e+48
2024-06-02 06:33:55.578786,8.633162948743928,2.706473551339052e+48
2024-06-02 06:33:56.578787,8.678577435712214,2.671888261055037e+48
2024-06-02 06:33:57.578793,8.440130098833126,2.8033027109394147e+48
2024-06-02 06:33:58.578792,8.599193112686015,2.7178757795254992e+48
2024-06-02 06:33:59.578795,8.47720452184147,2.7877558326163052e+48
2024-06-02 06:34:00.578795,,
2024-06-02 06:34:01.578800,8.52218352165886,2.762000725079489e+48
2024-06-02 06:34:02.578802,8.52123321361681,2.7527688599346827e+48
2024-06-02 06:34:03.578806,8.384350107263817,2.8324685249886216e+48
2024-06-02 06:34:04.578810,8.618926522601917,2.7037790302968617e+48
2024-06-02 06:34:05.578812,8.54202284658082,2.7266852797220692e+48
2024-06-02 06:34:06.578816,8.534372301083277,2.736488698023795e+48
2024-06-02 06:34:07.578816,8.564383560975722,2.7197905432436446e+48
2024-06-02 06:34:08.578820,8.276894189981514,2.8758369539527944e+48
2024-06-02 06:34:09.578825,8.395763346287573,2.8064603634843943e+48
2024-06-02 06:34:10.578826,8.454532076249222,2.7629957247130582e+48
2024-06-02 06:34:11.578830,8.450439936685463,2.779164940220649e+48
2024-06-02 06:34:12.578832,,
2024-06-02 06:34:13.578838,8.36642188887109,2.8007515652475755e+48
2024-06-02 06:34:14.578839,,
2024-06-02 06:34:15.578842,8.275326382993478,2.8544292747782634e+48
2024-06-02 06:34:16.578847,8.41629548751558,2.7687151705064164e+48
2024-06-02 06:34:17.578844,8.241111387532198,2.8781183891994464e+48
2024-06-02 06:34:18.578849,8.407567132703964,2.7690258772226203e+48
2024-06-02 06:34:19.578854,8.343655558339611,2.8082135790246596e+48
2024-06-02 06:34:20.578853,8.193519544742058,2.8971788859684843e+48
2024-06-02 06:34:21.578860,8.308114364273102,2.8333480328275964e+48
2024-06-02 06:34:22.578859,8.274636685651743,2.8436696393921743e+48
2024-06-02 06:34:23.578859,8.042475141296672,2.991445154742186e+48
2024-06-02 06:34:24.578862,8.240621732252592,2.84327565366479e+48
2024-06-02 06:34:25.578867,,
2024-06-02 06:34:26.578872,8.237377010343456,2.8358280704431402e+48
2024-06-02 06:34:27.578872,8.168707047726224,2.8829808477753937e+48
2024-06-02 06:34:28.578880,8.12721957481505,2.9049137549813628e+48
2024-06-02 06:34:29.578883,8.113520656498336,2.9120849011354454e+48
2024-06-02 06:34:30.578883,8.065616630868137,2.930997246589751e+48
2024-06-02 06:34:31.578884,8.281033651959945,2.799938929974332e+48
2024-06-02 06:34:32.578886,8.105239000693487,2.8859664709921244e+48
2024-06-02 06:34:33.578893,8.105669872377916,2.8982464757375853e+48
2024-06-02 06:34:34.578889,8.112379680972232,2.875721180458265e+48
2024-06-02 06:34:35.578896,8.17442869770238,2.8504884409167873e+48
2024-06-02 06:34:36.578901,8.13778409644004,2.8772351237444632e+48
2024-06-02 06:34:37.578901,8.187909534822426,2.8437429945925623e+48
2024-06-02 06:34:38.578903,7.885067451498764,3.0304633015124574e+48
2024-06-02 06:34:39.578907,8.156312793448961,2.838625327690733e+48
2024-06-02 06:34:40.578911,8.066000487493342,2.891333449002867e+48
2024-06-02 06:34:41.578914,7.923642570197911,2.984081469131241e+48
2024-06-02 06:34:42.578913,8.040775733166226,2.902065399668146e+48
2024-06-02 06:34:43.578919,,
2024-06-02 06:34:44.578919,7.9482601896688045,2.959873160501306e+48
2024-06-02 06:34:45.578921,7.968086991253074,2.943635607733033e+48
2024-06-02 06:34:46.578926,7.9572609304757345,2.9463682274000847e+48
2024-06-02 06:34:47.578931,7.90588047056037,2.9695416882322185e+48
2024-06-02 06:34:48.578932,8.081995657814796,2.855537988380948e+48
2024-06-02 06:34:49.578933,7.98316990889882,2.920752178765224e+48
2024-06-02 06:34:50.578937,7.799084632119119,3.0373779371435166e+48
2024-06-02 06:34:51.578939,7.965820020708752,2.9197724610379958e+48
2024-06-02 06:34:52.578944,7.8254194620105215,3.009778268054344e+48
2024-06-02 06:34:53.578948,7.700132878516688,3.0936948854918404e+48
2024-06-02 06:34:54.578947,7.900324078404031,2.950126165574095e+48
2024-06-02 06:34:55.578949,7.759511757400686,3.0416914192292094e+48
2024-06-02 06:34:56.578950,8.062814140467877,2.844197072362499e+48
2024-06-02 06:34:57.578958,7.899303018038725,2.937161807324265e+48
2024-06-02 06:34:58.578962,7.6547769238725945,3.1075346296773723e+48
2024-06-02 06:34:59.578966,7.877040240189016,2.943199180428047e+48
2024-06-02 06:35:00.578966,7.884130182781429,2.9322828471561846e+48
2024-06-02 06:35:01.578964,7.808260860063078,2.9931215444857407e+48
2024-06-02 06:35:02.578972,7.630249981366326,3.1173723643128964e+48
2024-06-02 06:35:03.578973,7.770778537161629,3.007963602791056e+48
2024-06-02 06:35:04.578979,7.706131173751632,3.036829219889224e+48
2024-06-02 06:35:05.578981,7.708208553022273,3.049031982538421e+48
2024-06-02 06:35:06.578982,7.743985278731407,3.005929539990841e+48
2024-06-02 06:35:07.578982,7.686715726974391,3.053414677417005e+48
2024-06-02 06:35:08.578989,7.800487442666978,2.960909680465782e+48
2024-06-02 06:35:09.578989,7.617382604007901,3.090666487596216e+48
2024-06-02 06:35:10.578995,7.409988454704025,3.2570287240681795e+48
2024-06-02 06:35:11.578997,7.69460220206639,3.024728621468145e+48
2024-06-02 06:35:12.579002,7.663618242091616,3.044098156448577e+48
2024-06-02 06:35:13.579000,,
2024-06-02 06:35:14.579007,7.874541720884385,2.8753015664011963e+48
2024-06-02 06:35:15.579008,7.680329215657842,3.01671277372271e+48
2024-06-02 06:35:16.579008,7.677180938632141,3.021700846812581e+48
2024-06-02 06:35:17.579010,7.727595301876591,2.986309767496698e+48
2024-06-02 06:35:18.579015,7.569597620168402,3.0734118453843834e+48
2024-06-02 06:35:19.579014,7.5285585051388075,3.127855708192374e+48
2024-06-02 06:35:20.579020,,
2024-06-02 06:35:21.579022,7.511142888861637,3.106933304786663e+48
2024-06-02 06:35:22.579030,7.8186433972556255,2.8879806066559847e+48
2024-06-02 06:35:23.579028,,
2024-06-02 06:35:24.579029,7.624524365526233,3.029029948816202e+48
2024-06-02 06:35:25.579035,7.437127317765991,3.169169593584932e+48
2024-06-02 06:35:26.579034,7.502034281397535,3.123157658036309e+48
2024-06-02 06:35:27.579039,7.387120105113027,3.206948745014545e+48
2024-06-02 06:35:28.579044,7.017186760280845,3.5569367171833356e+48
2024-06-02 06:35:29.579049,7.284608349746876,3.289277096837958e+48
2024-06-02 06:35:30.579048,7.518111281573835,3.0769582145991704e+48
2024-06-02 06:35:31.579051,7.490220182359179,3.109295393495265e+48
2024-06-02 06:35:32.579051,7.415761096694826,3.153536764589559e+48
2024-06-02 06:35:33.579058,7.462056781848399,3.10574352050655e+48
2024-06-02 06:35:34.579062,,
2024-06-02 06:35:35.579063,7.617054347731499,2.976336429763908e+48
2024-06-02 06:35:36.579064,7.4166686746050665,3.1334255370456515e+48
2024-06-02 06:35:37.579069,7.411807067455798,3.142612156473884e+48
2024-06-02 06:35:38.579073,7.714271256602614,2.8988903993971325e+48
2024-06-02 06:35:39.579072,7.465495826845186,3.099579629728879e+48
2024-06-02 06:35:40.579076,7.324815647137046,3.191357463802916e+48
2024-06-02 06:35:41.579081,7.474808201275618,3.0651470894771596e+48
2024-06-02 06:35:42.579081,7.341271204383002,3.1800366974212326e+48
2024-06-02 06:35:43.579090,7.563594125079357,2.981650136738705e+48
2024-06-02 06:35:44.579089,7.307095315452653,3.206292241454659e+48
2024-06-02 06:35:45.579092,7.619536679108678,2.9393749111740626e+48
2024-06-02 06:35:46.579095,7.401807950034666,3.105266666029992e+48
2024-06-02 06:35:47.579096,7.552001211065556,2.984428688513945e+48
2024-06-02 06:35:48.579099,7.303620212912737,3.1735541897611015e+48
2024-06-02 06:35:49.579102,7.441480709048076,3.0705514334589764e+48
2024-06-02 06:35:50.579105,7.385256685920102,3.097773207423609e+48
2024-06-02 06:35:51.579107,7.234042504831644,3.2276004872210755e+48
2024-06-02 06:35:52.579111,7.342665467857442,3.119614109871986e+48
2024-06-02 06:35:53.579113,7.338689195885989,3.1264445533566666e+48
2024-06-02 06:35:54.579115,7.288103877738538,3.162940262600965e+48
2024-06-02 06:35:55.579120,7.09978787888592,3.329201466077318e+48
2024-06-02 06:35:56.579119,7.3374083473961855,3.1095081581379e+48
2024-06-02 06:35:57.579126,7.064208227343412,3.359828377553149e+48
2024-06-02 06:35:58.579131,7.277945337700901,3.1623695265446794e+48
2024-06-02 06:35:59.579132,7.387917770911807,3.0554191699682384e+48
2024-06-02 06:36:00.579133,7.2942449952979125,3.131720866885101e+48
2024-06-02 06:36:01.579137,7.11914538368023,3.288832528974213e+48
2024-06-02 06:36:02.579140,7.179312927128534,3.2317613769137005e+48
2024-06-02 06:36:03.579145,7.261367482854323,3.1335992810884795e+48
2024-06-02 06:36:04.579147,7.215432271356861,3.1813887569133186e+48
2024-06-02 06:36:05.579143,6.941564193872601,3.439460722122018e+48
2024-06-02 06:36:06.579148,7.282126875699753,3.114445269228328e+48
2024-06-02 06:36:07.579152,7.204802061982269,3.1813043060428214e+48
2024-06-02 06:36:08.579156,7.244284061854679,3.146181777874792e+48
2024-06-02 06:36:09.579155,7.201249329774731,3.166982721696074e+48
2024-06-02 06:36:10.579162,7.239236603638177,3.135082246663872e+48
2024-06-02 06:36:11.579163,7.16557459188829,3.1950684340454844e+48
2024-06-02 06:36:12.579167,7.1290638102461035,3.2245209051951314e+48
2024-06-02 06:36:13.579171,6.9812079365030995,3.375514154219158e+48
2024-06-02 06:36:14.579169,7.290978757453053,3.077996656833839e+48
2024-06-02 06:36:15.579178,7.012511917081184,3.308032523803647e+48
2024-06-02 06:36:16.579178,7.1552953028292325,3.172705093015195e+48
2024-06-02 06:36:17.579180,7.11777876020659,3.203571705458824e+48
2024-06-02 06:36:18.579186,6.986207884718508,3.3401613232940294e+48
2024-06-02 06:36:19.579184,7.178436083930326,3.1480839153524516e+48
2024-06-02 06:36:20.579188,6.849982165747515,3.4714061097694487e+48
2024-06-02 06:36:21.579191,7.115630302714131,3.1857720865963336e+48
2024-06-02 06:36:22.579194,6.98041344224693,3.3286447804235374e+48
2024-06-02 06:36:23.579199,7.006287051614064,3.2969495867023164e+48
2024-06-02 06:36:24.579203,7.076716009785122,3.219113294736732e+48
2024-06-02 06:36:25.579204,7.030576184169016,3.2463883929899676e+48
2024-06-02 06:36:26.579207,7.069603993976527,3.23403759690245e+48
2024-06-02 06:36:27.579208,6.995513589920552,3.296140051357162e+48
2024-06-02 06:36:28.579214,6.9268015150970825,3.3477334771962934e+48
2024-06-02 06:36:29.579214,7.095633701000928,3.181388225279789e+48
2024-06-02 06:36:30.579217,6.981316399944661,3.2788003752257355e+48
2024-06-02 06:36:31.579219,7.055740647597764,3.217110855979113e+48
2024-06-02 06:36:32.579220,6.9178854821240865,3.317593081197168e+48
2024-06-02 06:36:33.579226,,
2024-06-02 06:36:34.579232,6.784060968366016,3.465244380279651e+48
2024-06-02 06:36:35.579230,6.849862489988457,3.3923687087615085e+48
2024-06-02 06:36:36.579232,6.9230805162390014,3.3312754305858377e+48
2024-06-02 06:36:37.579235,7.48485436136202,2.8173068816303585e+48
2024-06-02 06:36:38.579238,6.9097662766594485,3.335847312365738e+48
2024-06-02 06:36:39.579238,6.901054736764222,3.3290284366946765e+48
2024-06-02 06:36:40.579248,6.763389321850677,3.486474660374316e+48
2024-06-02 06:36:41.579248,6.841126362575913,3.3863202747500666e+48
2024-06-02 06:36:42.579251,7.015557053844632,3.206835721585447e+48
