Time,AR_total,AR_count_Er,QS_total,QS_count_Er,AR_area,QS_area
2024-06-02T02:30:01.172,3903257360.9828587,49391.65770263523,17973888.882481053,3351.6683236189497,312830,3364
2024-06-02T02:31:25.842,3904403970.9670444,49398.91174767317,17200112.444980837,3278.7299794452465,312830,3364
2024-06-02T02:32:50.518,3903550985.1707354,49393.51542188214,17165944.10598362,3275.4717318639405,312830,3364
2024-06-02T02:34:15.189,3893052196.812498,49327.04758048886,17145547.118155524,3273.5251562875155,312830,3364
2024-06-02T02:35:39.859,3899172507.924347,49365.80615621219,17130623.93816722,3272.1002370579226,312830,3364
2024-06-02T02:37:04.531,3902972128.5942497,49389.853010222716,17174462.855594605,3276.2843717764536,312830,3364
2024-06-02T02:38:29.204,3910774814.569871,49439.19759771764,17263759.3584232,3284.7906476691173,312830,3364
2024-06-02T02:39:53.876,3913985129.4891276,49459.4855000606,17262972.68025125,3284.715805843335,312830,3364
2024-06-02T02:41:18.771,3972086578.066247,49825.23568726397,17308341.093405314,3289.029215950859,312830,3364
2024-06-02T02:42:43.732,3980362793.11202,49877.116453289615,17248152.419742703,3283.305538986464,312830,3364
2024-06-02T02:44:08.691,3977706785.289114,49860.472729464724,17188820.087590843,3277.6535135282797,312830,3364
2024-06-02T02:45:33.651,3976415219.4847856,49852.37719685984,17135220.814413432,3272.539229559883,312830,3364
2024-06-02T02:46:58.613,3976784864.1434383,49854.69426332538,17173274.495881356,3276.1710211656905,312830,3364
2024-06-02T02:48:23.572,3974764332.2494073,49842.02752352556,17206211.478187036,3279.3112346751864,312830,3364
2024-06-02T02:49:48.532,3972186252.351374,49825.86083270021,17254790.271662936,3283.9372588082942,312830,3364
2024-06-02T02:51:13.493,3978348560.6000595,49864.494887394954,17352331.860140465,3293.206251146106,312830,3364
2024-06-02T02:52:38.453,3990322273.7600193,49939.47758136855,17443691.00234922,3301.864151728272,312830,3364
2024-06-02T02:54:03.380,3989235112.091011,49932.67412283145,17363423.325721674,3294.2585779771516,312830,3364
2024-06-02T02:55:28.341,3996694842.019923,49979.33849364608,17388307.77540073,3296.618321799698,312830,3364
2024-06-02T02:56:53.302,4006618897.6123533,50041.351011016086,17409307.754846208,3298.608395487236,312830,3364
2024-06-02T02:58:18.261,4010842341.2283144,50067.71877435296,17387313.84282753,3296.524101499518,312830,3364
2024-06-02T02:59:43.221,4005804697.15338,50036.26620483249,17370126.02869521,3294.894348523865,312830,3364
2024-06-02T03:01:08.150,3993033323.2121916,49956.43929472576,17324419.12361681,3290.556480636749,312830,3364
2024-06-02T03:02:33.110,3988402585.496297,49927.46354397733,17232166.23846458,3281.783645982831,312830,3364
2024-06-02T03:03:58.760,3986984281.9591684,49918.58547900251,17221037.41959437,3280.7237596674427,312830,3364
