date_time,helio_count
2024-06-02T02:58:33,0.4
2024-06-02T03:06:33,0.8333333333333334
2024-06-02T03:08:33,0.6499999999999999
2024-06-02T03:15:33,1.0
2024-06-02T03:17:33,1.7
2024-06-02T03:26:33,15.600000000000001
2024-06-02T03:30:33,9.95
2024-06-02T03:42:33,0.55
2024-06-02T03:44:33,0.4666666666666667
2024-06-02T03:51:33,0.95
2024-06-02T03:57:33,2.5833333333333335
2024-06-02T04:02:33,1.7666666666666666
2024-06-02T04:05:33,2.05
2024-06-02T04:10:33,1.25
2024-06-02T04:18:33,1.85
2024-06-02T04:30:33,17.233333333333334
2024-06-02T04:48:33,131.39999999999998
2024-06-02T04:56:35,16.4
2024-06-02T04:57:35,14.950000000000001
