Date,img_mode,QS_mode,QS_median,QS_mean,QS_std,AR_mode,AR mean,Ar_sigma,ARmode_200G,ARmean200G,AR_sigma200G
2024-10-08 23:56:11.641320,5621,5535,5666.0,5811.0401834528,534.1125531095654,6119,7541.1666988986335,2084.036638310928,6431,8349.763497110534,2291.6033275986256
2024-10-08 23:57:48.633615,5551,5551,5655.0,5805.7728216181695,552.2147578671728,6139,7544.585888584867,2086.250081516553,6451,8311.448205228247,2295.5510599622
2024-10-08 23:59:25.593910,5596,5534,5666.0,5809.08505102454,542.6360388900272,5934,7533.724063240343,2083.9640480104435,6296,8327.581149743506,2295.089575697121
2024-10-09 00:01:02.554080,5604,5543,5651.0,5803.204389742336,556.7652633152927,5788,7520.32295770505,2081.264285821059,6324,8309.362346710124,2296.191797206052
2024-10-09 00:02:39.513260,5708,5546,5690.0,5873.67981095243,645.0007216205862,5995,7514.563612706217,2103.204656870127,6322,8316.537346396546,2334.0700545638206
2024-10-09 00:04:16.473555,5585,5463,5693.0,5878.2445153772105,638.9183911440236,6135,7529.806283557493,2112.5481342908565,6313,8308.190141019604,2341.8405984959754
2024-10-09 00:05:53.434850,5592,5578,5679.0,5846.265592520967,617.1238515358228,6098,7507.295635898884,2096.547014614528,7179,8282.854747052485,2322.8326513496727
2024-10-09 00:07:30.394145,5567,5442,5670.0,5826.8098125968145,566.4292602940901,6157,7519.86362076051,2076.331161572802,7158,8298.073980470994,2298.637277924456
2024-10-09 00:09:07.354450,5670,5585,5671.0,5803.382617683361,543.4384257033042,5983,7532.65079411322,2069.3276768208702,6541,8303.825052301256,2283.768379825094
2024-10-09 00:10:44.319620,5655,5573,5656.0,5796.039156657349,530.8720571232409,6329,7517.253343400001,2068.337548652818,6841,8315.4292661037,2280.468840856365
2024-10-09 00:12:21.407790,5590,5500,5649.0,5793.200703796852,526.0807660855394,5829,7527.153615010773,2069.637869819077,6433,8330.605660936573,2286.833030407673
2024-10-09 00:13:58.496085,5543,5543,5668.0,5812.03338729468,544.188239681817,6108,7511.3359696677735,2072.1526518575993,6966,8315.461665652096,2298.119349041323
