Date,QS_mode,AR_mode,AR mean,Ar_sigma,ARmode_200G,ARmean200G,AR_sigma200G
2024-10-08 23:00:28.722370,3137,3265,3387.3637496669276,345.5452140396411,3584,3405.409753080764,505.4120645195479
2024-10-08 23:02:05.683665,3141,3301,3393.612011242812,344.5916155453584,3549,3411.880434284667,503.60673828640614
2024-10-08 23:03:42.643960,3130,3346,3397.236769496566,344.25078152254025,3507,3417.576137248614,502.69288628593455
2024-10-08 23:05:19.673265,3128,3324,3395.664082309762,345.07894430453,3626,3415.9112190205688,503.81808301184583
2024-10-08 23:06:56.664435,3138,3349,3395.8974995917174,342.420455897578,3604,3413.5287461633607,500.19582455126465
2024-10-08 23:08:33.656730,3121,3420,3399.0800577612363,343.44308502143474,3620,3420.760181410051,501.11594517210756
2024-10-08 23:10:10.707910,3149,3421,3399.0552169914304,342.2356706853122,3645,3419.1577259608775,499.42208151022
2024-10-08 23:11:47.675205,3166,3378,3401.12660197179,339.7645252946156,3557,3420.046131293234,497.3391156054481
2024-10-08 23:13:24.665500,3135,3436,3402.2506425078004,341.4458299967305,3558,3421.8646525264558,498.53287754004657
2024-10-08 23:15:01.684670,3157,3447,3406.740409657816,341.2487473493689,3556,3428.0417792844382,497.68701792266404
2024-10-08 23:16:38.645965,3148,3337,3406.4598035086515,343.5173708465033,3628,3425.283911310642,498.90073747189444
2024-10-08 23:18:15.606270,3151,3423,3405.669385685184,342.05062111886474,3628,3425.971070594164,498.4066225037401
2024-10-08 23:19:52.597565,3149,3382,3393.884159496652,343.20251597973464,3618,3412.1126254065694,500.5072293009841
2024-10-08 23:21:29.558860,3152,3309,3404.521226394822,345.70447299367123,3526,3425.483828851528,504.45981019570667
2024-10-08 23:23:06.519040,3139,3301,3404.3538993132256,343.0206611799067,3566,3423.577099271611,501.7462829659994
2024-10-08 23:24:43.509210,3123,3436,3400.505909352679,342.50184654185944,3485,3419.9595721288197,500.30509381695214
2024-10-08 23:26:20.469505,3139,3467,3405.5069923758606,342.76347378025224,3551,3423.7499198314167,501.24821939176746
2024-10-08 23:27:57.429800,3130,3422,3396.2785174616,342.7576796369049,3638,3415.671469146548,499.95218349584337
