filter2_file,counts_under_contours,qs_mean_counts
2024-10-08T23:30:29.452,9457.30213013168,4824.700526819924
2024-10-08T23:32:06.549,9494.128272656855,4838.894085249042
2024-10-08T23:33:42.966,9437.6700232378,4835.02650862069
2024-10-08T23:35:19.926,9451.25402788536,4817.057495210728
2024-10-08T23:36:56.886,9496.886870642913,4842.848635057471
2024-10-08T23:38:33.846,9503.489581719597,4862.396408045977
2024-10-08T23:40:10.807,9478.988613477924,4844.0910440613025
2024-10-08T23:41:47.767,9531.044539116963,4882.296719348659
2024-10-08T23:43:24.727,9495.6850116189,4862.930100574713
2024-10-08T23:45:01.689,9446.599070487993,4872.206776819923
2024-10-08T23:46:38.684,9480.905383423702,4863.2403975095785
2024-10-08T23:48:15.638,9461.058907823393,4849.855172413793
2024-10-08T23:49:52.630,9471.458791634392,4843.907974137931
2024-10-08T23:51:29.623,9431.972889233153,4869.957279693486
2024-10-08T23:53:06.583,9461.741285824943,4852.614774904215
2024-10-08T23:54:43.575,9457.446127033307,4849.955340038314
2024-10-08T23:56:20.567,9429.471611154144,4853.1681752873565
2024-10-08T23:57:57.560,9441.685979860573,4875.087068965518
2024-10-08T23:59:34.520,9435.866963594113,4858.2697557471265
2024-10-09T00:01:11.480,9437.417931835786,4841.943271072797
2024-10-09T00:02:48.439,9455.24899302866,4886.924233716475
2024-10-09T00:04:25.400,9475.608636715724,4860.022557471264
2024-10-09T00:06:02.361,9500.730751355539,4866.472413793103
2024-10-09T00:07:39.320,9465.947637490317,4901.036781609196
2024-10-09T00:09:16.280,9486.849457784663,4864.2149185823755
2024-10-09T00:10:53.277,9445.93690937258,4913.874137931034
2024-10-09T00:12:30.366,9523.0549186677,4863.955914750958
2024-10-09T00:14:07.454,9487.63551510457,4878.400191570881
2024-10-09T00:15:44.541,9475.900774593338,4877.382926245211
2024-10-09T00:17:21.631,9478.203485670023,4858.058884099617
2024-10-09T00:18:58.719,9475.219209914794,4869.422605363985
2024-10-09T00:20:35.807,9490.055848179705,4863.564846743295
2024-10-09T00:22:12.895,9526.674128582494,4864.74691091954
2024-10-09T00:23:49.984,9486.92947327653,4859.4384099616855
2024-10-09T00:25:27.719,9511.695817195972,4856.03584770115
2024-10-09T00:27:04.158,9552.931254841209,4867.12978927203
2024-10-09T00:28:41.246,9499.360805577073,4865.846192528736
2024-10-09T00:30:18.335,9487.945274980635,4848.559818007663
2024-10-09T00:31:55.455,9519.09066615027,4871.002298850574
2024-10-09T00:33:32.543,9516.453330751356,4861.373970306513
2024-10-09T00:35:09.631,9574.669093725794,4880.280842911878
2024-10-09T00:36:46.720,9580.219209914794,4870.572150383142
2024-10-09T00:38:23.808,9567.547831138652,4872.5138170498085
2024-10-09T00:40:00.896,9600.229783113866,4867.976269157088
2024-10-09T00:41:37.920,9574.583152594887,4851.539870689655
2024-10-09T00:43:14.944,9576.694655305964,4875.343079501916
2024-10-09T00:44:51.936,9569.665027110766,4836.682950191571
2024-10-09T00:46:28.992,9607.851665375678,4859.878735632184
2024-10-09T00:48:06.176,9565.240627420604,4852.291666666667
2024-10-09T00:49:43.408,9588.50189775368,4854.638888888889
2024-10-09T00:51:20.971,9570.770061967467,4840.52646072797
2024-10-09T00:52:57.154,9601.08137103021,4866.99224137931
2024-10-09T00:54:34.178,9552.999728892331,4854.074664750958
2024-10-09T00:56:11.234,9536.498605731991,4832.95478927203
2024-10-09T00:57:48.291,9520.132571649883,4836.217480842912
2024-10-09T01:04:49.249,9530.687761425252,4857.931178160919
2024-10-09T01:06:26.305,9571.859217660729,4868.654501915709
2024-10-09T01:08:03.330,9571.74608830364,4844.292361111111
2024-10-09T01:09:40.354,9611.140821068939,4859.121408045977
2024-10-09T01:11:17.410,9624.899573973664,4868.2746647509575
2024-10-09T01:12:54.433,9605.248257164989,4863.965158045977
2024-10-09T01:14:31.426,9611.874825716499,4848.2045019157085
2024-10-09T01:16:08.419,9635.287606506585,4869.1405411877395
2024-10-09T01:17:45.410,9670.33187451588,4850.053208812261
2024-10-09T01:19:22.435,9657.110728117737,4869.72030651341
2024-10-09T01:20:59.396,9670.846940356312,4868.107423371647
2024-10-09T01:22:36.387,9681.58640588691,4875.64841954023
2024-10-09T01:24:13.347,9690.485631293572,4888.427705938698
2024-10-09T01:25:50.373,9737.809527498064,4872.643175287356
2024-10-09T01:27:27.364,9699.493106119287,4852.563433908046
2024-10-09T01:29:04.388,9769.256506584043,4879.436973180077
2024-10-09T01:30:41.413,9853.770565453136,4896.486350574713
2024-10-09T01:32:18.469,10227.252943454687,4849.241786398467
2024-10-09T01:39:27.230,16582.735553834234,4996.801117496808
2024-10-09T01:40:54.525,18684.442912470953,5003.683748403576
2024-10-09T01:41:11.919,20657.804105344694,5831.468438697318
2024-10-09T01:42:39.221,22847.773121611153,5794.748946360153
2024-10-09T01:42:54.909,24713.956622773043,6354.5820561941255
2024-10-09T01:44:12.323,25419.864446165757,6380.168582375479
2024-10-09T01:44:28.135,25156.664833462433,5823.196647509579
2024-10-09T01:45:55.254,26457.951587916345,5808.15320881226
2024-10-09T01:46:10.940,27629.203201652464,6374.664112388251
2024-10-09T01:47:28.356,30386.568293312677,6377.920178799489
2024-10-09T01:47:44.460,28580.49512006197,5815.853975095785
2024-10-09T01:49:11.286,29571.189697908598,5803.839655172414
2024-10-09T01:49:26.972,31507.532662019104,6360.173690932312
2024-10-09T01:50:44.389,28153.796798347532,6394.016443167306
2024-10-09T01:51:00.786,26532.624244771494,5846.3759099616855
2024-10-09T01:52:27.319,26145.333849728893,5838.436925287357
2024-10-09T01:52:43.487,26670.773818745158,6390.32966155811
2024-10-09T01:54:00.421,26061.225406661502,6373.732120051086
2024-10-09T01:54:16.111,25479.679240898527,5822.423611111111
2024-10-09T01:55:43.351,24419.59395817196,5844.559147509579
2024-10-09T01:56:00.727,22350.677872450295,4998.681800766283
2024-10-09T01:57:28.305,21157.462587141745,4992.770019157088
2024-10-09T01:57:45.424,22776.67645236251,5832.044971264368
2024-10-09T01:59:12.698,22290.138962044926,5821.037260536398
2024-10-09T01:59:30.719,20565.041105086497,4980.317113665389
2024-10-09T02:00:57.370,19796.007487735606,5009.1449872286075
2024-10-09T02:01:14.765,21143.209604957396,5855.2415229885055
2024-10-09T02:02:42.353,20526.121843532146,5824.76867816092
2024-10-09T02:02:59.414,19060.359876065068,4988.0642081736905
2024-10-09T02:04:26.716,18627.455357603925,5000.576787994892
2024-10-09T02:04:44.110,19924.743764523624,5847.698850574712
