image_index,image datetime,area_px,intensity_sum,mean_intensity,centroid_row,centroid_col,w_centroid_row,w_centroid_col
0,2024-07-10 03:59:03.905330,30.0,965839.5,32194.65,182.46666666666667,342.03333333333336,182.4657661870675,342.0369893264909
0,2024-07-10 03:59:03.905330,23.0,745754.94,32424.123,191.65217391304347,337.0,191.6437313347015,337.0150944512015
0,2024-07-10 03:59:03.905330,16.0,571850.1,35740.633,313.125,519.1875,313.1199495319588,519.1839574172743
0,2024-07-10 03:59:03.905330,46.0,1.6251948e+06,35330.324,318.89130434782606,451.95652173913044,318.8773918557157,452.00929021089985
0,2024-07-10 03:59:03.905330,64.0,2.1807872e+06,34074.8,324.6875,442.515625,324.61584831884926,442.49811030375423
0,2024-07-10 03:59:03.905330,23.0,758457.2,32976.4,319.17391304347825,303.3478260869565,319.1490527773605,303.367345103497
0,2024-07-10 03:59:03.905330,34.0,1.2275058e+06,36103.105,320.9117647058824,508.79411764705884,320.9164486819559,508.8086253660394
0,2024-07-10 03:59:03.905330,19.0,660904.7,34784.46,323.4736842105263,433.05263157894734,323.461388289506,433.0481877061058
0,2024-07-10 03:59:03.905330,22.0,772439.0,35110.863,332.3636363636364,584.2272727272727,332.3769098936258,584.2306771686418
0,2024-07-10 03:59:03.905330,16.0,574765.06,35922.816,366.4375,571.6875,366.43642591687444,571.6849367061707
0,2024-07-10 03:59:03.905330,30.0,902264.9,30075.5,404.0,237.23333333333332,404.21091405255464,237.22573497713842
0,2024-07-10 03:59:03.905330,51.0,1.78849e+06,35068.43,456.54901960784315,363.0980392156863,456.5436466632482,363.08785296846145
0,2024-07-10 03:59:03.905330,25.0,910005.75,36400.23,458.8,548.08,458.8044191128348,548.0716235193662
0,2024-07-10 03:59:03.905330,40.0,1.4558135e+06,36395.336,465.35,552.875,465.3421288157904,552.8829992855101
0,2024-07-10 03:59:03.905330,20.0,698471.75,34923.586,465.85,362.7,465.84722471774984,362.7011678252825
0,2024-07-10 03:59:03.905330,49.0,1.6933425e+06,34558.01,471.1224489795918,314.61224489795916,471.1178614924722,314.6181898060145
0,2024-07-10 03:59:03.905330,22.0,757567.25,34434.875,468.40909090909093,306.3181818181818,468.4067136378139,306.3184108215395
0,2024-07-10 03:59:03.905330,18.0,643471.3,35748.41,471.1666666666667,514.3888888888889,471.16452209148645,514.3880618783876
0,2024-07-10 03:59:03.905330,129.0,4.69208e+06,36372.715,476.7596899224806,558.6589147286821,476.75141053616244,558.6829975680571
0,2024-07-10 03:59:03.905330,18.0,655088.3,36393.793,471.6111111111111,500.22222222222223,471.61685310782303,500.22571860543604
0,2024-07-10 03:59:03.905330,17.0,614382.6,36140.156,473.52941176470586,506.88235294117646,473.5207406306577,506.8811557712169
0,2024-07-10 03:59:03.905330,16.0,559651.4,34978.21,476.875,329.5,476.87545019830077,329.49238277199265
0,2024-07-10 03:59:03.905330,16.0,584179.8,36511.234,477.6875,501.375,477.686295605768,501.37067317106766
0,2024-07-10 03:59:03.905330,29.0,1.04794725e+06,36136.113,481.3103448275862,513.551724137931,481.3082431740276,513.546574549621
0,2024-07-10 03:59:03.905330,19.0,687887.25,36204.594,485.63157894736844,504.4736842105263,485.62312400918387,504.4809248106335
0,2024-07-10 03:59:03.905330,32.0,1.170386e+06,36574.562,484.78125,495.875,484.7816877671484,495.8623821845163
0,2024-07-10 03:59:03.905330,17.0,609828.5,35872.266,491.2352941176471,531.1764705882352,491.2342778889735,531.1903569580817
0,2024-07-10 03:59:03.905330,31.0,1.1149162e+06,35965.04,495.03225806451616,548.483870967742,495.0299786706232,548.4808506671745
0,2024-07-10 03:59:03.905330,16.0,565586.4,35349.15,498.1875,267.75,498.18488172240774,267.7624045441503
