Date,Mean,Std,diff_count,Diff_error,Img_count
2024-07-10 03:59:03.905330,-35.840815561556475,462.10294210975593,398395.93359375,4131.756882230591,7093201.154296875
2024-07-10 04:00:35.326055,-31.197697654099056,446.0789298131094,728588.55859375,5755.875798732382,13745557.86328125
2024-07-10 04:02:06.750805,-14.629673917921183,521.7589865364348,1718446.732421875,7704.803944338015,24815722.61328125
2024-07-10 04:03:38.239430,-34.04880012459382,391.264280956892,429439.365234375,4892.492641456223,9887523.8671875
2024-07-10 04:05:09.728180,-29.38134682747716,582.7304000656329,969444.5244140625,5325.006664389564,11920306.897460938
2024-07-10 04:06:41.184805,-22.563388423861827,660.0271589605097,220948.259765625,2124.830619744082,1927963.26953125
2024-07-10 04:08:12.641555,7.773870142622964,697.820243942246,120329.3828125,1462.3601593953747,920239.591796875
2024-07-10 04:09:44.130305,32.47532012955645,708.9494404274741,321023.6796875,1892.8750306743714,1595565.9140625
2024-07-10 04:11:15.586930,32.367290427657714,716.2224770316506,158985.931640625,1685.3168112379021,1221862.220703125
2024-07-10 04:12:47.753000,17.733910371643294,710.768834040592,122305.849609375,1484.7838201906152,947893.734375
2024-07-10 04:14:18.563585,-14.95353864916018,718.2287247310428,136770.068359375,1576.619675983415,1068267.005859375
2024-07-10 04:15:50.115745,-12.674269001216901,735.7212347781808,104607.015625,1321.6559222481542,754516.76171875
2024-07-10 04:17:21.828040,15.552927294756765,751.3773160912914,84218.4765625,1171.2273399136723,593466.57421875
2024-07-10 04:18:53.540200,27.5914352310133,766.1927469674267,93192.009765625,1232.7456787638291,657399.458984375
2024-07-10 04:20:25.252360,9.523623990644905,768.5939303287101,88930.466796875,1200.627803938747,623829.076171875
2024-07-10 04:21:56.964655,21.254992331672963,771.1533238473969,85864.873046875,1167.7043106173828,590870.18359375
2024-07-10 04:23:28.676815,18.55896428750551,776.2931676915357,80913.5078125,1140.4951179628442,563206.359375
2024-07-10 04:25:00.389100,29.459246999321596,778.7159887777341,83906.107421875,1161.6072916808341,584236.98828125
2024-07-10 04:26:32.101270,53.96043882364432,784.0641561670313,78426.27734375,1073.553471036412,502061.224609375
2024-07-10 04:28:03.815555,39.646084929691604,778.2444032729824,71315.82421875,1063.336903662343,490019.703125
2024-07-10 04:29:35.555840,56.71966127376059,782.8066294951138,97929.51953125,1256.9498447906133,683937.06640625
2024-07-10 04:31:07.268010,74.56088070934005,782.5023907036641,75972.4462890625,1083.8470506645883,509950.982421875
