Date,Mean,Std,diff_count,Img_count
2024-07-10 03:31:16.823700,4.711645712424564,150.23720863883432,3429048.4189453125,126745083.58300781
2024-07-10 03:32:47.279655,-6.497268120679442,138.57387726549584,1804805.6540527344,70781801.97558594
2024-07-10 03:34:18.477815,-10.605412779294833,132.9870456690073,979490.2385253906,39705765.35107422
2024-07-10 03:35:49.679100,-2.929388885086417,128.97486314931146,1222254.1831054688,54470917.42089844
2024-07-10 03:37:20.878145,-8.399999055938032,195.0211740342413,4516395.929931641,107500015.67089844
2024-07-10 03:38:52.824300,-9.382220008921385,188.71808107810307,1699005.294921875,43100362.92089844
2024-07-10 03:40:23.279715,-14.450579536040745,194.22425495181076,1837639.2690429688,40408428.9921875
2024-07-10 03:41:54.479000,-10.314854107023585,205.18963327616098,2499079.4150390625,55493538.13378906
2024-07-10 03:43:25.679035,-21.757734817713434,191.69040811304728,1255405.6206054688,33593994.20800781
2024-07-10 03:44:56.880330,-25.728452375613934,220.53551686550603,1691325.9143066406,36131397.52050781
2024-07-10 03:46:28.238615,-22.197637012893527,225.34588119197224,2813214.6806640625,50176365.05566406
2024-07-10 03:47:59.663775,-18.08408523935511,235.70841941344443,2727031.571533203,57909214.717285156
2024-07-10 03:49:31.919450,-18.130268750840806,216.55263860368694,1566997.45703125,38448996.10449219
2024-07-10 03:51:02.511230,-11.23473156778011,216.57781136404333,1780905.8486328125,43588362.3125
2024-07-10 03:52:33.936390,1.5275961114087528,240.11110099190753,2804885.341796875,60378841.119140625
2024-07-10 03:54:05.360675,-2.039140809202716,225.17198247334727,2241856.6083984375,50927427.32421875
2024-07-10 03:55:36.783845,4.12966455118114,226.38784115612134,2892462.3422851562,63761397.109375
2024-07-10 03:57:08.208130,8.49041895109995,221.43924892696978,3503012.2666015625,82652961.91699219
2024-07-10 03:58:39.665290,4.65343485146365,227.00937308051948,4516947.310058594,93541664.84179688
2024-07-10 04:00:11.888050,10.373477995095598,233.1258451599147,3843058.542236328,72116060.6977539
2024-07-10 04:01:42.509555,10.196515939306256,224.2772220426677,3663894.5493164062,73104145.86621094
2024-07-10 04:03:13.967305,14.264106055921511,220.8560633724,3469530.1994628906,69150683.70898438
2024-07-10 04:04:45.454930,16.8469439534011,270.61265310853236,5931478.048339844,89486524.97509766
2024-07-10 04:06:16.911680,19.46684808390823,249.4840259144028,5672306.203369141,100107890.51611328
2024-07-10 04:07:48.401430,18.96267178977628,231.8038609714317,5045476.996826172,102278923.28320312
2024-07-10 04:09:19.857055,19.598410199645503,226.0729093919402,4037829.1833496094,84018250.39648438
2024-07-10 04:10:51.313805,19.92525153351066,276.9201626133433,4777580.124755859,72543010.24072266
2024-07-10 04:12:22.803385,16.050507315300177,271.61169619532467,3653082.755859375,58535664.08105469
2024-07-10 04:13:54.291420,2.4052504006362976,248.27539199165335,2716698.8615722656,51102543.549316406
2024-07-10 04:15:25.778705,-6.166511289801062,226.78934469722589,1581833.1967773438,30997118.34765625
2024-07-10 04:16:57.490865,2.828655112921612,235.10176375754799,2488669.6057128906,53465205.189453125
2024-07-10 04:18:29.203160,13.195616720281519,248.8690313686689,4446659.0986328125,86088845.4272461
2024-07-10 04:20:00.915445,23.58129199600662,287.7255827736492,7220943.3447265625,113475394.71972656
2024-07-10 04:21:32.627605,23.720663864376057,262.8751914680584,5234443.232666016,94788479.95654297
2024-07-10 04:23:04.339900,22.504041765301473,237.6591859623096,4334882.3896484375,89823077.73632812
2024-07-10 04:24:36.509350,13.288913644291611,229.4972810081109,2375987.1684570312,53004995.03222656
2024-07-10 04:26:07.764220,17.250393555833003,248.20295083226912,2483368.1328125,49172433.83984375
2024-07-10 04:27:39.474515,14.449052515807137,226.91251447185297,1915890.169921875,42522988.92675781
2024-07-10 04:29:11.217675,10.925508790397002,243.36248403339889,2853760.6596679688,54373234.24121094
2024-07-10 04:30:42.930960,26.770604742495298,254.80179062642492,3847163.661376953,69443626.87402344
2024-07-10 04:32:14.643130,25.386739705594277,271.65226727310585,4651657.306884766,77803907.88671875
2024-07-10 04:33:46.354415,29.18318342415996,278.580239987622,5565356.3955078125,95886763.3203125
2024-07-10 04:35:18.675750,25.007273997465195,260.3064980904179,3819197.522705078,72023708.94970703
2024-07-10 04:36:49.779860,22.837179992494708,243.7346236078626,2862926.8649902344,57661838.40966797
2024-07-10 04:38:21.491030,20.392597610107128,246.68624989120116,4123578.3500976562,82993718.32714844
2024-07-10 04:39:53.204315,19.557924102138063,253.43151668929715,4195585.6181640625,81324583.88574219
2024-07-10 04:41:24.916350,18.93666760286145,265.98831001354137,4329558.354980469,77464640.57128906
2024-07-10 04:42:56.627645,14.179076754598173,246.9663217071463,3768509.0095214844,73070438.54492188
2024-07-10 04:44:28.340805,6.9109277532977265,259.02634796431823,2873779.7561035156,48408181.17480469
2024-07-10 04:46:00.180090,1.0830916141335518,249.36962078086972,2116570.9692382812,42121197.71386719
2024-07-10 04:47:32.148260,10.154000108567127,300.44658665237523,5199835.406738281,73616019.8569336
2024-07-10 04:49:04.120545,20.155033856422335,307.23834512395086,7025477.250244141,101114036.65771484
2024-07-10 04:50:36.847050,20.819920179560587,266.46177819736215,5454351.3837890625,98739476.671875
2024-07-10 04:52:08.530000,15.618138734626541,251.69613707032258,3745613.5947265625,74691645.44335938
2024-07-10 04:53:40.211600,21.016044333150028,267.66521116593486,5415857.383300781,98749433.27197266
2024-07-10 04:55:12.214550,22.89098680437384,275.83656451473735,4564632.002197266,85336815.20605469
2024-07-10 04:56:43.988615,22.75277849238024,262.54349505328673,3234551.9233398438,62254465.17626953
2024-07-10 04:58:15.989900,21.507704725738197,259.96704853387973,2954897.9528808594,54717576.665527344
2024-07-10 04:59:47.990070,18.307429059643475,273.2878444785289,3412424.5446777344,61236098.80761719
2024-07-10 05:01:19.989355,27.211625651107738,269.93949925329287,3630735.8220214844,66603872.62207031
2024-07-10 05:02:51.990515,21.12054019225822,267.8020572390727,3652438.2827148438,68619766.69042969
2024-07-10 05:04:23.990685,11.903582951184916,270.4860055854771,3197561.630126953,59906065.25878906
2024-07-10 05:05:55.989970,6.604596165692316,279.71038450034985,3706530.1020507812,66889021.05371094
2024-07-10 05:07:27.991255,-5.447308361320837,289.7485484810108,3794075.2641601562,63050519.07519531
2024-07-10 05:08:59.991550,-4.423463716158329,295.0361260966095,3512010.3654785156,59484800.54296875
2024-07-10 05:10:31.990710,-11.85925688162171,303.7289681538035,3427526.7700195312,61241134.646484375
2024-07-10 05:12:03.991880,-16.284604001406652,298.8706482409557,2314917.078125,40539086.56152344
2024-07-10 05:13:35.992165,-4.526807819665283,279.8300768232914,2560018.1779785156,47432011.69140625
2024-07-10 05:15:07.991325,-15.110273518353745,284.6050095776648,2623314.5510253906,48580165.37988281
2024-07-10 05:16:40.247620,-11.064281179416616,281.9140088359057,2416317.677734375,43415628.63671875
2024-07-10 05:18:12.533780,-9.56769750366414,284.18701063709665,2452364.061279297,43771019.115234375
2024-07-10 05:19:44.792950,-0.667185114030885,308.3025211088303,3233442.3056640625,52241287.56152344
2024-07-10 05:21:17.462350,-5.980136936188491,303.08991219136277,3390395.6669921875,57909895.02050781
2024-07-10 05:22:49.302395,2.4926445771900467,294.03505812478653,3406530.7133789062,58434968.39941406
2024-07-10 05:24:21.559690,13.043875279973378,310.8320062965819,4323143.449707031,69278239.16308594
2024-07-10 05:25:53.814975,3.3116867791201816,298.1302870611106,3520218.1369628906,61271922.53808594
2024-07-10 05:27:26.711450,4.674574759087187,298.2606242037603,2938692.787109375,48952784.703125
2024-07-10 05:28:58.327305,10.584154863925269,304.42307859946754,4013908.931640625,66974772.34765625
2024-07-10 05:30:30.583590,13.93707354950779,333.77885092715746,4922380.967285156,75390652.68652344
2024-07-10 05:32:02.839760,10.261474483185076,316.11117524731867,5617715.907470703,86133563.63574219
2024-07-10 05:33:35.960450,16.553439807788983,318.0000167557604,5902727.6806640625,93735091.46240234
2024-07-10 05:35:07.352340,10.539396886011598,344.30404074977486,8198064.397949219,119924063.4399414
2024-07-10 05:36:39.608500,17.367457239893227,374.3309395904366,9853112.596679688,130420553.84375
2024-07-10 05:38:11.864670,22.56334301783569,374.89851755099073,10993272.259521484,147954567.92529297
2024-07-10 05:39:44.124955,27.623047856861323,370.701241115338,10146024.830810547,136892193.26953125
2024-07-10 05:41:16.377240,25.589861718523203,382.6307632748176,9490170.307128906,118163341.05761719
2024-07-10 05:48:12.569105,33.086258942036956,345.19851228000505,6034311.147216797,78783438.22460938
2024-07-10 05:49:45.135400,36.3879245033644,377.0647490279725,9487863.240478516,116665752.03613281
2024-07-10 05:51:17.657685,40.9641539670664,400.5068241082976,10513452.976074219,129197003.08007812
2024-07-10 05:52:50.201855,64.18088463326733,460.1132810346222,17249940.63696289,197705308.10351562
2024-07-10 05:54:21.338015,64.57927170339461,537.4052497159425,22711568.411132812,237575349.1069336
2024-07-10 05:54:40.218045,67.8082185314644,566.4554902978263,24858984.880859375,251152276.80517578
2024-07-10 05:54:59.982100,67.69781756474495,522.736453718725,22638151.591552734,239665497.9819336
2024-07-10 05:55:19.386240,69.69923129754237,524.0496556653924,22907196.161132812,243260351.25146484
2024-07-10 05:55:39.674280,72.18669533468177,538.2000724482414,23707802.182373047,247015402.2314453
2024-07-10 05:55:59.962320,80.28146027505245,570.2097203393938,26045029.39501953,262235323.38378906
