image_index,image datetime,area_px,intensity_sum,mean_intensity,centroid_row,centroid_col,w_centroid_row,w_centroid_col
4,2024-07-10 04:06:33.149805,39.0,764457.0,19601.46,563.7948717948718,505.94871794871796,563.7937662458626,505.96163951523573
4,2024-07-10 04:06:33.149805,19.0,362456.5,19076.658,567.2631578947369,445.57894736842104,567.2627547769391,445.5786345932485
4,2024-07-10 04:06:33.149805,18.0,333672.9,18537.383,587.2222222222222,220.22222222222223,587.2248213778599,220.2160700232926
4,2024-07-10 04:06:33.149805,25.0,431771.56,17270.863,590.52,97.6,590.5084286128388,97.64026025028308
4,2024-07-10 04:06:33.149805,24.0,460854.34,19202.264,629.2916666666666,318.125,629.2998993924399,318.12338733560557
6,2024-07-10 04:09:36.951800,25.0,441522.66,17660.906,323.0,303.12,322.99910705406495,303.12269812086146
6,2024-07-10 04:09:36.951800,16.0,312669.44,19541.84,473.25,514.5625,473.2545991656499,514.5602190547257
7,2024-07-10 04:11:07.551930,19.0,368477.72,19393.566,445.2631578947368,501.05263157894734,445.25839361932697,501.0477175735035
7,2024-07-10 04:11:07.551930,40.0,776903.56,19422.588,460.275,498.925,460.26880589825487,498.92231376359484
7,2024-07-10 04:11:07.551930,18.0,350776.97,19487.607,459.27777777777777,485.3333333333333,459.27541504712656,485.32987995209163
8,2024-07-10 04:12:39.414050,19.0,367737.66,19354.611,461.4736842105263,498.2631578947368,461.4755400302585,498.2554398125379
8,2024-07-10 04:12:39.414050,20.0,365614.5,18280.725,510.9,113.55,510.9062541929957,113.55492296912823
8,2024-07-10 04:12:39.414050,23.0,437574.0,19024.957,555.4782608695652,394.4347826086956,555.5101438817246,394.4433121995285
9,2024-07-10 04:14:10.528575,27.0,524748.3,19435.123,490.18518518518516,525.0370370370371,490.17358325156545,525.0408925331195
10,2024-07-10 04:15:42.807350,19.0,366495.06,19289.213,459.6842105263158,498.42105263157896,459.6671223007474,498.4175636703387
11,2024-07-10 04:17:13.792895,52.0,843731.5,16225.6045,9.73076923076923,386.9423076923077,9.73361425152521,386.93687608919487
11,2024-07-10 04:17:13.792895,21.0,396977.72,18903.701,318.95238095238096,446.0952380952381,318.97081126536966,446.0974977229442
11,2024-07-10 04:17:13.792895,36.0,680282.5,18896.736,331.77777777777777,572.8888888888889,331.7987933907236,572.8944359229768
12,2024-07-10 04:18:45.504190,21.0,338610.38,16124.304,6.571428571428571,388.57142857142856,6.580597855663154,388.56688397880544
12,2024-07-10 04:18:45.504190,18.0,322007.75,17889.32,321.94444444444446,304.05555555555554,321.93500985194464,304.07082280960867
13,2024-07-10 04:20:17.217475,25.0,448124.0,17924.959,322.12,303.88,322.11233250365046,303.8929016827697
13,2024-07-10 04:20:17.217475,17.0,320754.8,18867.932,332.47058823529414,573.4117647058823,332.49357177910656,573.4178563277371
13,2024-07-10 04:20:17.217475,18.0,353571.0,19642.834,458.8888888888889,493.77777777777777,458.9075191859857,493.76021755243335
14,2024-07-10 04:21:48.929635,37.0,584611.3,15800.306,383.6216216216216,281.2972972972973,383.6186049681982,281.3584549065537
14,2024-07-10 04:21:48.929635,16.0,312691.1,19543.195,480.3125,427.25,480.3016507692221,427.2456286857772
15,2024-07-10 04:23:20.641930,17.0,299136.8,17596.285,253.47058823529412,257.52941176470586,253.4702411179092,257.5275477936828
15,2024-07-10 04:23:20.641930,45.0,717615.0,15947.001,380.4,280.6666666666667,380.3227260732232,280.69195801282217
15,2024-07-10 04:23:20.641930,19.0,372434.03,19601.79,511.8421052631579,88.42105263157895,511.84476534684137,88.38681267092052
15,2024-07-10 04:23:20.641930,22.0,401637.3,18256.242,580.5454545454545,142.63636363636363,580.5373540921122,142.6321391394502
15,2024-07-10 04:23:20.641930,22.0,424008.8,19273.127,632.1363636363636,400.72727272727275,632.1175754230612,400.73526368971505
16,2024-07-10 04:24:52.354090,39.0,683104.4,17515.496,378.12820512820514,478.64102564102564,378.10779926196795,478.70430923197557
16,2024-07-10 04:24:52.354090,35.0,548811.25,15680.321,383.54285714285714,280.7142857142857,383.5641319216513,280.77240895617746
17,2024-07-10 04:26:24.642500,32.0,601858.94,18808.092,329.71875,569.25,329.73008897417805,569.2503462895953
17,2024-07-10 04:26:24.642500,94.0,1.4655418e+06,15590.87,381.968085106383,279.7340425531915,381.7413426821889,279.87079047666
17,2024-07-10 04:26:24.642500,16.0,312810.4,19550.65,494.75,524.3125,494.7549114997165,524.312568293885
18,2024-07-10 04:27:55.778410,19.0,338229.94,17801.576,322.0,302.36842105263156,321.98967337585987,302.37297688711766
18,2024-07-10 04:27:55.778410,49.0,922514.9,18826.834,330.6734693877551,569.0816326530612,330.6787535555644,569.0981425034589
18,2024-07-10 04:27:55.778410,83.0,1.2757045e+06,15369.936,384.68674698795184,280.09638554216866,384.5440648885373,280.27472822217646
19,2024-07-10 04:29:27.520705,23.0,430734.0,18727.564,328.60869565217394,568.0434782608696,328.6134185210653,568.0412547033628
19,2024-07-10 04:29:27.520705,54.0,823654.3,15252.856,385.18518518518516,279.74074074074076,385.05671872083514,279.85551285897657
20,2024-07-10 04:30:59.232990,18.0,333065.75,18503.652,311.05555555555554,350.72222222222223,311.05987659483554,350.7180632583703
20,2024-07-10 04:30:59.232990,18.0,339690.56,18871.697,327.72222222222223,567.7777777777778,327.7214040030863,567.7770135277367
20,2024-07-10 04:30:59.232990,36.0,550908.44,15303.012,384.97222222222223,280.02777777777777,384.8944212022353,280.0800834641994
20,2024-07-10 04:30:59.232990,17.0,301535.75,17737.395,619.2941176470588,134.1764705882353,619.2936398551027,134.17664966425065
20,2024-07-10 04:30:59.232990,21.0,400314.1,19062.578,635.1904761904761,400.04761904761904,635.1931730785402,400.04561858767374
21,2024-07-10 04:32:30.945150,18.0,330312.94,18350.719,301.94444444444446,345.5,301.94368627048715,345.49905948568
21,2024-07-10 04:32:30.945150,19.0,370890.12,19520.535,492.89473684210526,523.3157894736842,492.89449569206533,523.3160602491199
21,2024-07-10 04:32:30.945150,32.0,594336.94,18573.03,594.46875,175.65625,594.4628296883992,175.6574490034713
21,2024-07-10 04:32:30.945150,21.0,374610.06,17838.574,621.4761904761905,133.28571428571428,621.4801568768758,133.2767289811856
21,2024-07-10 04:32:30.945150,61.0,1.184014e+06,19410.066,626.7540983606557,490.27868852459017,626.7567423624826,490.27782025967036
21,2024-07-10 04:32:30.945150,18.0,314636.44,17479.803,630.6111111111111,126.44444444444444,630.5979602351204,126.44595184791058
21,2024-07-10 04:32:30.945150,27.0,516359.4,19124.424,635.2592592592592,402.18518518518516,635.2733520546473,402.18918353150247
22,2024-07-10 04:34:02.657445,28.0,514424.7,18372.31,301.42857142857144,345.17857142857144,301.4302503086304,345.1826494057027
22,2024-07-10 04:34:02.657445,24.0,448279.38,18678.307,592.4166666666666,175.625,592.411550275138,175.62806179593318
22,2024-07-10 04:34:02.657445,22.0,393020.56,17864.57,620.9545454545455,133.0,620.9548539255588,132.99148264808647
22,2024-07-10 04:34:02.657445,26.0,505350.16,19436.545,625.0,491.0,625.002829446594,490.9982280928352
22,2024-07-10 04:34:02.657445,42.0,742548.6,17679.73,631.2142857142857,127.04761904761905,631.2131914937202,127.05689428133162
22,2024-07-10 04:34:02.657445,21.0,408077.8,19432.277,631.4285714285714,493.42857142857144,631.4315428409947,493.43179279810226
23,2024-07-10 04:35:34.369605,25.0,457522.22,18300.889,301.84,345.96,301.83984748878885,345.9624163092938
23,2024-07-10 04:35:34.369605,22.0,410701.53,18668.25,591.3181818181819,175.4090909090909,591.309988799747,175.41602022050895
23,2024-07-10 04:35:34.369605,30.0,534793.7,17826.457,620.7333333333333,133.56666666666666,620.7269208757547,133.55619053441552
23,2024-07-10 04:35:34.369605,35.0,678485.1,19385.291,627.5714285714286,492.0285714285714,627.5648734621949,492.02742334108933
24,2024-07-10 04:37:06.818900,56.0,1.053085e+06,18805.09,592.8392857142857,175.51785714285714,592.8427874881918,175.52023830451108
25,2024-07-10 04:38:37.793060,17.0,261872.22,15404.247,384.6470588235294,280.52941176470586,384.62531544004383,280.57071903064
27,2024-07-10 04:41:41.218505,16.0,308853.56,19303.35,623.625,489.3125,623.6270764462788,489.315507909625
28,2024-07-10 04:43:12.929800,16.0,280708.56,17544.285,634.0,127.3125,633.993901517026,127.32392780819343
29,2024-07-10 04:44:44.642960,22.0,391090.7,17776.85,366.54545454545456,74.72727272727273,366.5440612373193,74.73971304178146
29,2024-07-10 04:44:44.642960,40.0,708526.94,17713.176,631.525,128.075,631.5363438115021,128.0899164960984
30,2024-07-10 04:46:16.546120,39.0,684568.2,17553.031,366.35897435897436,71.64102564102564,366.3662931956115,71.68801970845468
30,2024-07-10 04:46:16.546120,26.0,490043.44,18847.826,462.53846153846155,313.3076923076923,462.53609216379283,313.30782485057
30,2024-07-10 04:46:16.546120,18.0,318700.94,17705.607,619.0,134.27777777777777,618.9915692850589,134.2753778994381
30,2024-07-10 04:46:16.546120,32.0,564882.0,17652.562,631.0625,127.5625,631.0529490813138,127.58038070454155
30,2024-07-10 04:46:16.546120,17.0,304975.25,17939.72,631.5882352941177,170.2941176470588,631.5843948510834,170.30955040833422
31,2024-07-10 04:47:48.514290,71.0,1.33557e+06,18810.846,458.11267605633805,315.77464788732397,458.11018213461125,315.76597374991263
31,2024-07-10 04:47:48.514290,100.0,1.822559e+06,18225.592,631.84,177.9,631.8311530304126,177.9409882183353
32,2024-07-10 04:49:20.482575,19.0,260964.94,13734.997,387.89473684210526,276.36842105263156,387.92387695840506,276.4345128476252
32,2024-07-10 04:49:20.482575,53.0,969921.56,18300.406,631.433962264151,182.30188679245282,631.424367795843,182.3062009604768
32,2024-07-10 04:49:20.482575,28.0,536808.94,19171.748,634.9285714285714,400.17857142857144,634.9306328756735,400.17656907348373
32,2024-07-10 04:49:20.482575,25.0,486783.5,19471.34,637.16,409.16,637.1590509395796,409.1675647347268
33,2024-07-10 04:50:52.450735,44.0,661648.6,15037.469,386.54545454545456,279.5,386.4904459268546,279.6908782994099
33,2024-07-10 04:50:52.450735,16.0,304763.53,19047.72,427.0,160.375,426.99649145889424,160.3722283727529
33,2024-07-10 04:50:52.450735,20.0,382867.8,19143.393,635.4,402.45,635.4085847793382,402.4597772459782
34,2024-07-10 04:52:24.419030,59.0,898780.0,15233.562,384.6949152542373,279.7457627118644,384.5912020100102,279.924848956745
34,2024-07-10 04:52:24.419030,19.0,248703.02,13089.633,384.4736842105263,272.36842105263156,384.39912575513483,272.42632364790273
35,2024-07-10 04:53:56.387190,23.0,339595.94,14765.044,382.17391304347825,278.0,382.08172416025906,278.06490103751196
36,2024-07-10 04:55:28.387475,67.0,999017.6,14910.712,386.2985074626866,278.5820895522388,386.199056719836,278.71725389450086
37,2024-07-10 04:57:00.355645,44.0,831543.2,18898.709,331.52272727272725,568.9318181818181,331.53006496104,568.934664822671
37,2024-07-10 04:57:00.355645,38.0,568340.25,14956.322,386.9736842105263,279.05263157894734,386.8297625832887,279.26285755652845
37,2024-07-10 04:57:00.355645,28.0,544981.4,19463.621,412.82142857142856,537.0357142857143,412.8143892761009,537.0343333674359
37,2024-07-10 04:57:00.355645,19.0,366692.16,19299.588,425.2631578947368,525.2631578947369,425.2656411839834,525.2651083960951
37,2024-07-10 04:57:00.355645,17.0,304426.47,17907.44,634.3529411764706,167.35294117647058,634.3778421048269,167.34404675985607
38,2024-07-10 04:58:32.355930,18.0,331494.12,18416.34,309.77777777777777,337.8333333333333,309.7853042635762,337.83557666248566
38,2024-07-10 04:58:32.355930,21.0,394620.44,18791.45,329.7142857142857,566.4761904761905,329.7226881375363,566.471136640456
38,2024-07-10 04:58:32.355930,47.0,703837.56,14975.268,387.3404255319149,279.02127659574467,387.2607878554547,279.15825230749857
39,2024-07-10 05:00:04.356100,22.0,405734.2,18442.46,307.95454545454544,336.90909090909093,307.9602932897081,336.89691027157346
39,2024-07-10 05:00:04.356100,46.0,829885.8,18040.998,351.69565217391306,117.73913043478261,351.69276493778233,117.72890018194168
39,2024-07-10 05:00:04.356100,74.0,1.0917565e+06,14753.466,388.7837837837838,277.31081081081084,388.64730510455064,277.54675023859426
39,2024-07-10 05:00:04.356100,36.0,635765.3,17660.148,632.1388888888889,125.36111111111111,632.1465210040033,125.35602707083189
40,2024-07-10 05:01:36.356385,74.0,1.3720604e+06,18541.357,306.7837837837838,338.4864864864865,306.800681103021,338.4812810584638
40,2024-07-10 05:01:36.356385,58.0,863462.4,14887.282,386.32758620689657,278.7758620689655,386.2234971186043,278.9311784129783
40,2024-07-10 05:01:36.356385,43.0,761145.8,17701.064,632.3720930232558,125.86046511627907,632.3814458253737,125.86075917801638
41,2024-07-10 05:03:08.356670,48.0,707926.25,14748.464,386.7291666666667,278.5416666666667,386.6170816905959,278.6544023964669
41,2024-07-10 05:03:08.356670,52.0,917862.0,17651.193,630.9807692307693,125.96153846153847,630.980980400908,125.96438661158173
42,2024-07-10 05:04:40.356840,52.0,921307.5,17717.451,631.4807692307693,126.01923076923077,631.4821020912409,126.02091572095932
42,2024-07-10 05:04:40.356840,17.0,305325.12,17960.303,632.1176470588235,166.47058823529412,632.1101621277533,166.47454067185063
43,2024-07-10 05:06:12.356125,45.0,702081.44,15601.812,384.55555555555554,280.5111111111111,384.56562377830403,280.56663192589457
43,2024-07-10 05:06:12.356125,19.0,336889.44,17731.023,620.0526315789474,134.31578947368422,620.0527806476656,134.3200631707639
43,2024-07-10 05:06:12.356125,99.0,1.7580638e+06,17758.219,631.5353535353536,125.87878787878788,631.5421647324242,125.89009346968513
44,2024-07-10 05:07:44.357285,76.0,1.1672868e+06,15359.034,385.5,279.8421052631579,385.41525910721,279.9863065155466
44,2024-07-10 05:07:44.357285,16.0,292672.9,18292.057,577.5625,129.5,577.5507834010784,129.5052910362217
44,2024-07-10 05:07:44.357285,22.0,414506.97,18841.227,586.2727272727273,174.72727272727272,586.2727901464868,174.72370181737082
44,2024-07-10 05:07:44.357285,20.0,363313.66,18165.684,587.75,132.1,587.7466586045903,132.10593825187513
45,2024-07-10 05:09:16.357580,19.0,337365.3,17756.07,366.63157894736844,74.73684210526316,366.6254588303715,74.75111243175127
45,2024-07-10 05:09:16.357580,43.0,647957.9,15068.788,386.30232558139534,279.4186046511628,386.2264402997304,279.4896009036684
46,2024-07-10 05:10:48.356740,58.0,871585.94,15027.344,385.7758620689655,279.13793103448273,385.70600118576056,279.22412888971485
46,2024-07-10 05:10:48.356740,43.0,807392.6,18776.57,453.74418604651163,321.04651162790697,453.7305867118688,321.0430091844139
46,2024-07-10 05:10:48.356740,20.0,375140.56,18757.027,586.45,178.1,586.4526171561196,178.10232279745838
46,2024-07-10 05:10:48.356740,26.0,477066.25,18348.701,620.7692307692307,165.57692307692307,620.7609348821345,165.567849048281
46,2024-07-10 05:10:48.356740,25.0,439549.0,17581.96,629.64,126.84,629.628140846334,126.84726916142453
47,2024-07-10 05:12:20.357900,32.0,559712.6,17491.02,357.9375,68.28125,357.93406624064465,68.29424011196873
47,2024-07-10 05:12:20.357900,27.0,472341.12,17494.115,365.74074074074076,70.92592592592592,365.74717273900166,70.96429746946659
47,2024-07-10 05:12:20.357900,54.0,830720.9,15383.721,385.7962962962963,280.14814814814815,385.7662830745295,280.23995399336695
47,2024-07-10 05:12:20.357900,18.0,312219.53,17345.53,585.7777777777778,60.94444444444444,585.7637964120536,60.93626310824129
47,2024-07-10 05:12:20.357900,19.0,326167.88,17166.73,587.0,44.421052631578945,586.9960191126426,44.41837292570723
47,2024-07-10 05:12:20.357900,17.0,299797.4,17635.14,634.0588235294117,126.82352941176471,634.0747455366488,126.83865549852551
48,2024-07-10 05:13:52.358195,31.0,457767.25,14766.686,386.03225806451616,278.83870967741933,385.96035022787504,278.88170278519317
48,2024-07-10 05:13:52.358195,16.0,302311.3,18894.459,472.25,372.75,472.24617671056114,372.7504089569603
48,2024-07-10 05:13:52.358195,19.0,356024.28,18738.121,599.5263157894736,251.05263157894737,599.523637359343,251.0507494802848
49,2024-07-10 05:15:24.421355,44.0,657132.9,14934.84,385.45454545454544,279.02272727272725,385.3649702421183,279.08741001392053
49,2024-07-10 05:15:24.421355,17.0,321144.12,18890.83,472.4117647058824,373.05882352941177,472.4060650767153,373.0628191679304
49,2024-07-10 05:15:24.421355,18.0,316017.44,17556.523,634.4444444444445,126.94444444444444,634.4385890331781,126.94792962633035
50,2024-07-10 05:16:56.675650,86.0,1.3307885e+06,15474.283,384.74418604651163,279.7325581395349,384.63208305088017,279.8673468578154
50,2024-07-10 05:16:56.675650,54.0,952680.5,17642.232,585.2777777777778,76.27777777777777,585.2566274829709,76.3089500379597
50,2024-07-10 05:16:56.675650,16.0,291822.0,18238.875,629.125,174.8125,629.1213131603439,174.8157029363564
50,2024-07-10 05:16:56.675650,41.0,731752.25,17847.615,635.0487804878048,129.14634146341464,635.0519592980739,129.16602322284731
51,2024-07-10 05:18:28.965810,66.0,1.0127139e+06,15344.148,384.2121212121212,279.75757575757575,384.05434268198394,279.8887646731219
51,2024-07-10 05:18:28.965810,24.0,455147.75,18964.49,471.4583333333333,373.125,471.4499799223847,373.12915872646505
51,2024-07-10 05:18:28.965810,35.0,634289.56,18122.56,629.4,171.62857142857143,629.3798993852176,171.65104339360286
52,2024-07-10 05:20:01.219970,59.0,901095.4,15272.802,384.6101694915254,279.6271186440678,384.4802016484185,279.7423830839958
52,2024-07-10 05:20:01.219970,48.0,880530.0,18344.377,625.5,174.22916666666666,625.5016582142013,174.23465143781848
52,2024-07-10 05:20:01.219970,18.0,317834.56,17657.475,634.6111111111111,126.88888888888889,634.6086900497132,126.89351246462803
53,2024-07-10 05:21:33.478265,28.0,417876.3,14924.154,386.07142857142856,279.10714285714283,386.03698043773227,279.14537500344704
53,2024-07-10 05:21:33.478265,27.0,513944.53,19034.984,470.0740740740741,363.962962962963,470.07609219650783,363.9583508750363
53,2024-07-10 05:21:33.478265,18.0,340795.44,18933.082,473.77777777777777,373.1666666666667,473.77405448158004,373.17215684855677
53,2024-07-10 05:21:33.478265,95.0,1.743409e+06,18351.672,626.5368421052632,174.58947368421053,626.5251444032965,174.5871526232329
53,2024-07-10 05:21:33.478265,37.0,655735.2,17722.574,632.2162162162163,128.43243243243242,632.2103724151445,128.45027163227658
54,2024-07-10 05:23:05.734550,42.0,633759.7,15089.518,385.2857142857143,279.3809523809524,385.2289225550746,279.43598079980075
54,2024-07-10 05:23:05.734550,25.0,476063.2,19042.527,470.36,363.96,470.36482418228724,363.95640121798925
54,2024-07-10 05:23:05.734550,16.0,315581.38,19723.836,490.6875,466.0625,490.69211206550796,466.06766832816066
54,2024-07-10 05:23:05.734550,36.0,659673.6,18324.268,626.4444444444445,174.16666666666666,626.4382835827035,174.1692167377156
54,2024-07-10 05:23:05.734550,20.0,365165.25,18258.262,631.9,179.4,631.8954179015217,179.40081600368
55,2024-07-10 05:24:37.988720,57.0,877943.75,15402.523,384.7719298245614,280.03508771929825,384.57400683981206,280.25023275014826
55,2024-07-10 05:24:37.988720,43.0,788832.5,18344.943,622.6046511627907,170.48837209302326,622.6003449643792,170.49573963482626
55,2024-07-10 05:24:37.988720,87.0,1.5891102e+06,18265.635,630.3333333333334,174.0344827586207,630.3200470815236,174.06443979077147
55,2024-07-10 05:24:37.988720,18.0,343419.8,19078.879,635.3333333333334,400.6111111111111,635.336108356903,400.6069475179223
55,2024-07-10 05:24:37.988720,16.0,293959.84,18372.492,638.4375,177.0625,638.440427763274,177.05939349806675
56,2024-07-10 05:26:10.245005,43.0,643352.9,14961.694,385.8139534883721,279.0232558139535,385.75287357287556,279.0891259793149
56,2024-07-10 05:26:10.245005,70.0,1.2871088e+06,18387.266,620.5857142857143,172.02857142857144,620.5754714740887,172.03210488949506
56,2024-07-10 05:26:10.245005,28.0,519485.4,18553.05,623.6428571428571,180.67857142857142,623.6378864074564,180.69031835422317
56,2024-07-10 05:26:10.245005,32.0,565102.75,17659.46,632.65625,124.03125,632.6654558883192,124.02183894124124
56,2024-07-10 05:26:10.245005,40.0,733982.0,18349.55,632.75,175.575,632.7584871020304,175.57220681272054
57,2024-07-10 05:27:42.501175,38.0,566188.9,14899.709,386.0,278.7105263157895,385.9760025690272,278.7582483289329
57,2024-07-10 05:27:42.501175,18.0,324277.28,18015.406,575.5555555555555,104.5,575.5588636557604,104.49351201472842
57,2024-07-10 05:27:42.501175,18.0,333052.72,18502.93,611.5555555555555,153.38888888888889,611.5554698095436,153.39135006039126
57,2024-07-10 05:27:42.501175,21.0,386740.66,18416.223,625.2857142857143,162.85714285714286,625.285849718878,162.8593023956855
57,2024-07-10 05:27:42.501175,57.0,1.00906625e+06,17702.916,629.7543859649123,122.54385964912281,629.7517294648248,122.5491519518711
57,2024-07-10 05:27:42.501175,19.0,341823.5,17990.713,631.3684210526316,168.8421052631579,631.3645268703519,168.84844912313005
58,2024-07-10 05:29:14.757335,44.0,678429.5,15418.853,384.27272727272725,280.27272727272725,384.11794795440755,280.4305684298195
58,2024-07-10 05:29:14.757335,19.0,369790.6,19462.664,536.421052631579,583.2105263157895,536.4206792086148,583.2089407578413
59,2024-07-10 05:30:47.136200,20.0,220810.14,11040.507,361.1,185.35,361.06790242881567,185.43592963562335
59,2024-07-10 05:30:47.136200,25.0,395436.25,15817.451,372.48,276.16,372.3727029657272,276.1738947027483
59,2024-07-10 05:30:47.136200,19.0,331941.5,17470.607,379.2631578947368,285.0,379.2228438830548,285.0541757161101
59,2024-07-10 05:30:47.136200,42.0,619771.0,14756.451,387.5,278.1904761904762,387.46794374440714,278.2637185794678
59,2024-07-10 05:30:47.136200,22.0,397360.88,18061.86,386.1818181818182,288.3636363636364,386.19785292780165,288.4089513718419
59,2024-07-10 05:30:47.136200,28.0,514878.47,18388.516,620.8928571428571,178.21428571428572,620.9010227360466,178.22552736144414
59,2024-07-10 05:30:47.136200,21.0,385669.7,18365.223,627.8095238095239,175.66666666666666,627.8091303849086,175.66520259242026
59,2024-07-10 05:30:47.136200,35.0,640408.4,18297.383,633.8857142857142,180.31428571428572,633.8911914392172,180.31211336372618
60,2024-07-10 05:32:19.269915,16.0,237064.05,14816.503,385.0,278.9375,384.98563690418825,278.96552068633713
