image datetime,area_px,intensity_sum,mean_intensity
2024-07-10 05:54:59.982100,0.0,0.0,0.0
2024-07-10 05:55:19.386240,0.0,0.0,0.0
2024-07-10 05:55:39.674280,0.0,0.0,0.0
2024-07-10 05:55:59.962320,0.0,0.0,0.0
2024-07-10 05:56:20.250350,0.0,0.0,0.0
2024-07-10 05:56:40.539390,0.0,0.0,0.0
2024-07-10 05:57:00.827420,0.0,0.0,0.0
2024-07-10 05:57:21.119585,0.0,0.0,0.0
2024-07-10 05:57:41.402625,0.0,0.0,0.0
2024-07-10 05:58:01.690655,0.0,0.0,0.0
2024-07-10 05:58:21.978695,0.0,0.0,0.0
2024-07-10 05:58:42.266725,0.0,0.0,0.0
2024-07-10 05:59:02.554765,0.0,0.0,0.0
2024-07-10 05:59:22.842805,0.0,0.0,0.0
2024-07-10 05:59:43.134960,0.0,0.0,0.0
2024-07-10 06:00:03.415855,0.0,0.0,0.0
2024-07-10 06:00:23.703980,0.0,0.0,0.0
2024-07-10 06:00:43.992105,0.0,0.0,0.0
2024-07-10 06:01:04.280230,0.0,0.0,0.0
2024-07-10 06:01:24.569355,0.0,0.0,0.0
2024-07-10 06:01:44.857480,0.0,0.0,0.0
2024-07-10 06:02:05.145730,0.0,0.0,0.0
2024-07-10 06:02:25.432855,0.0,0.0,0.0
2024-07-10 06:02:45.720980,0.0,0.0,0.0
2024-07-10 06:03:06.910500,0.0,0.0,0.0
2024-07-10 06:03:26.297230,0.0,0.0,0.0
2024-07-10 06:03:46.585355,0.0,0.0,0.0
2024-07-10 06:04:06.873480,0.0,0.0,0.0
2024-07-10 06:04:27.161730,0.0,0.0,0.0
2024-07-10 06:04:47.449855,0.0,0.0,0.0
2024-07-10 06:05:07.737980,0.0,0.0,0.0
2024-07-10 06:05:28.261050,0.0,0.0,0.0
2024-07-10 06:05:48.314230,0.0,0.0,0.0
2024-07-10 06:06:08.603355,0.0,0.0,0.0
2024-07-10 06:06:28.891480,0.0,0.0,0.0
2024-07-10 06:06:49.179730,0.0,0.0,0.0
2024-07-10 06:07:09.464855,0.0,0.0,0.0
2024-07-10 06:07:29.754980,0.0,0.0,0.0
2024-07-10 06:07:46.649105,0.0,0.0,0.0
2024-07-10 06:09:19.195730,0.0,0.0,0.0
2024-07-10 06:10:51.738355,0.0,0.0,0.0
2024-07-10 06:12:24.282695,0.0,0.0,0.0
2024-07-10 06:13:56.826980,0.0,0.0,0.0
2024-07-10 06:15:29.371275,0.0,0.0,0.0
2024-07-10 06:17:01.915435,0.0,0.0,0.0
2024-07-10 06:18:34.459720,0.0,0.0,0.0
