filter2_file,mean_counts_under_contours,qs_mean_counts
2024-07-10T13:30:12.420,3660.555461473328,3571.8193
2024-07-10T13:32:01.544,3656.4024837708157,3577.8386
2024-07-10T13:33:51.497,3653.1879762912786,3577.5151
2024-07-10T13:35:40.553,3641.7843635337285,3584.022
2024-07-10T13:37:30.573,3634.18966977138,3571.1592
2024-07-10T13:39:19.562,3625.8868190798757,3580.0789
2024-07-10T13:41:09.660,3632.4736099350835,3576.3323
2024-07-10T13:42:58.570,3627.053062376517,3571.3462
2024-07-10T13:44:48.746,3602.6858594411515,3583.6738
2024-07-10T13:46:37.579,3591.4642957945243,3571.3096
2024-07-10T13:48:27.842,3577.5534857465423,3591.7432
2024-07-10T13:50:16.588,3592.312447078747,3585.7192
2024-07-10T13:52:06.919,3579.326559412927,3580.0193
2024-07-10T13:53:55.597,3589.1755574372,3597.7808
2024-07-10T13:55:45.101,3597.132373694609,3571.1672
2024-07-10T13:57:34.605,3594.60344340954,3593.688
2024-07-10T13:59:24.106,3590.4769968952864,3587.3792
2024-07-10T14:01:13.610,3593.0592718035564,3581.6582
2024-07-10T14:03:03.116,3598.6689246401356,3582.5798
2024-07-10T14:04:52.619,3617.030200395145,3592.766
2024-07-10T14:06:42.124,3635.6965848151285,3579.011
2024-07-10T14:08:31.629,3636.95455828394,3591.1182
2024-07-10T14:10:21.132,3644.5746542478128,3581.4763
2024-07-10T14:12:10.637,3655.5128422241037,3580.1794
2024-07-10T14:14:00.141,3655.1535421958793,3577.4792
2024-07-10T14:15:49.645,3647.896133220435,3571.7463
2024-07-10T14:17:39.150,3647.805249788315,3586.286
2024-07-10T14:19:28.654,3646.239345187694,3581.3774
2024-07-10T14:21:18.159,3627.268981089472,3588.14
2024-07-10T14:23:07.663,3631.73355913068,3598.8252
2024-07-10T14:24:57.167,3625.9122212814,3574.492
2024-07-10T14:26:46.671,3631.7888794806663,3606.9487
2024-07-10T14:28:36.174,3633.3302286198136,3582.9443
2024-07-10T14:30:25.678,3628.4467965001413,3584.8235
2024-07-10T14:32:15.182,3626.72960767711,3590.884
2024-07-10T14:34:04.685,3638.9429861699127,3587.5266
2024-07-10T14:35:54.191,3641.759243578888,3586.8674
2024-07-10T14:37:43.695,3637.1837425910244,3604.8623
2024-07-10T14:39:33.198,3642.587073101891,3577.2537
2024-07-10T14:41:22.704,3645.6923511148743,3593.5374
2024-07-10T14:43:12.207,3646.7482359582273,3590.1418
2024-07-10T14:45:01.712,3658.7211402766015,3595.9631
2024-07-10T14:46:51.216,3637.4572396274343,3586.8413
2024-07-10T14:48:40.720,3619.5825571549535,3590.8904
2024-07-10T14:50:30.225,3610.0598362969235,3599.6782
2024-07-10T14:52:19.729,3609.7544453852665,3587.5469
2024-07-10T14:54:09.233,3611.50860852385,3603.6436
2024-07-10T14:55:58.738,3607.3113180920122,3589.9453
2024-07-10T14:57:48.244,3621.6745695738077,3598.5647
2024-07-10T14:59:37.744,3625.832909963308,3592.6975
2024-07-10T15:01:27.250,3634.901495907423,3593.0913
2024-07-10T15:03:16.749,3626.9983065198985,3602.9763
2024-07-10T15:05:06.261,3629.510584250635,3594.7603
2024-07-10T15:06:55.760,3598.6581992661586,3599.8633
2024-07-10T15:08:45.269,3571.7383573243014,3598.7942
2024-07-10T15:10:34.801,3576.8075077617837,3613.0645
2024-07-10T15:12:24.305,3589.3310753598644,3598.5938
2024-07-10T15:15:12.550,3561.019192774485,3601.8604
2024-07-10T15:16:49.222,3543.4487722269264,3586.814
2024-07-10T15:18:26.406,3535.0110076206606,3581.1238
2024-07-10T15:20:03.590,3532.7900084674006,3598.9683
2024-07-10T15:21:40.775,3525.085238498448,3587.0205
2024-07-10T15:23:17.959,3530.429861699125,3574.7996
2024-07-10T15:24:55.143,3549.1044312729327,3590.4749
2024-07-10T15:26:32.325,3554.7798475867908,3586.1262
2024-07-10T15:28:09.510,3568.2616426756986,3582.7961
2024-07-10T15:29:46.694,3614.67710979396,3591.21
2024-07-10T15:31:24.374,3676.483770815693,3583.5532
2024-07-10T15:33:01.478,3680.806661021733,3586.2021
2024-07-10T15:34:38.919,3717.8202088625458,3592.4934
2024-07-10T15:36:28.646,3677.629692351115,3584.19
2024-07-10T15:38:18.375,3649.077900084674,3595.0066
2024-07-10T15:40:08.104,3614.0335873553486,3597.4668
2024-07-10T15:41:57.831,3583.383008749647,3599.7864
2024-07-10T15:43:47.560,3573.7459779847586,3610.8076
2024-07-10T15:45:37.295,3564.0169348010163,3593.1611
2024-07-10T15:47:27.161,3576.6833192209992,3599.4448
2024-07-10T15:49:16.713,3569.346316680779,3602.602
