date_time,suit_count,Mean,Std,diff_count,Diff_error,Img_count,area
2024-11-01 00:23:37,5890.8740234375,,,,,,
2024-11-01 00:26:43,58758.8916015625,,,,,,
2024-11-01 00:36:54,829070.7880859375,-0.9367912766420612,174.26606023269545,792772.515625,2612.6472957691485,14480922.572265623,752.0
2024-11-01 00:45:50,33935.416015625,,,,,,
2024-11-01 00:48:49,168705.7275390625,,,,,,
2024-11-01 00:53:18,72035.48828125,,,,,,
2024-11-01 00:57:46,331172.875,,,,,,
2024-11-01 01:03:43,777687.7631835938,0.564943631961898,194.58419061087653,724483.6069335938,,13428469.478515623,565.0
2024-11-01 01:12:39,26718.8974609375,,,,,,
2024-11-01 01:15:38,56765.8662109375,,,,,,
2024-11-01 01:21:35,300323.7578125,,,,,,
2024-11-01 01:24:33,396828.373046875,,,,,,
2024-11-01 01:29:01,823029.5903320312,,,,,,
2024-11-01 01:33:28,402367.1127929688,,,,,,
2024-11-01 01:40:53,1153107.3681640625,-7.303180225999881,240.7828056041895,807804.3037109375,,18713681.28613281,791.0
2024-11-01 01:45:21,2848505.046875,-0.2644845078598616,277.97412963892583,1965344.7084960935,,32754060.68359375,1302.0
2024-11-01 01:51:17,1064783.8315429688,,,,,,
2024-11-01 01:55:44,4038717.0278320312,0.2742936679134261,304.4904715325716,2827150.90625,,38472165.96582031,1663.0
2024-11-01 02:01:40,658139.1743164062,,,,,,
2024-11-01 02:04:38,379989.3603515625,,,,,,
