time,mode,thresh_area,thresho_tot,exposure,shutter_angle
2024-11-01 00:24:09.871830,13359,191260,2925419431.5373907,1600,180.791015625
2024-11-01 00:25:34.639800,13290,192434,2944291088.9791894,1600,180.791015625
2024-11-01 00:26:58.257255,14330,192551,2945971570.237116,1600,180.791015625
2024-11-01 00:28:22.449405,14420,193580,2962048539.385151,1600,180.791015625
2024-11-01 00:29:46.644680,14693,192166,2941482116.5845814,1600,180.791015625
2024-11-01 00:31:11.968955,14063,190976,2924282725.0012765,1600,180.791015625
2024-11-01 00:32:41.441240,14058,194040,2967856979.2050257,1600,180.791015625
2024-11-01 00:34:10.912400,14277,195103,2981855517.022315,1600,180.791015625
2024-11-01 00:35:40.385685,14412,193902,2964631656.8677526,1600,180.791015625
2024-11-01 00:37:09.857835,14478,195208,2984615164.7235875,1600,180.791015625
2024-11-01 00:38:39.329120,14456,195450,2993179140.1068544,1600,180.791015625
2024-11-01 00:40:08.802280,14720,194885,2982065016.1533365,1600,180.791015625
2024-11-01 00:41:38.274565,14607,193993,2968213164.530217,1600,180.791015625
2024-11-01 00:43:07.745850,13726,193132,2952651407.9899516,1600,180.791015625
2024-11-01 00:44:37.219010,13883,193583,2960294652.3152924,1600,180.791015625
2024-11-01 00:46:06.689295,13936,194037,2968309784.164529,1600,180.791015625
2024-11-01 00:47:36.160580,13389,193724,2968077887.3424435,1600,180.791015625
2024-11-01 00:49:05.637740,14142,194359,2972791858.7268,1600,180.791015625
2024-11-01 00:50:35.106025,14167,192961,2953281686.790231,1600,180.87890625
2024-11-01 00:52:04.577310,14357,191175,2925608161.672971,1600,180.791015625
2024-11-01 00:53:34.504700,14580,193579,2958108673.5189257,1600,180.791015625
2024-11-01 00:55:03.522745,13869,196617,3008147487.367828,1600,180.791015625
2024-11-01 00:56:32.994030,14392,195527,2992447500.512401,1600,180.791015625
2024-11-01 00:58:02.467315,14379,196731,3008279079.3248944,1600,180.791015625
2024-11-01 00:59:31.939350,14766,198103,3032173430.257333,1600,180.791015625
2024-11-01 01:01:01.283635,14573,196460,3007097007.0561585,1600,180.791015625
2024-11-01 01:02:30.499920,14547,197913,3027985721.23108,1600,180.791015625
2024-11-01 01:03:59.717205,14484,197741,3027684144.9964075,1600,180.791015625
2024-11-01 01:05:28.997490,14478,198644,3043081571.3394666,1600,180.791015625
2024-11-01 01:06:58.244775,14351,196706,3013529368.3681583,1600,180.791015625
2024-11-01 01:08:27.493925,13428,197395,3024967495.0826454,1600,180.791015625
2024-11-01 01:09:56.742085,14571,197287,3023650197.829228,1600,180.791015625
2024-11-01 01:11:26.213700,14621,197002,3019074222.2185616,1600,180.87890625
2024-11-01 01:12:55.270655,14355,196574,3009713938.553369,1600,180.791015625
2024-11-01 01:14:24.550815,14228,196287,3005444899.139614,1600,180.791015625
2024-11-01 01:15:53.798100,14107,195878,3000076120.5569553,1600,180.791015625
2024-11-01 01:17:23.463850,14415,197144,3021317672.0696263,1600,180.791015625
2024-11-01 01:18:52.295670,13500,198104,3033401462.776432,1600,180.791015625
2024-11-01 01:20:21.540830,14077,197906,3028484660.1947775,1600,180.791015625
2024-11-01 01:21:50.791105,14651,198541,3041351132.5127654,1600,180.791015625
2024-11-01 01:23:20.639000,14161,199074,3050586946.9127316,1600,180.791015625
2024-11-01 01:24:49.221550,13901,197599,3027581992.1163626,1600,180.791015625
2024-11-01 01:26:18.469835,14103,199096,3048261740.8761587,1600,180.791015625
2024-11-01 01:27:47.687120,13543,197843,3031993179.6247196,1600,180.791015625
2024-11-01 01:29:16.902405,14227,196815,3015053128.444949,1600,180.791015625
2024-11-01 01:30:46.875650,14292,198015,3029209539.298902,1600,180.791015625
2024-11-01 01:32:15.175850,14110,198159,3033002878.458148,1600,180.791015625
2024-11-01 01:33:44.264000,14626,197755,3028319602.365736,1600,180.791015625
2024-11-01 01:35:13.352285,14198,199685,3058402406.9616346,1600,180.791015625
2024-11-01 01:36:42.440570,14377,199752,3060223435.505314,1600,180.791015625
2024-11-01 01:38:11.529730,14426,199859,3062835569.4032416,1600,180.791015625
