Date time,Threshold 1 count,Threshold 1 area,Threshold 2 count,Threshold 2 area
2024-07-10T13:31:10.903,362633624.13919586,31551,22551600.93774075,1545
2024-07-10T13:31:10.903,361534765.8544502,31445,22551600.93774075,1545
2024-07-10T13:32:59.595,351709990.3323278,30838,16292619.5333044,1112
2024-07-10T13:34:49.988,348944481.0208266,30986,5549971.57906557,388
2024-07-10T13:36:38.603,336928871.2732681,30066,4868681.40326827,340
2024-07-10T13:38:28.109,328689141.148536,29335,6593877.859644466,456
2024-07-10T13:40:17.612,333830883.3140083,29689,10315488.99759994,683
2024-07-10T13:42:07.116,338964937.96517897,30042,15721867.804794427,1041
2024-07-10T13:43:56.622,324454204.084896,28975,6250995.212488281,434
2024-07-10T13:45:46.125,318195361.2173883,28430,548620.6095908774,39
2024-07-10T13:47:35.629,310246381.4506534,27965,28031.600614226667,2
2024-07-10T13:49:25.131,302401466.96793383,27346,0.0,0
2024-07-10T13:51:14.636,299303674.1423954,27040,1519130.7223084997,106
2024-07-10T13:53:04.141,301441471.25816417,27111,7751050.266003231,525
2024-07-10T13:54:53.644,300368101.50024444,26888,10102344.085062638,685
2024-07-10T13:56:43.148,285942184.2503105,25667,7816495.219084125,529
2024-07-10T13:58:32.653,283646593.15575343,25492,2743530.185722381,192
2024-07-10T14:00:22.156,284247270.72000533,25660,1175803.4974304582,83
2024-07-10T14:02:11.662,282865956.46168333,25442,3433064.4331613537,240
2024-07-10T14:04:01.165,279990268.64471143,25137,4865359.4445824,334
2024-07-10T14:05:50.669,288862302.55456007,25851,6844148.248384116,473
2024-07-10T14:07:40.175,290645244.67023593,26047,2635957.2915833853,184
2024-07-10T14:09:29.678,291159444.30993205,26159,1605980.759572241,113
2024-07-10T14:11:19.182,292647360.0653047,26159,6035931.883395584,416
2024-07-10T14:13:08.688,303473558.50553876,27217,7127536.810422329,486
2024-07-10T14:14:58.191,290753707.3901266,26108,3149138.115764178,221
2024-07-10T14:16:47.696,293649748.76093185,26416,6194622.738370116,428
2024-07-10T14:18:37.198,295054674.17505646,26458,9394468.679094516,643
2024-07-10T14:20:26.702,298672847.2331687,26539,17649860.752226517,1160
2024-07-10T14:22:16.207,301872129.01327443,26824,17131547.014826268,1121
2024-07-10T14:24:05.710,294814200.03363454,26370,12292403.489812516,833
2024-07-10T14:25:55.215,287086098.5634863,25761,7647475.718526314,527
2024-07-10T14:27:44.719,292644266.21096313,26237,9851553.187554423,667
2024-07-10T14:29:34.223,288929120.3259432,25907,10295405.097104836,694
2024-07-10T14:31:23.728,298198987.0817875,26586,12069281.828446347,812
2024-07-10T14:33:13.236,308049837.2156824,27533,6739903.638068415,471
2024-07-10T14:35:02.735,304993506.6354829,27355,5026356.329920917,340
2024-07-10T14:36:52.245,293360033.4194665,26339,2548577.0503211757,173
2024-07-10T14:38:41.744,292467022.7150556,26341,3604739.476084838,244
2024-07-10T14:40:31.255,287160412.43426377,25918,3918043.902431931,270
2024-07-10T14:42:20.754,290382455.73294103,26230,0.0,0
2024-07-10T14:44:10.261,291123567.3275155,26382,140652.68417449444,10
2024-07-10T14:45:59.762,288506250.22216445,26115,14014.787921935284,1
2024-07-10T14:47:49.266,281459782.7636914,25422,0.0,0
2024-07-10T14:49:38.768,284859663.89337444,25683,702198.6748353533,49
2024-07-10T14:51:28.273,269667982.7313585,24434,0.0,0
2024-07-10T14:53:17.777,282249643.6530345,25422,168436.32882503665,12
2024-07-10T14:55:07.282,282267554.93639773,25505,0.0,0
2024-07-10T14:56:56.785,287096670.4604604,25868,3212260.9486064464,220
2024-07-10T14:58:46.290,288352348.26266134,25898,2742353.5521135596,191
2024-07-10T15:00:35.791,301541053.4363961,26835,7154404.175340346,492
2024-07-10T15:02:25.295,303124852.9192564,27099,3516446.7993017947,244
2024-07-10T15:04:14.801,306278417.30267644,27252,1165942.1506173844,82
2024-07-10T15:06:04.306,306845043.6051621,27451,3304307.1977413693,226
2024-07-10T15:07:53.809,302771332.3387421,27001,4949790.570052977,331
