date_time,suit_count
2024-11-12T22:49:31,234716.08642578125
2024-11-12T22:54:22,2504078.845703125
2024-11-12T23:05:43,731981.9379882812
2024-11-12T23:25:10,4906341.4814453125
2024-11-12T23:47:52,611805.376953125
2024-11-12T23:57:35,3237335.6931152344

