filter2_file,counts_under_contours
2024-11-10T19:49:28.544,40270304.0
2024-11-10T19:50:53.793,40699760.0
2024-11-10T19:52:19.866,41687916.0
2024-11-10T19:53:44.257,41466196.0
2024-11-10T19:55:09.506,40702748.0
2024-11-10T19:56:34.721,40800130.0
2024-11-10T19:58:00.336,41119184.0
2024-11-10T19:59:25.347,40925390.0
2024-11-10T20:00:50.689,40994630.0
2024-11-10T20:02:16.193,40265936.0
2024-11-10T20:03:41.730,40652920.0
2024-11-10T20:05:07.266,41193084.0
2024-11-10T20:06:32.802,40886650.0
2024-11-10T20:07:58.307,41885224.0
2024-11-10T20:09:23.843,41598104.0
2024-11-10T20:10:49.347,41427090.0
2024-11-10T20:12:14.851,41434490.0
2024-11-10T20:13:40.388,41216476.0
2024-11-10T20:17:38.675,132124260.0
2024-11-10T20:19:00.250,104596020.0
2024-11-10T20:19:16.646,100332344.0
2024-11-10T20:20:42.958,84767310.0
2024-11-10T20:20:59.846,86191510.0
2024-11-10T20:22:26.158,79943490.0
2024-11-10T20:22:43.463,78139770.0
2024-11-10T20:24:09.359,73616550.0
2024-11-10T20:24:26.247,73299650.0
2024-11-10T20:25:52.559,70681470.0
2024-11-10T20:26:09.447,69314890.0
