Date,FullDiskIntensity,ROI_Intensity,OutsideROI_Intensity,Exposure
2024-06-01 07:00:06.622000,49012990.2902045,9240967.43567769,39776325.142668426,2.900782
2024-06-01 07:00:18.622000,49235137.67031036,9436863.603817834,39802548.73902331,2.900807
2024-06-01 07:00:30.615000,49402008.88786542,9615114.266399477,39791164.46480964,2.900809
2024-06-01 07:00:42.622000,49609951.43422108,9786954.531289212,39827250.89009683,2.900808
2024-06-01 07:00:54.616000,49854533.683534496,9974738.771149704,39884004.77246176,2.9008089999999997
2024-06-01 07:01:06.622000,50058718.771653436,10115512.5637322,39947496.04420834,2.90081
2024-06-01 07:01:18.615000,50228834.78367587,10216138.325549873,40017024.216347925,2.9008089999999997
2024-06-01 07:01:30.622000,50331879.14130162,10292998.953050684,40043193.467753306,2.9008089999999997
2024-06-01 07:01:42.646000,50408827.879109636,10358424.02639263,40054707.478256084,2.9008099999999994
2024-06-01 07:01:54.616000,50466875.964601606,10401401.126375437,40069715.72413076,2.9008089999999997
2024-06-01 07:02:06.622000,50454310.34779941,10408836.842123408,40049768.1682013,2.90081
2024-06-01 07:02:18.622000,50429199.874379784,10378669.108286073,40054735.11336673,2.900807
2024-06-01 07:02:30.622000,50416081.858543605,10345074.081058078,40075361.04583239,2.9008089999999997
2024-06-01 07:02:42.622000,50330352.095002495,10286711.840287257,40047942.50429536,2.900808
2024-06-01 07:02:54.622000,50245224.2583613,10216013.756176732,40033491.38136091,2.9008059999999998
2024-06-01 07:03:06.622000,50144203.31997269,10114225.455192298,40034277.357990384,2.900807
2024-06-01 07:03:18.615000,50046581.53630404,10018283.883858485,40032520.61668377,2.900806
2024-06-01 07:03:30.622000,49919984.99727318,9897791.16562776,40026514.01024405,2.9008059999999998
2024-06-01 07:03:42.630000,49794557.788421564,9767897.611905105,40031025.85970934,2.9008059999999998
2024-06-01 07:03:54.622000,49643646.87356075,9622001.869823858,40025898.99090185,2.9008079999999996
2024-06-01 07:04:06.615000,49488533.20279508,9479244.762669737,40013565.86608568,2.90081
2024-06-01 07:04:18.622000,49312478.454278946,9332867.94575856,39983910.68971128,2.900808
2024-06-01 07:04:30.630000,49163862.10614894,9189151.585539356,39979056.89133143,2.9008109999999996
2024-06-01 07:04:42.622000,49018198.36528418,9049815.051657986,39972669.70260031,2.90081
2024-06-01 07:04:54.615000,48913642.426204264,8922904.663557881,39995011.05035799,2.9008109999999996
2024-06-01 07:05:06.622000,48740846.866909586,8784214.064347545,39960907.47067199,2.90081
2024-06-01 07:05:18.646000,48601911.67228752,8662234.113149738,39943875.00598971,2.9008109999999996
2024-06-01 07:05:30.630000,48455354.19417335,8540544.1928289,39919101.21655676,2.90081
2024-06-01 07:05:42.622000,48350180.81156643,8445799.621485034,39908682.05777007,2.90081
2024-06-01 07:05:54.622000,48234720.56607618,8333669.446234175,39905342.333574995,2.9008109999999996
2024-06-01 07:06:06.615000,48126364.705030665,8242152.364339616,39888505.624291144,2.90081
2024-06-01 07:06:18.622000,48033822.26556643,8153315.055686153,39884735.68253844,2.9008109999999996
2024-06-01 07:06:30.616000,47944920.268903926,8076301.367926854,39872934.932379305,2.900813
2024-06-01 07:06:42.622000,47856349.08870281,8009194.673211965,39851451.14640394,2.90081
2024-06-01 07:06:54.615000,47770486.4119128,7943446.1993930675,39831285.91880966,2.900813
2024-06-01 07:07:06.622000,47719189.86681982,7889028.122174278,39834415.733276986,2.900807
2024-06-01 07:07:18.622000,47645241.03448383,7827468.819905068,39822074.46267576,2.900809
2024-06-01 07:07:30.622000,47570701.97634454,7773204.036114051,39801743.6509113,2.90081
2024-06-01 07:07:42.622000,47528528.60306507,7728548.73538683,39804225.58128632,2.900808
2024-06-01 07:07:54.622000,47498816.020761095,7687651.4878080655,39815475.05163212,2.9008109999999996
2024-06-01 07:08:06.615000,47432621.92284224,7649679.227526105,39787220.81073907,2.90081
2024-06-01 07:08:18.622000,47426841.46841744,7613760.984001021,39817270.34862676,2.90081
2024-06-01 07:08:30.615000,47399996.7595269,7588847.394745814,39815408.86324549,2.900811
2024-06-01 07:08:42.630000,47399632.723400466,7560208.507207124,39843649.2415397,2.9008109999999996
2024-06-01 07:08:54.622000,47330129.17081781,7533650.94577032,39800701.18346255,2.90081
2024-06-01 07:09:06.622000,47338348.021174766,7505674.962734573,39836961.512845375,2.9008119999999997
2024-06-01 07:09:18.622000,47352726.99694224,7480296.882594862,39876641.35189827,2.90081
2024-06-01 07:09:30.622000,47286058.721529506,7435192.928871592,39855168.72873439,2.90081
2024-06-01 07:09:42.622000,47257576.41047527,7403667.178821937,39858194.23727073,2.900813
2024-06-01 07:09:54.622000,47252794.56042338,7374905.112840741,39882104.81609645,2.900814
2024-06-01 07:10:06.616000,47236378.27805218,7351240.068284423,39889299.808880836,2.900808
2024-06-01 07:10:18.622000,47214195.468649656,7331711.4891583845,39886677.28667791,2.900813
2024-06-01 07:10:30.616000,47202270.535880804,7313240.805250115,39893329.21494767,2.900813
2024-06-01 07:10:42.622000,47197310.81915425,7301172.190240723,39900449.84002739,2.9008089999999997
2024-06-01 07:10:54.638000,47189788.23860354,7277316.834045089,39916765.37466062,2.9008119999999997
2024-06-01 07:11:06.622000,47143003.801350735,7248759.0539335385,39898475.28846244,2.9008109999999996
2024-06-01 07:11:18.646000,47118188.06408833,7228324.925908601,39894046.10920609,2.9008089999999997
