date_time,Mean,Std,diff_count,Diff_error,Img_count,area
2024-11-13 15:08:12.416425,4.206985000000000,123.6730800000000,0.0,1288.0323120000000,3423502.919922000,182
2024-11-13 15:09:49.407720,-5.43340100000000,101.0762060000000,0.0,377.10073299999999,290929.388672000,17
2024-11-13 15:11:26.400015,3.4364140000000001,122.03082300000000,990270.076172000,4361.927638000000,39625496.94140600,2083
2024-11-13 15:13:03.392310,-5.9966559999999998,111.79022999999999,319401.76904300001,2379.0931479999999,11715195.657227000,660
2024-11-13 15:14:40.384490,-6.564351000000000,118.85708400000000,0.0,602.3982740000000,748630.6845700000,49
2024-11-13 15:16:17.344785,2.57419100000000,146.71700600000000,114638.087891000,586.0944070000000,836276.923828000,45
2024-11-13 15:17:54.369080,-1.650753000000000,145.52789500000000,0.0,0.0,0.0,0
2024-11-13 15:19:31.361375,-1.8860550000000000,153.90867299999999,0.0,1169.3654670000001,2847649.474609000,159
2024-11-13 15:21:08.385680,5.448969000000000,163.36680799999999,0.0,678.9306340000001,965169.1689450000,56
2024-11-13 15:22:45.409975,11.738699000000000,169.02145999999999,0.0,558.4257670000000,649714.109375,33
2024-11-13 15:24:22.402270,16.528070000000000,173.762273000000,0.0,1872.3864920000001,7351707.2001949996,391
2024-11-13 15:25:59.425565,14.474736000000000,176.8570440000000,0.0,1890.4964660000001,7495255.0546880,408
2024-11-13 15:27:36.384745,14.149151000000000,180.13044099999999,0.0,2255.3806410000002,10692554.1015620,560
2024-11-13 15:29:13.376915,20.070402999999999,181.739258000000,0.0,1036.454919000000,2247838.30859400,115
2024-11-13 15:30:50.337210,13.524608000000001,182.1620250000000,0.0,1129.4263940000001,2669845.826172000,148
2024-11-13 15:32:27.296505,16.664724000000000,192.157666000000,0.0,1477.1837660000001,4612181.150391000,281
2024-11-13 15:34:04.258810,12.996661000000000,194.04029600000001,0.0,2621.577523000000,14456147.690430000,824
2024-11-13 15:41:05.155060,0.7370270000000000,195.4085150000000,0.0,2347.8043739999998,11692129.165038999,717
2024-11-13 15:42:42.114355,1.7628580000000000,191.84064200000,0.0,2279.534774000000,11035471.958984001,679
2024-11-13 15:44:19.756500,-8.61589000000000,187.21131600000001,0.0,1649.338182000000,5784595.3720699996,371
2024-11-13 15:45:56.358200,-1.3489629999999999,197.4879670000000,0.0,1676.7228809999999,5967296.0888670003,367
2024-11-13 15:47:32.995125,8.483356000000001,194.71614900000000,0.0,1722.7944130000001,6290149.66796900,392
2024-11-13 15:49:09.956420,5.906417000000000,197.3439850000000,0.0,2132.388861000000,9642474.35546900,578
2024-11-13 15:50:46.916590,2.8311370000000000,199.60814400000001,0.0,2163.887345000000,9900194.155273000,578
2024-11-13 15:52:23.907885,7.243402000000000,200.52062100000001,0.0,2680.878199000000,15194289.094727000,872
2024-11-13 15:54:00.869190,5.422456000000000,201.04579000000001,0.0,2568.0103600000002,13985570.043945000,815
2024-11-13 15:55:37.860485,-0.3579120000000000,208.49922300000000,0.0,2898.2201409999998,17897880.392577998,1024
2024-11-13 15:57:14.820780,3.747509000000000,208.95865300000000,0.0,2860.515284000000,17401365.290038999,982
2024-11-13 15:58:51.781950,11.15146200000000,207.89102099999999,0.0,3465.692408000000,25624412.7578120,1459
2024-11-13 16:08:33.636615,16.681491000000001,217.27636000000001,1414718.984375,3893.80862700000,32318782.571288999,1769
2024-11-13 16:10:10.627910,13.201795000000001,217.83415800000000,0.0,3383.0744810000001,24406608.075195000,1334
2024-11-13 16:24:43.272210,-1.2273710000000000,240.9320780000000,1392041.111328000,3503.1946079999998,26975943.75,1676
2024-11-13 16:26:20.267515,3.475844000000000,256.88732900000002,3070302.013672000,4369.010962000000,42049943.888672002,2514
2024-11-13 16:27:57.259810,-3.0463330000000002,244.8679660000000,1514949.8896480000,4018.3431190000001,35218791.89160200,2105
2024-11-13 16:29:34.251105,-0.49021900000000002,243.46549300000001,1362865.3017579999,3700.5715730000002,29785791.190430000,1694
2024-11-13 16:31:11.239275,-1.3996670000000000,260.05665800000003,1909408.6650390001,3723.4683420000001,30520374.720702998,1612
2024-11-13 16:32:48.231570,-2.7792340000000002,254.2548200000000,1934824.57421900,3606.571845000000,28630388.891601998,1470
2024-11-13 16:34:25.221875,-20.348150000000000,237.77776299999999,1507467.3896480000,3192.316720000000,22220494.978516001,1152
2024-11-13 16:36:02.214170,-10.634347999999999,236.3790910000000,1397662.404297000,3091.506144000000,20791646.25,1088
2024-11-13 16:37:39.174340,-5.209082000000000,258.3202290000000,2116212.619141000,4028.2179649999998,35649833.3203120,1826
2024-11-13 16:39:16.134645,-5.569991000000000,265.62250299999999,2610883.0756839998,4141.761816000000,37961226.47949200,1959
2024-11-13 16:40:53.949400,-9.677336000000000,257.431121000000,1962639.5966800000,3787.0209289999998,31380985.24609400,1666
2024-11-13 16:42:30.542350,-17.076740999999998,249.3537840000000,1630089.392578000,3634.53809800000,28809327.543945000,1472
2024-11-13 16:44:07.154050,-18.727900999999999,244.4011940000000,1493665.5375979999,3474.333724000000,26070676.959961001,1342
