Time,Total,CdTeEr
2024-11-13 15:08:04.108220060,0.5,0.09128709291752768
2024-11-13 15:09:04.108220060,0.5333333333333333,0.09428090415820634
2024-11-13 15:10:04.108220060,0.8333333333333334,0.11785113019775793
2024-11-13 15:11:04.108220060,0.75,0.1118033988749895
2024-11-13 15:12:04.108220060,0.3333333333333333,0.07453559924999299
2024-11-13 15:13:04.108220060,0.18333333333333335,0.055277079839256664
2024-11-13 15:14:04.108220060,0.1,0.0408248290463863
2024-11-13 15:15:04.108220060,0.08333333333333334,0.037267799624996496
2024-11-13 15:16:04.108220060,0.16666666666666669,0.05270462766947299
2024-11-13 15:17:04.108220060,0.03333333333333333,0.023570226039551584
2024-11-13 15:18:04.108220060,0.05,0.028867513459481287
2024-11-13 15:19:04.108220060,0.0,0.0
2024-11-13 15:20:04.108220060,0.06666666666666667,0.03333333333333333
2024-11-13 15:21:04.108220060,0.18333333333333335,0.055277079839256664
2024-11-13 15:22:04.108220060,0.09999999999999999,0.040824829046386304
2024-11-13 15:23:04.108220060,0.11666666666666667,0.044095855184409845
2024-11-13 15:24:04.108220060,0.09999999999999999,0.040824829046386304
2024-11-13 15:25:04.108220060,0.1,0.0408248290463863
2024-11-13 15:26:04.108220060,0.16666666666666666,0.052704627669472995
2024-11-13 15:27:04.108220060,0.08333333333333334,0.037267799624996496
2024-11-13 15:28:04.108220060,0.11666666666666667,0.044095855184409845
2024-11-13 15:29:04.108220060,0.03333333333333333,0.023570226039551587
2024-11-13 15:30:04.108220060,0.11666666666666667,0.044095855184409845
2024-11-13 15:31:04.108220060,0.03333333333333333,0.023570226039551584
2024-11-13 15:32:04.108220060,0.08333333333333333,0.037267799624996496
2024-11-13 15:33:04.108220060,0.11666666666666667,0.044095855184409845
2024-11-13 15:34:04.108220060,0.21666666666666667,0.06009252125773315
2024-11-13 15:35:04.108220060,0.15,0.05
2024-11-13 15:36:04.108220060,0.18333333333333335,0.055277079839256664
2024-11-13 15:37:04.108220060,0.25,0.06454972243679029
2024-11-13 15:38:04.108220060,0.18333333333333335,0.05527707983925667
2024-11-13 15:39:04.108220060,0.1,0.0408248290463863
2024-11-13 15:40:04.108220060,0.16666666666666666,0.05270462766947299
2024-11-13 15:41:04.108220060,0.15,0.05
2024-11-13 15:42:04.108220060,0.15,0.05
2024-11-13 15:43:04.108220060,0.11666666666666667,0.04409585518440984
2024-11-13 15:44:04.108220060,0.09999999999999999,0.040824829046386304
2024-11-13 15:45:04.108220060,0.3333333333333333,0.07453559924999299
2024-11-13 15:46:04.108220060,0.06666666666666667,0.03333333333333333
2024-11-13 15:47:04.108220060,0.19999999999999998,0.05773502691896258
2024-11-13 15:48:04.108220060,0.03333333333333333,0.023570226039551584
2024-11-13 15:49:04.108220060,0.16666666666666669,0.05270462766947299
2024-11-13 15:50:04.108220060,0.1,0.0408248290463863
2024-11-13 15:51:04.108220060,0.03333333333333333,0.023570226039551584
2024-11-13 15:52:04.108220060,0.13333333333333333,0.04714045207910316
2024-11-13 15:53:04.108220060,0.08333333333333333,0.037267799624996496
2024-11-13 15:54:04.108220060,0.16666666666666666,0.052704627669472995
2024-11-13 15:55:04.108220060,0.08333333333333333,0.037267799624996496
2024-11-13 15:56:04.108220060,0.21666666666666665,0.06009252125773316
2024-11-13 15:57:04.108220060,0.11666666666666667,0.04409585518440984
2024-11-13 15:58:04.108220060,0.1,0.040824829046386304
2024-11-13 15:59:04.108220060,0.23333333333333334,0.06236095644623236
2024-11-13 16:00:04.108220060,0.15,0.05
2024-11-13 16:01:04.108220060,0.08333333333333334,0.037267799624996496
2024-11-13 16:02:04.108220060,0.11666666666666667,0.044095855184409845
2024-11-13 16:03:04.108220060,0.15000000000000002,0.049999999999999996
2024-11-13 16:04:04.108220060,0.13333333333333333,0.04714045207910316
2024-11-13 16:05:04.108220060,0.25,0.06454972243679027
2024-11-13 16:06:04.108220060,0.23333333333333334,0.062360956446232366
2024-11-13 16:07:04.108220060,0.11666666666666667,0.044095855184409845
2024-11-13 16:08:04.108220060,0.13333333333333333,0.04714045207910317
2024-11-13 16:09:04.108220060,0.15000000000000002,0.049999999999999996
2024-11-13 16:10:04.108220060,0.1,0.0408248290463863
2024-11-13 16:11:04.108220060,0.16666666666666669,0.05270462766947299
2024-11-13 16:12:04.108220060,0.06666666666666667,0.03333333333333333
2024-11-13 16:13:04.108220060,0.11666666666666667,0.044095855184409845
2024-11-13 16:14:04.108220060,0.06666666666666667,0.03333333333333333
2024-11-13 16:15:04.108220060,0.06666666666666667,0.03333333333333333
2024-11-13 16:16:04.108220060,0.08333333333333333,0.037267799624996496
2024-11-13 16:17:04.108220060,0.1,0.040824829046386304
2024-11-13 16:18:04.108220060,0.16666666666666669,0.05270462766947299
2024-11-13 16:19:04.108220060,0.2,0.05773502691896258
2024-11-13 16:20:04.108220060,0.3,0.07071067811865477
2024-11-13 16:21:04.108220060,0.15,0.05
2024-11-13 16:22:04.108220060,0.31666666666666665,0.0726483157256779
2024-11-13 16:23:04.108220060,0.18333333333333335,0.05527707983925667
2024-11-13 16:24:04.108220060,0.08333333333333333,0.037267799624996496
2024-11-13 16:25:04.108220060,0.11666666666666667,0.044095855184409845
2024-11-13 16:26:04.108220060,0.13333333333333333,0.047140452079103175
2024-11-13 16:27:04.108220060,0.18333333333333335,0.055277079839256664
2024-11-13 16:28:04.108220060,0.06666666666666667,0.03333333333333333
2024-11-13 16:29:04.108220060,0.13333333333333333,0.04714045207910317
2024-11-13 16:30:04.108220060,0.16666666666666669,0.05270462766947299
2024-11-13 16:31:04.108220060,0.08333333333333333,0.037267799624996496
2024-11-13 16:32:04.108220060,0.13333333333333333,0.04714045207910317
2024-11-13 16:33:04.108220060,0.11666666666666667,0.044095855184409845
2024-11-13 16:34:04.108220060,0.11666666666666667,0.044095855184409845
2024-11-13 16:35:04.108220060,0.18333333333333332,0.05527707983925667
2024-11-13 16:36:04.108220060,0.1,0.040824829046386304
2024-11-13 16:37:04.108220060,0.18333333333333332,0.05527707983925667
2024-11-13 16:38:04.108220060,0.13333333333333333,0.04714045207910316
2024-11-13 16:39:04.108220060,0.16666666666666666,0.052704627669472995
2024-11-13 16:40:04.108220060,0.19999999999999998,0.05773502691896258
2024-11-13 16:41:04.108220060,0.21666666666666667,0.060092521257733164
2024-11-13 16:42:04.108220060,0.08333333333333333,0.037267799624996496
2024-11-13 16:43:04.108220060,0.1,0.040824829046386304
2024-11-13 16:44:04.108220060,0.1,0.040824829046386304
2024-11-13 16:45:04.108220060,0.13333333333333333,0.04714045207910317
2024-11-13 16:46:04.108220060,0.06666666666666667,0.03333333333333333
2024-11-13 16:47:04.108220060,0.18333333333333335,0.055277079839256664
2024-11-13 16:48:04.108220060,0.31666666666666665,0.0726483157256779
2024-11-13 16:49:04.108220060,0.26666666666666666,0.06666666666666667
2024-11-13 16:50:04.108220060,0.21666666666666667,0.060092521257733164
2024-11-13 16:51:04.108220060,0.13333333333333333,0.04714045207910317
2024-11-13 16:52:04.108220060,0.16666666666666666,0.05270462766947299
2024-11-13 16:53:04.108220060,0.16666666666666666,0.052704627669472995
2024-11-13 16:54:04.108220060,0.25,0.06454972243679027
2024-11-13 16:55:04.108220060,0.3666666666666667,0.07817359599705717
2024-11-13 16:56:04.108220060,0.43333333333333335,0.08498365855987976
2024-11-13 16:57:04.108220060,0.5,0.09128709291752769
2024-11-13 16:58:04.108220060,1.0833333333333333,0.13437096247164249
2024-11-13 16:59:04.108220060,0.8999999999999999,0.12247448713915891
2024-11-13 17:00:04.108220060,0.4666666666666667,0.08819171036881969
2024-11-13 17:01:04.108220060,0.5,0.09128709291752768
2024-11-13 17:02:04.108220060,0.3666666666666667,0.07817359599705717
2024-11-13 17:03:04.108220060,0.7833333333333334,0.11426091000668408
2024-11-13 17:04:04.108220060,17.75,0.5439056290693574
2024-11-13 17:05:04.108220060,93.0,1.2449899597988732
2024-11-13 17:06:04.108220060,160.08333333333334,1.633418365133549
2024-11-13 17:07:04.108220060,202.86666666666667,1.8387797886400403
2024-11-13 17:08:04.108220060,179.33333333333331,1.7288403306519917
2024-11-13 17:09:04.108220060,131.13333333333333,1.478362457435779
2024-11-13 17:10:04.108220060,100.21666666666667,1.292392269312138
2024-11-13 17:11:04.108220060,77.53333333333333,1.1367595269986621
2024-11-13 17:12:04.108220060,55.21666666666667,0.9593110954105439
2024-11-13 17:13:04.108220060,40.71666666666667,0.8237785570838264
2024-11-13 17:14:04.108220060,34.96666666666667,0.7633988327065858
2024-11-13 17:15:04.108220060,24.366666666666667,0.6372684764768387
2024-11-13 17:16:04.108220060,19.55,0.5708181263181236
2024-11-13 17:17:04.108220060,14.916666666666666,0.4986091767217197
2024-11-13 17:18:04.108220060,11.95,0.44628092796652946
2024-11-13 17:19:04.108220060,8.733333333333333,0.3815174380753199
2024-11-13 17:20:04.108220060,7.5,0.3535533905932738
2024-11-13 17:21:04.108220060,5.8,0.3109126351029605
2024-11-13 17:22:04.108220060,4.1,0.2614064523559687
2024-11-13 17:23:04.108220060,3.2666666666666666,0.2333333333333333
