peak_time,peak_value
2024-10-09T00:02:39.513260,46591610.3863339
2024-10-09T00:36:37.761755,20453549.816221114
2024-10-09T00:46:20.342950,28177999.92664928
2024-10-09T00:52:48.196235,23510138.460411694
2024-10-09T01:11:08.484195,23480909.678715665
