filter2_file,total_counts_under_contours,qs_mean_counts,contour_area,QS area
2024-07-10T13:31:36.315,244434077.79742244,34509.440618159395,7691,20449
2024-07-10T13:33:25.820,243585787.8596569,34481.131677358324,7691,20449
2024-07-10T13:35:15.324,243766493.76688582,34530.88854155115,7691,20449
2024-07-10T13:37:04.828,243562525.02145186,34503.57171055914,7691,20449
2024-07-10T13:38:54.333,243265018.27557603,34515.56930494481,7691,20449
2024-07-10T13:40:43.837,243102872.8845176,34632.78438007142,7691,20449
2024-07-10T13:42:33.341,243186824.21981123,34495.333223555346,7691,20449
2024-07-10T13:44:22.846,242306382.05038473,34537.94274350911,7691,20449
2024-07-10T13:46:12.350,242279948.49124098,34569.77088916279,7691,20449
2024-07-10T13:48:01.854,242009775.8655652,34489.29587568822,7691,20449
2024-07-10T13:49:51.356,242964986.6045984,34602.02830088563,7691,20449
2024-07-10T13:51:40.861,243721379.849464,34654.46675705816,7691,20449
2024-07-10T13:53:30.365,243095311.37090483,34636.24230932196,7691,20449
2024-07-10T13:55:19.869,242357357.04418817,34543.12748687416,7691,20449
2024-07-10T13:57:09.373,242551762.13477212,34519.48160036199,7691,20449
2024-07-10T13:58:58.877,244514671.31769517,34535.481828284435,7691,20449
2024-07-10T14:00:48.381,244276902.9199532,34507.60646254376,7691,20449
2024-07-10T14:02:37.886,243466987.10818598,34536.72365347301,7691,20449
2024-07-10T14:04:27.390,243625402.88550884,34557.847487980296,7691,20449
2024-07-10T14:06:16.894,244117027.24298918,34459.35545418612,7691,20449
2024-07-10T14:08:06.399,244590860.82748112,34561.55468013641,7691,20449
2024-07-10T14:09:55.903,244597668.1759094,34423.41639592051,7691,20449
2024-07-10T14:11:45.407,245245348.39147067,34457.92499210191,7691,20449
2024-07-10T14:13:34.912,244705792.54719922,34451.17887906092,7691,20449
2024-07-10T14:15:24.416,243945548.70905071,34413.01251497707,7691,20449
2024-07-10T14:17:13.920,244690453.52756885,34482.95182787975,7691,20449
2024-07-10T14:19:03.423,244638015.62189752,34543.00851047936,7691,20449
2024-07-10T14:20:52.931,243217277.5772417,34637.50837435764,7691,20449
2024-07-10T14:22:42.431,243362776.2996773,34542.41596412459,7691,20449
2024-07-10T14:24:31.940,244014342.90098146,34535.303234507795,7691,20449
2024-07-10T14:26:21.440,243136353.21231812,34481.58400143804,7691,20449
2024-07-10T14:28:10.949,242917141.63018525,34557.75755982018,7691,20449
2024-07-10T14:30:00.448,243574411.89989722,34445.901623293335,7691,20449
2024-07-10T14:31:49.956,243759458.66227967,34499.739806424215,7691,20449
2024-07-10T14:33:39.456,243683065.75512472,34534.323176691985,7691,20449
2024-07-10T14:35:28.961,243372740.09634575,34473.287712247286,7691,20449
2024-07-10T14:37:18.465,243726299.6421086,34498.71251459187,7691,20449
2024-07-10T14:39:07.969,244349777.23967436,34522.77751068554,7691,20449
2024-07-10T14:40:57.473,245264014.81573898,34577.57097178759,7691,20449
2024-07-10T14:42:46.978,244573157.75222775,34538.937152120976,7691,20449
2024-07-10T14:44:36.482,245012199.95706806,34650.643176680285,7691,20449
2024-07-10T14:46:25.986,244375648.586529,34558.54950913028,7691,20449
2024-07-10T14:48:15.489,243453497.14996785,34501.11172811811,7691,20449
2024-07-10T14:50:04.993,243002726.03904417,34441.01981670147,7691,20449
2024-07-10T14:51:54.497,243145543.3264631,34428.418831108036,7691,20449
2024-07-10T14:53:44.171,243327021.84149122,34444.282444816046,7691,20449
2024-07-10T14:55:33.506,243553046.17622074,34337.53214574991,7691,20449
2024-07-10T14:57:23.104,243220242.9141573,34327.555534191924,7691,20449
2024-07-10T14:59:12.515,243251202.30291447,34372.79874639146,7691,20449
2024-07-10T15:01:02.165,243428575.82352844,34343.73775000387,7691,20449
2024-07-10T15:02:51.521,243039829.03915668,34366.36096431928,7691,20449
2024-07-10T15:04:41.260,242561302.62962675,34398.73918565179,7691,20449
2024-07-10T15:06:30.531,242157955.78065416,34356.698417896965,7691,20449
2024-07-10T15:08:20.355,242313242.32632917,34334.55548101909,7691,20449
2024-07-10T15:10:09.572,242338200.79921952,34416.35133686201,7691,20449
2024-07-10T15:11:59.769,243182780.18441218,34326.09079314177,7691,20449
2024-07-10T15:14:46.776,243486013.93085244,34498.63115135932,7691,20449
2024-07-10T15:16:23.993,243391173.38940045,34537.08798909817,7691,20449
2024-07-10T15:18:01.207,243278123.28445867,34503.966931001756,7691,20449
2024-07-10T15:19:38.391,243485528.32700863,34558.67576610942,7691,20449
2024-07-10T15:21:15.576,243503276.7528515,34608.48472955416,7691,20449
2024-07-10T15:22:52.760,243286826.0249905,34501.68827194292,7691,20449
2024-07-10T15:24:29.944,244020135.09570757,34522.32988992466,7691,20449
2024-07-10T15:26:07.128,243875287.2475946,34596.1841232085,7691,20449
2024-07-10T15:27:44.313,243664446.16889742,34622.531602371244,7691,20449
