time,reg1,reg2,reg3,reg4,reg5,reg6,reg7
2024-07-10 14:09:38.800000,2915329.524042507,912380.6429761348,1430611.3197670144,568582.5275046979,562765.2001944906,92363.713172469,6716822.3545756815
2024-07-10 14:11:08.800000,2895777.0733706895,907769.2185188616,1438831.6440174459,570361.2462130175,562776.8805230447,91337.37802900508,6710196.4921852555
2024-07-10 14:13:23.800000,2906262.006386238,905559.5864774855,1437161.805223976,570306.122829574,568234.7467934537,92159.74878826985,6704468.1339764325
2024-07-10 14:14:53.800000,2909463.1375827864,908181.2141814949,1446280.5621010952,572610.6586420091,570886.0543706948,92529.77605293192,6716610.3446418615
2024-07-10 14:17:08.800000,2909919.7754700338,907731.3891900658,1448606.0902008954,574760.2987377184,560184.6458134516,90951.38806106322,6724727.544157304
2024-07-10 14:18:38.800000,2908104.755463347,904939.130508858,1444232.9899806497,576405.8903431648,559280.9561988099,93147.55531222843,6710176.622110397
2024-07-10 14:20:08.800000,2904833.869615579,904558.3560726384,1451654.5378075102,575609.0637492477,564907.3895831107,92695.99157527261,6724571.458177042
2024-07-10 14:22:23.800000,2901124.913080803,898140.046989161,1450345.726127997,577353.3169372093,561525.9148060011,93712.4936038252,6715406.129407775
2024-07-10 14:23:53.800000,2898115.2784525985,895285.0203834914,1449027.1524812202,579456.654306889,564595.4697306537,93821.49333085932,6704319.05127204
2024-07-10 14:26:08.800000,2902902.3702769056,898614.3647897113,1455822.2433179999,588748.9761737009,565232.6866692494,93580.95823636283,6710448.263647804
2024-07-10 14:27:38.800000,2905911.4056275836,897789.516940826,1459463.850651417,587597.9575988381,565422.99278404,94073.4045580285,6722690.4177727215
2024-07-10 14:29:53.800000,2907050.056620312,893207.5020424167,1453432.281530483,583202.0318774538,564511.6115297799,91523.31965573806,6703850.416340257
2024-07-10 14:31:23.800000,2902774.8374432623,890146.2750134489,1460443.9534915984,581740.715749226,557663.6740095366,94752.59009320343,6712289.059855057
2024-07-10 14:32:53.800000,2913512.7618542677,886501.8947430919,1467440.7330320077,584143.775360703,561087.2243584265,92943.36435396435,6720796.283177398
2024-07-10 14:35:08.800000,2911869.9642603006,884686.726901927,1464597.905674974,583291.4322519604,565918.870851865,92328.07490261902,6714816.903219204
2024-07-10 14:36:38.800000,2908191.1128952866,884675.1466215276,1468467.354966424,585999.9202119759,570372.3554418248,92216.77171737199,6727139.826397081
2024-07-10 14:38:53.800000,2905031.070581287,882507.0295925038,1469834.6213324321,590488.2520918745,580927.3904291611,91643.33082844722,6718022.758289941
2024-07-10 14:40:23.800000,2911328.7147814473,880202.8028464164,1474114.3448573165,585477.1422809432,577868.200443834,91844.25158922248,6725332.314973215
2024-07-10 14:42:38.800000,2899671.46195845,877328.595318712,1474859.5019859956,580210.9667488013,578268.189233653,92999.16843016162,6712627.053802358
2024-07-10 14:44:08.800000,2892770.536411135,877271.6240468702,1479080.261466255,579771.717874349,579475.2411270647,91954.1519552709,6727062.048158352
2024-07-10 14:45:38.800000,2895041.101519116,871089.695604769,1479989.3610229387,576624.1267839719,585752.1364273131,92104.62897207536,6707924.801956901
2024-07-10 14:47:53.800000,2899011.759256126,876383.6630141675,1478656.827757487,577031.9575575502,591950.4100349747,91116.712060644,6698865.521846477
2024-07-10 14:49:23.800000,2900182.474930815,878537.0627425427,1480734.331050397,575877.6708237245,583078.3468983525,92180.2979300555,6701333.1743605295
2024-07-10 14:51:38.800000,2888001.533556238,876164.397010944,1478354.5070423647,580981.1541464517,588915.7712037995,92903.29506668454,6699893.237913946
2024-07-10 14:53:08.800000,2894446.196715569,870423.7207084945,1482242.2200990808,579282.8158669417,587130.8356420734,89808.17525268882,6705758.862419648
2024-07-10 14:55:23.800000,2885982.2413557423,874071.6008001219,1484547.7650190522,581419.8566304784,590188.8500744578,91942.11515293235,6693367.0460218415
2024-07-10 14:56:53.800000,2883710.269656552,872650.6320543387,1490801.6046778322,578677.409305486,601188.1910864452,90731.20848211489,6710506.474064292
2024-07-10 14:58:23.800000,2892153.8883419205,871975.6654661803,1489148.6780875833,578460.3809915916,599897.3851270298,91744.92647483399,6712553.53971421
2024-07-10 15:00:38.800000,2888031.0826946907,867185.0498506987,1498703.9813104994,578674.5449773907,592128.8673645214,92476.31942626466,6706632.154283758
2024-07-10 15:02:08.700000,2885604.3622696674,869243.9490527615,1501189.4018173576,578634.0165726151,597897.3122420467,91875.27962848867,6714188.985113273
2024-07-10 15:04:23.700000,2893109.3342882236,866900.3313845834,1506912.3576247962,572285.5681670912,597492.4680488764,93560.6943505081,6720506.198762075
2024-07-10 15:05:53.700000,2883568.2246364565,868262.8627067639,1510184.9899210206,570141.11919484,598292.6349004399,91800.3278870327,6715110.299935671
2024-07-10 15:08:08.700000,2884822.7937510205,863420.0233400296,1507427.6687586731,570401.1527002244,602934.4285451144,90526.03948359913,6724557.874950336
2024-07-10 15:09:38.700000,2893724.345114966,865750.1435879015,1519548.4090955688,569414.9160714981,601307.5580763706,96232.3135705136,6720114.113046605
2024-07-10 15:11:53.700000,2884662.198466805,857681.5499916108,1515197.2619905835,568784.3087811251,601465.7751004788,94203.67669948346,6697938.249867838
2024-07-10 15:13:23.700000,2883328.1066220077,853943.361487387,1517719.9942518333,569169.2599729131,602323.401238254,94583.92012038073,6705301.7326158155
2024-07-10 15:13:23.700000,2883328.1066220077,853943.361487387,1517719.9942518333,569169.2599729131,602323.401238254,94583.92012038073,6705301.7326158155
2024-07-10 15:14:08.700000,2889524.069506105,853559.5790795817,1526290.345927085,569706.6559811218,602000.3708375299,94822.27955194011,6716583.606472692
2024-07-10 15:14:08.700000,2889524.069506105,853559.5790795817,1526290.345927085,569706.6559811218,602000.3708375299,94822.27955194011,6716583.606472692
2024-07-10 15:15:38.700000,2892713.9761146624,846031.00143464,1525689.4832864194,569117.5681783925,602537.5339044386,94396.84644909027,6710749.8576217
2024-07-10 15:17:53.700000,2892745.400771519,848614.1866036949,1523261.819688193,567317.7297329655,613619.2217197685,94068.1231070441,6706701.955905469
2024-07-10 15:19:23.700000,2893509.274548093,844893.3982094507,1534412.0100514311,568481.9831224174,613810.4694173908,93292.06085303376,6713161.251868712
2024-07-10 15:20:53.700000,2886007.782160582,847568.9643141365,1535899.4992898805,568727.7986464595,620048.2069050766,95195.1946927626,6710841.178914888
2024-07-10 15:22:23.700000,2888249.1684114262,849728.4273484211,1539523.1697932896,566402.9630474953,627503.5144404483,94403.20608316906,6715076.037671219
2024-07-10 15:23:53.700000,2880268.583164115,843256.5362590875,1546463.3789789798,571278.9430215178,628728.7316748002,93885.28993253171,6708212.149022095
2024-07-10 15:25:23.700000,2867934.547908175,846688.7948463525,1552485.579660241,571949.8839534621,633132.6025861877,91436.27428994016,6719940.276029319
2024-07-10 15:27:38.700000,2866007.211668011,840366.4710281151,1547216.9584162696,576543.1522724594,639884.3166536689,93933.09678937026,6714737.187599689
2024-07-10 15:29:08.700000,2874611.565758734,837720.1309119132,1553413.6851153532,572541.4486823832,632265.5524888951,92595.69026753154,6715104.602418402
2024-07-10 15:30:38.700000,2870301.53408703,831522.9492155674,1562136.8394882982,567194.3471405042,640476.333358319,92245.69930427178,6715705.56674444
2024-07-10 15:32:08.700000,2861380.127221638,832430.1035178994,1561510.2367115421,571331.8959722754,644799.1917318853,93757.72449517252,6706355.49510799
2024-07-10 15:33:38.700000,2874631.534426987,834019.59845479,1561159.1578097101,568912.8267459576,647918.4164492567,93656.48802564133,6706560.469701634
2024-07-10 15:35:53.700000,2870604.6200302206,829354.0164380883,1560740.6174688148,571125.9382112569,653308.4186393595,90754.11853869291,6701909.2810693355
2024-07-10 15:37:23.700000,2866420.9187060352,830555.005000096,1564603.6785027366,576504.8432148604,649092.1704890787,92158.57643136701,6708288.810137249
2024-07-10 15:39:38.700000,2874061.3541563908,824926.0309944735,1567332.3958301772,581836.9905288473,644941.3501198208,93711.33172916775,6721205.795124188
2024-07-10 15:41:08.700000,2869922.1387400283,828443.1745808757,1573799.0492993754,587859.9747964763,648083.4762138743,92156.0875415753,6726631.291440574
2024-07-10 15:42:38.700000,2865946.2650362886,824770.6844480932,1573873.7653682977,588386.4744314337,649116.1446197726,91794.02881511318,6737516.447324348
2024-07-10 15:44:53.700000,2874498.888391222,824893.4766771072,1581123.2064866356,582900.9360241846,657322.0255320284,93490.17388804775,6742015.632049652
2024-07-10 15:46:23.700000,2864434.958405346,816047.0725727939,1576852.0170248884,582372.5448068519,661428.4777341532,91444.33394707831,6721209.8337400155
2024-07-10 15:48:38.700000,2866414.170953837,816072.0295711157,1581029.1805360885,581149.5068656143,661725.937174945,93998.58051608078,6726101.8955346625
2024-07-10 15:50:08.700000,2866672.73490522,819275.0814970769,1582941.649905731,583581.714707887,660292.1412475505,92969.67633699102,6729911.421446739
2024-07-10 15:52:23.700000,2868218.7860866226,812362.6661744094,1585692.5981706153,583700.1937103118,661944.574540749,92350.04002186656,6735727.833904218
