Peak time,Peak total count
2024-07-10 13:36:03.346,2.55
2024-07-10 13:39:03.346,1.6166666666666667
2024-07-10 13:42:03.346,1.4166666666666667
2024-07-10 13:45:03.346,0.9666666666666666
2024-07-10 13:48:03.346,0.7
2024-07-10 13:51:03.346,0.4666666666666667
2024-07-10 13:54:03.346,0.6000000000000001
2024-07-10 13:59:03.346,0.3666666666666667
2024-07-10 14:01:03.346,0.45
2024-07-10 14:05:03.346,1.0999999999999999
2024-07-10 14:12:03.346,1.5333333333333334
2024-07-10 14:17:03.346,1.0333333333333332
2024-07-10 14:21:03.346,0.9500000000000001
2024-07-10 14:25:03.346,0.8333333333333333
2024-07-10 14:29:03.346,0.6166666666666667
2024-07-10 14:33:03.346,0.5
2024-07-10 14:36:03.346,0.4
2024-07-10 14:41:03.346,0.48333333333333334
2024-07-10 14:46:03.351,0.7333333333333334
2024-07-10 14:49:03.346,0.6666666666666666
2024-07-10 14:51:03.346,0.5833333333333333
2024-07-10 14:54:03.346,0.8
2024-07-10 14:56:03.346,1.1
2024-07-10 15:00:03.346,0.8666666666666667
2024-07-10 15:05:03.346,0.41666666666666663
2024-07-10 15:09:03.346,0.75
2024-07-10 15:11:03.346,0.3666666666666667
2024-07-10 15:13:03.346,0.7166666666666667
2024-07-10 15:17:03.346,0.2833333333333333
2024-07-10 15:19:03.346,0.23333333333333334
2024-07-10 15:21:03.346,0.2833333333333333
2024-07-10 15:24:03.346,0.3333333333333333
2024-07-10 15:31:03.346,22.78333333333333
2024-07-10 15:33:03.346,24.7
2024-07-10 15:36:03.346,36.25
2024-07-10 15:48:03.346,0.6166666666666667
2024-07-10 15:51:03.346,0.4666666666666667
2024-07-10 15:53:03.346,0.5166666666666666
