Date,QS_mode,AR sum
2024-06-02T03:20:26.189,3626,656891917.6491225
2024-06-02T03:20:52.451,3636,656485658.3856174
2024-06-02T03:21:51.424,3765,654643566.866062
2024-06-02T03:22:17.280,3748,655935238.8079796
2024-06-02T03:23:16.641,3710,655269196.3736321
2024-06-02T03:23:42.502,3667,655257019.9099575
2024-06-02T03:24:41.858,3731,656553451.5748538
2024-06-02T03:25:07.714,3829,657726548.7428416
2024-06-02T03:26:07.739,3792,657819133.901762
2024-06-02T03:26:32.930,3514,658032344.9469187
2024-06-02T03:27:32.290,3821,659399431.4144874
2024-06-02T03:27:58.147,3741,659333617.8853472
2024-06-02T03:28:57.512,3692,662882199.0701985
2024-06-02T03:29:23.396,3727,664083394.3778447
2024-06-02T03:30:48.612,3832,665620964.7188368
2024-06-02T03:31:47.972,3910,663558257.1251526
2024-06-02T03:32:13.828,3891,663778283.5013201
2024-06-02T03:33:13.190,3888,666730428.4753184
2024-06-02T03:33:39.460,3741,666929445.3505745
2024-06-02T03:34:38.406,3937,665582214.4374487
2024-06-02T03:35:04.263,3737,665055501.0559682
2024-06-02T03:36:03.622,3897,666297786.360849
2024-06-02T03:36:29.478,3823,666073502.1335638
2024-06-02T03:37:28.839,3710,664171195.5542411
2024-06-02T03:37:54.696,3767,665919255.5105003
2024-06-02T03:38:54.562,3798,665100510.3217359
2024-06-02T03:39:19.912,3888,665867227.7062002
2024-06-02T03:40:19.271,3829,661606951.5669067
2024-06-02T03:40:45.191,3958,662067301.7592041
2024-06-02T03:41:44.712,3799,662290177.3479124
2024-06-02T03:42:10.633,3778,663629547.576417
2024-06-02T03:43:10.153,3755,664844606.1967474
2024-06-02T03:44:35.594,3789,664237807.1288508
2024-06-02T03:45:01.517,3691,664444584.6358248
2024-06-02T03:46:01.651,3878,662325585.1044537
2024-06-02T03:46:26.986,3710,664310800.1137108
2024-06-02T03:47:26.510,3770,664475378.812556
2024-06-02T03:47:52.426,3770,665212848.7750635
2024-06-02T03:48:51.947,3927,662267184.9117252
2024-06-02T03:49:17.867,3598,663013287.9870565
2024-06-02T03:50:17.386,3886,664774545.3881487
2024-06-02T03:50:43.306,3856,666487934.6047776
2024-06-02T03:51:42.827,3949,665891638.2497147
2024-06-02T03:52:08.747,3914,664931846.2288976
2024-06-02T03:53:08.267,3928,662119251.1591662
2024-06-02T03:53:34.187,3887,665522477.2709105
2024-06-02T03:54:33.706,3585,664364108.5592843
2024-06-02T03:54:59.626,3734,664686395.7924012
2024-06-02T03:55:59.148,3886,665448022.7333668
2024-06-02T03:56:25.677,3834,665255814.65419
2024-06-02T03:57:50.510,3832,664156312.9080127
2024-06-02T03:58:50.598,3953,667425955.8964727
2024-06-02T03:59:15.977,3953,668639550.9127334
2024-06-02T04:00:15.503,3829,666810272.3180547
2024-06-02T04:00:41.418,3706,668053992.4006333
2024-06-02T04:01:40.940,3703,667541151.9176345
2024-06-02T04:02:06.858,3670,668557939.6807954
2024-06-02T04:03:06.380,3881,667559401.6832869
2024-06-02T04:03:32.299,3870,666586590.7388748
2024-06-02T04:04:31.820,3858,666852913.2922949
2024-06-02T04:04:57.738,3876,669730033.4932911
2024-06-02T04:05:57.261,3633,669569104.1026703
2024-06-02T04:06:23.179,3890,670664262.7204984
2024-06-02T04:07:22.701,3876,667944193.9313644
2024-06-02T04:07:48.619,3890,668206942.5942326
2024-06-02T04:08:48.140,3759,666837864.1828518
2024-06-02T04:09:14.583,3632,668892708.926384
2024-06-02T04:10:13.580,3817,668350791.1613866
2024-06-02T04:10:39.532,3657,671882342.2367371
2024-06-02T04:12:05.163,3883,671264932.2925247
2024-06-02T04:13:04.845,3827,668419244.1522197
2024-06-02T04:13:30.794,3724,668832663.3400936
2024-06-02T04:14:30.477,3872,669048394.0078396
2024-06-02T04:14:56.427,3926,671985767.0481849
2024-06-02T04:15:56.109,3631,670081463.5576026
2024-06-02T04:16:22.593,3858,668908533.3990563
2024-06-02T04:17:21.741,3899,668942353.9373147
2024-06-02T04:17:47.691,3843,669731570.5656382
2024-06-02T04:18:47.373,3908,671814317.3647171
2024-06-02T04:19:13.324,3749,672701006.8532093
2024-06-02T04:20:13.575,3847,670653295.0999172
2024-06-02T04:20:38.956,3872,670190531.9420213
2024-06-02T04:21:38.638,3777,668428822.6694255
2024-06-02T04:22:04.588,3918,669960646.4329796
2024-06-02T04:23:04.267,3675,669498235.6253622
2024-06-02T04:23:04.267,3675,669927869.3808261
2024-06-02T04:23:04.267,3920,668783426.0489281
2024-06-02T04:23:04.267,3675,669081331.6247754
2024-06-02T04:28:52.141,3587,671739623.5099969
2024-06-02T04:28:52.141,3587,672619114.8081696
2024-06-02T04:28:52.141,3587,670903461.9675311
2024-06-02T04:28:52.141,3587,670896330.694597
2024-06-02T04:28:52.141,3587,670671898.1184282
2024-06-02T04:29:51.821,3803,674748904.0493879
2024-06-02T04:30:17.773,3951,675489543.0629078
2024-06-02T04:31:17.453,3653,674228680.9355242
2024-06-02T04:31:43.405,3592,676270306.3618405
2024-06-02T04:32:43.844,3544,674044842.1997659
2024-06-02T04:33:09.375,3793,674862885.160178
2024-06-02T04:34:34.670,3699,676808384.5207891
2024-06-02T04:35:34.350,3702,672388188.8471794
2024-06-02T04:36:00.334,3586,674306281.7493966
2024-06-02T04:37:00.140,3649,675623035.1805801
2024-06-02T04:37:25.965,3651,674303112.0396838
2024-06-02T04:38:25.646,3616,671144050.4322277
2024-06-02T04:38:51.598,3640,670518247.9013906
2024-06-02T04:39:51.278,3768,670185744.5470508
2024-06-02T04:40:17.262,3678,673299577.1475232
2024-06-02T04:41:17.166,3546,672280224.3592381
2024-06-02T04:41:43.182,3683,673887626.3851376
2024-06-02T04:42:43.858,3899,672193579.8872828
2024-06-02T04:43:09.102,3610,675738651.2791146
2024-06-02T04:44:09.592,3613,678624236.5642968
2024-06-02T04:44:59.361,3665,679421762.6249403
2024-06-02T04:45:30.774,3669,683229014.2321905
2024-06-02T04:46:20.490,3695,684353669.5405903
2024-06-02T04:47:10.202,3590,684917454.5995377
2024-06-02T04:47:59.922,3610,688600850.1465513
2024-06-02T04:48:33.665,3522,688212353.3383722
2024-06-02T04:49:22.787,3556,686480691.1324321
2024-06-02T04:50:12.503,3884,683708393.1511023
2024-06-02T04:50:45.647,3741,684982972.2735202
2024-06-02T04:51:35.365,3516,685670486.0866402
2024-06-02T04:52:25.792,3548,685596127.0341978
2024-06-02T04:53:14.799,3733,683700040.4459119
2024-06-02T04:53:47.943,3755,681887700.3287864
2024-06-02T04:54:37.663,3744,678974531.3205776
2024-06-02T04:55:27.380,3559,682452338.6014894
2024-06-02T04:55:49.456,3697,683604551.2063241
2024-06-02T04:56:49.360,3657,683312019.908955
2024-06-02T04:57:15.376,3836,683982858.6571639
2024-06-02T04:58:15.280,3795,682437492.0767492
2024-06-02T04:58:41.296,3763,684423216.2162062
2024-06-02T04:59:41.200,3667,680623348.8853139
2024-06-02T05:01:07.120,3635,682815698.1926484
2024-06-02T05:01:33.136,3711,682431513.5951111
2024-06-02T05:02:33.404,3823,680987411.6784763
2024-06-02T05:02:59.566,3573,680593589.9177325
2024-06-02T05:03:58.961,3812,679357474.5656624
2024-06-02T05:04:24.977,3606,676763176.6190023
2024-06-02T05:05:24.881,3694,678813627.3119352
2024-06-02T05:05:50.897,3564,677300184.0595232
2024-06-02T05:06:50.801,3834,677758145.8424793
2024-06-02T05:07:16.817,3649,677934974.7291707
2024-06-02T05:08:16.721,3715,679248255.5722796
2024-06-02T05:08:42.737,3575,679858689.0832124
2024-06-02T05:09:42.641,3676,677773981.5336497
2024-06-02T05:10:08.656,3565,677805696.3310678
2024-06-02T05:11:08.785,3814,678838338.1103758
2024-06-02T05:11:34.863,3666,680611779.9143603
2024-06-02T05:12:34.993,3649,679861116.1188561
2024-06-02T05:13:01.709,3553,679773223.412581
2024-06-02T05:14:01.201,3818,682693837.2896091
2024-06-02T05:14:27.280,3702,678858025.1021743
2024-06-02T05:15:27.409,3538,677896483.5056152
2024-06-02T05:15:53.487,3755,678913878.2445894
2024-06-02T05:17:19.696,3671,682052860.4032222
2024-06-02T05:18:19.826,3872,680642601.7827477
2024-06-02T05:18:45.904,3564,682322624.7130306
2024-06-02T05:19:46.348,3586,680368093.712222
2024-06-02T05:20:12.112,3560,681926416.8618759
2024-06-02T05:21:12.242,3757,680219869.5159473
2024-06-02T05:21:38.320,3781,683703083.3457382
2024-06-02T05:22:38.450,3599,680659711.9862684
2024-06-02T05:23:04.532,3538,684204609.4772549
2024-06-02T05:24:04.659,3633,682521436.7658014
2024-06-02T05:24:30.737,3581,681544494.1896516
2024-06-02T05:25:30.867,3712,679688775.3470347
2024-06-02T05:25:56.945,3669,680994640.5981396
2024-06-02T05:26:57.749,3660,682018639.7218108
2024-06-02T05:27:23.153,3793,681565964.9755212
2024-06-02T05:28:23.283,3602,679158703.334861
2024-06-02T05:28:49.362,3657,679181838.5104743
