Flare_ID,NOAA_Region,GOES_Class,Start_Time_UTC,Peak_Time_UTC,End_Time_UTC,Preflare_Intensity,Flare_Peak_Intensity,Quiet_Sun_Intensity,Intensity_Ratio,Peak_Ratio,Flare_Contrast,Enhancement_QS,Fluence,FWHM,Box_Area,Preflare_level
20240603_114900.000,13697,M3.2,2024-06-03T11:49:00,2024-06-03T11:55:00,2024-06-03T12:00:00,320031520.0,398849280.0,6838.633181818182,1.2462812412977322,2.148175055583818,0.24628124129773218,1.148175055583818,25191182446.711807,2301.7969999313354,27150,
