image datetime,area_px,intensity_sum,mean_intensity
2024-07-10 03:59:03.905330,0.0,0.0,0.0
2024-07-10 04:00:35.326055,0.0,0.0,0.0
2024-07-10 04:02:06.750805,0.0,0.0,0.0
2024-07-10 04:03:38.239430,0.0,0.0,0.0
2024-07-10 04:05:09.728180,0.0,0.0,0.0
2024-07-10 04:06:41.184805,0.0,0.0,0.0
2024-07-10 04:08:12.641555,0.0,0.0,0.0
2024-07-10 04:09:44.130305,0.0,0.0,0.0
2024-07-10 04:11:15.586930,0.0,0.0,0.0
2024-07-10 04:12:47.753000,0.0,0.0,0.0
2024-07-10 04:14:18.563585,0.0,0.0,0.0
2024-07-10 04:15:50.115745,0.0,0.0,0.0
2024-07-10 04:17:21.828040,0.0,0.0,0.0
2024-07-10 04:18:53.540200,0.0,0.0,0.0
2024-07-10 04:20:25.252360,757522.25,757522.25,30300.88671875
2024-07-10 04:21:56.964655,2544939.0,2544939.0,29940.4609375
2024-07-10 04:23:28.676815,3484610.75,3484610.75,54368.73828125
2024-07-10 04:25:00.389100,1276862.0,1276862.0,29694.462890625
2024-07-10 04:26:32.101270,3557692.0,3557692.0,28461.5390625
2024-07-10 04:28:03.815555,2823509.75,2823509.75,28811.318359375
2024-07-10 04:29:35.555840,1483626.0,1483626.0,27992.943359375
2024-07-10 04:31:07.268010,1215128.375,1215128.375,28931.625
2024-07-10 04:32:38.980295,0.0,0.0,0.0
2024-07-10 04:34:10.692330,578884.5,578884.5,28944.224609375
2024-07-10 04:35:42.404615,0.0,0.0,0.0
2024-07-10 04:37:14.116785,0.0,0.0,0.0
2024-07-10 04:38:45.829070,0.0,0.0,0.0
2024-07-10 04:40:17.541230,0.0,0.0,0.0
2024-07-10 04:41:49.253525,0.0,0.0,0.0
2024-07-10 04:43:20.965685,0.0,0.0,0.0
2024-07-10 04:44:52.677970,0.0,0.0,0.0
2024-07-10 04:46:24.613140,652223.625,652223.625,28357.546875
2024-07-10 04:47:56.581425,0.0,0.0,0.0
2024-07-10 04:49:28.549585,829841.1875,829841.1875,24407.09375
2024-07-10 04:51:00.517880,2543555.5,2543555.5,26774.271484375
2024-07-10 04:52:32.486040,3642968.5,3642968.5,57526.890625
2024-07-10 04:54:04.454335,2373927.25,2373927.25,51855.515625
2024-07-10 04:55:36.454495,2466427.5,2466427.5,51326.3125
2024-07-10 04:57:08.422780,1862007.125,1862007.125,26600.1015625
2024-07-10 04:58:40.422950,1706554.75,1706554.75,27525.078125
2024-07-10 05:00:12.423235,2285802.75,2285802.75,27211.9375
2024-07-10 05:01:44.423395,2854178.25,2854178.25,26674.5625
2024-07-10 05:03:16.423565,1433339.75,1433339.75,27564.220703125
2024-07-10 05:04:48.423850,1384157.125,1384157.125,28248.107421875
2024-07-10 05:06:20.424010,2560400.5,2560400.5,57974.8125
2024-07-10 05:07:52.424305,1881702.75,1881702.75,28085.1171875
2024-07-10 05:09:24.424465,2273295.25,2273295.25,60816.828125
2024-07-10 05:10:56.424635,1087015.75,1087015.75,27872.1953125
2024-07-10 05:12:28.424920,1623030.5,1623030.5,28474.216796875
2024-07-10 05:14:00.425205,1046744.625,1046744.625,27545.912109375
2024-07-10 05:15:32.520500,1927463.25,1927463.25,27535.185546875
2024-07-10 05:17:04.776660,2326372.0,2326372.0,28028.576171875
2024-07-10 05:18:37.648200,2324883.25,2324883.25,28010.640625
2024-07-10 05:20:09.319115,894585.5,894585.5,27955.798828125
2024-07-10 05:21:41.575275,750696.875,750696.875,27803.591796875
2024-07-10 05:23:13.833445,1349889.0,1349889.0,27548.751953125
2024-07-10 05:24:46.877300,1685107.0,1685107.0,28085.1171875
2024-07-10 05:26:18.343900,1570823.875,1570823.875,27558.314453125
2024-07-10 05:27:50.600310,488143.53125,488143.53125,27119.0859375
2024-07-10 05:29:22.856470,1769474.375,1769474.375,57435.93359375
2024-07-10 05:30:55.112640,1219879.25,1219879.25,29044.740234375
2024-07-10 05:32:27.368800,1620856.0,1620856.0,57168.2109375
2024-07-10 05:33:59.625095,4136705.0,4136705.0,92105.84375
2024-07-10 05:35:31.881255,5654248.0,5654248.0,113718.1484375
2024-07-10 05:37:04.137540,5475104.0,5475104.0,90520.515625
2024-07-10 05:38:36.393835,4375985.0,4375985.0,27521.91796875
2024-07-10 05:40:08.649995,7038773.0,7038773.0,61762.15234375
2024-07-10 05:41:40.906165,5765868.0,5765868.0,28543.900390625
2024-07-10 05:48:37.194280,1319002.875,1319002.875,26918.42578125
2024-07-10 05:50:09.738440,980115.125,980115.125,26489.599609375
2024-07-10 05:51:42.282610,853927.4375,853927.4375,26685.232421875
