# Date,FullDiskIntensity,ROI_Intensity,OutsideROI_Intensity
2024-07-10 04:00:06.622000,50740965.71200456,4264687.591139217,46483079.39031613
2024-07-10 04:00:18.623000,50727977.35804827,4263628.090085183,46471235.27566438
2024-07-10 04:00:30.615000,50741774.96124355,4263609.402486963,46484896.09960263
2024-07-10 04:00:42.626000,50736951.40322875,4271057.049582703,46472752.09338082
2024-07-10 04:00:54.624000,50752136.12749542,4274036.906932891,46484892.15081305
2024-07-10 04:01:06.616000,50752354.08629392,4279336.405352028,46479942.99517342
2024-07-10 04:01:18.622000,50769930.73311618,4286162.2395683415,46490616.92789839
2024-07-10 04:01:30.622000,50776374.03095966,4289414.880267844,46493771.39059187
2024-07-10 04:01:42.626000,50774891.263017505,4297953.9831502065,46483947.39808613
2024-07-10 04:01:54.615000,50772463.39640542,4302657.74225664,46476766.47334123
2024-07-10 04:02:06.622000,50770339.850138314,4317265.741131437,46459982.18427418
2024-07-10 04:02:18.616000,50770369.33872862,4317080.149448119,46460218.29794892
2024-07-10 04:02:30.622000,50786766.57909334,4317778.811206675,46475877.9194893
2024-07-10 04:02:42.615000,50777914.82780993,4323223.614402343,46461569.64650515
2024-07-10 04:02:54.623000,50760333.410438254,4328966.505550693,46438294.972195685
2024-07-10 04:03:06.615000,50763948.1013387,4333585.791815864,46437163.17562664
2024-07-10 04:03:18.623000,50778352.25333614,4341661.81170087,46443596.09902062
2024-07-10 04:03:30.622000,50810788.449830845,4352310.3578798445,46465524.40942276
2024-07-10 04:03:42.625000,50829076.58831609,4356082.167451276,46479910.42495747
2024-07-10 04:03:54.615000,50831000.593282774,4360387.395378324,46477533.68112137
2024-07-10 04:04:06.624000,50833536.83971029,4366146.007494459,46474335.09950669
2024-07-10 04:04:18.616000,50841965.810227424,4373005.254741006,46475890.00172021
2024-07-10 04:04:30.623000,50865346.87392379,4383170.005332995,46489122.172469825
2024-07-10 04:04:42.616000,50889011.23032315,4414101.317323077,46481851.42961942
2024-07-10 04:04:54.623000,50898188.36682745,4421508.076370446,46483826.575216286
2024-07-10 04:05:06.615000,50895365.32420117,4434771.427399341,46467532.655567914
2024-07-10 04:05:18.630000,50939649.918229684,4452024.401477106,46494576.683461994
2024-07-10 04:05:30.616000,50959445.78200281,4464102.070871288,46502260.05995571
2024-07-10 04:05:42.626000,50947749.43972565,4468758.564415262,46486056.48558282
2024-07-10 04:05:54.622000,50950918.50270684,4472454.916009609,46485470.25518408
2024-07-10 04:06:06.623000,50949405.16614325,4455411.764300317,46500992.48141037
2024-07-10 04:06:18.638000,50950745.481434494,4451013.682385265,46506745.35733123
2024-07-10 04:06:30.623000,50956007.459985316,4457816.954574757,46505322.30652818
2024-07-10 04:06:42.615000,50946515.954687126,4449569.068490894,46503926.31848564
2024-07-10 04:06:54.622000,50937546.40945116,4446511.491617858,46497936.78317436
2024-07-10 04:07:06.638000,50940310.78916261,4446275.849254467,46500953.35473656
2024-07-10 04:07:18.622000,50962046.13123709,4452750.282593385,46516238.38988476
2024-07-10 04:07:30.616000,50943405.098370835,4442911.960077344,46507489.462422386
2024-07-10 04:07:42.626000,50935114.99723009,4437871.29728293,46504284.83916039
2024-07-10 04:07:54.616000,50935589.347661294,4446666.774682512,46495812.71983092
2024-07-10 04:08:06.622000,50947430.545261495,4449291.749545816,46505096.16279591
2024-07-10 04:08:18.623000,50944727.85187586,4440856.519385965,46510887.64862228
2024-07-10 04:08:30.616000,50945461.44008053,4432539.876793033,46519960.97641693
2024-07-10 04:08:42.625000,50947206.43351784,4431945.51311221,46522254.48909408
2024-07-10 04:08:54.623000,50949451.32528592,4426684.909859598,46529750.331631735
2024-07-10 04:09:06.630000,50938863.64882097,4427970.315887523,46517920.67804486
2024-07-10 04:09:18.624000,50928186.26521558,4434419.351836211,46500744.27487495
2024-07-10 04:09:30.623000,50945205.687235154,4432003.866503586,46520182.624727145
2024-07-10 04:09:42.625000,50944480.660395086,4430323.747616613,46521240.10922471
2024-07-10 04:09:54.623000,50945890.64920121,4436450.013461753,46516475.56493684
2024-07-10 04:10:06.623000,50905991.085248604,4425626.2905878015,46487396.27897036
2024-07-10 04:10:18.622000,50893585.27666918,4413892.873406782,46486718.369449094
2024-07-10 04:10:30.623000,50872902.39622726,4408440.745860639,46471373.168184064
2024-07-10 04:10:42.616000,50893580.7584778,4408336.9817395825,46492294.22126923
2024-07-10 04:10:54.622000,50864411.75781126,4399842.182120041,46471633.45987262
2024-07-10 04:11:06.615000,50862633.14820108,4394858.124061254,46474858.565317474
2024-07-10 04:11:18.622000,50859410.006374076,4384148.777703891,46482349.93593171
2024-07-10 04:11:30.622000,50850397.35439503,4374320.491752134,46483089.03958238
2024-07-10 04:11:42.626000,50847713.1724288,4369057.390541743,46485696.92110029
2024-07-10 04:11:54.622000,50861349.55958898,4369232.349689553,46499206.94646639
2024-07-10 04:12:06.616000,50835476.411432385,4367898.712498431,46474512.65369834
2024-07-10 04:12:18.622000,50837848.16113558,4360011.955273214,46484804.94427078
2024-07-10 04:12:30.622000,50811108.062156394,4356812.851022404,46461308.07511828
2024-07-10 04:12:42.615000,50806701.987823404,4357275.258539767,46456382.025578365
2024-07-10 04:12:54.622000,50812040.21494672,4356803.198552681,46462163.00815082
2024-07-10 04:13:06.617000,50811781.94649703,4352458.329756747,46466470.2388401
2024-07-10 04:13:18.638000,50826752.52774225,4343816.727052099,46489944.53273396
2024-07-10 04:13:30.623000,50817658.108479396,4337210.412681428,46487456.43025791
2024-07-10 04:13:42.626000,50822413.617171496,4335458.603258127,46494019.59729841
2024-07-10 04:13:54.630000,50808503.010195784,4334070.024627621,46481454.82224264
2024-07-10 04:14:06.622000,50773944.2521419,4319330.352787548,46461726.7377985
2024-07-10 04:14:18.622000,50763110.46700027,4317307.360835518,46452835.964550614
2024-07-10 04:14:30.630000,50744806.70737026,4306064.963256802,46445713.592311665
2024-07-10 04:14:42.625000,50762635.16469349,4301664.740195249,46467971.56521293
2024-07-10 04:14:54.622000,50759338.681492865,4298653.721321383,46467683.69259493
2024-07-10 04:15:06.623000,50751098.2273578,4297803.26949946,46460292.65608825
2024-07-10 04:15:18.622000,50777999.24848577,4289561.536260562,46495421.62361547
2024-07-10 04:15:30.622000,50761176.361085355,4283645.602435182,46484489.5046556
2024-07-10 04:15:42.615000,50753249.34992318,4280669.785104924,46479663.79057443
2024-07-10 04:15:54.630000,50757419.21828068,4280852.147899329,46483601.99957874
2024-07-10 04:16:06.622000,50762438.50426657,4283055.324872941,46486481.19439702
2024-07-10 04:16:18.615000,50769289.00228246,4289866.52353428,46486459.131601475
2024-07-10 04:16:30.622000,50782466.00692014,4283686.52766416,46505725.46780883
2024-07-10 04:16:42.616000,50756759.23509614,4277321.257621581,46486402.931044415
2024-07-10 04:16:54.622000,50767390.64785998,4275727.96858259,46498748.62624673
2024-07-10 04:17:06.616000,50782758.33896107,4291360.933201094,46498505.417967595
2024-07-10 04:17:18.647000,50805427.86138083,4312694.622297006,46499873.31129122
2024-07-10 04:17:30.623000,50816577.03075246,4325483.339302933,46498167.92487889
2024-07-10 04:17:42.626000,50830176.80228046,4310990.616072539,46526199.74207213
2024-07-10 04:17:54.622000,50838932.17374878,4317366.293334032,46528774.55909714
2024-07-10 04:18:06.631000,50836018.90506445,4320087.492803735,46523082.86306239
2024-07-10 04:18:18.622000,50864568.172338076,4329931.295052072,46541736.9631241
2024-07-10 04:18:30.616000,50900093.80135417,4357484.85509742,46549641.46233588
2024-07-10 04:18:42.626000,50957933.45925223,4384744.73845055,46580164.361045495
2024-07-10 04:18:54.622000,51006228.951992355,4433969.9718251005,46579469.382506736
2024-07-10 04:19:06.615000,51038442.75058631,4457712.284891757,46587741.962840006
2024-07-10 04:19:18.623000,51055315.29674329,4449469.751003773,46612888.068733975
2024-07-10 04:19:30.622000,51048651.272335164,4454122.09287895,46601746.823643625
2024-07-10 04:19:42.615000,51071871.329687685,4457380.337692003,46621603.83534387
2024-07-10 04:19:54.622000,51057938.66469665,4443075.018038072,46622100.24858583
2024-07-10 04:20:06.630000,51042935.95338404,4432904.751743393,46617180.241787724
2024-07-10 04:20:18.623000,51037685.00442463,4424049.2910770755,46620666.165886834
2024-07-10 04:20:30.623000,51047413.65342784,4425488.398068126,46629105.66359051
2024-07-10 04:20:42.626000,51059789.83118859,4423443.995489537,46643424.89048752
2024-07-10 04:20:54.630000,51059057.29778924,4415464.990812911,46650699.632171705
2024-07-10 04:21:06.623000,51061266.98317574,4409570.492675844,46658891.37248467
2024-07-10 04:21:18.623000,51075593.583182655,4412142.449621917,46670508.80528403
2024-07-10 04:21:30.630000,51032279.90488187,4409124.818068308,46630447.867391706
2024-07-10 04:21:42.630000,51031358.784120604,4416770.603010052,46621738.587858446
