Time,Total,Mode,Bright_count,Bright_area,Area,Exposure
2024-07-10 05:24:54.675000,26223308800.0,68348.57142857143,89,7333806.5,378831,350
2024-07-10 05:26:26.263035,26212739072.0,75174.28571428571,0,0.0,378831,350
2024-07-10 05:27:58.519195,26210711552.0,69540.0,0,0.0,378831,350
2024-07-10 05:29:30.775365,26222774272.0,68645.71428571429,1,82769.359375,378831,350
2024-07-10 05:31:03.317750,26205478912.0,73611.42857142857,0,0.0,378831,350
2024-07-10 05:32:35.287945,26188869632.0,73234.28571428571,0,0.0,378831,350
2024-07-10 05:34:07.544105,26186313728.0,74780.0,0,0.0,378831,350
2024-07-10 05:35:39.798390,26174976000.0,73531.42857142857,0,0.0,378831,350
2024-07-10 05:37:12.565600,26187573248.0,73642.85714285714,0,0.0,378831,350
2024-07-10 05:38:44.310720,26203283456.0,73511.42857142857,0,0.0,378831,350
2024-07-10 05:40:16.567015,26209931264.0,68025.71428571429,57,4668209.5,378831,350
2024-07-10 05:41:48.823300,26216411136.0,68462.85714285714,7,576746.6875,378831,350
2024-07-10 05:48:45.143165,26251921408.0,74614.28571428571,0,0.0,378831,350
2024-07-10 05:50:17.687585,26236706816.0,67285.71428571429,720,58620992.0,378831,350
2024-07-10 05:51:50.231745,26245316608.0,74488.57142857143,0,0.0,378831,350
