time,exposure,region_1,region_2,region_3,region_4,region_5
2024-07-10 04:20:18.623,2.9008089999999997,1.3391367e+07,1.7651526e+07,1.0176111e+07,2.3133456e+07,2.41449e+06
2024-07-10 04:20:30.623,2.90081,1.3402982e+07,1.766782e+07,1.0172881e+07,2.3153598e+07,2.409977e+06
2024-07-10 04:20:42.626,2.900811,1.339386e+07,1.7671286e+07,1.0177031e+07,2.3163984e+07,2.407786e+06
2024-07-10 04:20:54.630,2.90081,1.3374487e+07,1.7669932e+07,1.0180782e+07,2.3174292e+07,2.405271e+06
2024-07-10 04:21:06.623,2.900812,1.3354877e+07,1.7665956e+07,1.017759e+07,2.3194938e+07,2.402556e+06
2024-07-10 04:21:18.623,2.900815,1.3366464e+07,1.7669512e+07,1.0197961e+07,2.3183386e+07,2.399154e+06
2024-07-10 04:21:30.630,2.900814,1.3355532e+07,1.766648e+07,1.0184895e+07,2.3178772e+07,2.402282e+06
2024-07-10 04:21:42.630,2.9008139999999996,1.3378873e+07,1.7663472e+07,1.017777e+07,2.3174316e+07,2.400146e+06
2024-07-10 04:21:54.622,2.900813,1.3343892e+07,1.7676372e+07,1.0173557e+07,2.3171916e+07,2.401887e+06
2024-07-10 04:22:06.623,2.900813,1.3330044e+07,1.7673288e+07,1.0186885e+07,2.317416e+07,2.39951e+06
2024-07-10 04:22:18.638,2.900813,1.3309369e+07,1.7677296e+07,1.0168304e+07,2.317345e+07,2.397963e+06
2024-07-10 04:22:30.615,2.900811,1.3251358e+07,1.768208e+07,1.0161903e+07,2.314908e+07,2.400505e+06
2024-07-10 04:22:42.625,2.900811,1.3240428e+07,1.7670296e+07,1.0146157e+07,2.3161336e+07,2.40115e+06
2024-07-10 04:22:54.623,2.9008119999999997,1.3208604e+07,1.7677904e+07,1.0132473e+07,2.3147516e+07,2.3994e+06
2024-07-10 04:23:06.615,2.900811,1.3190921e+07,1.7687828e+07,1.0125375e+07,2.3141724e+07,2.403246e+06
2024-07-10 04:23:18.623,2.900813,1.3169795e+07,1.7682494e+07,1.0124055e+07,2.3127796e+07,2.39821e+06
2024-07-10 04:23:30.622,2.900812,1.3129092e+07,1.7677316e+07,1.0141811e+07,2.3111988e+07,2.401877e+06
2024-07-10 04:23:42.625,2.900812,1.3110169e+07,1.767827e+07,1.0127632e+07,2.3104814e+07,2.39691e+06
2024-07-10 04:23:54.622,2.900811,1.3094344e+07,1.7677472e+07,1.0108888e+07,2.3086004e+07,2.395606e+06
2024-07-10 04:24:06.622,2.900813,1.3070495e+07,1.7674548e+07,1.010905e+07,2.3090888e+07,2.393842e+06
2024-07-10 04:24:18.622,2.900813,1.3041851e+07,1.766701e+07,1.0096489e+07,2.3089074e+07,2.390545e+06
2024-07-10 04:24:30.616,2.900813,1.304228e+07,1.766144e+07,1.0087453e+07,2.3081332e+07,2.388269e+06
2024-07-10 04:24:42.626,2.9008119999999997,1.3022644e+07,1.7678416e+07,1.0087064e+07,2.307086e+07,2.385312e+06
2024-07-10 04:24:54.623,2.9008149999999997,1.3023658e+07,1.7697968e+07,1.0072005e+07,2.3055596e+07,2.383796e+06
2024-07-10 04:25:06.630,2.900812,1.3008104e+07,1.769525e+07,1.0070782e+07,2.3042896e+07,2.382695e+06
2024-07-10 04:25:18.623,2.900811,1.3010856e+07,1.76949e+07,1.0062275e+07,2.3043656e+07,2.401853e+06
2024-07-10 04:25:30.622,2.9008119999999997,1.3010539e+07,1.7694304e+07,1.0055791e+07,2.3021272e+07,2.393687e+06
2024-07-10 04:25:42.626,2.900813,1.301087e+07,1.7698468e+07,1.0043735e+07,2.3005756e+07,2.391957e+06
2024-07-10 04:25:54.639,2.900813,1.300006e+07,1.7698176e+07,1.0037719e+07,2.300225e+07,2.387272e+06
2024-07-10 04:26:06.616,2.90081,1.2984259e+07,1.7697206e+07,1.002862e+07,2.2973278e+07,2.390989e+06
2024-07-10 04:26:18.622,2.9008089999999997,1.297415e+07,1.770852e+07,1.001919e+07,2.2985516e+07,2.387402e+06
2024-07-10 04:26:30.622,2.90081,1.2944807e+07,1.7698412e+07,1.0023032e+07,2.2974274e+07,2.38644e+06
2024-07-10 04:26:42.625,2.90081,1.292349e+07,1.7700632e+07,1.0018598e+07,2.296207e+07,2.388987e+06
2024-07-10 04:26:54.622,2.900812,1.2919969e+07,1.7711084e+07,1.0020623e+07,2.296314e+07,2.390966e+06
2024-07-10 04:27:06.622,2.900813,1.2923632e+07,1.7697516e+07,1.004588e+07,2.2954672e+07,2.398545e+06
2024-07-10 04:27:18.623,2.900813,1.2924394e+07,1.769515e+07,1.004163e+07,2.2950848e+07,2.397204e+06
2024-07-10 04:27:30.622,2.9008139999999996,1.2906393e+07,1.77171e+07,1.0036686e+07,2.2940256e+07,2.394481e+06
2024-07-10 04:27:42.615,2.900814,1.2913243e+07,1.7701748e+07,1.0039088e+07,2.2952836e+07,2.391353e+06
2024-07-10 04:27:54.622,2.9008169999999995,1.2906421e+07,1.7711146e+07,1.0041998e+07,2.2953708e+07,2.389665e+06
2024-07-10 04:28:06.654,2.900813,1.2894216e+07,1.7710536e+07,1.0039094e+07,2.2945912e+07,2.385217e+06
2024-07-10 04:28:18.622,2.9008119999999997,1.2891252e+07,1.7723226e+07,1.0042462e+07,2.2940136e+07,2.383797e+06
2024-07-10 04:28:30.622,2.90081,1.2888784e+07,1.772039e+07,1.0034118e+07,2.2920428e+07,2.377429e+06
2024-07-10 04:28:42.638,2.900817,1.2908695e+07,1.7720564e+07,1.0033421e+07,2.2938846e+07,2.375714e+06
2024-07-10 04:28:54.622,2.900814,1.2913407e+07,1.7732788e+07,1.00206e+07,2.2933686e+07,2.371735e+06
2024-07-10 04:29:06.623,2.9008149999999997,1.2904424e+07,1.7735482e+07,9.996341e+06,2.2923824e+07,2.369541e+06
2024-07-10 04:29:18.623,2.900813,1.2899814e+07,1.7739672e+07,9.998195e+06,2.2915366e+07,2.372352e+06
2024-07-10 04:29:30.646,2.900811,1.2893545e+07,1.7734064e+07,9.99411e+06,2.2930284e+07,2.367144e+06
2024-07-10 04:29:42.615,2.900811,1.2908512e+07,1.7729446e+07,9.964779e+06,2.2928084e+07,2.359084e+06
2024-07-10 04:29:54.622,2.900811,1.2905642e+07,1.7751508e+07,9.971741e+06,2.2918762e+07,2.362911e+06
2024-07-10 04:30:06.623,2.9008109999999996,1.2886942e+07,1.7747424e+07,9.975233e+06,2.2922524e+07,2.365141e+06
2024-07-10 04:30:18.623,2.90081,1.287708e+07,1.7735296e+07,9.97125e+06,2.292774e+07,2.372614e+06
2024-07-10 04:30:30.616,2.900811,1.2868076e+07,1.7731308e+07,9.972657e+06,2.2909564e+07,2.375697e+06
2024-07-10 04:30:42.626,2.900814,1.2875421e+07,1.773376e+07,9.978709e+06,2.2897888e+07,2.374804e+06
2024-07-10 04:30:54.638,2.900811,1.2881634e+07,1.774406e+07,9.981546e+06,2.2904708e+07,2.37655e+06
2024-07-10 04:31:06.630,2.900813,1.285983e+07,1.7753974e+07,9.990591e+06,2.2917422e+07,2.381033e+06
2024-07-10 04:31:18.623,2.900813,1.2851885e+07,1.7756388e+07,1.000656e+07,2.2903634e+07,2.381319e+06
2024-07-10 04:31:30.622,2.900813,1.2843593e+07,1.7767064e+07,1.0016809e+07,2.2906298e+07,2.379297e+06
2024-07-10 04:31:42.615,2.900814,1.2822764e+07,1.7753484e+07,1.0014437e+07,2.2899352e+07,2.37925e+06
2024-07-10 04:31:54.623,2.900816,1.2809326e+07,1.7741632e+07,1.0026084e+07,2.288162e+07,2.375092e+06
2024-07-10 04:32:06.623,2.900816,1.2811972e+07,1.7732968e+07,1.0027704e+07,2.2904152e+07,2.375289e+06
2024-07-10 04:32:18.622,2.9008149999999997,1.2809796e+07,1.774196e+07,1.0031397e+07,2.2896452e+07,2.377222e+06
2024-07-10 04:32:30.622,2.900816,1.279837e+07,1.7756744e+07,1.0035862e+07,2.2878384e+07,2.377732e+06
2024-07-10 04:32:42.625,2.900813,1.2812546e+07,1.7772284e+07,1.0026353e+07,2.2890064e+07,2.379039e+06
2024-07-10 04:32:54.615,2.900813,1.2793844e+07,1.7760032e+07,1.0027809e+07,2.2874064e+07,2.378925e+06
2024-07-10 04:33:06.622,2.9008139999999996,1.2790786e+07,1.7754948e+07,9.999989e+06,2.28754e+07,2.378612e+06
2024-07-10 04:33:18.623,2.9008119999999997,1.27889e+07,1.7759908e+07,1.0007636e+07,2.287402e+07,2.384683e+06
2024-07-10 04:33:30.623,2.900812,1.2793117e+07,1.7775012e+07,9.997733e+06,2.2877382e+07,2.396106e+06
2024-07-10 04:33:42.625,2.90081,1.2779459e+07,1.7754468e+07,1.0006428e+07,2.2889968e+07,2.399051e+06
2024-07-10 04:33:54.622,2.90081,1.2774776e+07,1.775966e+07,1.0007291e+07,2.2888328e+07,2.400865e+06
2024-07-10 04:34:06.653,2.900811,1.2782283e+07,1.774786e+07,1.0006516e+07,2.2888604e+07,2.399434e+06
2024-07-10 04:34:18.622,2.90081,1.2762919e+07,1.7755868e+07,1.0008292e+07,2.2881144e+07,2.398573e+06
2024-07-10 04:34:30.622,2.90081,1.2771156e+07,1.7749492e+07,9.99084e+06,2.289492e+07,2.393977e+06
2024-07-10 04:34:42.626,2.9008079999999996,1.2742945e+07,1.7756474e+07,9.997861e+06,2.2894248e+07,2.389374e+06
2024-07-10 04:34:54.638,2.9008089999999997,1.2737286e+07,1.7747104e+07,1.0002238e+07,2.2880814e+07,2.389861e+06
2024-07-10 04:35:06.615,2.9008069999999995,1.2727758e+07,1.7748456e+07,9.996952e+06,2.2881972e+07,2.390006e+06
2024-07-10 04:35:18.622,2.9008079999999996,1.2724436e+07,1.7737816e+07,9.985611e+06,2.2884056e+07,2.387802e+06
2024-07-10 04:35:30.623,2.900809,1.2719507e+07,1.7732242e+07,9.989594e+06,2.2886172e+07,2.381682e+06
2024-07-10 04:35:42.615,2.900812,1.2698254e+07,1.772134e+07,9.980462e+06,2.2878076e+07,2.382106e+06
2024-07-10 04:35:54.622,2.9008119999999997,1.2685295e+07,1.7718658e+07,9.976661e+06,2.2890236e+07,2.385749e+06
2024-07-10 04:36:06.622,2.900813,1.2664793e+07,1.7712496e+07,9.975026e+06,2.2876894e+07,2.386024e+06
2024-07-10 04:36:18.638,2.9008119999999997,1.2644673e+07,1.7714688e+07,9.965766e+06,2.2892128e+07,2.380157e+06
2024-07-10 04:36:30.630,2.90081,1.2635317e+07,1.7722278e+07,9.9788e+06,2.2903354e+07,2.387817e+06
2024-07-10 04:36:42.626,2.9008079999999996,1.2638692e+07,1.7717916e+07,9.977597e+06,2.290864e+07,2.383843e+06
2024-07-10 04:36:54.623,2.900811,1.2633224e+07,1.7740462e+07,9.980985e+06,2.29085e+07,2.384417e+06
2024-07-10 04:37:06.622,2.90081,1.2623924e+07,1.7733704e+07,9.984355e+06,2.2900616e+07,2.381966e+06
2024-07-10 04:37:18.622,2.900808,1.2612819e+07,1.772546e+07,9.976862e+06,2.2897198e+07,2.381484e+06
2024-07-10 04:37:30.622,2.9008130000000003,1.259279e+07,1.7741752e+07,9.976288e+06,2.2897162e+07,2.377855e+06
2024-07-10 04:37:42.615,2.900813,1.2589701e+07,1.7735976e+07,9.982382e+06,2.29181e+07,2.378674e+06
2024-07-10 04:37:54.622,2.9008149999999997,1.2598229e+07,1.7734412e+07,9.971965e+06,2.2916652e+07,2.377956e+06
2024-07-10 04:38:06.622,2.900812,1.2601438e+07,1.7725756e+07,9.960428e+06,2.2910714e+07,2.37596e+06
2024-07-10 04:38:18.623,2.900811,1.2620453e+07,1.7730866e+07,9.953005e+06,2.289203e+07,2.378753e+06
2024-07-10 04:38:30.630,2.900814,1.2623729e+07,1.7740302e+07,9.934739e+06,2.2909514e+07,2.371254e+06
2024-07-10 04:38:42.626,2.900812,1.2615753e+07,1.773816e+07,9.943566e+06,2.2904374e+07,2.36935e+06
2024-07-10 04:38:54.639,2.900811,1.2632432e+07,1.7742712e+07,9.93706e+06,2.29049e+07,2.370526e+06
2024-07-10 04:39:06.616,2.9008079999999996,1.2627351e+07,1.7734066e+07,9.930709e+06,2.2896584e+07,2.369091e+06
2024-07-10 04:39:18.623,2.90081,1.2614731e+07,1.774294e+07,9.926347e+06,2.290299e+07,2.369968e+06
2024-07-10 04:39:30.638,2.9008059999999998,1.2611399e+07,1.773482e+07,9.925646e+06,2.2907084e+07,2.370265e+06
2024-07-10 04:39:42.615,2.900807,1.2620558e+07,1.7744676e+07,9.926629e+06,2.2919824e+07,2.376779e+06
2024-07-10 04:39:54.623,2.900807,1.2624309e+07,1.7745096e+07,9.915553e+06,2.2925736e+07,2.374918e+06
2024-07-10 04:40:06.622,2.9008089999999997,1.2631451e+07,1.7748176e+07,9.919679e+06,2.2906442e+07,2.373343e+06
2024-07-10 04:40:18.646,2.9008089999999997,1.2652232e+07,1.7765416e+07,9.920627e+06,2.2908612e+07,2.368444e+06
2024-07-10 04:40:30.622,2.9008069999999995,1.265632e+07,1.7753376e+07,9.909724e+06,2.2887364e+07,2.366773e+06
2024-07-10 04:40:42.626,2.900807,1.2649887e+07,1.7750412e+07,9.913479e+06,2.2894274e+07,2.366515e+06
2024-07-10 04:40:54.638,2.9008089999999997,1.2626066e+07,1.777126e+07,9.924149e+06,2.2883496e+07,2.370735e+06
2024-07-10 04:41:06.623,2.9008079999999996,1.2627684e+07,1.7752606e+07,9.92366e+06,2.2872808e+07,2.37065e+06
2024-07-10 04:41:18.622,2.90081,1.2605917e+07,1.7767048e+07,9.936175e+06,2.2866024e+07,2.374334e+06
2024-07-10 04:41:30.622,2.9008089999999997,1.2586654e+07,1.7765752e+07,9.923833e+06,2.2869222e+07,2.366738e+06
2024-07-10 04:41:42.638,2.900807,1.2581875e+07,1.7775444e+07,1.0088615e+07,2.286304e+07,2.555475e+06
2024-07-10 04:41:54.622,2.9008089999999997,1.2579994e+07,1.7773536e+07,9.912883e+06,2.2874302e+07,2.381454e+06
2024-07-10 04:42:06.622,2.9008079999999996,1.257071e+07,1.7776464e+07,9.918841e+06,2.2863102e+07,2.379384e+06
2024-07-10 04:42:18.622,2.900807,1.2573008e+07,1.7765284e+07,9.923355e+06,2.2863598e+07,2.383735e+06
2024-07-10 04:42:30.615,2.9008089999999997,1.2573725e+07,1.776577e+07,9.922292e+06,2.2864878e+07,2.379095e+06
2024-07-10 04:42:42.625,2.900808,1.2578529e+07,1.776248e+07,9.931292e+06,2.2869504e+07,2.381559e+06
2024-07-10 04:42:54.647,2.900811,1.2580372e+07,1.7776314e+07,9.925267e+06,2.2880664e+07,2.380053e+06
2024-07-10 04:43:06.622,2.90081,1.2618177e+07,1.7782488e+07,9.927129e+06,2.2874928e+07,2.379598e+06
