image_index,image datetime,area_px,intensity_sum,mean_intensity,centroid_row,centroid_col,w_centroid_row,w_centroid_col,peak_intensity,peak thresh
0,2024-07-10 13:38:28.108555,1071.0,574170.8764529494,536.1072609271235,318.3352007469654,162.04948646125118,318.37746508138775,162.28589647364026,1111.5251723144174,408.907259239019
1,2024-07-10 13:40:17.611870,1212.0,877939.8111975605,724.372781516139,239.2384488448845,293.5717821782178,241.11236983966475,293.2523491055506,1577.546912597425,580.3470766280749
1,2024-07-10 13:40:17.611870,1394.0,1139951.1366039144,817.7554781950607,344.68723098995696,192.6829268292683,345.84807298837796,189.2335755773151,1734.420324475057,638.0575797242757
2,2024-07-10 13:42:07.116195,2021.0,1686251.7012043202,834.3650179140625,242.03067788223652,292.06234537357744,242.81912746292298,292.41471294399827,1970.450994108587,724.8884105683801
2,2024-07-10 13:42:07.116195,474.0,310061.34899898304,654.1378670864622,329.8333333333333,340.2911392405063,329.94606689845483,340.1626475406901,1555.975230063028,572.4112981121932
2,2024-07-10 13:42:07.116195,1542.0,1697183.0162560195,1100.637494329455,348.60505836575874,180.19909208819715,350.0611494080406,178.54675204666148,2821.670764426286,1038.0346639869385
3,2024-07-10 13:43:56.621510,816.0,453761.07885798125,556.079753502428,290.63357843137254,302.96078431372547,290.8401430686503,303.215403005501,1450.7360462620236,533.695965986141
4,2024-07-10 13:45:46.124835,714.0,531242.0304475749,744.0364572094885,330.00840336134456,361.28011204481794,330.22240858827433,361.627149472293,1536.7052090272682,565.3222535421959
8,2024-07-10 13:53:04.140980,817.0,1154906.0022283564,1413.5936379784048,287.71970624235007,289.17747858017134,287.7740684832937,289.22746185004104,2697.9011850222996,992.5023802817757
9,2024-07-10 13:54:53.644305,78.0,77797.50299891848,997.403884601519,224.33333333333334,354.7435897435897,224.17274367900745,354.7496034670498,2366.6130824848005,870.628298253533
9,2024-07-10 13:54:53.644305,1040.0,1752946.3534125048,1685.5253398197162,288.9105769230769,298.1528846153846,288.59754021850733,299.8571660555799,3585.591718087833,1319.065477519104
10,2024-07-10 13:56:43.147620,1255.0,1816230.1940640407,1447.195373756208,289.47888446215137,300.9840637450199,289.2906237688647,301.3057303932651,2872.500844173117,1056.7340053189027
11,2024-07-10 13:58:32.653070,629.0,819786.7476128513,1303.3175637724187,295.04610492845785,310.62321144674087,295.2979926190471,310.9900384798671,2782.253179433892,1023.5337448476089
17,2024-07-10 14:09:29.677865,44.0,49901.54736948252,1134.1260765791483,344.6136363636364,115.77272727272727,344.5991738618178,115.9471112789288,2388.088574134723,878.5286901205884
19,2024-07-10 14:13:08.687630,903.0,1386717.8088274403,1535.6786365752382,286.7375415282392,299.22259136212625,286.7814307989337,300.26123292058304,2980.3242969443418,1096.4000368695563
20,2024-07-10 14:14:58.190945,876.0,1338035.7549636448,1527.438076442517,324.82077625570776,111.09132420091325,324.4533586021299,111.22520921701292,3063.360425253939,1126.947321349131
21,2024-07-10 14:16:47.696270,402.0,584727.4413656926,1454.5458740440115,284.9726368159204,304.9726368159204,285.10436533989866,304.7755102189052,2619.8595555722877,963.7924692515965
22,2024-07-10 14:18:37.197585,29.0,33132.85618087553,1142.512282099156,186.6551724137931,341.9310344827586,186.94310500367212,341.99083815383284,2547.9468406525084,937.3372598737868
22,2024-07-10 14:18:37.197585,344.0,401576.14055523986,1167.3725016140693,334.97093023255815,113.25290697674419,335.2486808139893,113.36486003419535,2572.1008195316826,946.2230121259242
23,2024-07-10 14:20:26.701910,1240.0,2551040.335103669,2057.2905928255395,285.3790322580645,305.0451612903226,285.0817709839475,305.2925245644996,4558.2121079127155,1676.872522999832
23,2024-07-10 14:20:26.701910,501.0,770963.9193957575,1538.8501385144862,341.309381237525,191.04790419161677,340.93206983832954,190.59365183650158,3066.464659927642,1128.0893054661578
23,2024-07-10 14:20:26.701910,316.0,386790.0593351257,1224.0191751111574,339.24367088607596,111.86075949367088,339.45209036086163,112.16256391209801,2630.0048226708604,967.5247044423545
