time,temperature,emission_measure
2024-07-10 03:30:00.714405,6.819622701874054,3.6535217607515065e+48
2024-07-10 03:30:01.714406,6.620274076284922,3.920027351010335e+48
2024-07-10 03:30:02.714408,6.700098402280697,3.82186071328281e+48
2024-07-10 03:30:03.714412,6.690041748579753,3.819105034243117e+48
2024-07-10 03:30:04.714412,6.744177554877581,3.762537429582611e+48
2024-07-10 03:30:05.714418,6.729584688339605,3.77223166425925e+48
2024-07-10 03:30:06.714419,6.7270590062463915,3.778857916903038e+48
2024-07-10 03:30:07.714422,6.461691088929977,4.1241298012846056e+48
2024-07-10 03:30:08.714424,6.776116962038033,3.735954507703738e+48
2024-07-10 03:30:09.714425,6.727565714524138,3.748919037228038e+48
2024-07-10 03:30:10.714433,6.470878737802387,4.130411236053142e+48
2024-07-10 03:30:11.714435,6.733850733241216,3.7606635433021766e+48
2024-07-10 03:30:12.714439,6.7578913522016,3.72706208486119e+48
2024-07-10 03:30:13.714439,6.833340670091855,3.646336552818204e+48
2024-07-10 03:30:14.714441,6.701113254324704,3.7895845389731506e+48
2024-07-10 03:30:15.714443,6.876075434782277,3.5947477220802254e+48
2024-07-10 03:30:16.714444,6.542411683387135,4.016261323579652e+48
2024-07-10 03:30:17.714453,6.842431228601693,3.624400230831889e+48
2024-07-10 03:30:18.714455,6.7218041788408245,3.7931114886734056e+48
2024-07-10 03:30:19.714455,6.888112810266549,3.565969985822411e+48
2024-07-10 03:30:20.714458,6.564880542110093,3.9827763446251864e+48
2024-07-10 03:30:21.714459,6.811377733186291,3.674042089690581e+48
2024-07-10 03:30:22.714467,6.815725310539483,3.662812066134025e+48
2024-07-10 03:30:23.714462,6.951732565825365,3.4931861101983615e+48
2024-07-10 03:30:24.714468,6.653684071102185,3.8580380169382835e+48
2024-07-10 03:30:25.714473,6.613998957003953,3.906673191129012e+48
2024-07-10 03:30:26.714477,6.867238745933317,3.5900718889253964e+48
2024-07-10 03:30:27.714478,6.543383558366938,4.013413808012473e+48
2024-07-10 03:30:28.714483,6.436946519159211,4.1664167886257375e+48
2024-07-10 03:30:29.714484,6.813435469141076,3.668905859853592e+48
2024-07-10 03:30:30.714487,6.547763524640416,4.00061532870234e+48
2024-07-10 03:30:31.714488,6.838281704220287,3.6345656832320284e+48
2024-07-10 03:30:32.714492,6.6799699446254115,3.817086273884594e+48
2024-07-10 03:30:33.714497,6.805293339160773,3.66216927216188e+48
2024-07-10 03:30:35.714500,6.804261423489016,3.664744473334663e+48
2024-07-10 03:30:36.714502,6.678672942956361,3.8201448582421694e+48
2024-07-10 03:30:37.714506,6.826349980514018,3.636895667788446e+48
2024-07-10 03:30:38.714510,6.699599289635099,3.793602760326229e+48
2024-07-10 03:30:39.714510,6.83437436882456,3.6437891133864215e+48
2024-07-10 03:30:40.714514,6.492484275496562,4.06474349411769e+48
2024-07-10 03:30:41.714521,6.8411586450078445,3.627896644531586e+48
2024-07-10 03:30:43.714524,6.558518592955307,3.969423763109915e+48
2024-07-10 03:30:44.714526,6.905766854830996,3.549686114018402e+48
2024-07-10 03:30:45.714526,6.505185331443164,4.060831397034737e+48
2024-07-10 03:30:46.714532,6.682191518083925,3.8106980264295266e+48
2024-07-10 03:30:47.714537,6.531161800228837,3.9836020623244585e+48
2024-07-10 03:30:48.714536,6.701113254324704,3.7895845389731506e+48
2024-07-10 03:30:49.714541,6.488622930327304,4.0763748564683716e+48
2024-07-10 03:30:50.714542,6.686010500055765,3.800906747863722e+48
2024-07-10 03:30:51.714544,6.644596313343469,3.852668335982943e+48
2024-07-10 03:30:52.714546,6.620243965841268,3.889701771259778e+48
2024-07-10 03:30:53.714553,6.7609200816925075,3.690929715792734e+48
2024-07-10 03:30:54.714553,6.793964809942341,3.6632482993568e+48
2024-07-10 03:30:55.714555,6.602486968079301,3.908262069303868e+48
2024-07-10 03:30:56.714554,6.744815967406606,3.732607962361807e+48
2024-07-10 03:30:57.714562,6.927766797552657,3.4987399384147206e+48
2024-07-10 03:30:58.714567,6.802769825112921,3.641305707630974e+48
2024-07-10 03:30:59.714564,6.896778669665795,3.5450807636419225e+48
2024-07-10 03:31:00.714572,6.472248981597349,4.091831244104934e+48
2024-07-10 03:31:01.714572,6.843255439291591,3.5951913736407294e+48
2024-07-10 03:31:02.714572,6.923757502726254,3.5076517872257885e+48
2024-07-10 03:31:04.714581,6.6561343694147865,3.8212684973884986e+48
2024-07-10 03:31:05.714585,6.663910978625712,3.79987033767333e+48
2024-07-10 03:31:06.714586,6.83779307841707,3.6088542191387e+48
2024-07-10 03:31:07.714588,6.60421487630473,3.8717518160773714e+48
2024-07-10 03:31:08.714593,6.814608115571582,3.639036330325836e+48
2024-07-10 03:31:09.714598,6.5838417009596,3.9289566572880076e+48
2024-07-10 03:31:10.714599,6.966955722398294,3.458195765838128e+48
2024-07-10 03:31:11.714602,6.479790770810998,4.069464015660379e+48
2024-07-10 03:31:12.714602,6.864616683489901,3.5703367544244636e+48
2024-07-10 03:31:13.714605,6.605164507897387,3.900304679754169e+48
2024-07-10 03:31:14.714607,6.552269772771515,3.9550987515638044e+48
2024-07-10 03:31:15.714615,7.015927952453361,3.3971307472841607e+48
2024-07-10 03:31:16.714613,6.737039295180398,3.724757264919903e+48
2024-07-10 03:31:17.714618,6.666528486493304,3.7937139143555384e+48
2024-07-10 03:31:18.714618,6.827915113469749,3.60672379848594e+48
2024-07-10 03:31:19.714624,6.533804286123764,3.975431168333175e+48
2024-07-10 03:31:20.714628,6.806408195245155,3.632291617419679e+48
2024-07-10 03:31:21.714628,6.7908348466612765,3.643705300024864e+48
2024-07-10 03:31:22.714634,6.613621313311682,3.8767270617451453e+48
2024-07-10 03:31:23.714634,6.878628243403577,3.537372805047243e+48
2024-07-10 03:31:24.714636,6.756292218218756,3.6750855737216e+48
2024-07-10 03:31:25.714639,6.9381724804380625,3.47446905821542e+48
2024-07-10 03:31:26.714641,6.595437826378366,3.8958013006622814e+48
2024-07-10 03:31:27.714641,6.818416106545829,3.6027597427772584e+48
2024-07-10 03:31:28.714648,6.754517226739332,3.679995562707995e+48
2024-07-10 03:31:29.714649,6.76979235284671,3.641078149147278e+48
2024-07-10 03:31:30.714653,6.788238668053304,3.6501804508804724e+48
2024-07-10 03:31:31.714653,6.654567554085618,3.795400232928217e+48
2024-07-10 03:31:32.714661,7.227023800376108,3.1819148011116765e+48
2024-07-10 03:31:33.714661,7.016471519309806,3.395939337829531e+48
2024-07-10 03:31:34.714667,6.547921447852296,3.935134499768521e+48
2024-07-10 03:31:35.714666,6.710990069571167,3.7056322161865186e+48
2024-07-10 03:31:36.714667,6.765694090114362,3.652162099110251e+48
2024-07-10 03:31:37.714675,6.726537075250189,3.694343808285842e+48
2024-07-10 03:31:38.714673,6.8751648324791805,3.545199441768388e+48
2024-07-10 03:31:39.714679,6.864318644465654,3.5446156211262825e+48
2024-07-10 03:31:40.714684,6.50598774214521,3.990411567485583e+48
2024-07-10 03:31:41.714684,6.480948460946555,4.031325036265683e+48
2024-07-10 03:31:42.714689,6.850246177395896,3.5523712351871154e+48
2024-07-10 03:31:43.714690,6.792624109100923,3.638856300897677e+48
2024-07-10 03:31:44.714692,7.009912222863904,3.386677630334076e+48
2024-07-10 03:31:45.714695,6.7015160522674515,3.730672231855886e+48
2024-07-10 03:31:46.714696,6.8752327123456585,3.51917058152728e+48
2024-07-10 03:31:47.714701,6.833964042784809,3.5653969079016286e+48
2024-07-10 03:31:48.714705,6.965529575001264,3.437051179923179e+48
2024-07-10 03:31:49.714707,7.002189254718706,3.379845076409263e+48
2024-07-10 03:31:50.714708,6.695588246443473,3.745768794543416e+48
2024-07-10 03:31:51.714711,6.7993994363964125,3.62206203875779e+48
2024-07-10 03:31:52.714717,6.749234484302428,3.664857154291256e+48
2024-07-10 03:31:53.714716,6.763548459757314,3.65675266723482e+48
2024-07-10 03:31:54.714717,6.951622178448783,3.443899984856415e+48
2024-07-10 03:31:55.714724,6.7461228791289765,3.6727501225734074e+48
2024-07-10 03:31:56.714728,6.9173546335665685,3.472589917416228e+48
2024-07-10 03:31:57.714727,6.909309806751299,3.491143956040435e+48
2024-07-10 03:31:58.714733,6.989926832061318,3.407177739469656e+48
2024-07-10 03:31:59.714736,6.639756399202226,3.8050850545997785e+48
2024-07-10 03:32:00.714735,7.026288012703382,3.3745260728191134e+48
2024-07-10 03:32:01.714737,6.855911682334748,3.5654417146133065e+48
2024-07-10 03:32:02.714741,6.88524375816573,3.521409149154992e+48
2024-07-10 03:32:03.714745,6.929007771506477,3.470554885014301e+48
2024-07-10 03:32:04.714750,6.971223708629722,3.4246441913940504e+48
2024-07-10 03:32:06.714753,7.007730579835267,3.3914572154598046e+48
2024-07-10 03:32:07.714758,6.833145027530608,3.5669867766608077e+48
2024-07-10 03:32:08.714760,7.027101153758195,3.3724215359663655e+48
2024-07-10 03:32:09.714762,6.883892711074729,3.524212778640128e+48
2024-07-10 03:32:10.714766,6.793434672336095,3.637236673426456e+48
2024-07-10 03:32:11.714767,6.868318744658731,3.535498478824802e+48
2024-07-10 03:32:12.714767,7.1131443891658055,3.281676697859812e+48
2024-07-10 03:32:13.714770,6.901300709796756,3.509752611148413e+48
2024-07-10 03:32:14.714776,6.926324011483088,3.476707209865107e+48
2024-07-10 03:32:15.714781,6.941928366357369,3.465894723027656e+48
2024-07-10 03:32:16.714780,7.001762939284544,3.4052681421074074e+48
2024-07-10 03:32:17.714783,6.98910108180241,3.408658882981685e+48
2024-07-10 03:32:18.714788,6.905281772030837,3.5001189957898345e+48
2024-07-10 03:32:20.714791,6.844353084782148,3.5932957366407065e+48
2024-07-10 03:32:21.714795,7.029023861565088,3.368591462587456e+48
2024-07-10 03:32:22.714795,6.6879388018103985,3.765925237743982e+48
2024-07-10 03:32:23.714801,6.954219043681679,3.462590508011983e+48
2024-07-10 03:32:24.714802,7.011567122511442,3.3837426580745113e+48
2024-07-10 03:32:25.714808,6.756809781164121,3.673774002964047e+48
2024-07-10 03:32:26.714812,7.1219113786780515,3.2856759493939514e+48
2024-07-10 03:32:27.714809,6.969573493941532,3.4276318124216344e+48
2024-07-10 03:32:28.714812,6.850886746085656,3.5771335999443365e+48
2024-07-10 03:32:29.714817,7.026761782036816,3.3969171588546496e+48
2024-07-10 03:32:30.714825,7.087062119194314,3.31366019588587e+48
2024-07-10 03:32:31.714824,6.846448856596887,3.5882228336582146e+48
2024-07-10 03:32:32.714825,6.991449648794665,3.427424048858706e+48
2024-07-10 03:32:33.714832,6.9755658999388706,3.438817331277415e+48
2024-07-10 03:32:34.714832,6.94246567698641,3.4646705462064754e+48
2024-07-10 03:32:35.714833,7.177292862419433,3.237968001795376e+48
2024-07-10 03:32:37.714841,7.201317302108622,3.2322304038268594e+48
2024-07-10 03:32:38.714838,7.03957625739131,3.3694016100460366e+48
2024-07-10 03:32:39.714845,7.119962930709899,3.2900208702206575e+48
2024-07-10 03:32:40.714846,7.248441855979744,3.1813588409706746e+48
2024-07-10 03:32:41.714852,7.164133643861736,3.264832718583246e+48
2024-07-10 03:32:42.714854,7.10446731148378,3.322285778802919e+48
2024-07-10 03:32:43.714856,7.026761782036816,3.3969171588546496e+48
2024-07-10 03:32:44.714862,7.190187800605103,3.233367349928747e+48
2024-07-10 03:32:45.714865,7.073976669961465,3.364025140519955e+48
2024-07-10 03:32:46.714866,7.224751498304402,3.206727727287447e+48
2024-07-10 03:32:47.714870,7.169159381727332,3.254654294639197e+48
2024-07-10 03:32:48.714871,7.0576875251955515,3.3764949882354574e+48
2024-07-10 03:32:49.714876,7.230911302412592,3.2155669204133404e+48
2024-07-10 03:32:50.714879,7.078073234326506,3.354949580882185e+48
2024-07-10 03:32:51.714879,7.548616241007095,2.9579494598762523e+48
2024-07-10 03:32:52.714882,7.027492349648151,3.4183907751518e+48
2024-07-10 03:32:53.714889,7.232331885292956,3.2124776715897524e+48
2024-07-10 03:32:54.714887,7.14389116456671,3.305968202870076e+48
2024-07-10 03:32:55.714886,7.320007094208898,3.1442364718548844e+48
2024-07-10 03:32:56.714892,7.191796364903523,3.2512633717402446e+48
2024-07-10 03:32:57.714901,7.554958717219417,2.964140055639376e+48
2024-07-10 03:32:58.714900,7.060653666255569,3.393025529601745e+48
2024-07-10 03:32:59.714903,7.33019057679836,3.144853212876525e+48
2024-07-10 03:33:01.714908,7.3182800996912105,3.166747904593428e+48
2024-07-10 03:33:02.714910,7.388244600584971,3.094234077175908e+48
2024-07-10 03:33:03.714912,7.230582512402762,3.2368224454637646e+48
2024-07-10 03:33:04.714918,7.209372741395166,3.2580062566047103e+48
2024-07-10 03:33:05.714916,7.337803125569883,3.1493731419199196e+48
2024-07-10 03:33:06.714922,7.4461911040358775,3.0640072624181205e+48
2024-07-10 03:33:07.714922,7.2810588742826425,3.1987178257831833e+48
2024-07-10 03:33:08.714928,7.430307947755432,3.092159396934757e+48
2024-07-10 03:33:09.714931,7.27599401405728,3.208522290755621e+48
2024-07-10 03:33:10.714934,7.55556167875498,2.9801551647247694e+48
2024-07-10 03:33:11.714934,7.297282884549634,3.187385948949543e+48
2024-07-10 03:33:12.714941,7.211950973030018,3.2736943458909645e+48
2024-07-10 03:33:13.714939,7.049882243860181,3.439197185252615e+48
2024-07-10 03:33:14.714940,7.434027003041555,3.085737263020927e+48
