time,temperature,emission_measure
2024-07-10 03:33:15.714949,7.299343640548544,3.2032061569901404e+48
2024-07-10 03:33:16.714947,7.192382876818007,3.313687208122764e+48
2024-07-10 03:33:17.714951,7.25086932768111,3.257789836711642e+48
2024-07-10 03:33:18.714955,7.41571824133336,3.1001392424080185e+48
2024-07-10 03:33:19.714960,7.308962490584805,3.2041272611306557e+48
2024-07-10 03:33:20.714957,7.403356211487542,3.122919608763626e+48
2024-07-10 03:33:21.714963,7.370608652103107,3.145793023219387e+48
2024-07-10 03:33:22.714967,7.392410273780567,3.124613905121372e+48
2024-07-10 03:33:23.714969,7.2280184626485955,3.2828867769939214e+48
2024-07-10 03:33:24.714967,7.415063879308518,3.120049786191406e+48
2024-07-10 03:33:25.714976,7.471637804646922,3.072825673309375e+48
2024-07-10 03:33:26.714976,7.364022378471873,3.1773626320861454e+48
2024-07-10 03:33:27.714980,7.51878519768327,3.043276742150495e+48
2024-07-10 03:33:28.714980,7.489831913567491,3.0761771042651916e+48
2024-07-10 03:33:29.714986,7.426131491403465,3.1182967583170635e+48
2024-07-10 03:33:30.714989,7.506016327295877,3.0655470789489885e+48
2024-07-10 03:33:31.714991,7.415320352249436,3.119849356484942e+48
2024-07-10 03:33:32.714994,7.423274857813037,3.1234953943954e+48
2024-07-10 03:33:33.714997,7.473269852824685,3.0877799437864046e+48
2024-07-10 03:33:34.715000,7.412145106216649,3.144134978127651e+48
2024-07-10 03:33:35.715000,7.367101865371705,3.1902898502275145e+48
2024-07-10 03:33:36.715007,7.560837938896595,3.022210306760518e+48
2024-07-10 03:33:37.715006,7.2615117546768095,3.2772409047343143e+48
2024-07-10 03:33:38.715011,7.516432833190365,3.064518018807313e+48
2024-07-10 03:33:39.715012,7.621986613154552,2.986242977346266e+48
2024-07-10 03:33:40.715018,7.30594208038996,3.249602947774292e+48
2024-07-10 03:33:41.715017,7.495379531462995,3.0840205887829514e+48
2024-07-10 03:33:42.715024,7.414965979831264,3.1571445068912806e+48
2024-07-10 03:33:43.715020,7.4939774409287345,3.086245280082487e+48
2024-07-10 03:33:44.715025,7.575887446077052,3.0303523125572196e+48
2024-07-10 03:33:45.715032,7.367612915494498,3.208305195052952e+48
2024-07-10 03:33:46.715032,7.5396593976560595,3.0760776556047954e+48
2024-07-10 03:33:47.715034,7.462870648443645,3.106886642814351e+48
2024-07-10 03:33:48.715037,7.489758147179481,3.1114018914379025e+48
2024-07-10 03:33:49.715040,7.447585541089032,3.152084494652737e+48
2024-07-10 03:33:50.715045,7.383717806476106,3.196760268366944e+48
2024-07-10 03:33:51.715044,7.465366470854397,3.138001760735954e+48
2024-07-10 03:33:52.715049,7.525153044251098,3.084220566078087e+48
2024-07-10 03:33:53.715052,7.544596304777904,3.067230900060029e+48
2024-07-10 03:33:55.715056,7.504575829359322,3.0856002881487644e+48
2024-07-10 03:33:56.715058,7.493434727405157,3.105100202223969e+48
2024-07-10 03:33:58.715062,7.680199718760436,2.986543689240288e+48
2024-07-10 03:33:59.715071,7.3975251156902475,3.189561831737105e+48
2024-07-10 03:34:00.715069,7.4636673932284125,3.141082676921432e+48
2024-07-10 03:34:01.715076,7.689871298568314,2.9709787752806284e+48
2024-07-10 03:34:02.715077,7.587068195742651,3.061556493477977e+48
2024-07-10 03:34:03.715076,7.360064730052915,3.2420081581979116e+48
2024-07-10 03:34:04.715082,7.4777441389345585,3.133483376707361e+48
2024-07-10 03:34:05.715084,7.712511121599713,2.9656766472278e+48
2024-07-10 03:34:06.715087,7.547861602903267,3.078414601683911e+48
2024-07-10 03:34:07.715089,7.417915750908508,3.1888272924194195e+48
2024-07-10 03:34:08.715093,7.531189411918829,3.108171541567069e+48
2024-07-10 03:34:09.715097,7.365860183485295,3.249629754716815e+48
2024-07-10 03:34:10.715100,7.511739765170937,3.10764681006705e+48
2024-07-10 03:34:11.715103,7.4975295773270325,3.1330127310586694e+48
2024-07-10 03:34:12.715105,7.370574172691716,3.2403123377291916e+48
2024-07-10 03:34:14.715108,7.610254527976028,3.0551187340161234e+48
2024-07-10 03:34:15.715111,7.338260979211339,3.264669834581109e+48
2024-07-10 03:34:16.715118,7.487224885356195,3.134146172380444e+48
2024-07-10 03:34:17.715120,7.523551672190525,3.1214573649645916e+48
2024-07-10 03:34:18.715119,7.502366413056714,3.141893911009958e+48
2024-07-10 03:34:19.715127,7.8236877099871425,2.89644472531011e+48
2024-07-10 03:34:20.715129,7.341308318174973,3.258474021265399e+48
2024-07-10 03:34:21.715129,7.4720549190235195,3.161109899783838e+48
2024-07-10 03:34:22.715131,7.433084231957756,3.1970151295122355e+48
2024-07-10 03:34:23.715134,7.555605601490804,3.0992544894943814e+48
2024-07-10 03:34:24.715138,7.631307383892625,3.0358478391947266e+48
2024-07-10 03:34:25.715143,7.3751561144461135,3.2507258338022256e+48
2024-07-10 03:34:26.715141,7.445696949956008,3.173407082862158e+48
2024-07-10 03:34:27.715148,7.513362736799753,3.139644902943875e+48
2024-07-10 03:34:28.715146,7.408178686391458,3.206767453031259e+48
2024-07-10 03:34:29.715156,7.4288783530603375,3.2051187233181225e+48
2024-07-10 03:34:30.715151,7.272124079444075,3.3569967778134836e+48
2024-07-10 03:34:31.715161,7.495265156758167,3.1370817141629903e+48
2024-07-10 03:34:32.715158,7.492792095171102,3.159179210987516e+48
2024-07-10 03:34:33.715163,7.454082302515496,3.194629887978073e+48
2024-07-10 03:34:34.715168,7.2458676327641935,3.3493957526962726e+48
2024-07-10 03:34:35.715170,7.2573582782657855,3.3666169667775e+48
2024-07-10 03:34:36.715172,7.439225025872329,3.185618746579823e+48
2024-07-10 03:34:37.715173,7.4186458662958845,3.224037960282919e+48
2024-07-10 03:34:38.715175,7.283441360394428,3.334114064435248e+48
2024-07-10 03:34:39.715181,7.349946443472086,3.280421714872052e+48
2024-07-10 03:34:40.715184,7.34440339243499,3.2720017869721946e+48
2024-07-10 03:34:41.715188,7.3713068276452,3.2581221570796825e+48
2024-07-10 03:34:42.715189,7.093362073838628,3.524920703231607e+48
2024-07-10 03:34:43.715192,7.459435896970513,3.166501056806161e+48
2024-07-10 03:34:44.715197,7.338929943463003,3.282674721613168e+48
2024-07-10 03:34:45.715200,7.282107371231295,3.336510540027862e+48
2024-07-10 03:34:46.715198,7.223332686728893,3.395821544191471e+48
2024-07-10 03:34:47.715201,7.135719000705372,3.476210605905988e+48
2024-07-10 03:34:48.715206,7.275635979046158,3.349582028013114e+48
2024-07-10 03:34:49.715211,7.424989319378776,3.21239161634576e+48
2024-07-10 03:34:50.715212,7.26757831044815,3.3458084103441514e+48
2024-07-10 03:34:51.715212,7.387140025099565,3.246611733838352e+48
2024-07-10 03:34:52.715218,7.383289330646785,3.253980038499494e+48
2024-07-10 03:34:53.715217,7.25083222903922,3.359643896160196e+48
2024-07-10 03:34:54.715220,7.322094815173984,3.296593945666715e+48
2024-07-10 03:34:55.715225,6.930153209334996,3.692405504900384e+48
2024-07-10 03:34:56.715230,7.360656415417337,3.25937761293157e+48
2024-07-10 03:34:58.715235,7.368317029951743,3.245187309739006e+48
2024-07-10 03:34:59.715239,7.068732293982269,3.534863562991387e+48
2024-07-10 03:35:00.715240,7.460530650342795,3.182472802465976e+48
2024-07-10 03:35:01.715242,7.102745705026226,3.504076875413192e+48
2024-07-10 03:35:02.715245,7.370757683082267,3.259179484523903e+48
2024-07-10 03:35:03.715245,7.291023450317722,3.318906019960968e+48
2024-07-10 03:35:04.715249,7.343650225816473,3.292997190846295e+48
2024-07-10 03:35:05.715253,7.278937567442189,3.322891882285276e+48
2024-07-10 03:35:06.715253,7.135719000705372,3.476210605905988e+48
2024-07-10 03:35:07.715257,7.2150337847996395,3.392340569747318e+48
2024-07-10 03:35:08.715263,7.128851962887941,3.468934678922522e+48
2024-07-10 03:35:09.715264,7.158043479904848,3.449646025881452e+48
2024-07-10 03:35:10.715263,7.34136888385834,3.27819190893351e+48
2024-07-10 03:35:11.715272,7.436431486511631,3.190796096091694e+48
2024-07-10 03:35:12.715270,7.014166182136759,3.6138349527157365e+48
2024-07-10 03:35:13.715274,7.1514678449495515,3.462869362120235e+48
2024-07-10 03:35:14.715276,7.123853424326405,3.480152509394436e+48
2024-07-10 03:35:15.715281,7.386288401004917,3.248511199453197e+48
2024-07-10 03:35:16.715284,7.06302996485865,3.548393250732376e+48
2024-07-10 03:35:17.715284,7.512798075725445,3.1406571603956665e+48
2024-07-10 03:35:18.715287,6.9797606318765455,3.6225791883001456e+48
2024-07-10 03:35:19.715290,7.254855775527841,3.351727661188546e+48
2024-07-10 03:35:20.715295,7.0524086967225905,3.548833954022573e+48
2024-07-10 03:35:21.715296,7.20239201559358,3.3978409460615305e+48
2024-07-10 03:35:22.715301,7.373255402976299,3.25410104561838e+48
2024-07-10 03:35:23.715302,7.249756748661554,3.361843316323352e+48
2024-07-10 03:35:24.715306,7.05059873146297,3.5532774900942385e+48
2024-07-10 03:35:25.715307,7.013637919226984,3.5914489252337725e+48
2024-07-10 03:35:26.715310,7.191998223281815,3.4199914008680126e+48
2024-07-10 03:35:27.715313,7.169504014374676,3.446243075446859e+48
2024-07-10 03:35:28.715315,7.065359564937479,3.54279647986126e+48
2024-07-10 03:35:29.715322,7.103529182629643,3.502667187682008e+48
2024-07-10 03:35:30.715323,7.2230653134989815,3.375673798482468e+48
2024-07-10 03:35:31.715327,7.145992231878922,3.453637070716618e+48
2024-07-10 03:35:32.715328,7.0347295833840935,3.566301802890598e+48
2024-07-10 03:35:33.715333,7.197591804475817,3.407905223272171e+48
2024-07-10 03:35:34.715333,7.15409186856505,3.457835123970243e+48
2024-07-10 03:35:35.715340,7.016196644754895,3.584839700913119e+48
2024-07-10 03:35:36.715341,7.088117261706666,3.5141265193841426e+48
2024-07-10 03:35:37.715340,6.956480136993822,3.653571280365589e+48
2024-07-10 03:35:38.715346,7.248027633779504,3.344992697925394e+48
2024-07-10 03:35:39.715346,7.217707234293031,3.386779948809192e+48
2024-07-10 03:35:41.715353,7.136238728467527,3.452915463357798e+48
2024-07-10 03:35:42.715356,7.213897944091562,3.3741876680916806e+48
2024-07-10 03:35:43.715357,6.977469545720923,3.628339258514546e+48
2024-07-10 03:35:44.715361,7.089161402773039,3.511802874083286e+48
2024-07-10 03:35:45.715367,7.122278485146047,3.483596671889183e+48
2024-07-10 03:35:46.715368,7.0267965047977095,3.560777292752657e+48
2024-07-10 03:35:47.715366,7.000453271318648,3.598037528757019e+48
2024-07-10 03:35:48.715373,7.020588779945575,3.5750409274386675e+48
2024-07-10 03:35:49.715375,7.11611841146529,3.474988714314725e+48
2024-07-10 03:35:50.715377,6.9522599469246265,3.639466154298664e+48
2024-07-10 03:35:51.715378,7.07602372043655,3.5185056778009164e+48
2024-07-10 03:35:52.715389,6.959025623363254,3.6474858514441506e+48
2024-07-10 03:35:53.715390,7.019821521888094,3.57715008186635e+48
2024-07-10 03:35:54.715391,6.988214716404914,3.602363313627244e+48
2024-07-10 03:35:55.715395,6.914671212602784,3.705543813540865e+48
2024-07-10 03:35:56.715396,6.840155369577675,3.7884968316381356e+48
2024-07-10 03:35:57.715399,6.954304626822656,3.634590284480835e+48
2024-07-10 03:35:58.715404,7.138086496278527,3.449240641459519e+48
2024-07-10 03:35:59.715406,6.777435132953509,3.8435354036878575e+48
2024-07-10 03:36:00.715407,6.967462707741674,3.627767766299567e+48
2024-07-10 03:36:01.715411,7.128585738602134,3.469831708356699e+48
2024-07-10 03:36:03.715417,7.1190174866943865,3.468338573186233e+48
2024-07-10 03:36:04.715421,6.799469091165424,3.8128675327282964e+48
2024-07-10 03:36:05.715422,7.101209777508915,3.485142615966333e+48
2024-07-10 03:36:06.715422,7.002511479779363,3.593244802323702e+48
2024-07-10 03:36:07.715429,7.228695671310241,3.3643571394165624e+48
2024-07-10 03:36:08.715431,7.017492792751928,3.582184591648956e+48
2024-07-10 03:36:09.715432,6.8689616906344595,3.742165499571032e+48
2024-07-10 03:36:10.715435,6.951721743614453,3.640039069509217e+48
2024-07-10 03:36:11.715438,6.9692429704208845,3.6232004642769e+48
2024-07-10 03:36:12.715440,6.866956903766254,3.747196487826801e+48
2024-07-10 03:36:14.715445,6.905898835734087,3.701810576518774e+48
2024-07-10 03:36:15.715451,7.133036879158506,3.4382718041452027e+48
2024-07-10 03:36:16.715449,6.999425364571269,3.6004347384987216e+48
2024-07-10 03:36:17.715454,6.809317628195418,3.8144149091637503e+48
2024-07-10 03:36:18.715455,7.21848098170524,3.364410724766836e+48
2024-07-10 03:36:19.715462,7.110862707010515,3.486506580189593e+48
2024-07-10 03:36:20.715464,6.84485857543726,3.7761137762174695e+48
2024-07-10 03:36:21.715467,7.1106014395431805,3.486759084698002e+48
2024-07-10 03:36:22.715472,7.010782394798364,3.574758766692697e+48
2024-07-10 03:36:23.715471,6.991221092835172,3.6196462010720693e+48
2024-07-10 03:36:24.715473,7.180630550784493,3.401299445870515e+48
2024-07-10 03:36:25.715476,7.0946522304169335,3.499942208919529e+48
2024-07-10 03:36:26.715479,6.674463982162067,3.980373302921177e+48
2024-07-10 03:36:27.715485,6.938248390133207,3.672764646159597e+48
2024-07-10 03:36:28.715488,6.91754826770115,3.6733441095130065e+48
2024-07-10 03:36:29.715491,7.097806196531452,3.469938331544511e+48
2024-07-10 03:36:30.715489,6.857132122505211,3.74542573419323e+48
2024-07-10 03:36:31.715495,6.817757869701726,3.792596377932599e+48
2024-07-10 03:36:32.715497,7.052646814520928,3.525258977140201e+48
2024-07-10 03:36:33.715496,7.08203549773357,3.5054248497590056e+48
2024-07-10 03:36:34.715503,7.085634734422303,3.4748756069381935e+48
2024-07-10 03:36:36.715509,7.091218349746504,3.484755147351605e+48
2024-07-10 03:36:37.715511,7.006634366112859,3.583670643932176e+48
2024-07-10 03:36:38.715510,7.027580335901675,3.559320669632708e+48
2024-07-10 03:36:39.715518,6.896776729666251,3.6984473514641454e+48
2024-07-10 03:36:40.715518,7.059683082827919,3.5323821484447035e+48
2024-07-10 03:36:41.715524,7.040840196828124,3.52879945862948e+48
2024-07-10 03:36:42.715523,7.094913859532462,3.499038416750114e+48
2024-07-10 03:36:43.715529,6.7136823824186,3.9301832030692115e+48
2024-07-10 03:36:44.715534,6.862156176698298,3.7328093416127503e+48
2024-07-10 03:36:45.715535,6.947964892426013,3.624730197152601e+48
2024-07-10 03:36:46.715535,7.088589855140238,3.4905613244286137e+48
2024-07-10 03:36:47.715537,6.925935561726509,3.6526747322616416e+48
