# Date,Intensity
2024-06-01 07:06:41.964815,7024309760.0
2024-06-01 07:06:57.248350,7031068160.0
2024-06-01 07:07:12.848650,-241631328.0
2024-06-01 07:08:35.737015,-254792528.0
2024-06-01 07:10:00.797290,7031249920.0
2024-06-01 07:11:25.847440,-258045200.0
2024-06-01 07:12:50.905715,7013207040.0
2024-06-01 07:14:15.959865,-254637600.0
2024-06-01 07:15:41.161500,-258061120.0
2024-06-01 07:17:06.723000,-256272992.0
2024-06-01 07:18:31.128575,7025748992.0
2024-06-01 07:19:56.184725,7035150336.0
2024-06-01 07:21:21.240875,7070949888.0
2024-06-01 07:22:46.297150,7046073856.0
2024-06-01 07:24:11.353300,7055081472.0
2024-06-01 07:25:36.409575,-272152832.0
2024-06-01 07:27:01.465735,-272972864.0
2024-06-01 07:28:26.522010,7065296384.0
2024-06-01 07:29:51.578160,-280184224.0
2024-06-01 07:31:16.448435,-290323456.0
2024-06-01 07:32:41.218585,-293385152.0
2024-06-01 07:34:05.990735,-279243488.0
2024-06-01 07:36:55.523160,-291776928.0
2024-06-01 07:38:20.291435,-260007040.0
2024-06-01 07:39:45.575950,-266130080.0
2024-06-01 07:41:09.825870,-253714176.0
2024-06-01 07:42:34.628020,-261089248.0
2024-06-01 07:43:59.396170,-289291040.0
2024-06-01 07:45:24.162445,-290258272.0
2024-06-01 07:46:48.932595,-273860448.0
2024-06-01 07:48:13.700870,-289472512.0
2024-06-01 07:49:38.467020,-289097664.0
2024-06-01 07:51:03.235295,-281696320.0
2024-06-01 07:52:28.544500,-274680640.0
2024-06-01 07:53:52.771595,-291836896.0
2024-06-01 07:55:17.539870,-274943520.0
2024-06-01 07:56:42.310020,-278309248.0
2024-06-01 07:58:07.783050,-272517344.0
2024-06-01 07:59:31.844455,-271561088.0
2024-06-01 08:00:56.586730,-272420992.0
2024-06-01 08:02:21.164880,3322444800.0
2024-06-01 08:03:45.771030,3320647680.0
2024-06-01 08:05:10.347305,-272218656.0
2024-06-01 08:06:34.923455,3314348544.0
2024-06-01 08:07:59.501730,3311724288.0
2024-06-01 08:09:24.758800,3307346176.0
2024-06-01 08:10:48.652030,-269447200.0
2024-06-01 08:12:13.228305,3318865920.0
2024-06-01 08:13:37.836455,3308432384.0
2024-06-01 08:15:02.476730,3306446848.0
2024-06-01 08:16:27.116880,3307816704.0
2024-06-01 08:17:51.725030,3303206400.0
2024-06-01 08:19:16.333305,-265574368.0
2024-06-01 08:20:40.977455,3311271936.0
2024-06-01 08:22:05.645730,-258779584.0
2024-06-01 08:23:30.286015,3310705408.0
2024-06-01 08:24:54.926165,3315738624.0
2024-06-01 08:26:19.566440,3311898112.0
2024-06-01 08:27:44.206590,3310393600.0
2024-06-01 08:29:08.846865,-246673344.0
2024-06-01 08:30:33.463015,3313521408.0
2024-06-01 08:31:57.847165,3310407168.0
2024-06-01 08:33:22.231440,3314554880.0
2024-06-01 08:34:46.615590,3315353856.0
2024-06-01 08:36:11.318650,3314638336.0
2024-06-01 08:37:35.416015,3313736960.0
2024-06-01 08:38:59.804165,3315351552.0
2024-06-01 08:40:24.184440,3322276096.0
2024-06-01 08:41:48.574590,3322005248.0
2024-06-01 08:42:03.560745,3321719040.0
2024-06-01 08:42:18.546765,-3670893312.0
2024-06-01 08:42:33.534670,7028488704.0
2024-06-01 08:42:49.930700,7045318656.0
2024-06-01 08:43:06.326855,7035978752.0
2024-06-01 08:43:22.722885,7052226048.0
2024-06-01 08:43:39.118915,7041824768.0
2024-06-01 08:43:55.514935,7059386880.0
2024-06-01 08:44:11.911090,7066341376.0
2024-06-01 08:44:28.306995,7052020736.0
2024-06-01 08:44:44.703025,7061883392.0
