Flare_ID,NOAA_Region,GOES_Class,Start_Time_UTC,Peak_Time_UTC,End_Time_UTC,Preflare_Intensity,Flare_Peak_Intensity,Quiet_Sun_Intensity,Intensity_Ratio,Flare_Contrast,Enhancement_QS,Fluence,FWHM,Box_Area
20240601_082500.000,13697,X1.43,2024-06-01T08:25:00,2024-06-01T08:48:00,2024-06-01T08:58:00,113365921.30482024,132164347.6688158,2736.356758278744,1.1658207876549607,0.16582078765496056,48298.384672322994,7054777200.820089,7475.746999979019,33264
