Flare_ID,NOAA_Region,GOES_Class,Start_Time_UTC,Peak_Time_UTC,End_Time_UTC,Preflare_Intensity,Flare_Peak_Intensity,Quiet_Sun_Intensity,Intensity_Ratio,Peak_Ratio,Flare_Contrast,Enhancement_QS,Fluence,FWHM,Box_Area,Preflare_level
20240601_082500.000,13697,X1.43,2024-06-01T08:25:00,2024-06-01T08:48:00,2024-06-01T08:58:00,336502903.3823819,512814816.7626678,4314.986760912992,1.5239536170656318,3.5883167229431048,0.5239536170656319,2.5883167229431048,102162141823.05977,7686.174999952316,33120,2.3551573048533405
