Date,QS_mode,AR_mode,AR sum,ARmode_200G,ARmode200G
2024-07-10T03:31:16.824,5224,5710,64,1196268800.0,10401,20,423547328.0
2024-07-10T03:31:16.824,5224,5710,70,1196151552.0,10401,20,424369056.0
2024-07-10T03:31:16.824,5224,5533,70,1194827008.0,8625,20,422062304.0
2024-07-10T03:31:16.824,5224,5648,66,1198469120.0,8625,20,422306048.0
2024-07-10T03:32:47.280,5193,5390,64,1197193344.0,6903,19,421627136.0
2024-07-10T03:32:47.280,5193,6092,67,1199954560.0,6903,21,423829952.0
2024-07-10T03:34:18.478,5123,5453,62,1190769024.0,9140,22,420230208.0
2024-07-10T03:34:18.478,5123,5453,66,1194830080.0,9140,22,421538560.0
2024-07-10T03:35:49.679,5247,5755,65,1194827136.0,8638,19,422461696.0
2024-07-10T03:35:49.679,5229,5759,62,1196882816.0,10633,19,421641472.0
2024-07-10T03:37:20.878,5214,5784,65,1192570240.0,9025,19,421352320.0
2024-07-10T03:37:20.878,5214,5767,65,1194471552.0,10250,20,422150720.0
2024-07-10T03:38:52.824,5156,5665,68,1190834688.0,8850,20,423631680.0
2024-07-10T03:38:52.824,5156,5449,64,1189949696.0,8524,19,422116576.0
2024-07-10T03:40:23.280,5149,5552,66,1188322432.0,8883,23,421467872.0
2024-07-10T03:40:23.280,5149,5878,66,1192224384.0,8883,23,419960960.0
2024-07-10T03:41:54.479,5171,5931,64,1189573632.0,8748,22,420274496.0
2024-07-10T03:41:54.479,5171,5692,62,1195502336.0,8652,20,421494720.0
2024-07-10T03:41:54.479,5171,6156,62,1190415232.0,8652,21,422718880.0
2024-07-10T03:43:25.679,5117,5489,63,1190224384.0,8699,20,418814016.0
2024-07-10T03:43:25.679,5117,5917,66,1188830592.0,8699,20,419743104.0
2024-07-10T03:44:56.880,5053,5601,65,1181190912.0,9688,21,419546592.0
2024-07-10T03:44:56.880,5266,5601,65,1185070720.0,9688,20,418874688.0
2024-07-10T03:46:28.239,5269,5942,65,1186243840.0,6863,20,419098624.0
2024-07-10T03:46:28.239,5269,5954,63,1185491456.0,9015,20,420162176.0
2024-07-10T03:47:59.664,5228,5468,65,1188994432.0,6634,19,418994688.0
2024-07-10T03:47:59.664,5228,5673,65,1189929728.0,6634,19,419268448.0
2024-07-10T03:49:31.919,5255,5713,66,1191892992.0,8713,21,418858144.0
2024-07-10T03:49:31.919,5239,5629,71,1195395072.0,8439,19,418810944.0
2024-07-10T03:51:02.511,5296,5798,69,1195286016.0,6834,20,422295360.0
2024-07-10T03:51:02.511,5296,5798,73,1198174464.0,9209,20,420827456.0
2024-07-10T03:52:33.936,5193,5788,63,1200057856.0,9703,20,422869632.0
2024-07-10T03:52:33.936,5150,5657,62,1195049472.0,9703,21,423725824.0
2024-07-10T03:54:05.361,5126,5856,67,1202600960.0,10478,20,425200576.0
2024-07-10T03:54:05.361,5266,5811,67,1198309248.0,10478,21,424099456.0
2024-07-10T03:55:36.784,5249,5908,67,1198979712.0,10378,18,425891584.0
2024-07-10T03:55:36.784,5249,5853,69,1200196224.0,8923,18,424615136.0
2024-07-10T03:57:08.208,5227,5618,65,1198398976.0,8538,20,425128896.0
2024-07-10T03:57:08.208,5141,5652,64,1194976256.0,8538,20,426052096.0
2024-07-10T03:58:39.665,5262,5761,69,1195524096.0,8834,20,427934080.0
2024-07-10T03:58:39.665,5262,5761,67,1201324032.0,6736,18,427513088.0
2024-07-10T04:00:11.888,5165,5736,65,1199340032.0,8772,20,426854080.0
2024-07-10T04:00:11.888,5206,6000,65,1201336576.0,8772,21,427483648.0
2024-07-10T04:01:42.510,5265,5878,68,1204475392.0,9740,20,425944256.0
2024-07-10T04:01:42.510,5120,5467,66,1202530176.0,9740,20,426532736.0
2024-07-10T04:03:13.967,5222,5514,65,1202569472.0,9450,23,426687040.0
2024-07-10T04:03:13.967,5222,5654,66,1203075584.0,9450,23,426541824.0
2024-07-10T04:04:45.455,5159,5609,68,1205404032.0,10662,21,428435296.0
2024-07-10T04:04:45.455,5225,5690,69,1207483648.0,10662,21,428352704.0
2024-07-10T04:06:16.912,5270,5783,64,1207121024.0,8895,20,430462848.0
2024-07-10T04:06:16.912,5270,5783,68,1208929024.0,9261,20,430748416.0
2024-07-10T04:07:48.401,5169,5954,62,1203876608.0,9221,20,426519840.0
2024-07-10T04:07:48.401,5169,5678,62,1203286016.0,9230,21,426906912.0
2024-07-10T04:09:19.857,5258,5699,66,1202723840.0,8949,18,428739776.0
2024-07-10T04:09:19.857,5258,5606,63,1211016960.0,8949,19,428443904.0
2024-07-10T04:10:51.314,5153,5471,68,1205650048.0,9838,19,427846272.0
2024-07-10T04:10:51.314,5153,5550,72,1207666688.0,8897,19,428035968.0
2024-07-10T04:12:22.803,5198,5763,65,1204592128.0,8394,18,425300576.0
2024-07-10T04:12:22.803,5218,5763,62,1202450432.0,8394,18,426956224.0
2024-07-10T04:13:54.291,5158,5836,68,1200027136.0,8596,20,426953984.0
2024-07-10T04:13:54.291,5158,5836,66,1203011072.0,8555,19,426175072.0
2024-07-10T04:15:25.779,5177,5922,64,1201748608.0,8763,20,423376064.0
2024-07-10T04:15:25.779,5268,5525,67,1208023296.0,8763,21,422999104.0
2024-07-10T04:16:57.491,5184,5714,70,1208961792.0,9958,20,426443488.0
2024-07-10T04:16:57.491,5184,6051,65,1196424576.0,8613,20,426941664.0
2024-07-10T04:18:29.203,5201,5660,64,1204210432.0,8527,22,429580864.0
2024-07-10T04:18:29.203,5201,5429,60,1205584768.0,8527,23,428482496.0
2024-07-10T04:20:00.915,5285,5795,69,1211741568.0,8733,18,431459552.0
2024-07-10T04:20:00.915,5285,5795,71,1212643840.0,9059,18,431145824.0
2024-07-10T04:21:32.628,5211,6069,66,1209738368.0,9138,22,431003200.0
