Peak time,Peak total count
2024-11-12 22:24:40.142055,31989350.314909678
2024-11-12 22:27:54.637655,28257972.68529977
2024-11-12 22:38:10.349130,1950339.8408254199
2024-11-12 22:44:39.341070,2317834.555928993
2024-11-12 22:49:31.858400,6517927.042809214
2024-11-12 22:54:22.830485,39508870.73917985
2024-11-12 23:05:43.568320,16668055.396024685
2024-11-12 23:12:12.560260,5612914.193130497
2024-11-12 23:15:27.577250,5511645.535581762
2024-11-12 23:25:10.545265,76647833.0071134
2024-11-12 23:28:25.417400,83792795.3445886
2024-11-12 23:41:23.266200,15855403.855968852
2024-11-12 23:46:14.771390,18554254.48180483
2024-11-12 23:55:58.260930,45872398.89067294
2024-11-13 00:04:04.501165,27810590.177847464
