date_time,helio_count
2024-11-01T12:33:00,0.7666666666666667
2024-11-01T12:41:00,0.8666666666666667
2024-11-01T12:50:00,25.916666666666668
2024-11-01T13:06:00,0.5333333333333333
2024-11-01T13:13:00,0.35
2024-11-01T13:20:00,0.5166666666666667
2024-11-01T13:24:00,0.4
2024-11-01T13:33:00,0.16666666666666666
2024-11-01T13:37:00,0.23333333333333334
2024-11-01T13:44:00,0.5333333333333333
2024-11-01T13:51:00,1.3666666666666667
2024-11-01T13:56:00,1.3833333333333333
2024-11-01T14:08:00,0.5166666666666667
