Date,Mean,Std,diff_count,Img_count
2024-06-01 07:10:44.966370,-36.82864470487253,809.1163598902991,11268224.202851225,135982765.6181724
2024-06-01 07:12:10.246450,-42.66297252583706,747.3230552513052,10189941.784474172,136908150.77149323
2024-06-01 07:13:35.787950,-99.19618864345888,778.088213025491,9521854.864228193,123711978.7085316
2024-06-01 07:15:00.138945,-66.25650858697382,760.1512645168593,8470554.906906255,112122246.896508
2024-06-01 07:16:25.191230,49.63265334376276,878.5709644968076,9967236.565173272,103821773.90169373
2024-06-01 07:17:50.247380,103.87261790216179,1048.721741056069,2229324.4545173394,16564519.758836541
2024-06-01 07:19:15.303655,99.10261451028983,1122.2334100439512,2502606.7932981625,17304981.17131169
2024-06-01 07:20:40.359805,94.1716944823242,1247.892677730777,1231385.338790926,7973255.118962141
2024-06-01 07:22:05.416080,144.66261603317113,1262.9693270509988,935319.8552904386,5607375.3702167105
2024-06-01 07:23:30.472230,161.12744093643354,1225.4406746318402,1803327.3090375355,11021762.423099209
2024-06-01 07:24:55.528505,184.5213480268304,1273.2319310712687,2557431.137706477,15116530.437539745
2024-06-01 07:26:20.584655,230.03957760810727,1280.001737238674,2141176.2295237714,12501855.752699483
2024-06-01 07:27:45.640940,216.0132248395783,1311.459159843528,1428883.0621455964,8426690.04346409
2024-06-01 07:29:10.697090,219.42714051348787,1306.6774636952562,1931820.2056902025,11197805.601615475
2024-06-01 07:30:35.721240,236.0377605338391,1310.9252655303296,2736435.058597173,15987947.903131083
2024-06-01 07:32:00.489515,269.2070357115663,1317.2027643864394,3083627.398144683,18179037.625627104
2024-06-01 07:33:25.257665,304.573461716841,1339.7868613402627,2555682.310516772,14931701.158824462
2024-06-01 07:34:50.259400,309.861002471221,1346.0900304256068,2985844.3907953077,16843669.652792536
2024-06-01 07:36:14.794090,265.95026062036646,1340.484185535972,2527923.939818684,14522602.542450698
2024-06-01 07:37:39.562365,258.71023030118437,1321.869222687549,1388594.9079888812,8173016.79157913
2024-06-01 07:39:04.330515,227.31798107473887,1296.9922995438549,1808865.4134417088,10984632.518293943
2024-06-01 07:40:29.986650,277.5432740563328,1265.0214641162052,1869677.9445767382,11327321.477100702
2024-06-01 07:41:53.866940,189.66081972546604,1310.4741959133958,1815316.5785120088,10970683.94147776
2024-06-01 07:43:18.667090,150.2376871586496,1331.6906859512071,2043029.942814508,11744518.121726446
2024-06-01 07:44:43.435375,243.50596692578722,1390.7990934367142,1890007.001395753,10039340.982023625
2024-06-01 07:46:08.203525,231.03291154136355,1372.3611149579494,2439292.240099462,13546152.106525041
2024-06-01 07:47:32.971800,274.9783508580052,1376.5718256573246,2224407.8027573605,12236498.172279993
2024-06-01 07:48:57.739950,358.8068086638101,1364.4762538828672,2554391.916705799,14369627.059572639
2024-06-01 07:50:22.508100,345.342509846812,1346.1931421906595,3166498.3838332575,18129199.127018426
2024-06-01 07:51:47.276375,366.9410402663658,1383.7931721378882,3919546.3454923583,21890312.926019836
2024-06-01 07:53:12.445250,406.91557699895475,1414.7511859649646,3375580.100515116,18314527.990865856
2024-06-01 07:54:36.812800,436.5922277676637,1422.2588008658408,3345128.6434312994,17805786.194614373
2024-06-01 07:56:01.580950,448.1842374864152,1411.6273664945113,2658257.091619688,14055345.02685966
2024-06-01 07:57:26.349225,483.409222430657,1395.5149287216852,2234789.8002486452,11707126.174422396
2024-06-01 07:58:51.117375,500.29830475623515,1423.9348925749375,2628466.107920965,13522241.581290588
2024-06-01 08:00:15.885535,487.1547178170189,1386.84700255943,1883578.510285221,10026784.906892367
2024-06-01 08:01:40.526810,435.4638454137046,1385.4143864258804,2217830.363276983,12055847.724812537
2024-06-01 08:03:05.100960,415.58158144299927,1393.8509234028313,1340474.922072524,7201640.638844225
2024-06-01 08:04:29.709235,374.3557346863903,1406.0564706494308,1644860.088047675,9081019.082669957
2024-06-01 08:05:54.285385,407.7117289548189,1394.5213548149109,1956138.8107973104,10759098.01483836
2024-06-01 08:07:18.861535,382.69830337179764,1419.3297100375285,2043081.074855301,10453694.6426124
2024-06-01 08:08:43.437810,388.5811072731426,1415.1627275659985,1688081.5486640593,9105509.106545847
2024-06-01 08:10:08.139600,389.69332977994367,1427.3029363032822,2145199.820140589,11406530.627517926
2024-06-01 08:11:32.590235,483.52933969251643,1397.826027632732,2611009.8127749544,13696368.37536886
2024-06-01 08:12:57.198385,484.79106068681943,1386.7963578634435,3054283.0088456036,16011273.707145724
2024-06-01 08:14:21.806535,358.55539134588093,1418.2010105535971,2613438.485980395,13990476.765527736
2024-06-01 08:15:46.446810,365.8291915576999,1403.2103810616866,1939079.7483795383,10628341.40345139
2024-06-01 08:17:11.549600,360.26594352879283,1395.058829806744,1629252.3238845884,8910180.281672219
2024-06-01 08:18:35.695235,351.10183230308104,1416.2324055713848,1760502.6812664007,9396553.845605817
2024-06-01 08:20:00.303385,318.57286986979364,1429.7225158322399,2498738.4401530325,13175781.942330895
2024-06-01 08:21:24.975535,386.4833382942345,1438.6915525105555,1615472.010936889,8523667.631463736
2024-06-01 08:22:49.615810,423.23994379183597,1423.1862915916254,1874600.9369607524,9771111.209224705
2024-06-01 08:24:14.255960,399.31775956473285,1456.6330414488386,2170398.111891593,11266805.338789485
2024-06-01 08:25:38.896360,325.36167392342674,1443.1390904285133,1398120.4067977723,7523233.414104778
2024-06-01 08:27:03.536510,339.9801367824287,1422.831336411674,1901288.3374401808,9859488.356592406
2024-06-01 08:28:28.176785,368.93449879900044,1446.0900408960572,1911736.4053588337,9892816.361904558
2024-06-01 08:29:52.816945,342.7743816755848,1424.6326069712616,2074075.1133339524,10769767.463313706
2024-06-01 08:31:17.330095,340.93007205997384,1413.1051050176357,1505642.9136893544,7711550.7322681155
