Time,QS1mean,qs1_se,QS2mean,qs2_se,QS3mean,qs3_se,AR_mean,AR_se,Shutter_Ang,Exposure,Threshold_count,Thresh_area
2024-06-01 07:10:59.336525,2117.263916015625,49.0660285949707,2117.263916015625,49.0660285949707,2117.263916015625,49.0660285949707,2807.891357421875,245.18572998046875,0.439453125,2000,27940596.0,8591
2024-06-01 07:12:24.390550,2105.460205078125,52.70254898071289,2105.460205078125,52.70254898071289,2105.460205078125,52.70254898071289,2799.484130859375,246.7544403076172,0.439453125,2000,30794416.0,9520
2024-06-01 07:13:49.446825,2115.631103515625,60.699588775634766,2115.631103515625,60.699588775634766,2115.631103515625,60.699588775634766,2796.79443359375,244.5310516357422,0.439453125,2000,24550536.0,7568
2024-06-01 07:15:14.502975,2113.540283203125,48.467926025390625,2113.540283203125,48.467926025390625,2113.540283203125,48.467926025390625,2798.356689453125,242.0316162109375,0.439453125,2000,24732144.0,7633
2024-06-01 07:16:39.559250,2111.301513671875,48.59040069580078,2111.301513671875,48.59040069580078,2111.301513671875,48.59040069580078,2799.948486328125,246.4030303955078,0.439453125,2000,27327976.0,8436
2024-06-01 07:18:04.615400,2113.38330078125,56.459903717041016,2113.38330078125,56.459903717041016,2113.38330078125,56.459903717041016,2796.97900390625,245.24156188964844,0.439453125,2000,25601422.0,7895
2024-06-01 07:19:29.671675,2127.275634765625,55.35813903808594,2127.275634765625,55.35813903808594,2127.275634765625,55.35813903808594,2796.3603515625,242.7352294921875,0.439453125,2000,20283462.0,6207
2024-06-01 07:20:54.727825,2116.764892578125,46.164451599121094,2116.764892578125,46.164451599121094,2116.764892578125,46.164451599121094,2795.64111328125,245.6104736328125,0.439453125,2000,23556888.0,7250
2024-06-01 07:22:19.784110,2120.959228515625,60.814598083496094,2120.959228515625,60.814598083496094,2120.959228515625,60.814598083496094,2794.0625,245.10496520996094,0.439453125,2000,22657900.0,6956
2024-06-01 07:23:44.840260,2142.325439453125,50.04942321777344,2142.325439453125,50.04942321777344,2142.325439453125,50.04942321777344,2789.228515625,247.23048400878906,0.439453125,2000,15742657.0,4793
2024-06-01 07:25:09.896410,2142.954345703125,51.195213317871094,2142.954345703125,51.195213317871094,2142.954345703125,51.195213317871094,2793.86083984375,242.62750244140625,0.439453125,2000,15307029.0,4663
2024-06-01 07:26:34.952685,2138.5517578125,58.21785354614258,2138.5517578125,58.21785354614258,2138.5517578125,58.21785354614258,2798.35107421875,244.55560302734375,0.439453125,2000,18700182.0,5698
2024-06-01 07:28:00.883500,2138.98681640625,46.85731887817383,2138.98681640625,46.85731887817383,2138.98681640625,46.85731887817383,2792.1923828125,244.81881713867188,0.439453125,2000,17733410.0,5401
2024-06-01 07:32:14.794535,2141.103759765625,48.77857971191406,2141.103759765625,48.77857971191406,2141.103759765625,48.77857971191406,2790.619384765625,246.4233856201172,0.439453125,2000,16224737.0,4936
2024-06-01 07:35:04.329845,2136.6648781365843,43.399164754673095,2136.6648781365843,43.399164754673095,2136.6648781365843,43.399164754673095,2789.986299987882,239.43245270788512,0.439453125,2000,14203452.580604881,4331
