file,region_id,x0_pix,y0_pix,width_pix,height_pix,top_left_hpc_Tx,top_left_hpc_Ty,bottom_right_hpc_Tx,bottom_right_hpc_Ty,Centre_hpc_Tx,Centre_hpc_Ty,max_intensity,area_pix
aia.lev1_euv_12s.2024-11-12T221508Z.131.image_lev1.fits,1,2895,1324,977,887,513,101,1099,-432,806,-165,378.6681933982115,277159
aia.lev1_euv_12s.2024-11-12T221508Z.131.image_lev1.fits,2,1737,1390,641,510,-182,-83,202,-390,10,-237,239.10415708530687,66762
aia.lev1_euv_12s.2024-11-12T221508Z.131.image_lev1.fits,3,587,904,330,381,-873,-451,-676,-680,-774,-565,152.24611934853834,20088
aia.lev1_euv_12s.2024-11-12T221508Z.131.image_lev1.fits,4,3445,2126,295,675,845,455,1021,49,933,252,152.1855436244382,23275
aia.lev1_euv_12s.2024-11-12T221508Z.131.image_lev1.fits,5,1544,1444,316,352,-298,-145,-108,-357,-203,-251,149.6725651448805,22101
aia.lev1_euv_12s.2024-11-12T221508Z.131.image_lev1.fits,6,398,1247,251,466,-986,-193,-836,-474,-911,-334,124.94045392768297,13815
aia.lev1_euv_12s.2024-11-12T221508Z.131.image_lev1.fits,7,424,2542,274,383,-969,534,-805,303,-887,418,105.27948616166955,14867
