# Time,AR_total,AR_count_Er,QS_total,QS_count_Er,AR_area,QS_area
2024-06-02T02:30:30.116,488779783.14852047,15632.974495413859,41611486.130266905,4561.33128210761,185761,19656
2024-06-02T02:31:54.789,489020405.4826173,15636.822015400336,41557682.41466518,4558.381424072868,185761,19656
2024-06-02T02:33:19.462,489854857.0227164,15650.157459634655,41681983.86982767,4565.193526556551,185761,19656
2024-06-02T02:34:44.133,489310401.79207397,15641.457761220243,41600738.422332145,4560.742177668682,185761,19656
2024-06-02T02:36:08.805,489025291.2581475,15636.900128512485,41497123.95950154,4555.058943608828,185761,19656
2024-06-02T02:37:33.478,488662222.3651642,15631.09436931983,41712704.69156639,4566.875556196293,185761,19656
2024-06-02T02:38:58.150,487293222.480283,15609.18355456625,41473715.88220094,4553.774032722799,185761,19656
2024-06-02T02:40:22.885,488525700.24844277,15628.910714577056,41516369.88883799,4556.1151153607825,185761,19656
2024-06-02T02:41:47.846,487829695.28368247,15617.773453403697,41458917.40508367,4552.961530975397,185761,19656
2024-06-02T02:43:12.806,487140426.54028773,15606.736150462206,41553961.10740124,4558.17732802275,185761,19656
2024-06-02T02:44:37.765,486902408.02419066,15602.922931684798,41376856.789144896,4548.453406881557,185761,19656
2024-06-02T02:46:02.725,488365302.2978941,15626.344778896537,41559707.01761165,4558.492460101895,185761,19656
2024-06-02T02:47:27.687,486960279.6932548,15603.850160989994,41487955.756358884,4554.5557278596825,185761,19656
2024-06-02T02:48:52.646,487389555.5779079,15610.726369677803,41633771.59836413,4562.552553032356,185761,19656
2024-06-02T02:50:17.606,487169900.0441315,15607.208271246518,41296005.89801468,4544.007366742196,185761,19656
2024-06-02T02:51:42.567,487868719.696378,15618.398120428,41503111.69623168,4555.387562888128,185761,19656
2024-06-02T02:53:07.526,487004547.95246303,15604.559397055447,41491646.2459445,4554.758294681755,185761,19656
2024-06-02T02:54:32.455,487073666.02782124,15605.666695592043,41465274.02874538,4553.310555450033,185761,19656
2024-06-02T02:55:57.416,486299811.20664245,15593.264751273906,41318560.23312273,4545.248080859983,185761,19656
2024-06-02T02:57:22.376,486654568.6418573,15598.951385299228,41435779.105596155,4551.6908454768845,185761,19656
2024-06-02T02:58:47.335,484764413.0912972,15568.628923114862,41300600.03349002,4544.260117636864,185761,19656
2024-06-02T03:00:12.263,485431894.71287656,15579.343611219258,41271696.759900466,4542.6697414571345,185761,19656
2024-06-02T03:01:37.224,485359805.0901541,15578.18675408268,41243916.38081814,4541.140626583708,185761,19656
2024-06-02T03:03:02.184,484774039.36922824,15568.78350047344,41249827.95239487,4541.466060227406,185761,19656
2024-06-02T03:04:27.142,486820771.10459185,15601.614837967763,41502160.288430035,4555.335349259703,185761,19656
2024-06-02T03:05:52.106,486204251.8555691,15591.732614683482,41292852.69012463,4543.8338817635395,185761,19656
2024-06-02T03:07:17.655,486022796.2561965,15588.822858962067,41424226.085157976,4551.056255703613,185761,19656
2024-06-02T03:08:41.992,487058247.96256375,15605.419698979003,41413056.77539756,4550.442658434317,185761,19656
2024-06-02T03:10:06.921,487495739.5518664,15612.426774077538,41493449.07851106,4554.857246858076,185761,19656
2024-06-02T03:11:32.137,487315969.0997367,15609.547865004557,41388124.369355775,4549.0726730486385,185761,19656
2024-06-02T03:12:57.353,487493281.32235676,15612.38741068061,41445256.90379391,4552.211380405896,185761,19656
2024-06-02T03:14:22.570,487691593.20172685,15615.562641187908,41529341.15460688,4556.826810106287,185761,19656
2024-06-02T03:15:47.787,488850321.78375727,15634.102497165566,41417640.08097257,4550.694456946795,185761,19656
2024-06-02T03:17:13.264,487879032.9341894,15618.563201110874,41536280.433154464,4557.2075020320535,185761,19656
2024-06-02T03:18:38.219,487146200.50501615,15606.828641735901,41374723.97158279,4548.336177745813,185761,19656
2024-06-02T03:20:03.437,487747376.73347974,15616.455691569066,41464949.043449014,4553.292712062833,185761,19656
2024-06-02T03:21:28.672,487265840.9195522,15608.744999511528,41448561.724268794,4552.392872120595,185761,19656
2024-06-02T03:22:53.889,486049077.5498782,15589.24432982366,41375393.15415647,4548.3729593205335,185761,19656
2024-06-02T03:24:19.106,486193587.577996,15591.561621242372,41386691.297128625,4548.9939160834565,185761,19656
2024-06-02T03:25:44.323,486458669.7880168,15595.811453528424,41359424.417406134,4547.495157633823,185761,19656
2024-06-02T03:27:09.538,485976458.58949465,15588.079718000781,41353264.2967813,4547.156490422411,185761,19656
2024-06-02T03:28:34.756,485717469.72188234,15583.925527958007,41243165.08110249,4541.099265657077,185761,19656
2024-06-02T03:30:00.225,487416088.23835987,15611.151274623531,41394454.85608381,4549.420559592387,185761,19656
2024-06-02T03:31:25.220,487675542.8854558,15615.305678811666,41453040.30992702,4552.638812267399,185761,19656
2024-06-02T03:32:50.437,488413028.0938627,15627.108307263099,41474651.361063644,4553.825389771968,185761,19656
2024-06-02T03:34:15.654,488350845.8251722,15626.113493526984,41508332.886203654,4555.674093161387,185761,19656
2024-06-02T03:35:40.870,488059835.2671205,15621.456962574272,41394549.88645093,4549.425781703167,185761,19656
2024-06-02T03:37:06.865,488424566.4656754,15627.292895215016,41564599.7211393,4558.760781239749,185761,19656
2024-06-02T03:38:31.304,488865159.43806857,15634.339759613587,41494535.506067455,4554.916876632737,185761,19656
2024-06-02T03:39:56.523,488723658.22443706,15632.07692893745,41524935.19615875,4556.5850807462575,185761,19656
2024-06-02T03:41:21.927,488848447.5948595,15634.072527573542,41551026.7591819,4558.016386498731,185761,19656
2024-06-02T03:42:47.369,489317038.31709075,15641.563833534849,41627312.488071,4562.198619529349,185761,19656
2024-06-02T03:44:12.809,489142987.3965939,15638.78172039935,41462914.29447541,4553.180992145788,185761,19656
2024-06-02T03:45:38.281,488710358.06193197,15631.864221229851,41600444.518685564,4560.726067123828,185761,19656
2024-06-02T03:47:03.722,489714171.3328351,15647.909945625888,41674597.14572093,4564.788995436751,185761,19656
