image_index,image datetime,area_px,intensity_sum,mean_intensity,centroid_row,centroid_col,w_centroid_row,w_centroid_col,peak_intensity,peak thresh
0,2024-07-10 13:31:10.902750,5055.0,5733089.2373046875,1134.1422823550322,307.78536102868446,317.33135509396635,308.3237324913141,317.8512398316142,3451.6357421875,1269.7858279633142
0,2024-07-10 13:31:10.902750,2475.0,1955561.0205078125,790.1256648516414,322.2327272727273,184.35878787878787,323.5247225097851,186.12963984567477,1689.3203125,621.4662125220664
1,2024-07-10 13:32:59.594590,944.0,724239.748046875,767.2031229310116,252.6239406779661,244.45233050847457,252.6952745748464,244.7673298636371,1661.6044921875,611.2701320338957
1,2024-07-10 13:32:59.594590,2752.0,2193755.0502929688,797.1493642052939,315.49890988372096,316.7452761627907,314.6185545983106,317.834339837612,1808.7919921875,665.4173872813174
1,2024-07-10 13:32:59.594590,1096.0,1123352.1528320312,1024.956343824846,288.63868613138686,287.8549270072993,288.17519954681154,287.6258139823765,2401.6259765625,883.508822160632
1,2024-07-10 13:32:59.594590,220.0,144672.4638671875,657.6021084872159,341.26363636363635,168.76363636363635,340.9627553897458,168.93340012528165,1266.8896484375,466.06265589307253
1,2024-07-10 13:32:59.594590,35.0,252452.4482421875,7212.927092633929,406.1142857142857,2.2285714285714286,405.9841446819191,1.8874597852696633,15589.55078125,5735.075229520073
2,2024-07-10 13:34:49.987900,370.0,219738.0712890625,593.8866791596283,264.56216216216217,260.3216216216216,264.29173363964026,260.0189182935463,1349.06640625,496.293795634416
3,2024-07-10 13:36:38.603105,280.0,178681.0126953125,638.1464739118304,350.88214285714287,141.76071428571427,350.66852835909566,141.86472748548817,1196.7119140625,440.24571018851964
4,2024-07-10 13:38:28.108555,308.0,197707.98681640625,641.9090481052151,228.89935064935065,272.94805194805195,229.44657377564835,272.52114743276053,1280.53369140625,471.08201879573545
4,2024-07-10 13:38:28.108555,734.0,680619.0771484375,927.273947068716,352.1784741144414,143.29291553133515,352.1624450330423,143.57040219595,1897.2001953125,697.9409476419138
5,2024-07-10 13:40:17.611870,1740.0,2150132.9262695312,1235.7085783158225,246.87758620689655,272.25229885057473,246.60722196405865,272.30568311681685,2227.0576171875,819.2887116675415
5,2024-07-10 13:40:17.611870,934.0,1393767.8583984375,1492.2568077071064,351.2152034261242,153.03961456102783,350.98347783361885,153.02722692131536,3104.701171875,1142.1557321136972
6,2024-07-10 13:42:07.116195,2293.0,3481139.951171875,1518.1595949288596,247.347143480157,272.0562581770606,249.73728368828512,272.21769076948857,2882.0810546875,1060.2583678092387
6,2024-07-10 13:42:07.116195,1216.0,2242716.6240234375,1844.3393289666426,351.6842105263158,151.08634868421052,351.80660706216975,150.7773287732544,4097.83203125,1507.5081576706864
7,2024-07-10 13:43:56.621510,1056.0,1570152.5439453125,1486.8868787360914,273.0776515151515,272.1979166666667,274.3053202835422,272.0692952177924,2881.056640625,1059.881506936398
8,2024-07-10 13:45:46.124835,647.0,995424.3115234375,1538.5228926173686,277.1174652241113,271.21947449768163,277.21290840762543,271.07380555007217,2764.3330078125,1016.9412821258348
9,2024-07-10 13:47:35.629150,599.0,742569.9077148438,1239.6826506090881,101.2253756260434,9.086811352253756,101.47017926397083,8.236363571648177,1980.7880859375,728.6912141337384
9,2024-07-10 13:47:35.629150,541.0,719024.673828125,1329.0659405325785,278.4898336414048,272.31423290203327,278.5705144506556,272.4117508987387,2417.1259765625,889.2109534987893
10,2024-07-10 13:49:25.131465,473.0,647896.3837890625,1369.7597965942125,278.9217758985201,271.42283298097254,279.14944400959945,271.5583080002076,2396.7890625,881.7294209183252
11,2024-07-10 13:51:14.635665,741.0,1216251.5126953125,1641.3650643661438,280.58704453441294,268.612685560054,280.4525014059893,269.0976364054159,3164.90625,1164.3039426100052
12,2024-07-10 13:53:04.140980,1051.0,2353501.431640625,2239.297270828378,281.2140818268316,268.1417697431018,281.0012686555762,268.7544321773516,5062.0625,1862.2287236749144
