time,exposure,region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9
2024-11-01 12:35:30.623,2.900811,32427606,10586665,4906631,6117378,5897555,10597381,7822979,5395693,2809880
2024-11-01 12:35:42.622,2.900812,32420990,10580881,4914714,6115900,5897572,10593145,7780679,5387219,2805424
2024-11-01 12:35:54.642,2.900813,32453512,10586653,4934180,6125491,5905694,10581958,7742209,5390961,2808201
2024-11-01 12:36:06.624,2.900813,32481038,10597103,4942967,6109087,5908062,10584158,7702621,5399622,2807253
2024-11-01 12:36:18.622,2.900812,32441536,10591995,4936715,6109028,5914037,10580233,7648490,5398945,2803913
2024-11-01 12:36:30.622,2.900814,32441564,10590093,4947059,6098114,5902678,10576108,7616051,5388439,2797012
2024-11-01 12:36:42.622,2.900815,32471392,10584919,4946619,6090376,5911834,10576772,7573034,5399116,2798251
2024-11-01 12:36:54.623,2.900812,32496230,10583463,4939745,6079233,5915034,10567626,7550708,5394869,2798197
2024-11-01 12:37:06.623,2.90081,32489944,10591163,4936470,6074326,5919573,10559331,7506202,5392700,2800739
2024-11-01 12:37:18.622,2.900813,32487470,10588854,4925666,6075356,5927714,10554614,7450878,5392034,2797670
2024-11-01 12:37:30.623,2.900812,32519028,10593910,4920485,6071083,5928092,10542928,7411055,5391356,2800935
2024-11-01 12:37:42.622,2.900813,32515476,10584143,4915883,6070615,5931060,10549068,7351400,5388842,2794632
2024-11-01 12:37:54.622,2.900812,32534166,10589239,4916456,6066219,5931598,10541032,7302586,5388182,2796439
2024-11-01 12:38:06.623,2.900815,32495428,10595304,4913380,6070191,5937699,10534492,7246660,5390293,2793291
2024-11-01 12:38:18.622,2.90082,32511600,10607178,4908247,6065050,5952460,10534704,7181078,5394373,2792622
2024-11-01 12:38:30.622,2.900814,32490560,10610953,4903757,6064843,5953165,10529076,7121671,5386362,2796840
2024-11-01 12:38:42.622,2.900816,32489548,10606687,4901520,6074180,5949867,10520545,7039880,5379630,2793798
2024-11-01 12:38:54.623,2.900814,32470848,10605407,4893319,6069531,5940876,10517376,6983655,5378300,2794813
2024-11-01 12:39:06.623,2.900812,32473056,10605338,4895600,6074315,5945617,10516873,6923367,5379342,2792109
2024-11-01 12:39:18.622,2.900814,32513260,10635013,4891413,6071788,5955272,10515093,6879083,5382359,2789277
2024-11-01 12:39:30.622,2.900814,32546528,10672183,4886554,6075318,5950385,10517365,6840008,5384351,2788590
2024-11-01 12:39:42.623,2.900814,32503572,10632043,4883083,6090111,5946453,10515772,6809457,5379476,2792152
2024-11-01 12:39:54.622,2.900815,32503248,10614801,4879856,6090619,5957304,10515176,6770796,5379355,2800849
2024-11-01 12:40:06.634,2.900816,32502764,10612915,4875725,6103986,5956621,10508477,6731708,5372732,2796938
2024-11-01 12:40:18.622,2.900818,32515896,10590647,4874509,6100388,5964298,10509935,6692212,5369417,2798267
2024-11-01 12:40:30.615,2.900815,32554384,10589754,4873426,6111103,5959843,10509389,6638242,5362057,2795926
2024-11-01 12:40:42.622,2.90082,32586434,10591949,4871644,6116253,5961092,10505045,6598776,5364721,2798106
2024-11-01 12:40:54.622,2.900816,32837494,10580832,4870557,6113970,5948420,10500297,6557234,5356395,2802363
2024-11-01 12:41:06.623,2.900817,33278602,10583809,4864211,6121779,5950092,10501766,6515840,5354994,2798708
2024-11-01 12:41:18.622,2.900815,33356054,10579196,4868259,6114448,5951456,10499848,6468922,5352768,2798598
2024-11-01 12:41:30.623,2.900814,33236272,10578495,4864477,6099339,5952103,10486987,6437518,5353626,2799265
2024-11-01 12:41:42.623,2.900814,33275380,10597267,4859106,6085344,5949588,10500894,6399692,5347110,2799676
2024-11-01 12:41:54.638,2.900813,33246236,10589489,4864647,6081062,5946642,10501593,6366826,5352675,2801934
2024-11-01 12:42:06.623,2.900818,33222256,10585073,4857164,6067193,5941929,10498622,6334231,5348131,2798542
2024-11-01 12:42:18.622,2.900815,33149808,10585581,4858989,6069786,5936356,10500134,6314307,5351194,2802820
2024-11-01 12:42:30.622,2.900819,33150668,10576944,4861820,6059043,5938986,10486978,6286727,5354280,2798229
2024-11-01 12:42:42.631,2.900818,33225828,10590914,4866121,6055126,5925568,10474601,6276514,5348039,2803366
2024-11-01 12:42:54.622,2.90082,33347824,10586304,4867458,6058603,5924721,10470556,6257353,5345970,2801873
2024-11-01 12:43:06.623,2.900818,33578710,10583172,4861678,6048189,5931363,10469619,6248499,5341931,2797954
2024-11-01 12:43:18.622,2.900816,33752508,10590737,4861549,6041858,5932030,10462159,6248360,5344886,2798807
2024-11-01 12:43:30.622,2.900815,33961456,10588652,4862328,6031668,5932418,10451071,6242765,5343095,2798974
2024-11-01 12:43:42.623,2.900816,34061564,10587833,4861135,6037529,5933570,10444486,6235280,5342821,2800641
2024-11-01 12:43:54.622,2.900818,34258810,10579834,4862196,6034713,5927347,10433292,6233816,5333605,2794898
2024-11-01 12:44:06.634,2.900819,34438468,10581025,4861324,6038519,5921067,10414660,6237099,5342798,2794988
2024-11-01 12:44:18.622,2.900819,34596330,10581065,4862478,6032260,5918462,10403056,6225229,5335307,2788884
2024-11-01 12:44:30.623,2.900817,34810916,10591609,4852414,6039857,5912137,10397219,6204212,5337283,2792281
2024-11-01 12:44:42.622,2.900821,34948076,10593691,4852275,6041937,5916668,10373969,6167980,5338405,2789493
2024-11-01 12:44:54.622,2.90082,35079588,10593379,4845391,6033275,5914153,10374470,6140488,5342301,2790927
2024-11-01 12:45:06.623,2.900818,35262936,10582074,4845872,6035001,5925445,10360714,6106070,5347538,2794835
2024-11-01 12:45:18.622,2.900819,35490796,10589338,4836215,6035602,5937263,10332829,6077606,5344003,2794861
2024-11-01 12:45:30.623,2.900818,35789990,10598031,4836466,6038436,5940129,10333399,6038789,5348122,2795346
2024-11-01 12:45:42.622,2.900818,36072268,10594954,4843407,6043549,5946448,10315126,6000621,5349454,2799403
2024-11-01 12:45:54.622,2.900815,36293310,10585230,4843181,6054996,5954435,10291642,5967061,5348809,2803607
2024-11-01 12:46:06.623,2.900817,36508596,10608273,4845327,6070847,5942773,10287074,5931625,5349990,2800724
2024-11-01 12:46:18.622,2.900814,36535520,10595777,4830902,6070692,5929835,10267978,5893515,5348123,2807691
2024-11-01 12:46:30.639,2.900819,36774084,10592138,4827338,6066651,5927239,10256000,5863572,5357123,2807020
2024-11-01 12:46:42.623,2.900817,36828196,10594684,4828597,6067941,5923130,10243172,5831447,5352946,2806730
2024-11-01 12:46:54.622,2.900818,37029924,10590085,4827960,6066762,5914890,10230361,5809598,5358891,2801133
2024-11-01 12:47:06.624,2.900818,37101736,10569081,4829978,6078516,5917519,10212261,5774996,5353931,2798824
2024-11-01 12:47:18.622,2.900817,37213310,10562390,4819649,6083338,5912908,10200507,5730445,5358079,2797001
2024-11-01 12:47:30.623,2.900818,37319150,10568408,4823819,6067383,5911280,10182238,5694660,5366651,2797826
2024-11-01 12:47:42.622,2.900818,37486160,10563320,4822371,6062825,5903560,10173589,5659490,5356619,2798115
2024-11-01 12:47:54.630,2.900819,37726508,10564938,4825140,6066199,5903081,10163411,5626887,5364261,2794026
2024-11-01 12:48:06.624,2.900815,38052016,10568657,4823280,6089825,5904679,10159842,5593128,5367161,2791231
2024-11-01 12:48:18.638,2.900819,38424544,10554728,4816838,6149275,5895453,10148469,5569004,5369381,2792422
2024-11-01 12:48:30.622,2.900819,38857980,10573076,4813967,6133491,5893575,10134404,5541353,5363311,2797379
2024-11-01 12:48:42.623,2.900817,39301344,10576925,4815742,6107368,5887102,10124503,5522700,5357405,2797287
2024-11-01 12:48:54.622,2.900818,39682096,10565333,4816949,6086210,5882549,10114446,5498239,5358047,2798572
2024-11-01 12:49:06.623,2.900816,40092440,10559220,4816148,6074351,5878581,10109260,5476580,5365094,2809861
2024-11-01 12:49:18.622,2.900815,40457720,10566535,4812481,6061700,5864059,10101309,5442907,5359045,2815193
2024-11-01 12:49:30.623,2.900818,40839536,10559344,4814686,6055442,5865410,10095043,5404634,5359546,2815708
2024-11-01 12:49:42.622,2.90082,41206550,10552057,4820696,6058753,5869752,10091313,5381599,5368546,2808414
2024-11-01 12:49:54.630,2.900815,41699056,10552303,4812155,6067520,5866362,10085763,5352189,5369269,2807558
2024-11-01 12:50:06.633,2.900814,42321184,10542012,4817830,6058160,5859504,10071877,5323234,5370114,2803535
2024-11-01 12:50:18.622,2.900817,42872496,10545169,4819593,6056589,5863463,10081492,5295761,5368311,2807665
2024-11-01 12:50:30.623,2.900818,43518756,10562795,4813656,6051785,5846719,10064556,5262713,5365416,2802462
2024-11-01 12:50:42.623,2.900816,44053308,10559235,4818349,6053771,5849210,10063941,5226154,5371780,2803757
2024-11-01 12:50:54.622,2.900816,44585136,10557996,4815962,6078010,5849366,10060650,5196121,5366694,2813774
2024-11-01 12:51:06.623,2.900818,45085280,10556233,4819495,6125891,5852466,10053234,5164902,5370329,2809576
2024-11-01 12:51:18.622,2.900815,45537060,10549114,4821096,6128716,5847281,10034335,5138589,5372474,2810314
2024-11-01 12:51:30.622,2.900816,45900972,10551303,4823493,6127276,5854256,10036242,5111794,5372616,2805683
2024-11-01 12:51:42.623,2.900813,46195370,10550671,4810029,6116041,5842135,10026741,5080895,5368959,2808625
2024-11-01 12:51:54.622,2.900814,46508600,10563725,4814841,6092958,5849978,10015871,5050148,5371276,2807920
2024-11-01 12:52:06.634,2.900813,46847092,10562266,4818535,6087776,5865780,10016695,5021703,5370346,2797333
2024-11-01 12:52:18.622,2.900816,47175636,10568287,4823049,6080151,5861763,10004156,4991083,5364073,2802014
2024-11-01 12:52:30.622,2.90082,47437324,10568101,4823262,6058436,5868984,9987281,4967768,5363004,2802079
2024-11-01 12:52:42.622,2.900817,47677684,10561438,4827044,6054328,5870002,9980079,4943708,5361097,2802576
2024-11-01 12:52:54.622,2.900819,47914040,10573076,4822944,6052667,5874475,9960047,4916431,5364530,2800770
2024-11-01 12:53:06.623,2.900818,48045970,10579874,4823526,6052621,5875127,9954589,4903084,5367682,2802459
2024-11-01 12:53:18.622,2.90082,48182164,10584476,4821643,6051390,5881394,9935474,4876857,5365786,2799733
2024-11-01 12:53:30.623,2.900819,48352420,10580859,4821557,6062770,5877425,9925847,4852104,5369239,2799599
2024-11-01 12:53:42.639,2.900819,48405680,10582108,4825906,6055662,5872857,9901882,4843211,5362332,2800380
2024-11-01 12:53:54.622,2.900818,48367880,10567751,4817769,6034754,5865938,9885638,4826071,5361534,2798099
2024-11-01 12:54:06.624,2.900817,48351940,10571602,4827039,6022786,5878768,9873636,4802238,5371436,2800854
2024-11-01 12:54:18.622,2.900818,48276944,10573315,4827680,6026856,5877238,9862742,4777352,5368460,2801019
2024-11-01 12:54:30.647,2.900818,48175920,10568649,4824688,6010564,5875286,9846924,4758861,5370073,2803042
2024-11-01 12:54:42.622,2.900816,48055900,10565682,4822208,6001877,5872303,9830484,4734253,5374517,2801155
2024-11-01 12:54:54.622,2.90082,47892824,10578304,4827170,6007921,5871178,9821505,4721872,5374143,2806796
2024-11-01 12:55:06.623,2.900817,47722990,10561635,4826663,6003754,5876627,9803266,4700532,5385415,2807719
2024-11-01 12:55:18.646,2.900818,47568980,10570761,4827905,6003132,5873807,9788995,4672717,5395463,2804001
2024-11-01 12:55:30.622,2.900817,47410276,10573566,4821343,6000741,5868149,9776336,4658351,5382808,2803696
2024-11-01 12:55:42.623,2.900816,47303816,10567951,4820170,5984589,5862204,9767634,4638482,5380005,2798105
2024-11-01 12:55:54.630,2.900816,47144696,10564837,4824097,5988397,5856088,9766559,4620039,5372136,2798333
2024-11-01 12:56:06.623,2.900816,46988216,10560795,4817594,5995831,5862761,9749502,4598560,5373019,2794415
2024-11-01 12:56:18.622,2.900815,46799080,10556443,4821984,5997044,5856624,9744269,4578082,5371275,2797283
2024-11-01 12:56:30.622,2.900816,46597470,10557562,4819465,5995400,5855442,9733380,4560053,5369572,2800303
2024-11-01 12:56:42.638,2.900814,46406184,10562238,4819088,6003756,5852744,9722303,4535070,5359709,2794853
2024-11-01 12:56:54.622,2.900817,46189200,10557818,4816106,6004260,5858075,9715527,4522624,5367526,2798568
2024-11-01 12:57:06.623,2.900815,45946630,10560088,4813464,6009277,5856381,9704937,4506492,5357914,2793116
2024-11-01 12:57:18.622,2.900816,45691784,10564684,4822875,6017058,5860050,9699340,4493649,5360083,2795554
2024-11-01 12:57:30.623,2.900814,45421136,10560525,4819762,6022184,5871330,9686217,4466724,5355767,2793493
2024-11-01 12:57:42.622,2.900815,45099690,10551087,4814534,6018738,5860203,9683297,4451526,5355182,2791613
2024-11-01 12:57:54.622,2.900814,44791736,10553445,4817112,6025618,5868143,9678186,4427783,5352825,2797717
2024-11-01 12:58:06.623,2.900815,44475976,10540835,4821179,6038654,5861608,9678544,4422081,5358857,2794077
2024-11-01 12:58:18.622,2.900814,44098660,10527272,4816616,6040276,5863090,9668723,4409991,5357355,2795305
2024-11-01 12:58:30.639,2.900813,43787480,10526459,4821458,6034721,5854267,9662667,4398122,5353433,2796166
2024-11-01 12:58:42.630,2.900815,43454850,10550531,4816485,6048559,5862730,9657804,4381672,5355848,2791887
2024-11-01 12:58:54.623,2.900815,43074800,10536168,4819188,6033259,5876500,9642878,4364686,5363114,2798009
2024-11-01 12:59:06.623,2.900815,42706012,10524998,4816570,6047712,5874243,9631646,4354857,5355784,2798831
2024-11-01 12:59:18.622,2.900813,42313730,10529413,4820982,6061811,5876521,9636534,4342392,5362267,2796337
2024-11-01 12:59:30.622,2.900816,41948316,10527783,4818726,6103465,5881424,9628854,4322863,5362007,2795197
2024-11-01 12:59:42.623,2.900814,41595850,10518379,4812014,6097998,5886006,9615429,4301606,5365131,2797817
2024-11-01 12:59:54.622,2.900814,41260500,10511928,4813008,6072848,5888068,9608249,4293831,5360399,2795238
2024-11-01 13:00:06.622,2.900788,40943548,10511176,4809161,6070817,5884479,9603352,4273018,5371087,2795805
2024-11-01 13:00:18.622,2.900814,40620056,10513455,4806362,6080913,5890157,9598581,4256087,5370314,2794933
2024-11-01 13:00:30.623,2.900814,40289940,10509363,4815033,6109203,5890129,9592459,4242457,5365533,2802426
2024-11-01 13:00:42.623,2.900813,39970940,10501788,4810443,6108717,5886728,9579355,4235215,5371284,2798239
2024-11-01 13:00:54.622,2.900817,39647684,10506037,4812910,6142805,5888490,9582431,4225927,5366882,2800422
2024-11-01 13:01:06.622,2.900813,39352000,10513115,4815857,6181606,5888809,9566674,4211946,5377270,2807122
2024-11-01 13:01:18.622,2.900813,39060490,10500779,4814738,6189680,5889401,9554949,4198428,5374601,2804960
2024-11-01 13:01:30.622,2.900813,38795600,10497322,4816220,6203829,5883566,9547304,4179903,5381501,2801252
2024-11-01 13:01:42.623,2.900812,38557384,10498165,4821447,6216875,5876395,9541252,4171652,5371828,2807344
2024-11-01 13:01:54.622,2.900812,38311376,10499811,4820917,6237160,5876175,9528432,4155472,5370045,2808747
2024-11-01 13:02:06.622,2.900812,38063984,10503213,4820127,6264574,5872589,9528241,4147596,5371965,2807606
2024-11-01 13:02:18.622,2.900813,37793212,10503679,4826113,6311843,5879532,9517274,4141441,5374030,2804893
2024-11-01 13:02:30.622,2.900815,37573136,10512577,4824663,6355760,5867084,9495818,4127407,5374349,2801354
2024-11-01 13:02:42.623,2.900813,37359216,10500700,4824244,6407015,5877357,9495761,4115262,5378497,2801490
2024-11-01 13:02:54.622,2.900814,37200116,10495243,4828235,6429090,5871247,9487974,4105064,5374054,2795897
2024-11-01 13:03:06.622,2.900815,36996550,10498758,4836950,6424108,5865959,9478245,4096623,5379049,2800072
2024-11-01 13:03:18.622,2.900813,36796690,10496068,4826850,6419898,5866265,9476379,4087956,5381192,2796111
2024-11-01 13:03:30.623,2.900811,36673384,10496338,4825060,6393601,5876130,9466946,4081547,5380018,2794080
2024-11-01 13:03:42.623,2.900813,36509176,10509439,4829770,6388180,5877473,9455478,4068161,5381717,2797568
2024-11-01 13:03:54.622,2.900815,36430070,10521785,4827786,6393045,5882544,9462965,4064014,5384423,2794449
2024-11-01 13:04:06.622,2.900812,36349132,10514198,4825464,6417233,5893247,9443355,4042529,5380862,2796983
2024-11-01 13:04:18.638,2.900812,36235052,10514474,4822846,6430905,5889538,9440239,4037149,5383192,2795188
2024-11-01 13:04:30.623,2.900813,36119652,10521104,4836593,6453244,5890062,9424967,4032628,5383075,2795718
2024-11-01 13:04:42.623,2.90081,36006216,10516823,4831778,6490590,5885693,9425719,4017861,5385500,2797009
2024-11-01 13:04:54.622,2.900812,35896864,10521344,4828676,6528032,5891890,9412334,4018006,5387076,2793506
2024-11-01 13:05:06.622,2.900811,35812504,10507650,4832551,6559414,5886027,9402138,4010753,5386150,2796639
2024-11-01 13:05:18.622,2.900813,35749588,10519600,4833182,6595730,5887151,9397559,4003531,5387075,2794938
2024-11-01 13:05:30.622,2.900812,35684210,10516214,4835530,6627843,5878247,9391430,4000100,5380799,2797583
2024-11-01 13:05:42.622,2.900813,35582656,10512733,4843043,6674871,5905422,9379018,3993809,5387739,2800439
2024-11-01 13:05:54.622,2.900811,35517000,10520037,4837994,6698766,5907569,9384369,3987831,5391098,2804631
2024-11-01 13:06:06.622,2.900814,35462200,10502056,4836164,6767137,5911028,9380563,3983765,5385892,2803697
2024-11-01 13:06:18.622,2.900813,35473772,10509681,4835997,6817588,5917098,9375960,3974537,5395856,2800738
2024-11-01 13:06:30.647,2.900814,35423136,10504416,4841910,6981457,5920801,9366788,3967624,5394077,2799431
2024-11-01 13:06:42.623,2.900812,35264156,10501497,4842761,7168681,5927358,9354190,3966448,5390824,2797762
2024-11-01 13:06:54.622,2.900814,35159390,10496598,4844628,7409161,5945337,9357986,3955761,5392844,2794486
2024-11-01 13:07:06.622,2.900814,35074070,10489258,4849659,7386552,5942087,9344938,3949520,5397829,2800285
2024-11-01 13:07:18.630,2.900814,35006744,10493548,4852125,7268106,5933935,9341036,3938125,5402731,2792227
2024-11-01 13:07:30.622,2.90081,34954864,10494541,4848866,7148956,5932160,9336965,3933191,5409870,2794247
2024-11-01 13:07:42.623,2.900812,34888524,10483953,4844690,7088211,5927185,9330599,3920167,5423475,2799948
2024-11-01 13:07:54.622,2.900812,34837310,10491356,4843727,7083277,5917913,9330550,3921669,5427625,2800152
2024-11-01 13:08:06.622,2.90081,34822930,10510417,4844337,7013195,5919982,9323319,3915934,5434851,2795585
2024-11-01 13:08:18.622,2.90081,34755148,10510879,4848598,6977767,5923884,9331479,3904286,5441431,2793051
2024-11-01 13:08:30.623,2.900811,34747664,10523982,4851043,6946622,5928240,9317195,3902221,5448910,2795683
2024-11-01 13:08:42.622,2.900809,34725464,10511719,4851497,6947441,5937995,9320757,3899619,5455939,2790814
2024-11-01 13:08:54.638,2.900811,34703000,10504806,4856873,6910796,5932974,9319733,3901549,5468378,2792306
2024-11-01 13:09:06.622,2.900809,34682176,10497642,4860372,6882665,5941615,9302787,3895438,5467234,2789313
2024-11-01 13:09:18.630,2.900812,34621624,10491745,4854492,6871007,5946757,9298722,3892324,5472807,2795571
2024-11-01 13:09:30.626,2.900809,34560788,10495344,4859627,6880136,5938853,9294550,3885885,5482192,2797276
2024-11-01 13:09:42.626,2.90081,34477670,10492029,4859281,6888272,5944697,9295695,3874461,5491998,2799082
2024-11-01 13:09:54.622,2.90081,34422250,10494100,4860660,6922883,5952251,9289569,3870128,5495244,2797901
2024-11-01 13:10:06.622,2.900808,34378510,10492081,4859027,6975288,6004702,9284461,3865468,5511070,2799746
2024-11-01 13:10:18.622,2.90081,34349760,10501974,4862657,7055497,6028188,9283056,3867926,5513566,2803658
2024-11-01 13:10:30.626,2.900811,34305108,10496992,4861303,7012042,6023005,9278127,3853356,5520915,2798276
2024-11-01 13:10:42.625,2.900809,34296776,10501922,4859170,7031223,6048996,9277471,3850783,5524756,2795527
2024-11-01 13:10:54.622,2.900811,34252410,10499641,4860910,7071928,6059526,9275365,3842671,5532121,2792664
2024-11-01 13:11:06.631,2.900811,34214556,10504436,4863949,7072430,6059262,9270699,3843047,5543056,2796625
2024-11-01 13:11:18.622,2.900813,34175950,10505428,4869106,7075017,6026538,9263350,3841721,5546496,2795533
2024-11-01 13:11:30.626,2.900812,34159904,10505200,4867664,7022422,5998629,9265194,3835298,5542875,2788129
2024-11-01 13:11:42.626,2.900812,34124908,10505129,4864560,7034387,5973529,9261394,3831919,5546079,2790538
2024-11-01 13:11:54.622,2.900812,34092190,10503155,4870951,7015227,5972003,9257738,3834563,5549272,2789158
2024-11-01 13:12:06.622,2.900812,34033590,10495232,4861198,7013447,5968756,9254665,3822821,5545980,2783054
2024-11-01 13:12:18.623,2.900812,33994420,10485518,4861530,7040449,5967758,9257280,3820467,5553052,2786916
2024-11-01 13:12:30.626,2.900813,33944720,10490152,4867082,7024435,5959506,9248222,3819409,5558008,2794448
2024-11-01 13:12:42.625,2.900811,33911830,10506503,4861198,7036622,5975843,9246737,3813207,5556896,2794267
2024-11-01 13:12:54.622,2.900812,33858710,10509523,4861074,7054589,5968154,9240169,3806564,5564162,2793580
2024-11-01 13:13:06.622,2.900812,33821876,10499784,4858136,7195644,5966336,9233380,3806560,5566524,2795077
2024-11-01 13:13:18.622,2.900811,33820900,10495658,4862648,7476601,5970406,9225699,3801761,5571301,2793544
2024-11-01 13:13:30.626,2.900812,33807610,10495333,4866483,7494198,5991462,9235615,3796866,5585696,2799899
2024-11-01 13:13:42.625,2.900811,33790804,10487893,4855850,7374028,5990504,9227174,3793728,5586583,2792398
2024-11-01 13:13:54.622,2.900811,33807710,10503162,4864028,7260087,5988994,9227423,3794381,5580161,2797058
2024-11-01 13:14:06.622,2.900812,33816584,10497757,4859796,7240957,5996830,9221500,3794891,5591049,2796892
2024-11-01 13:14:18.622,2.900812,33791530,10488406,4859674,7170525,6009683,9222422,3794979,5596480,2794488
2024-11-01 13:14:30.626,2.900812,33727016,10473181,4863117,7083868,5996405,9218052,3786827,5590903,2793760
2024-11-01 13:14:42.626,2.90081,33692680,10477219,4867112,7021224,5985398,9219539,3791354,5591597,2796934
2024-11-01 13:14:54.622,2.90081,33651628,10465236,4864174,6964520,5981375,9223262,3786879,5600091,2797792
2024-11-01 13:15:06.622,2.900811,33648164,10484610,4859942,6997875,5995509,9222030,3788024,5594309,2791737
2024-11-01 13:15:18.626,2.900812,33625590,10490177,4863169,7007907,6005049,9217800,3785159,5591748,2792228
2024-11-01 13:15:30.626,2.900812,33633500,10490790,4866960,6980650,6003378,9220891,3779665,5592243,2792458
2024-11-01 13:15:42.625,2.900815,33596188,10495153,4864212,6973428,6005035,9216593,3782064,5592600,2794118
2024-11-01 13:15:54.622,2.900809,33592892,10500770,4860570,6893604,5989137,9211863,3779530,5588785,2789177
2024-11-01 13:16:06.622,2.90081,33545968,10483834,4867604,6859461,6004780,9201879,3776595,5589246,2788869
2024-11-01 13:16:18.622,2.90081,33526898,10497913,4869216,6816730,5989285,9208968,3768806,5585144,2793436
2024-11-01 13:16:30.625,2.900809,33545424,10509102,4863340,6799788,6000230,9203907,3763119,5585443,2793931
2024-11-01 13:16:42.625,2.900809,33548340,10510721,4865170,6752190,5988990,9210286,3761877,5589239,2785002
2024-11-01 13:16:54.622,2.900811,33571228,10520189,4866491,6725912,5982401,9203864,3745534,5585161,2795391
2024-11-01 13:17:06.622,2.900811,33541448,10530240,4863164,6709274,5985907,9210630,3745149,5581986,2792002
2024-11-01 13:17:18.622,2.90081,33546192,10542931,4870173,6684277,5983248,9200684,3743685,5584905,2795715
2024-11-01 13:17:30.626,2.900811,33526340,10536207,4871296,6665108,5985756,9201384,3742395,5566121,2792859
2024-11-01 13:17:42.626,2.900812,33474196,10538724,4865606,6640852,5994942,9205842,3737300,5563794,2797108
2024-11-01 13:17:54.622,2.900814,33446372,10560775,4866964,6632099,6007631,9203490,3735875,5558002,2797091
2024-11-01 13:18:06.622,2.900813,33373444,10546956,4866652,6640549,6019512,9201883,3740586,5557234,2795968
2024-11-01 13:18:18.622,2.900812,33358984,10567731,4866226,6670320,6022065,9206539,3736366,5566233,2799009
2024-11-01 13:18:30.638,2.900813,33331248,10573806,4869624,6686126,6024926,9194695,3740461,5564171,2792060
2024-11-01 13:18:42.626,2.900814,33307168,10568297,4864443,6733558,6024855,9202583,3733021,5567198,2796195
2024-11-01 13:18:54.622,2.900814,33273696,10563535,4869029,6700932,6019960,9204438,3733390,5566632,2795060
2024-11-01 13:19:06.622,2.900813,33316362,10554447,4876584,6681744,6014940,9208115,3731324,5568406,2792051
2024-11-01 13:19:18.622,2.900813,33313276,10542675,4873342,6656110,6010681,9210983,3735696,5563699,2795863
2024-11-01 13:19:30.625,2.900813,33307552,10555428,4880579,6629103,6032660,9218156,3730909,5558742,2798873
2024-11-01 13:19:42.626,2.900811,33325888,10555806,4869402,6607176,6022460,9206787,3734822,5554102,2793769
2024-11-01 13:19:54.622,2.900811,33371020,10574290,4871963,6592627,6024989,9206814,3737295,5550023,2796089
2024-11-01 13:20:06.622,2.90081,33387260,10590425,4863754,6587827,6023242,9218859,3737805,5547588,2796246
2024-11-01 13:20:18.622,2.900811,33444676,10556953,4872744,6600944,6016992,9214377,3740373,5543873,2796035
2024-11-01 13:20:30.625,2.90081,33502220,10559528,4871024,6602381,6016934,9205428,3740451,5549699,2797711
