Time,AR_total,AR_count_Er,QS_total,QS_count_Er,AR_area,QS_area
2024-10-08T23:00:28.722,415119316.8517394,14406.930916259358,8919972.206184067,2111.867918003404,149160,3364
2024-10-08T23:02:05.684,416375080.25170714,14428.705420995107,8963838.748555815,2117.05440985297,149160,3364
2024-10-08T23:03:42.644,416394273.2795889,14429.037966537979,8985726.833771931,2119.637567341635,149160,3364
2024-10-08T23:05:19.673,416189410.0405836,14425.488034042099,8933974.246170433,2113.5248101418674,149160,3364
2024-10-08T23:06:56.664,416281087.9540504,14427.076764785903,8973225.683602229,2118.162609858156,149160,3364
2024-10-08T23:08:33.657,416734051.4011132,14434.923820393255,8978579.020648278,2118.79435300459,149160,3364
2024-10-08T23:10:10.708,416926620.5219093,14438.258560538203,8940658.987393625,2114.315372336117,149160,3364
2024-10-08T23:11:47.675,416550534.725454,14431.74512533834,8942064.644071124,2114.481572876804,149160,3364
2024-10-08T23:13:24.666,417393941.37548006,14446.348005213636,8956078.295377318,2116.1377903361254,149160,3364
2024-10-08T23:15:01.685,417227171.75765365,14443.461699981302,9004224.842974942,2121.8181876606372,149160,3364
2024-10-08T23:16:38.646,417360498.0195173,14445.769242576134,8943888.882114943,2114.697245720406,149160,3364
2024-10-08T23:18:15.606,417272215.0809287,14444.241327964042,9025871.428778587,2124.3671326748804,149160,3364
2024-10-08T23:19:52.598,415859188.72657704,14419.76401898757,8910402.006215585,2110.734706946326,149160,3364
2024-10-08T23:21:29.559,417218171.44751847,14443.305913943637,8762938.111601796,2093.1958952283703,149160,3364
2024-10-08T23:23:06.519,416904182.1081886,14437.870031763492,8829285.540668804,2101.1051307191656,149160,3364
2024-10-08T23:24:43.509,416858385.32440096,14437.077012408034,8886499.286703495,2107.9017157713374,149160,3364
2024-10-08T23:26:20.470,416823956.48514795,14436.480812253863,8878940.279261976,2107.005016517756,149160,3364
2024-10-08T23:27:57.430,415912945.3765246,14420.69598487751,8925528.247887904,2112.525532140133,149160,3364
2024-10-08T23:29:34.390,416369948.9716206,14428.616513228504,9006510.26222783,2122.0874466227624,149160,3364
2024-10-08T23:31:11.349,415304249.75332814,14410.139655002098,8933285.227065412,2113.4433073855344,149160,3364
2024-10-08T23:32:48.310,416500238.78589845,14430.873826381727,8993646.892770981,2120.5714905151135,149160,3364
2024-10-08T23:34:25.270,416282253.016137,14427.096953582468,9006561.106844604,2122.0934365438065,149160,3364
2024-10-08T23:36:02.230,416609835.2963785,14432.77234796521,9073643.991279721,2129.9816890386314,149160,3364
2024-10-08T23:37:39.190,417167938.2260464,14442.436398095135,9000622.309042023,2121.3936821158422,149160,3364
2024-10-08T23:39:16.151,415992282.00624293,14422.07131459006,9021548.084509447,2123.8582914720855,149160,3364
2024-10-08T23:40:53.111,417319243.10901225,14445.05526311707,9088448.192253869,2131.7185780789487,149160,3364
2024-10-08T23:42:30.701,417390666.6124375,14446.291333979761,9052363.551727125,2127.482497193235,149160,3364
2024-10-08T23:44:07.314,416475465.5295756,14430.444648893803,9075881.819798164,2130.244331033199,149160,3364
2024-10-08T23:45:44.236,416999243.77059984,14439.515985146454,9165261.26159438,2140.7079741985335,149160,3364
2024-10-08T23:47:20.983,416255640.61202294,14426.635793074263,8990080.416706707,2120.1509871594885,149160,3364
2024-10-08T23:48:57.944,416819423.5638829,14436.402314355937,9082270.302625962,2130.9939350718437,149160,3364
2024-10-08T23:50:34.936,414809482.68929654,14401.553435121095,8985750.838392926,2119.640398557374,149160,3364
2024-10-08T23:52:11.928,416245232.2059295,14426.455424079913,9095474.57939957,2132.5424473383373,149160,3364
2024-10-08T23:53:48.889,416171498.77229494,14425.177620609998,8982291.233945824,2119.232317838918,149160,3364
2024-10-08T23:55:25.881,416643674.9061982,14433.358495274033,9081407.350861397,2130.892694489964,149160,3364
2024-10-08T23:57:02.873,416583393.86050636,14432.31433035787,9065629.194889326,2129.040769324219,149160,3364
2024-10-08T23:58:39.866,416844656.46851766,14436.83927437924,9068542.686545016,2129.382855024551,149160,3364
2024-10-09T00:00:16.823,416855277.8026803,14437.023200831263,9039769.703056939,2126.0020817319228,149160,3364
2024-10-09T00:01:53.783,416326116.13144964,14427.857015708356,9004177.394067273,2121.812597057911,149160,3364
2024-10-09T00:03:30.743,417330299.74358225,14445.246618586722,9095174.290926103,2132.5072439415185,149160,3364
2024-10-09T00:05:07.704,416333110.6468253,14427.978213298378,8893704.339525726,2108.756071659988,149160,3364
2024-10-09T00:06:44.664,417109646.0251161,14441.427319089968,9028679.316509908,2124.697545123765,149160,3364
2024-10-09T00:08:21.624,417346704.89932984,14445.530535417001,8982686.97617217,2119.279001945257,149160,3364
2024-10-09T00:09:58.585,416975486.2467574,14439.104651029396,9074361.780997787,2130.065935716285,149160,3364
2024-10-09T00:11:35.614,417230159.61537915,14443.513416329477,9021688.62804414,2123.874834829508,149160,3364
2024-10-09T00:13:12.704,417375525.5374223,14446.029308038633,9066501.299537787,2129.143172679774,149160,3364
2024-10-09T00:14:49.790,417483735.7466332,14447.901850210523,9114420.477567105,2134.762337775227,149160,3364
2024-10-09T00:16:26.879,415688734.07800126,14416.808490057732,8988244.640496993,2119.9345084809806,149160,3364
2024-10-09T00:18:03.967,416874010.55636257,14437.34758458704,9092613.942177337,2132.207065715867,149160,3364
2024-10-09T00:19:41.549,416294926.4570217,14427.316563675688,9040802.174961843,2126.1234882952876,149160,3364
2024-10-09T00:21:18.143,417062107.4571419,14440.60434083598,9039464.364723912,2125.9661762036467,149160,3364
2024-10-09T00:22:55.232,417137355.72918975,14441.907002352385,9092744.805079028,2132.2224092574193,149160,3364
2024-10-09T00:24:32.320,416635463.243627,14433.216260481011,9062029.62915399,2128.6180527696824,149160,3364
2024-10-09T00:26:09.408,417346397.93327,14445.525222941358,9076814.244043093,2130.3537551358804,149160,3364
2024-10-09T00:27:46.496,416369576.04081523,14428.61005157488,9074144.051599871,2130.0403812603968,149160,3364
2024-10-09T00:29:23.584,416464277.2585957,14430.25081657619,9094696.357708137,2132.4512137101915,149160,3364
2024-10-09T00:31:00.709,416774097.2330438,14435.617361807632,9032395.772341233,2125.134792470966,149160,3364
2024-10-09T00:32:37.793,416124215.4662052,14424.358139380158,9022815.035595227,2124.007419430924,149160,3364
2024-10-09T00:34:14.881,417599265.32240605,14449.900783784055,9072384.052516498,2129.8338024968634,149160,3364
2024-10-09T00:35:51.970,416344998.9522492,14428.184205787109,9043690.25979358,2126.4630563207043,149160,3364
2024-10-09T00:37:29.580,417882136.5919943,14454.793955501307,9015984.972195452,2123.2033548621116,149160,3364
2024-10-09T00:39:06.145,417292157.3360181,14444.586483108786,9024731.662090696,2124.232998294996,149160,3364
2024-10-09T00:40:43.199,417150361.53996545,14442.132140718792,9050747.885872032,2127.2926321820455,149160,3364
2024-10-09T00:42:20.224,417592717.0864607,14449.787491282716,8998510.575501427,2121.14480593634,149160,3364
2024-10-09T00:43:57.248,417397865.7345288,14446.41591770306,9010821.223734543,2122.595253897283,149160,3364
2024-10-09T00:45:34.240,417908622.432018,14455.252028795934,9022556.30024156,2123.976965534415,149160,3364
2024-10-09T00:47:11.296,418371182.8167052,14463.249683537673,8956298.108659668,2116.1637588640992,149160,3364
2024-10-09T00:48:48.353,418033476.5115366,14457.41118789143,8979010.667744784,2118.845283137113,149160,3364
2024-10-09T00:50:25.345,418561180.1271095,14466.533450123936,9008686.873119434,2122.3438544589603,149160,3364
2024-10-09T00:52:02.401,418476275.40936255,14465.066114770485,9029918.407102166,2124.84333623707,149160,3364
2024-10-09T00:53:39.457,416059453.5072363,14423.23565479044,8956028.6736729,2116.131928032005,149160,3364
2024-10-09T00:55:16.482,416639907.2046668,14433.29323482113,9030800.412829,2124.9471067333648,149160,3364
2024-10-09T00:56:53.538,417069773.77906376,14440.737061851512,8990732.658999642,2120.2278956517434,149160,3364
2024-10-09T00:58:30.594,416237119.45297813,14426.314835275469,8987659.674097992,2119.8655233408076,149160,3364
2024-10-09T01:05:31.555,420682891.2668099,14503.152954906218,9066723.480316505,2129.169260570482,149160,3364
2024-10-09T01:07:08.613,419153978.938802,14476.774138923389,9072406.633704681,2129.836453076231,149160,3364
2024-10-09T01:08:45.636,418088632.69855356,14458.3649265495,9041296.202093026,2126.1815776284284,149160,3364
2024-10-09T01:10:22.695,416619548.04341364,14432.940588172143,9027782.322262418,2124.5919987449847,149160,3364
2024-10-09T01:11:59.718,417230635.4384035,14443.521652256479,8978572.760616917,2118.7936143731554,149160,3364
2024-10-09T01:13:36.740,416938097.83103263,14438.457290012542,9061384.947581004,2128.542335447078,149160,3364
2024-10-09T01:15:13.732,417148284.76712966,14442.09619077386,9070492.051494101,2129.6117077408853,149160,3364
2024-10-09T01:16:50.722,417487582.6120023,14447.968414486555,8972495.081209425,2118.0763774247407,149160,3364
2024-10-09T01:18:27.718,417030804.0135047,14440.062396220881,9080102.45660214,2130.7395965488295,149160,3364
2024-10-09T01:20:04.739,417387883.5279456,14446.243171287571,9062392.756439691,2128.660700586133,149160,3364
