Time,Total,Mode,Bright_count,Bright_area,Area,Exposure
2024-10-08 23:30:54.677370,22865662503.23527,77580.0,0,0.0,305606,350
2024-10-08 23:32:31.639540,22864120694.65668,76705.71428571429,0,0.0,305606,350
2024-10-08 23:34:08.597710,22856534318.871407,76377.14285714286,0,0.0,305606,350
2024-10-08 23:35:45.558015,22864895562.247562,76377.14285714286,0,0.0,305606,350
2024-10-08 23:37:22.518310,22879429030.9066,76437.14285714286,0,0.0,305606,350
2024-10-08 23:38:59.478605,22855159486.424126,77520.0,0,0.0,305606,350
2024-10-08 23:40:36.438900,22861539051.52941,76040.0,0,0.0,305606,350
2024-10-08 23:42:13.399205,22853243353.58966,75362.85714285714,0,0.0,305606,350
2024-10-08 23:43:50.359250,22850801161.358143,75608.57142857143,0,0.0,305606,350
2024-10-08 23:45:27.319545,22866571085.14698,76374.28571428571,0,0.0,305606,350
2024-10-08 23:47:04.311840,22860968410.129467,76782.85714285714,0,0.0,305606,350
2024-10-08 23:48:41.272145,22867620067.353928,76468.57142857143,0,0.0,305606,350
2024-10-08 23:50:18.264440,22866149024.237656,76148.57142857143,0,0.0,305606,350
2024-10-08 23:51:55.256610,22882572784.42347,76211.42857142857,0,0.0,305606,350
2024-10-08 23:53:32.216905,22884426821.689125,75848.57142857143,0,0.0,305606,350
2024-10-08 23:55:09.209085,22865700875.010548,77057.14285714286,0,0.0,305606,350
2024-10-08 23:56:46.201380,22867924635.60913,76242.85714285714,0,0.0,305606,350
2024-10-08 23:58:23.193675,22849931784.559998,75562.85714285714,0,0.0,305606,350
2024-10-09 00:00:00.153970,22840695528.687103,75931.42857142857,0,0.0,305606,350
2024-10-09 00:01:37.111140,22842966456.768055,76408.57142857143,0,0.0,305606,350
2024-10-09 00:03:14.714450,22842083851.132774,75662.85714285714,0,0.0,305606,350
2024-10-09 00:04:51.317400,22844223885.017715,75665.71428571429,0,0.0,305606,350
2024-10-09 00:06:27.991910,22842715584.41374,76351.42857142857,0,0.0,305606,350
2024-10-09 00:08:04.952215,22836050030.340927,76194.28571428571,0,0.0,305606,350
2024-10-09 00:09:41.912510,22842904649.9274,76660.0,0,0.0,305606,350
2024-10-09 00:11:18.909680,22836719110.69523,76114.28571428571,0,0.0,305606,350
