date_time,suit_count,Mean,Std,diff_count,Diff_error,Img_count,area
2024-11-01 12:37:20,42601.306640625,-8.535372702355625,115.76179221050528,11711.828125,896.2066591900344,1648974.05859375,80.0
2024-11-01 12:40:09,46260.8369140625,,,,,,
2024-11-01 12:48:34,524327.1030273438,,,,,,
2024-11-01 12:51:23,1037026.9350585938,,,,,,
2024-11-01 13:02:38,2568350.912597656,3.202802854605511,221.8328900334027,1748874.6108398438,4006.105177490381,34666108.298828125,1668.0
2024-11-01 13:13:40,8047885.822998047,33.698640420651806,406.6799637990787,5171133.086914063,5121.204418605408,60501355.21728516,2546.0
2024-11-01 13:19:18,1097957.7631835938,,,,,,
2024-11-01 13:24:56,51058.1875,,,,,,
2024-11-01 13:37:38,34653.5400390625,,,,,,
2024-11-01 13:41:53,34799.0458984375,,,,,,
2024-11-01 13:47:35,267015.03515625,,,,,,
2024-11-01 13:53:14,137058.64892578125,,,,,,
2024-11-01 13:56:03,399973.26708984375,27.19158696388298,242.1173328504752,205472.90576171875,,3792491.0693359375,169.0
2024-11-01 14:00:18,27254.390625,,,,,,
2024-11-01 14:07:23,1353483.5083007812,,,,,,
2024-11-01 14:14:29,1820395.9370117188,36.2587385557025,243.57582504844663,1058435.1987304688,3509.924125455574,26459530.669921875,1334.0
