date_time,suit_count
2024-11-01T12:37:20,22134.682211650612
2024-11-01T12:40:09,51498.48171033157
2024-11-01T12:48:34,484286.6577783128
2024-11-01T12:51:23,1045389.4991906855
2024-11-01T13:02:38,2410715.3525425377
2024-11-01T13:13:40,7909450.536130063
2024-11-01T13:19:18,1199890.2030035222
2024-11-01T13:24:56,75026.3587513134
2024-11-01T13:31:59,48268.64288376394
2024-11-01T13:36:14,154979.16678334714
2024-11-01T13:41:53,108572.74262022656
2024-11-01T13:47:35,240062.92846641285
2024-11-01T13:51:49,111840.55777406273
2024-11-01T13:56:03,448352.2997924199
2024-11-01T14:00:18,117751.73985667672
2024-11-01T14:07:23,887488.9809332205
2024-11-01T14:14:29,1674864.4859549545

