file,region_id,x0_pix,y0_pix,width_pix,height_pix,top_left_hpc_Tx,top_left_hpc_Ty,bottom_right_hpc_Tx,bottom_right_hpc_Ty,Centre_hpc_Tx,Centre_hpc_Ty,max_intensity,area_pix
aia.lev1_euv_12s.2024-07-10T033008Z.131.image_lev1.fits,1,1273,1486,623,488,-461,-42,-88,-336,-275,-189,1490.6198608037603,78829
aia.lev1_euv_12s.2024-07-10T033008Z.131.image_lev1.fits,2,316,2013,606,702,-1035,404,-672,-18,-854,192,513.3078563545612,111468
aia.lev1_euv_12s.2024-07-10T033008Z.131.image_lev1.fits,3,3380,1638,390,798,804,231,1037,-247,921,-7,389.61122990523256,53554
aia.lev1_euv_12s.2024-07-10T033008Z.131.image_lev1.fits,4,374,1125,617,788,-1001,-77,-632,-552,-817,-314,360.01309079464943,165634
aia.lev1_euv_12s.2024-07-10T033008Z.131.image_lev1.fits,5,3259,1978,290,245,731,104,905,-43,818,30,201.73714264850958,11244
