# Date  Box_count   Full_image_count     Error
2024-06-01T08:06:08.558 -1051324.9028700162 -2537135.201012015 583024.0712367425
2024-06-01T08:07:33.135 -776234.5729549421 -2133455.639359053 571532.9093866299
2024-06-01T08:08:57.710 -1223897.7469548471 -3100321.9962230115 583532.9963510497
2024-06-01T08:10:22.286 -1415576.6793252132 -3385827.844192026 580465.6126979622
2024-06-01T08:11:46.863 -2095627.0519672555 -5056593.712380919 677337.7328684321
2024-06-01T08:13:11.470 -1287966.0696875881 -2856517.6419624723 612674.4392345165
2024-06-01T08:14:36.787 -7017.586428862587 425860.86042682664 587666.9309129891
2024-06-01T08:16:00.720 558628.9039463351 1877101.050961739 703952.5093592217
2024-06-01T08:17:25.328 1006970.3401554031 2139831.307413195 695201.9151023705
2024-06-01T08:18:49.967 356606.6226998337 1120518.898855485 690923.2699245935
2024-06-01T08:20:14.576 233562.78102859796 306282.63621955 680145.3874433349
2024-06-01T08:21:39.249 -331957.0560947114 -1378521.4487099273 664241.0405329638
2024-06-01T08:23:03.888 -579874.64848464 -1373129.3073271858 784202.4706338311
2024-06-01T08:24:28.528 -1375776.3269341628 -3701246.693355872 729494.9684931061
2024-06-01T08:25:53.169 -1244944.0999234603 -3090883.481028865 638359.2213262744
2024-06-01T08:27:17.810 -300101.420849122 -527218.9812077128 708338.1487352109
2024-06-01T08:28:42.449 -743268.3944493297 -1270437.4580794196 447194.92118516343
2024-06-01T08:30:07.900 180.8141584851728 -65417.7882027718 578400.5278867742
2024-06-01T08:31:31.539 -58660.13655129498 -900474.199327241 818264.7745762158
2024-06-01T08:32:55.922 821703.7199414689 1963261.7564617703 763223.3712030257
2024-06-01T08:34:20.307 16686369.273391439 37170824.449334905 1858480.0724717197
2024-06-01T08:35:44.723 35386234.32036927 85342940.14029372 3323919.4474907755
2024-06-01T08:37:09.107 16643867.35072717 38214346.62446095 2236412.0197530994
2024-06-01T08:38:33.491 8666556.469260043 17371822.950147625 801681.632949494
2024-06-01T08:39:57.875 14568461.5079611 34690966.647523485 1982463.0279376938
2024-06-01T08:41:22.261 7384365.475607494 14790635.552227994 688556.2692000077
2024-06-01T08:45:48.533 -1976011.5992019796 -690444.4045895989 648921.6938818558
2024-06-01T08:47:14.925 -27130391.01014437 -68253732.94973075 2498525.969437113
2024-06-01T08:48:41.654 -9623808.763077479 -23727678.044785712 1367934.9273245845
2024-06-01T08:50:10.346 -2277212.29133073 -3342906.173143085 673955.3905665951
2024-06-01T08:51:38.899 -9148236.22611731 -22217279.952850826 1263842.1126423988
2024-06-01T08:53:07.594 -3019774.0248007607 -5898263.98175279 682738.279277753
2024-06-01T08:54:36.181 -9490629.805188442 -24419618.329346135 1225054.9379441643
2024-06-01T08:56:04.873 -2711709.412622554 -5108583.871183444 871312.0680434209
2024-06-01T08:57:35.785 -1959118.0228358707 -3861804.7325841985 773842.9498842135
2024-06-01T08:59:06.697 -830228.0315242376 -843031.6932094139 697477.4473272313
2024-06-01T09:00:37.641 443508.2344308683 1417379.0692529276 745540.0503436691
2024-06-01T09:02:08.554 520957.79076273675 2457863.595644497 738464.2442293921
2024-06-01T09:03:39.466 -69999.22412889468 355231.88302232756 809695.071636185
